county,municipality,office,district,party,candidate,votes
Cumberland,Fairfield Twp,State Senate,1,Republican,Susan Adelizzi Schmidt,259
Cumberland,Fairfield Twp,State Senate,1,Independence for All,Tom Greto,13
Cumberland,Greenwich Twp.,State Senate,1,Democratic,Jeff Van Drew,227
Cumberland,Greenwich Twp.,State Senate,1,Republican,Susan Adelizzi Schmidt,123
Cumberland,Greenwich Twp.,State Senate,1,Independence for All,Tom Greto,3
Cumberland,Hopewell Twp.,State Senate,1,Democratic,Jeff Van Drew,662
Cumberland,Hopewell Twp.,State Senate,1,Republican,Susan Adelizzi Schmidt,577
Cumberland,Hopewell Twp.,State Senate,1,Independence for All,Tom Greto,14
Cumberland,Lawrence Twp.,State Senate,1,Democratic,Jeff Van Drew,348
Cumberland,Lawrence Twp.,State Senate,1,Republican,Susan Adelizzi Schmidt,272
Cumberland,Lawrence Twp.,State Senate,1,Independence for All,Tom Greto,8
Cumberland,Maurice River Twp.,State Senate,1,Democratic,Jeff Van Drew,544
Cumberland,Maurice River Twp.,State Senate,1,Republican,Susan Adelizzi Schmidt,348
Cumberland,Maurice River Twp.,State Senate,1,Independence for All,Tom Greto,13
Cumberland,Millville City,State Senate,1,Democratic,Jeff Van Drew,4069
Cumberland,Millville City,State Senate,1,Republican,Susan Adelizzi Schmidt,2104
Cumberland,Millville City,State Senate,1,Independence for All,Tom Greto,113
Cumberland,Shiloh Boro,State Senate,1,Democratic,Jeff Van Drew,64
Cumberland,Shiloh Boro,State Senate,1,Republican,Susan Adelizzi Schmidt,81
Cumberland,Shiloh Boro,State Senate,1,Independence for All,Tom Greto,2
Cumberland,Stow Creek Twp.,State Senate,1,Democratic,Jeff Van Drew,198
Cumberland,Stow Creek Twp.,State Senate,1,Republican,Susan Adelizzi Schmidt,247
Cumberland,Stow Creek Twp.,State Senate,1,Independence for All,Tom Greto,3
Cumberland,Vineland City,State Senate,1,Democratic,Jeff Van Drew,7921
Cumberland,Vineland City,State Senate,1,Republican,Susan Adelizzi Schmidt,4135
Cumberland,Vineland City,State Senate,1,Independence for All,Tom Greto,142
Atlantic,Absecon City,State Senate,2,Democratic,Jim Whelan,1399
Atlantic,Absecon City,State Senate,2,Republican,Frank X. Balles,1397
Atlantic,Absecon City,State Senate,2,Republican,John F. Amodeo,1544
Atlantic,Atlantic City,State Senate,2,Democratic,Jim Whelan,5517
Atlantic,Atlantic City,State Senate,2,Republican,Frank X. Balles,1855
Atlantic,Atlantic City,State Senate,2,Republican,John F. Amodeo,1972
Atlantic,Brigantine City,State Senate,2,Democratic,Jim Whelan,1402
Atlantic,Brigantine City,State Senate,2,Republican,Frank X. Balles,1585
Atlantic,Brigantine City,State Senate,2,Republican,John F. Amodeo,1816
Atlantic,Buena Boro,State Senate,2,Democratic,Jim Whelan,415
Atlantic,Buena Boro,State Senate,2,Republican,Frank X. Balles,591
Atlantic,Buena Boro,State Senate,2,Republican,John F. Amodeo,583
Atlantic,Buena Vista Twp.,State Senate,2,Democratic,Jim Whelan,1115
Atlantic,Buena Vista Twp.,State Senate,2,Republican,Frank X. Balles,1029
Atlantic,Buena Vista Twp.,State Senate,2,Republican,John F. Amodeo,975
Atlantic,Egg Harbor City,State Senate,2,Democratic,Jim Whelan,565
Atlantic,Egg Harbor City,State Senate,2,Republican,Frank X. Balles,477
Atlantic,Egg Harbor City,State Senate,2,Republican,John F. Amodeo,440
Atlantic,Egg Harbor Twp.,State Senate,2,Democratic,Jim Whelan,5062
Atlantic,Egg Harbor Twp.,State Senate,2,Republican,Frank X. Balles,5549
Atlantic,Egg Harbor Twp.,State Senate,2,Republican,John F. Amodeo,5538
Atlantic,Folsom Boro,State Senate,2,Democratic,Jim Whelan,211
Atlantic,Folsom Boro,State Senate,2,Republican,Frank X. Balles,325
Atlantic,Folsom Boro,State Senate,2,Republican,John F. Amodeo,307
Atlantic,Hamilton Twp.,State Senate,2,Democratic,Jim Whelan,3470
Atlantic,Hamilton Twp.,State Senate,2,Republican,Frank X. Balles,3156
Atlantic,Hamilton Twp.,State Senate,2,Republican,John F. Amodeo,3248
Atlantic,Linwood City,State Senate,2,Democratic,Jim Whelan,1190
Atlantic,Linwood City,State Senate,2,Republican,Frank X. Balles,1300
Atlantic,Linwood City,State Senate,2,Republican,John F. Amodeo,1482
Atlantic,Longport Boro,State Senate,2,Democratic,Jim Whelan,166
Atlantic,Longport Boro,State Senate,2,Republican,Frank X. Balles,213
Atlantic,Longport Boro,State Senate,2,Republican,John F. Amodeo,218
Atlantic,Margate City,State Senate,2,Democratic,Jim Whelan,1385
Atlantic,Margate City,State Senate,2,Republican,Frank X. Balles,1145
Atlantic,Margate City,State Senate,2,Republican,John F. Amodeo,1490
Atlantic,Mullica Twp.,State Senate,2,Democratic,Jim Whelan,829
Atlantic,Mullica Twp.,State Senate,2,Republican,Frank X. Balles,1014
Atlantic,Mullica Twp.,State Senate,2,Republican,John F. Amodeo,1034
Atlantic,Northfield City,State Senate,2,Democratic,Jim Whelan,1493
Atlantic,Northfield City,State Senate,2,Republican,Frank X. Balles,1365
Atlantic,Northfield City,State Senate,2,Republican,John F. Amodeo,1193
Atlantic,Pleasantville City,State Senate,2,Democratic,Jim Whelan,2242
Atlantic,Pleasantville City,State Senate,2,Republican,Frank X. Balles,418
Atlantic,Pleasantville City,State Senate,2,Republican,John F. Amodeo,354
Atlantic,Somers Point City,State Senate,2,Democratic,Jim Whelan,1413
Atlantic,Somers Point City,State Senate,2,Republican,Frank X. Balles,1474
Atlantic,Somers Point City,State Senate,2,Republican,John F. Amodeo,1524
Atlantic,Ventor City,State Senate,2,Democratic,Jim Whelan,1459
Atlantic,Ventor City,State Senate,2,Republican,Frank X. Balles,1113
Atlantic,Ventor City,State Senate,2,Republican,John F. Amodeo,1406
Cumberland,Bridgeton City,State Senate,3,Democratic,Stephen M. Sweeney,1753
Cumberland,Bridgeton City,State Senate,3,Republican,Niki A. Trunk,550
Cumberland,Deerfield Twp.,State Senate,3,Democratic,Stephen M. Sweeney,392
Cumberland,Deerfield Twp.,State Senate,3,Republican,Niki A. Trunk,352
Cumberland,Upper Deerfield Twp.,State Senate,3,Democratic,Stephen M. Sweeney,934
Cumberland,Upper Deerfield Twp.,State Senate,3,Republican,Niki A. Trunk,1064
Cumberland,,State Senate,3,Democratic,Stephen M. Sweeney,0
Cumberland,,State Senate,3,Republican,Niki A. Trunk,0
Gloucester,Clayton Boro,State Senate,3,Democratic,Stephen M. Sweeney,1196
Gloucester,Clayton Boro,State Senate,3,Republican,Niki A. Trunk,721
Gloucester,East Greenwich Twp.,State Senate,3,Democratic,Stephen M. Sweeney,1488
Gloucester,East Greenwich Twp.,State Senate,3,Republican,Niki A. Trunk,1679
Gloucester,Elk Twp.,State Senate,3,Democratic,Stephen M. Sweeney,692
Gloucester,Elk Twp.,State Senate,3,Republican,Niki A. Trunk,735
Gloucester,Franklin Twp.,State Senate,3,Democratic,Stephen M. Sweeney,2319
Gloucester,Franklin Twp.,State Senate,3,Republican,Niki A. Trunk,2270
Gloucester,Glassboro Boro,State Senate,3,Democratic,Stephen M. Sweeney,2443
Gloucester,Glassboro Boro,State Senate,3,Republican,Niki A. Trunk,1375
Gloucester,Greenwich Twp.,State Senate,3,Democratic,Stephen M. Sweeney,1092
Gloucester,Greenwich Twp.,State Senate,3,Republican,Niki A. Trunk,715
Gloucester,Logan Twp.,State Senate,3,Democratic,Stephen M. Sweeney,932
Gloucester,Logan Twp.,State Senate,3,Republican,Niki A. Trunk,687
Gloucester,National Park Boro,State Senate,3,Democratic,Stephen M. Sweeney,419
Gloucester,National Park Boro,State Senate,3,Republican,Niki A. Trunk,276
Gloucester,Newfield Boro,State Senate,3,Democratic,Stephen M. Sweeney,271
Gloucester,Newfield Boro,State Senate,3,Republican,Niki A. Trunk,240
Gloucester,Paulsboro Boro,State Senate,3,Democratic,Stephen M. Sweeney,1033
Gloucester,Paulsboro Boro,State Senate,3,Republican,Niki A. Trunk,296
Gloucester,South Harrison Twp.,State Senate,3,Democratic,Stephen M. Sweeney,392
Gloucester,South Harrison Twp.,State Senate,3,Republican,Niki A. Trunk,541
Gloucester,Swedesboro Boro,State Senate,3,Democratic,Stephen M. Sweeney,316
Gloucester,Swedesboro Boro,State Senate,3,Republican,Niki A. Trunk,235
Gloucester,West Deptford Twp.,State Senate,3,Democratic,Stephen M. Sweeney,3886
Gloucester,West Deptford Twp.,State Senate,3,Republican,Niki A. Trunk,2919
Gloucester,Woodbury Heights Boro,State Senate,3,Democratic,Stephen M. Sweeney,550
Gloucester,Woodbury Heights Boro,State Senate,3,Republican,Niki A. Trunk,432
Gloucester,Woolwich Twp.,State Senate,3,Democratic,Stephen M. Sweeney,1243
Gloucester,Woolwich Twp.,State Senate,3,Republican,Niki A. Trunk,1460
Salem,Alloway Twp.,State Senate,3,Democratic,Stephen M. Sweeney,477
Salem,Alloway Twp.,State Senate,3,Republican,Niki A. Trunk,646
Salem,Carneys Point Twp.,State Senate,3,Democratic,Stephen M. Sweeney,1304
Salem,Carneys Point Twp.,State Senate,3,Republican,Niki A. Trunk,849
Salem,Elmer Boro,State Senate,3,Democratic,Stephen M. Sweeney,161
Salem,Elmer Boro,State Senate,3,Republican,Niki A. Trunk,264
Salem,Elsinboro Twp.,State Senate,3,Democratic,Stephen M. Sweeney,263
Salem,Elsinboro Twp.,State Senate,3,Republican,Niki A. Trunk,223
Salem,Lower Alloways Creek Twp.,State Senate,3,Democratic,Stephen M. Sweeney,348
Salem,Lower Alloways Creek Twp.,State Senate,3,Republican,Niki A. Trunk,383
Salem,Mannington Twp.,State Senate,3,Democratic,Stephen M. Sweeney,233
Salem,Mannington Twp.,State Senate,3,Republican,Niki A. Trunk,256
Salem,Oldmans Twp.,State Senate,3,Democratic,Stephen M. Sweeney,292
Salem,Oldmans Twp.,State Senate,3,Republican,Niki A. Trunk,321
Salem,Penns Grove Boro,State Senate,3,Democratic,Stephen M. Sweeney,597
Salem,Penns Grove Boro,State Senate,3,Republican,Niki A. Trunk,189
Salem,Pennsville Twp.,State Senate,3,Democratic,Stephen M. Sweeney,1954
Salem,Pennsville Twp.,State Senate,3,Republican,Niki A. Trunk,1912
Salem,Pilesgrove Twp.,State Senate,3,Democratic,Stephen M. Sweeney,666
Salem,Pilesgrove Twp.,State Senate,3,Republican,Niki A. Trunk,778
Salem,Pittsgrove Twp.,State Senate,3,Democratic,Stephen M. Sweeney,1308
Salem,Pittsgrove Twp.,State Senate,3,Republican,Niki A. Trunk,1373
Salem,Quinton Twp.,State Senate,3,Democratic,Stephen M. Sweeney,375
Salem,Quinton Twp.,State Senate,3,Republican,Niki A. Trunk,386
Salem,Salem City- East Ward,State Senate,3,Democratic,Stephen M. Sweeney,412
Salem,Salem City- East Ward,State Senate,3,Republican,Niki A. Trunk,109
Salem,Salem City- West Ward,State Senate,3,Democratic,Stephen M. Sweeney,344
Salem,Salem City- West Ward,State Senate,3,Republican,Niki A. Trunk,98
Salem,Upper Pittsgrove Twp.,State Senate,3,Democratic,Stephen M. Sweeney,399
Salem,Upper Pittsgrove Twp.,State Senate,3,Republican,Niki A. Trunk,729
Salem,Woodstown Boro,State Senate,3,Democratic,Stephen M. Sweeney,561
Salem,Woodstown Boro,State Senate,3,Republican,Niki A. Trunk,536
Salem,,State Senate,3,Democratic,Stephen M. Sweeney,0
Salem,,State Senate,3,Republican,Niki A. Trunk,0
Camden,Chesihurst Boro,State Senate,4,Democratic,Fred H. Madden,278
Camden,Chesihurst Boro,State Senate,4,Republican,Giancarlo D'Orazio,75
Camden,Clementon Boro,State Senate,4,Democratic,Fred H. Madden,607
Camden,Clementon Boro,State Senate,4,Republican,Giancarlo D'Orazio,416
Camden,Gloucester Twp.,State Senate,4,Democratic,Fred H. Madden,8694
Camden,Gloucester Twp.,State Senate,4,Republican,Giancarlo D'Orazio,5811
Camden,Laurel Springs Boro,State Senate,4,Democratic,Fred H. Madden,303
Camden,Laurel Springs Boro,State Senate,4,Republican,Giancarlo D'Orazio,245
Camden,Lindenwold Boro,State Senate,4,Democratic,Fred H. Madden,1780
Camden,Lindenwold Boro,State Senate,4,Republican,Giancarlo D'Orazio,744
Camden,Winslow Twp.,State Senate,4,Democratic,Fred H. Madden,5034
Camden,Winslow Twp.,State Senate,4,Republican,Giancarlo D'Orazio,3003
Camden,,State Senate,4,Democratic,Fred H. Madden,0
Camden,,State Senate,4,Republican,Giancarlo D'Orazio,0
Gloucester,Monroe Twp.,State Senate,4,Democratic,Fred H. Madden,4340
Gloucester,Monroe Twp.,State Senate,4,Republican,Giancarlo D'Orazio,3532
Gloucester,Pitman Boro,State Senate,4,Democratic,Fred H. Madden,1608
Gloucester,Pitman Boro,State Senate,4,Republican,Giancarlo D'Orazio,1340
Gloucester,Washington Twp.,State Senate,4,Democratic,Fred H. Madden,6795
Gloucester,Washington Twp.,State Senate,4,Republican,Giancarlo D'Orazio,6210
Gloucester,,State Senate,4,Democratic,Fred H. Madden,0
Gloucester,,State Senate,4,Republican,Giancarlo D'Orazio,0
Camden,Audubon Boro,State Senate,5,Democratic,Donald W. Norcross,1121
Camden,Audubon Boro,State Senate,5,Republican,Keith Walker,1182
Camden,Audubon Park Boro,State Senate,5,Democratic,Donald W. Norcross,167
Camden,Audubon Park Boro,State Senate,5,Republican,Keith Walker,108
Camden,Barrington Boro,State Senate,5,Democratic,Donald W. Norcross,808
Camden,Barrington Boro,State Senate,5,Republican,Keith Walker,923
Camden,Bellmawr Boro,State Senate,5,Democratic,Donald W. Norcross,1330
Camden,Bellmawr Boro,State Senate,5,Republican,Keith Walker,1176
Camden,Brooklawn Boro,State Senate,5,Democratic,Donald W. Norcross,255
Camden,Brooklawn Boro,State Senate,5,Republican,Keith Walker,179
Camden,Camden City,State Senate,5,Democratic,Donald W. Norcross,6227
Camden,Camden City,State Senate,5,Republican,Keith Walker,1400
Camden,Gloucester City,State Senate,5,Democratic,Donald W. Norcross,1248
Camden,Gloucester City,State Senate,5,Republican,Keith Walker,846
Camden,Haddon Heights Boro,State Senate,5,Democratic,Donald W. Norcross,1192
Camden,Haddon Heights Boro,State Senate,5,Republican,Keith Walker,1458
Camden,Lawnside Boro,State Senate,5,Democratic,Donald W. Norcross,708
Camden,Lawnside Boro,State Senate,5,Republican,Keith Walker,92
Camden,Magnolia Boro,State Senate,5,Democratic,Donald W. Norcross,603
Camden,Magnolia Boro,State Senate,5,Republican,Keith Walker,374
Camden,Mount Ephraim Boro,State Senate,5,Democratic,Donald W. Norcross,586
Camden,Mount Ephraim Boro,State Senate,5,Republican,Keith Walker,512
Camden,Runnemede Boro,State Senate,5,Democratic,Donald W. Norcross,985
Camden,Runnemede Boro,State Senate,5,Republican,Keith Walker,788
Camden,Woodlynne Boro,State Senate,5,Democratic,Donald W. Norcross,264
Camden,Woodlynne Boro,State Senate,5,Republican,Keith Walker,77
Gloucester,Deptford Twp.,State Senate,5,Democratic,Donald W. Norcross,4345
Gloucester,Deptford Twp.,State Senate,5,Republican,Keith Walker,3120
Gloucester,Harrison Twp.,State Senate,5,Democratic,Donald W. Norcross,1169
Gloucester,Harrison Twp.,State Senate,5,Republican,Keith Walker,2040
Gloucester,Mantua Twp.,State Senate,5,Democratic,Donald W. Norcross,2147
Gloucester,Mantua Twp.,State Senate,5,Republican,Keith Walker,2177
Gloucester,Wenonah Boro,State Senate,5,Democratic,Donald W. Norcross,389
Gloucester,Wenonah Boro,State Senate,5,Republican,Keith Walker,487
Gloucester,Westville Boro,State Senate,5,Democratic,Donald W. Norcross,476
Gloucester,Westville Boro,State Senate,5,Republican,Keith Walker,423
Gloucester,Woodbury City,State Senate,5,Democratic,Donald W. Norcross,1363
Gloucester,Woodbury City,State Senate,5,Republican,Keith Walker,1086
Burlington,Maple Shade,State Senate,6,Democratic,James Beach,1888
Burlington,Maple Shade,State Senate,6,Republican,Sudhir Deshmukh,1491
Camden,Berlin Twp.,State Senate,6,Democratic,James Beach,861
Camden,Berlin Twp.,State Senate,6,Republican,Sudhir Deshmukh,415
Camden,Cherry Hill Twp.,State Senate,6,Democratic,James Beach,11618
Camden,Cherry Hill Twp.,State Senate,6,Republican,Sudhir Deshmukh,7193
Camden,Collingswood Boro,State Senate,6,Democratic,James Beach,2443
Camden,Collingswood Boro,State Senate,6,Republican,Sudhir Deshmukh,1029
Camden,Gibbsboro Boro,State Senate,6,Democratic,James Beach,381
Camden,Gibbsboro Boro,State Senate,6,Republican,Sudhir Deshmukh,252
Camden,Haddon Twp.,State Senate,6,Democratic,James Beach,2723
Camden,Haddon Twp.,State Senate,6,Republican,Sudhir Deshmukh,1668
Camden,Haddonfield Boro,State Senate,6,Democratic,James Beach,1991
Camden,Haddonfield Boro,State Senate,6,Republican,Sudhir Deshmukh,1631
Camden,Hi-Nella Boro,State Senate,6,Democratic,James Beach,86
Camden,Hi-Nella Boro,State Senate,6,Republican,Sudhir Deshmukh,68
Camden,Merchantville Boro,State Senate,6,Democratic,James Beach,582
Camden,Merchantville Boro,State Senate,6,Republican,Sudhir Deshmukh,329
Camden,Oaklyn Boro,State Senate,6,Democratic,James Beach,710
Camden,Oaklyn Boro,State Senate,6,Republican,Sudhir Deshmukh,325
Camden,Pennsauken Twp.,State Senate,6,Democratic,James Beach,5292
Camden,Pennsauken Twp.,State Senate,6,Republican,Sudhir Deshmukh,1784
Camden,Somerdale Boro,State Senate,6,Democratic,James Beach,850
Camden,Somerdale Boro,State Senate,6,Republican,Sudhir Deshmukh,300
Camden,Stratford Boro,State Senate,6,Democratic,James Beach,1064
Camden,Stratford Boro,State Senate,6,Republican,Sudhir Deshmukh,765
Camden,Tavistock Boro,State Senate,6,Democratic,James Beach,0
Camden,Tavistock Boro,State Senate,6,Republican,Sudhir Deshmukh,2
Camden,Voorhees,State Senate,6,Democratic,James Beach,4358
Camden,Voorhees,State Senate,6,Republican,Sudhir Deshmukh,2828
Burlington,Beverly City,State Senate,7,Republican,Diane Allen,431
Burlington,Beverly City,State Senate,7,Democratic,Gary Catrambone,245
Burlington,Bordentown City,State Senate,7,Republican,Diane Allen,645
Burlington,Bordentown City,State Senate,7,Democratic,Gary Catrambone,534
Burlington,Bordentown Twp.,State Senate,7,Republican,Diane Allen,1880
Burlington,Bordentown Twp.,State Senate,7,Democratic,Gary Catrambone,1171
Burlington,Burlington City,State Senate,7,Republican,Diane Allen,1522
Burlington,Burlington City,State Senate,7,Democratic,Gary Catrambone,1099
Burlington,Burlington Twp.,State Senate,7,Republican,Diane Allen,3448
Burlington,Burlington Twp.,State Senate,7,Democratic,Gary Catrambone,2667
Burlington,Cinnaminson Twp.,State Senate,7,Republican,Diane Allen,3959
Burlington,Cinnaminson Twp.,State Senate,7,Democratic,Gary Catrambone,1399
Burlington,Delanco Twp.,State Senate,7,Republican,Diane Allen,1071
Burlington,Delanco Twp.,State Senate,7,Democratic,Gary Catrambone,444
Burlington,Delran Twp.,State Senate,7,Republican,Diane Allen,2843
Burlington,Delran Twp.,State Senate,7,Democratic,Gary Catrambone,1641
Burlington,Edgewater Park Twp.,State Senate,7,Republican,Diane Allen,1207
Burlington,Edgewater Park Twp.,State Senate,7,Democratic,Gary Catrambone,925
Burlington,Fieldsboro Boro,State Senate,7,Republican,Diane Allen,83
Burlington,Fieldsboro Boro,State Senate,7,Democratic,Gary Catrambone,79
Burlington,Florence Twp.,State Senate,7,Republican,Diane Allen,2564
Burlington,Florence Twp.,State Senate,7,Democratic,Gary Catrambone,1254
Burlington,Moorestwon Twp.,State Senate,7,Republican,Diane Allen,4748
Burlington,Moorestwon Twp.,State Senate,7,Democratic,Gary Catrambone,1916
Burlington,Mount Laurel Twp.,State Senate,7,Republican,Diane Allen,8455
Burlington,Mount Laurel Twp.,State Senate,7,Democratic,Gary Catrambone,4122
Burlington,Palmyra Boro,State Senate,7,Republican,Diane Allen,1388
Burlington,Palmyra Boro,State Senate,7,Democratic,Gary Catrambone,751
Burlington,Riverside Twp.,State Senate,7,Republican,Diane Allen,1076
Burlington,Riverside Twp.,State Senate,7,Democratic,Gary Catrambone,539
Burlington,Riverton Boro,State Senate,7,Republican,Diane Allen,635
Burlington,Riverton Boro,State Senate,7,Democratic,Gary Catrambone,255
Burlington,Willingboro Twp.,State Senate,7,Republican,Diane Allen,2395
Burlington,Willingboro Twp.,State Senate,7,Democratic,Gary Catrambone,6065
Atlantic,Hammonton Twn.,State Senate,8,Republican,Dawn Marie Addiego,2766
Atlantic,Hammonton Twn.,State Senate,8,Democratic,Javier Vasquez,1160
Atlantic,,State Senate,8,Republican,Dawn Marie Addiego,0
Atlantic,,State Senate,8,Democratic,Javier Vasquez,0
Burlington,Eastampton Twp.,State Senate,8,Republican,Dawn Marie Addiego,851
Burlington,Eastampton Twp.,State Senate,8,Democratic,Javier Vasquez,642
Burlington,Evesham Twp.,State Senate,8,Republican,Dawn Marie Addiego,7525
Burlington,Evesham Twp.,State Senate,8,Democratic,Javier Vasquez,4055
Burlington,Hainesport Twp.,State Senate,8,Republican,Dawn Marie Addiego,1267
Burlington,Hainesport Twp.,State Senate,8,Democratic,Javier Vasquez,628
Burlington,Lumberton Twp.,State Senate,8,Republican,Dawn Marie Addiego,1937
Burlington,Lumberton Twp.,State Senate,8,Democratic,Javier Vasquez,1278
Burlington,Mansfield Twp.,State Senate,8,Republican,Dawn Marie Addiego,1926
Burlington,Mansfield Twp.,State Senate,8,Democratic,Javier Vasquez,998
Burlington,Medford Lakes Boro,State Senate,8,Republican,Dawn Marie Addiego,821
Burlington,Medford Lakes Boro,State Senate,8,Democratic,Javier Vasquez,474
Burlington,Medford Twp.,State Senate,8,Republican,Dawn Marie Addiego,5071
Burlington,Medford Twp.,State Senate,8,Democratic,Javier Vasquez,2233
Burlington,Mount Holly Twp.,State Senate,8,Republican,Dawn Marie Addiego,1018
Burlington,Mount Holly Twp.,State Senate,8,Democratic,Javier Vasquez,930
Burlington,Pemberton Boro,State Senate,8,Republican,Dawn Marie Addiego,262
Burlington,Pemberton Boro,State Senate,8,Democratic,Javier Vasquez,144
Burlington,Pemberton Twp.,State Senate,8,Republican,Dawn Marie Addiego,2546
Burlington,Pemberton Twp.,State Senate,8,Democratic,Javier Vasquez,2279
Burlington,Shamong Twp.,State Senate,8,Republican,Dawn Marie Addiego,1333
Burlington,Shamong Twp.,State Senate,8,Democratic,Javier Vasquez,438
Burlington,Southampton Twp.,State Senate,8,Republican,Dawn Marie Addiego,2610
Burlington,Southampton Twp.,State Senate,8,Democratic,Javier Vasquez,861
Burlington,Springfield Twp.,State Senate,8,Republican,Dawn Marie Addiego,852
Burlington,Springfield Twp.,State Senate,8,Democratic,Javier Vasquez,289
Burlington,Westampton Twp.,State Senate,8,Republican,Dawn Marie Addiego,1176
Burlington,Westampton Twp.,State Senate,8,Democratic,Javier Vasquez,1285
Burlington,Woodland Twp.,State Senate,8,Republican,Dawn Marie Addiego,266
