county,precinct,office,district,candidate,party,votes,election_day,mail,military,provisional,emergency
Sussex,0005 FRANKFORD TWP,U.S. Senate,,Daniel Burke,LWR,17,0,15,0,2,0
Sussex,0005 FRANKFORD TWP,U.S. Senate,,Write-ins,,7,0,7,0,0,0
Sussex,0005 FRANKFORD TWP,U.S. Senate,,Over Votes,,3,0,3,0,0,0
Sussex,0005 FRANKFORD TWP,U.S. Senate,,Under Votes,,102,0,100,0,2,0
Sussex,0005 FRANKFORD TWP,U.S. House,5,Josh Gottheimer,DEM,1168,0,1149,2,17,0
Sussex,0005 FRANKFORD TWP,U.S. House,5,Frank T. Pallotta,REP,2207,0,2169,1,37,0
Sussex,0005 FRANKFORD TWP,U.S. House,5,Louis A. Vellucci,AV,44,0,43,0,1,0
Sussex,0005 FRANKFORD TWP,U.S. House,5,Write-ins,,5,0,3,0,2,0
Sussex,0005 FRANKFORD TWP,U.S. House,5,Over Votes,,3,0,3,0,0,0
Sussex,0005 FRANKFORD TWP,U.S. House,5,Under Votes,,95,0,92,0,3,0
Sussex,0005 FRANKFORD TWP,FREEHOLDER,,Robert J. Slockbower,DEM,958,0,937,2,19,0
Sussex,0005 FRANKFORD TWP,FREEHOLDER,,Herbert J. Yardley,REP,2328,0,2291,1,36,0
Sussex,0005 FRANKFORD TWP,FREEHOLDER,,Write-ins,,24,0,22,0,2,0
Sussex,0005 FRANKFORD TWP,FREEHOLDER,,Over Votes,,5,0,5,0,0,0
Sussex,0005 FRANKFORD TWP,FREEHOLDER,,Under Votes,,207,0,204,0,3,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP COMMITTEE,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP COMMITTEE,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP COMMITTEE,,Christopher Carney,REP,2419,0,2375,2,42,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP COMMITTEE,,James P. Ayers,REP,2454,0,2415,2,37,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP COMMITTEE,,Write-ins,,177,0,176,0,1,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP COMMITTEE,,Over Votes,,2,0,2,0,0,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP COMMITTEE,,Under Votes,,1992,0,1950,2,40,0
Sussex,0005 FRANKFORD TWP,HIGH POINT/FRANKFORD REGIONAL HS BOE,,Joseph M. Corazza,,2418,0,2368,2,48,0
Sussex,0005 FRANKFORD TWP,HIGH POINT/FRANKFORD REGIONAL HS BOE,,Write-ins,,78,0,77,0,1,0
Sussex,0005 FRANKFORD TWP,HIGH POINT/FRANKFORD REGIONAL HS BOE,,Over Votes,,3,0,3,0,0,0
Sussex,0005 FRANKFORD TWP,HIGH POINT/FRANKFORD REGIONAL HS BOE,,Under Votes,,1023,0,1011,1,11,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP BOE MEMBER 3YR,,Michaela Meinecke-Perez,,2096,0,2054,2,40,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP BOE MEMBER 3YR,,Raymond Castellani III,,2073,0,2044,2,27,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP BOE MEMBER 3YR,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP BOE MEMBER 3YR,,Write-ins,,330,0,324,0,6,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP BOE MEMBER 3YR,,Over Votes,,0,0,0,0,0,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP BOE MEMBER 3YR,,Under Votes,,6067,0,5955,5,107,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP BOE MEMBER 1YR,,Mary Bowers,,2101,0,2058,2,41,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP BOE MEMBER 1YR,,Andrew Lubchansky,,2046,0,2016,2,28,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP BOE MEMBER 1YR,,Write-ins,,88,0,86,0,2,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP BOE MEMBER 1YR,,Over Votes,,8,0,8,0,0,0
Sussex,0005 FRANKFORD TWP,FRANKFORD TWP BOE MEMBER 1YR,,Under Votes,,2801,0,2750,2,49,0
Sussex,0005 FRANKFORD TWP,AMENDMENT TO LEGALIZE MARIJUANA,,YES,,2076,0,2026,2,48,0
Sussex,0005 FRANKFORD TWP,AMENDMENT TO LEGALIZE MARIJUANA,,NO,,1365,0,1354,1,10,0
Sussex,0005 FRANKFORD TWP,AMENDMENT TO LEGALIZE MARIJUANA,,Over Votes,,1,0,1,0,0,0
Sussex,0005 FRANKFORD TWP,AMENDMENT TO LEGALIZE MARIJUANA,,Under Votes,,80,0,78,0,2,0
Sussex,0005 FRANKFORD TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,YES,,2598,0,2547,3,48,0
Sussex,0005 FRANKFORD TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,NO,,828,0,819,0,9,0
Sussex,0005 FRANKFORD TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Over Votes,,5,0,5,0,0,0
Sussex,0005 FRANKFORD TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Under Votes,,91,0,88,0,3,0
Sussex,0005 FRANKFORD TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,YES,,1661,0,1633,2,26,0
Sussex,0005 FRANKFORD TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,NO,,1570,0,1546,1,23,0
Sussex,0005 FRANKFORD TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Over Votes,,1,0,1,0,0,0
Sussex,0005 FRANKFORD TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Under Votes,,290,0,279,0,11,0
Sussex,0006 FRANKLIN BORO,Registered Voters,,,,3607,,,,,
Sussex,0006 FRANKLIN BORO,Ballots Cast,,,,2615,0,2549,2,64,0
Sussex,0006 FRANKLIN BORO,President,,Biden / Harris,DEM,974,0,955,1,18,0
Sussex,0006 FRANKLIN BORO,President,,Trump / Pence,REP,1558,0,1512,1,45,0
Sussex,0006 FRANKLIN BORO,President,,La Riva / Freeman,SAL,4,0,4,0,0,0
Sussex,0006 FRANKLIN BORO,President,,Blankenship / Mohr,CST,7,0,7,0,0,0
Sussex,0006 FRANKLIN BORO,President,,Jorgensen / Cohen,LIB,23,0,23,0,0,0
Sussex,0006 FRANKLIN BORO,President,,Hammons / Bodenstab,UPA,3,0,3,0,0,0
Sussex,0006 FRANKLIN BORO,President,,Hawkins / Walker,GRN,9,0,9,0,0,0
Sussex,0006 FRANKLIN BORO,President,,De La Fuente / Richardson,ALL,4,0,4,0,0,0
Sussex,0006 FRANKLIN BORO,President,,Write-ins,,15,0,15,0,0,0
Sussex,0006 FRANKLIN BORO,President,,Over Votes,,5,0,4,0,1,0
Sussex,0006 FRANKLIN BORO,President,,Under Votes,,13,0,13,0,0,0
Sussex,0006 FRANKLIN BORO,U.S. Senate,,Cory Booker,DEM,974,0,954,0,20,0
Sussex,0006 FRANKLIN BORO,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,1492,0,1455,1,36,0
Sussex,0006 FRANKLIN BORO,U.S. Senate,,Madelyn R. Hoffman,GRN,45,0,44,0,1,0
Sussex,0006 FRANKLIN BORO,U.S. Senate,,Veronica Fernandez,OBF,18,0,15,1,2,0
Sussex,0006 FRANKLIN BORO,U.S. Senate,,Daniel Burke,LWR,7,0,7,0,0,0
Sussex,0006 FRANKLIN BORO,U.S. Senate,,Write-ins,,6,0,6,0,0,0
Sussex,0006 FRANKLIN BORO,U.S. Senate,,Over Votes,,1,0,1,0,0,0
Sussex,0006 FRANKLIN BORO,U.S. Senate,,Under Votes,,72,0,67,0,5,0
Sussex,0006 FRANKLIN BORO,U.S. House,5,Josh Gottheimer,DEM,1005,0,984,0,21,0
Sussex,0006 FRANKLIN BORO,U.S. House,5,Frank T. Pallotta,REP,1488,0,1450,1,37,0
Sussex,0006 FRANKLIN BORO,U.S. House,5,Louis A. Vellucci,AV,43,0,40,1,2,0
Sussex,0006 FRANKLIN BORO,U.S. House,5,Write-ins,,3,0,3,0,0,0
Sussex,0006 FRANKLIN BORO,U.S. House,5,Over Votes,,2,0,2,0,0,0
Sussex,0006 FRANKLIN BORO,U.S. House,5,Under Votes,,74,0,70,0,4,0
Sussex,0006 FRANKLIN BORO,FREEHOLDER,,Robert J. Slockbower,DEM,880,0,860,0,20,0
Sussex,0006 FRANKLIN BORO,FREEHOLDER,,Herbert J. Yardley,REP,1574,0,1533,2,39,0
Sussex,0006 FRANKLIN BORO,FREEHOLDER,,Write-ins,,12,0,12,0,0,0
Sussex,0006 FRANKLIN BORO,FREEHOLDER,,Over Votes,,3,0,3,0,0,0
Sussex,0006 FRANKLIN BORO,FREEHOLDER,,Under Votes,,146,0,141,0,5,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO COMMON COUNCIL,,Patricia N. Rowett,DEM,931,0,913,0,18,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO COMMON COUNCIL,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO COMMON COUNCIL,,Joe Limon,REP,1545,0,1513,0,32,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO COMMON COUNCIL,,John E. Postas,REP,1477,0,1447,0,30,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO COMMON COUNCIL,,Write-ins,,58,0,58,0,0,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO COMMON COUNCIL,,Over Votes,,4,0,4,0,0,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO COMMON COUNCIL,,Under Votes,,1215,0,1163,4,48,0
Sussex,0006 FRANKLIN BORO,WALLKILL VLY/FRANKLIN REGIONAL HS BOE,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0006 FRANKLIN BORO,WALLKILL VLY/FRANKLIN REGIONAL HS BOE,,Write-ins,,238,0,234,0,4,0
Sussex,0006 FRANKLIN BORO,WALLKILL VLY/FRANKLIN REGIONAL HS BOE,,Over Votes,,0,0,0,0,0,0
Sussex,0006 FRANKLIN BORO,WALLKILL VLY/FRANKLIN REGIONAL HS BOE,,Under Votes,,2377,0,2315,2,60,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO BOE MEMBER 3YR,,Kathleen Clohessey,,1752,0,1711,1,40,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO BOE MEMBER 3YR,,Wayne Bartron,,1308,0,1287,0,21,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO BOE MEMBER 3YR,,Shane Hrbek,,1361,0,1342,0,19,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO BOE MEMBER 3YR,,Write-ins,,83,0,83,0,0,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO BOE MEMBER 3YR,,Over Votes,,0,0,0,0,0,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO BOE MEMBER 3YR,,Under Votes,,3341,0,3224,5,112,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO BOE MEMBER 1YR,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO BOE MEMBER 1YR,,Write-ins,,104,0,103,0,1,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO BOE MEMBER 1YR,,Over Votes,,0,0,0,0,0,0
Sussex,0006 FRANKLIN BORO,FRANKLIN BORO BOE MEMBER 1YR,,Under Votes,,2511,0,2446,2,63,0
Sussex,0006 FRANKLIN BORO,AMENDMENT TO LEGALIZE MARIJUANA,,YES,,1759,0,1709,2,48,0
Sussex,0006 FRANKLIN BORO,AMENDMENT TO LEGALIZE MARIJUANA,,NO,,796,0,786,0,10,0
Sussex,0006 FRANKLIN BORO,AMENDMENT TO LEGALIZE MARIJUANA,,Over Votes,,0,0,0,0,0,0
Sussex,0006 FRANKLIN BORO,AMENDMENT TO LEGALIZE MARIJUANA,,Under Votes,,60,0,54,0,6,0
Sussex,0006 FRANKLIN BORO,AMENDMENT FOR PROPERTY TAX DEDUCTION,,YES,,1972,0,1922,1,49,0
Sussex,0006 FRANKLIN BORO,AMENDMENT FOR PROPERTY TAX DEDUCTION,,NO,,552,0,542,0,10,0
Sussex,0006 FRANKLIN BORO,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Over Votes,,2,0,2,0,0,0
Sussex,0006 FRANKLIN BORO,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Under Votes,,89,0,83,1,5,0
Sussex,0006 FRANKLIN BORO,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,YES,,1300,0,1266,1,33,0
Sussex,0006 FRANKLIN BORO,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,NO,,1119,0,1094,0,25,0
Sussex,0006 FRANKLIN BORO,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Over Votes,,2,0,2,0,0,0
Sussex,0006 FRANKLIN BORO,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Under Votes,,194,0,187,1,6,0
Sussex,0007 FREDON TWP,Registered Voters,,,,2707,,,,,
Sussex,0007 FREDON TWP,Ballots Cast,,,,2217,0,2173,2,42,0
Sussex,0007 FREDON TWP,President,,Biden / Harris,DEM,789,0,770,2,17,0
Sussex,0007 FREDON TWP,President,,Trump / Pence,REP,1364,0,1341,0,23,0
Sussex,0007 FREDON TWP,President,,La Riva / Freeman,SAL,5,0,5,0,0,0
Sussex,0007 FREDON TWP,President,,Blankenship / Mohr,CST,2,0,2,0,0,0
Sussex,0007 FREDON TWP,President,,Jorgensen / Cohen,LIB,26,0,25,0,1,0
Sussex,0007 FREDON TWP,President,,Hammons / Bodenstab,UPA,0,0,0,0,0,0
Sussex,0007 FREDON TWP,President,,Hawkins / Walker,GRN,9,0,9,0,0,0
Sussex,0007 FREDON TWP,President,,De La Fuente / Richardson,ALL,0,0,0,0,0,0
Sussex,0007 FREDON TWP,President,,Write-ins,,13,0,12,0,1,0
Sussex,0007 FREDON TWP,President,,Over Votes,,1,0,1,0,0,0
Sussex,0007 FREDON TWP,President,,Under Votes,,8,0,8,0,0,0
Sussex,0007 FREDON TWP,U.S. Senate,,Cory Booker,DEM,771,0,751,2,18,0
Sussex,0007 FREDON TWP,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,1351,0,1330,0,21,0
Sussex,0007 FREDON TWP,U.S. Senate,,Madelyn R. Hoffman,GRN,27,0,27,0,0,0
Sussex,0007 FREDON TWP,U.S. Senate,,Veronica Fernandez,OBF,6,0,6,0,0,0
Sussex,0007 FREDON TWP,U.S. Senate,,Daniel Burke,LWR,5,0,5,0,0,0
Sussex,0007 FREDON TWP,U.S. Senate,,Write-ins,,8,0,6,0,2,0
Sussex,0007 FREDON TWP,U.S. Senate,,Over Votes,,1,0,1,0,0,0
Sussex,0007 FREDON TWP,U.S. Senate,,Under Votes,,48,0,47,0,1,0
Sussex,0007 FREDON TWP,U.S. House,5,Josh Gottheimer,DEM,817,0,796,2,19,0
Sussex,0007 FREDON TWP,U.S. House,5,Frank T. Pallotta,REP,1325,0,1303,0,22,0
Sussex,0007 FREDON TWP,U.S. House,5,Louis A. Vellucci,AV,21,0,21,0,0,0
Sussex,0007 FREDON TWP,U.S. House,5,Write-ins,,4,0,3,0,1,0
Sussex,0007 FREDON TWP,U.S. House,5,Over Votes,,0,0,0,0,0,0
Sussex,0007 FREDON TWP,U.S. House,5,Under Votes,,50,0,50,0,0,0
Sussex,0007 FREDON TWP,FREEHOLDER,,Robert J. Slockbower,DEM,671,0,653,2,16,0
Sussex,0007 FREDON TWP,FREEHOLDER,,Herbert J. Yardley,REP,1410,0,1386,0,24,0
Sussex,0007 FREDON TWP,FREEHOLDER,,Write-ins,,15,0,14,0,1,0
Sussex,0007 FREDON TWP,FREEHOLDER,,Over Votes,,2,0,2,0,0,0
Sussex,0007 FREDON TWP,FREEHOLDER,,Under Votes,,119,0,118,0,1,0
Sussex,0007 FREDON TWP,FREDON TWP COMMITTEE,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0007 FREDON TWP,FREDON TWP COMMITTEE,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0007 FREDON TWP,FREDON TWP COMMITTEE,,Guy Masi,REP,1499,0,1474,1,24,0
Sussex,0007 FREDON TWP,FREDON TWP COMMITTEE,,Glenn M. Deitz,REP,1419,0,1393,0,26,0
Sussex,0007 FREDON TWP,FREDON TWP COMMITTEE,,Write-ins,,122,0,119,0,3,0
Sussex,0007 FREDON TWP,FREDON TWP COMMITTEE,,Over Votes,,4,0,4,0,0,0
Sussex,0007 FREDON TWP,FREDON TWP COMMITTEE,,Under Votes,,1390,0,1356,3,31,0
Sussex,0007 FREDON TWP,KITTATINNY/FREDON REGIONAL HS BOE,,Wayne Murch,,1639,0,1603,1,35,0
Sussex,0007 FREDON TWP,KITTATINNY/FREDON REGIONAL HS BOE,,Write-ins,,62,0,59,0,3,0
Sussex,0007 FREDON TWP,KITTATINNY/FREDON REGIONAL HS BOE,,Over Votes,,0,0,0,0,0,0
Sussex,0007 FREDON TWP,KITTATINNY/FREDON REGIONAL HS BOE,,Under Votes,,516,0,511,1,4,0
Sussex,0007 FREDON TWP,FREDON TWP BOE MEMBER,,Jeff Lobb,,1398,0,1368,1,29,0
Sussex,0007 FREDON TWP,FREDON TWP BOE MEMBER,,Benjamin Kappler,,1285,0,1261,0,24,0
Sussex,0007 FREDON TWP,FREDON TWP BOE MEMBER,,Write-ins,,363,0,358,0,5,0
Sussex,0007 FREDON TWP,FREDON TWP BOE MEMBER,,Over Votes,,2,0,2,0,0,0
Sussex,0007 FREDON TWP,FREDON TWP BOE MEMBER,,Under Votes,,1386,0,1357,3,26,0
Sussex,0007 FREDON TWP,AMENDMENT TO LEGALIZE MARIJUANA,,YES,,1369,0,1333,2,34,0
Sussex,0007 FREDON TWP,AMENDMENT TO LEGALIZE MARIJUANA,,NO,,796,0,788,0,8,0
Sussex,0007 FREDON TWP,AMENDMENT TO LEGALIZE MARIJUANA,,Over Votes,,0,0,0,0,0,0
Sussex,0007 FREDON TWP,AMENDMENT TO LEGALIZE MARIJUANA,,Under Votes,,52,0,52,0,0,0
Sussex,0007 FREDON TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,YES,,1576,0,1539,2,35,0
Sussex,0007 FREDON TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,NO,,570,0,563,0,7,0
Sussex,0007 FREDON TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Over Votes,,5,0,5,0,0,0
Sussex,0007 FREDON TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Under Votes,,66,0,66,0,0,0
Sussex,0007 FREDON TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,YES,,1091,0,1065,1,25,0
Sussex,0007 FREDON TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,NO,,966,0,950,1,15,0
Sussex,0007 FREDON TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Over Votes,,2,0,2,0,0,0
Sussex,0007 FREDON TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Under Votes,,158,0,156,0,2,0
Sussex,0007 FREDON TWP,FREDON TWP QUESTION,,YES,,1606,0,1573,1,32,0
Sussex,0007 FREDON TWP,FREDON TWP QUESTION,,NO,,492,0,481,1,10,0
Sussex,0007 FREDON TWP,FREDON TWP QUESTION,,Over Votes,,1,0,1,0,0,0
Sussex,0007 FREDON TWP,FREDON TWP QUESTION,,Under Votes,,118,0,118,0,0,0
Sussex,0008 GREEN TWP,Registered Voters,,,,2980,,,,,
Sussex,0008 GREEN TWP,Ballots Cast,,,,2366,0,2288,4,74,0
Sussex,0008 GREEN TWP,President,,Biden / Harris,DEM,823,0,801,1,21,0
Sussex,0008 GREEN TWP,President,,Trump / Pence,REP,1476,0,1420,3,53,0
Sussex,0008 GREEN TWP,President,,La Riva / Freeman,SAL,0,0,0,0,0,0
Sussex,0008 GREEN TWP,President,,Blankenship / Mohr,CST,0,0,0,0,0,0
Sussex,0008 GREEN TWP,President,,Jorgensen / Cohen,LIB,29,0,29,0,0,0
Sussex,0008 GREEN TWP,President,,Hammons / Bodenstab,UPA,0,0,0,0,0,0
Sussex,0008 GREEN TWP,President,,Hawkins / Walker,GRN,14,0,14,0,0,0
Sussex,0008 GREEN TWP,President,,De La Fuente / Richardson,ALL,0,0,0,0,0,0
Sussex,0008 GREEN TWP,President,,Write-ins,,7,0,7,0,0,0
Sussex,0008 GREEN TWP,President,,Over Votes,,2,0,2,0,0,0
Sussex,0008 GREEN TWP,President,,Under Votes,,15,0,15,0,0,0
Sussex,0008 GREEN TWP,U.S. Senate,,Cory Booker,DEM,817,0,790,1,26,0
Sussex,0008 GREEN TWP,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,1415,0,1368,3,44,0
Sussex,0008 GREEN TWP,U.S. Senate,,Madelyn R. Hoffman,GRN,44,0,43,0,1,0
Sussex,0008 GREEN TWP,U.S. Senate,,Veronica Fernandez,OBF,13,0,11,0,2,0
Sussex,0008 GREEN TWP,U.S. Senate,,Daniel Burke,LWR,8,0,8,0,0,0
Sussex,0008 GREEN TWP,U.S. Senate,,Write-ins,,5,0,5,0,0,0
Sussex,0008 GREEN TWP,U.S. Senate,,Over Votes,,3,0,3,0,0,0
Sussex,0008 GREEN TWP,U.S. Senate,,Under Votes,,61,0,60,0,1,0
Sussex,0008 GREEN TWP,U.S. House,5,Josh Gottheimer,DEM,841,0,811,1,29,0
Sussex,0008 GREEN TWP,U.S. House,5,Frank T. Pallotta,REP,1416,0,1373,3,40,0
Sussex,0008 GREEN TWP,U.S. House,5,Louis A. Vellucci,AV,28,0,27,0,1,0
Sussex,0008 GREEN TWP,U.S. House,5,Write-ins,,7,0,6,0,1,0
Sussex,0008 GREEN TWP,U.S. House,5,Over Votes,,0,0,0,0,0,0
Sussex,0008 GREEN TWP,U.S. House,5,Under Votes,,74,0,71,0,3,0
Sussex,0008 GREEN TWP,FREEHOLDER,,Robert J. Slockbower,DEM,697,0,677,1,19,0
Sussex,0008 GREEN TWP,FREEHOLDER,,Herbert J. Yardley,REP,1522,0,1471,1,50,0
Sussex,0008 GREEN TWP,FREEHOLDER,,Write-ins,,10,0,8,0,2,0
Sussex,0008 GREEN TWP,FREEHOLDER,,Over Votes,,2,0,2,0,0,0
Sussex,0008 GREEN TWP,FREEHOLDER,,Under Votes,,135,0,130,2,3,0
Sussex,0008 GREEN TWP,GREEN TWP COMMITTEE,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0008 GREEN TWP,GREEN TWP COMMITTEE,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0008 GREEN TWP,GREEN TWP COMMITTEE,,Virginia Raffay,REP,1545,0,1505,2,38,0
Sussex,0008 GREEN TWP,GREEN TWP COMMITTEE,,Margaret H. Phillips,REP,1511,0,1470,1,40,0
Sussex,0008 GREEN TWP,GREEN TWP COMMITTEE,,Write-ins,,93,0,92,0,1,0
Sussex,0008 GREEN TWP,GREEN TWP COMMITTEE,,Over Votes,,0,0,0,0,0,0
Sussex,0008 GREEN TWP,GREEN TWP COMMITTEE,,Under Votes,,1583,0,1509,5,69,0
Sussex,0008 GREEN TWP,GREEN TWP BOE MEMBER,,Marie S. Bilik,,1748,0,1687,1,60,0
Sussex,0008 GREEN TWP,GREEN TWP BOE MEMBER,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0008 GREEN TWP,GREEN TWP BOE MEMBER,,NO CANDIDATE FILED,,0,0,0,0,0,0
Sussex,0008 GREEN TWP,GREEN TWP BOE MEMBER,,Write-ins,,235,0,228,0,7,0
Sussex,0008 GREEN TWP,GREEN TWP BOE MEMBER,,Over Votes,,0,0,0,0,0,0
Sussex,0008 GREEN TWP,GREEN TWP BOE MEMBER,,Under Votes,,5115,0,4949,11,155,0
Sussex,0008 GREEN TWP,AMENDMENT TO LEGALIZE MARIJUANA,,YES,,1399,0,1360,1,38,0
Sussex,0008 GREEN TWP,AMENDMENT TO LEGALIZE MARIJUANA,,NO,,906,0,870,2,34,0
Sussex,0008 GREEN TWP,AMENDMENT TO LEGALIZE MARIJUANA,,Over Votes,,3,0,3,0,0,0
Sussex,0008 GREEN TWP,AMENDMENT TO LEGALIZE MARIJUANA,,Under Votes,,58,0,55,1,2,0
Sussex,0008 GREEN TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,YES,,1689,0,1631,3,55,0
Sussex,0008 GREEN TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,NO,,602,0,586,0,16,0
Sussex,0008 GREEN TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Over Votes,,3,0,3,0,0,0
Sussex,0008 GREEN TWP,AMENDMENT FOR PROPERTY TAX DEDUCTION,,Under Votes,,72,0,68,1,3,0
Sussex,0008 GREEN TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,YES,,1046,0,1007,1,38,0
Sussex,0008 GREEN TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,NO,,1161,0,1127,2,32,0
Sussex,0008 GREEN TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Over Votes,,1,0,1,0,0,0
Sussex,0008 GREEN TWP,AMENDMENT TO CHANGE LEGISLATIVE REDISTRICTING SCHEDULE,,Under Votes,,158,0,153,1,4,0
Sussex,0009 HAMBURG BORO,Registered Voters,,,,2504,,,,,
Sussex,0009 HAMBURG BORO,Ballots Cast,,,,1871,0,1783,1,87,0
Sussex,0009 HAMBURG BORO,President,,Biden / Harris,DEM,748,0,726,1,21,0
Sussex,0009 HAMBURG BORO,President,,Trump / Pence,REP,1054,0,997,0,57,0
Sussex,0009 HAMBURG BORO,President,,La Riva / Freeman,SAL,6,0,5,0,1,0
Sussex,0009 HAMBURG BORO,President,,Blankenship / Mohr,CST,0,0,0,0,0,0
Sussex,0009 HAMBURG BORO,President,,Jorgensen / Cohen,LIB,21,0,17,0,4,0
Sussex,0009 HAMBURG BORO,President,,Hammons / Bodenstab,UPA,0,0,0,0,0,0
Sussex,0009 HAMBURG BORO,President,,Hawkins / Walker,GRN,10,0,10,0,0,0
Sussex,0009 HAMBURG BORO,President,,De La Fuente / Richardson,ALL,1,0,1,0,0,0
Sussex,0009 HAMBURG BORO,President,,Write-ins,,13,0,11,0,2,0
Sussex,0009 HAMBURG BORO,President,,Over Votes,,6,0,5,0,1,0
Sussex,0009 HAMBURG BORO,President,,Under Votes,,12,0,11,0,1,0
Sussex,0009 HAMBURG BORO,U.S. Senate,,Cory Booker,DEM,789,0,758,1,30,0
Sussex,0009 HAMBURG BORO,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,976,0,931,0,45,0
Sussex,0009 HAMBURG BORO,U.S. Senate,,Madelyn R. Hoffman,GRN,31,0,28,0,3,0
Sussex,0009 HAMBURG BORO,U.S. Senate,,Veronica Fernandez,OBF,16,0,13,0,3,0
Sussex,0009 HAMBURG BORO,U.S. Senate,,Daniel Burke,LWR,2,0,2,0,0,0
Sussex,0009 HAMBURG BORO,U.S. Senate,,Write-ins,,6,0,6,0,0,0
