county,precinct,office,district,candidate,party,votes,machine,mail,mail_48,federal,military,emergency,provisional
Middlesex,Township of Cranbury 02,President,,Joseph R. Biden,DEM,1596,0,1522,0,19,0,0,55
Middlesex,Township of Cranbury 02,President,,Donald J. Trump,REP,872,1,809,0,1,0,0,61
Middlesex,Township of Cranbury 02,President,,Jo Jorgensen,NPC,33,0,32,0,0,0,0,1
Middlesex,Township of Cranbury 02,President,,Don Blankenship,NPD,3,0,3,0,0,0,0,0
Middlesex,Township of Cranbury 02,President,,Howie Hawkins,NPE,11,0,11,0,0,0,0,0
Middlesex,Township of Cranbury 02,President,,Gloria Estela La Riva,NPF,3,0,3,0,0,0,0,0
Middlesex,Township of Cranbury 02,President,,"Roque ""Rocky"" De La Fuente",NPG,2,0,2,0,0,0,0,0
Middlesex,Township of Cranbury 02,President,,Bill Hammons,NPH,3,0,3,0,0,0,0,0
Middlesex,Township of Cranbury 02,President,,Write-In,,13,0,13,0,0,0,0,0
Middlesex,Township of Cranbury 02,President,,Overvotes,,3,0,2,0,0,0,0,1
Middlesex,Township of Cranbury 02,President,,Undervotes,,22,0,19,0,0,0,0,3
Middlesex,Township of Cranbury 02,U.S. Senate,,Cory Booker,DEM,1502,0,1437,0,18,0,0,47
Middlesex,Township of Cranbury 02,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,951,1,884,0,1,0,0,65
Middlesex,Township of Cranbury 02,U.S. Senate,,Daniel Burke,NPC,6,0,6,0,0,0,0,0
Middlesex,Township of Cranbury 02,U.S. Senate,,Veronica Fernandez,NPD,13,0,13,0,0,0,0,0
Middlesex,Township of Cranbury 02,U.S. Senate,,Madelyn R. Hoffman,,24,0,23,0,0,0,0,1
Middlesex,Township of Cranbury 02,U.S. Senate,,Write-In,,0,0,0,0,0,0,0,0
Middlesex,Township of Cranbury 02,U.S. Senate,,Overvotes,,16,0,15,0,0,0,0,1
Middlesex,Township of Cranbury 02,U.S. Senate,,Undervotes,,49,0,41,0,1,0,0,7
Middlesex,Township of Cranbury 02,U.S. House,12,Bonnie Watson Coleman,DEM,1460,0,1395,0,18,0,0,47
Middlesex,Township of Cranbury 02,U.S. House,12,Mark Razzoli,REP,998,1,933,0,1,0,0,63
Middlesex,Township of Cranbury 02,U.S. House,12,Kenneth J. Cody,NPF,9,0,9,0,0,0,0,0
Middlesex,Township of Cranbury 02,U.S. House,12,"Edward ""NJ Weedman"" Forchion",NPG,16,0,16,0,0,0,0,0
Middlesex,Township of Cranbury 02,U.S. House,12,Write-In,,0,0,0,0,0,0,0,0
Middlesex,Township of Cranbury 02,U.S. House,12,Overvotes,,6,0,5,0,0,0,0,1
Middlesex,Township of Cranbury 02,U.S. House,12,Undervotes,,72,0,61,0,1,0,0,10
Middlesex,Borough of Dunellen 03,Registered Voters,,,,4672,,,,,,,
Middlesex,Borough of Dunellen 03,Ballots Cast Total,,,,3344,4,2973,0,2,0,0,365
Middlesex,Borough of Dunellen 03,Ballots Cast Blank,,,,1,0,1,0,0,0,0,0
Middlesex,Borough of Dunellen 03,President,,Joseph R. Biden,DEM,1953,0,1725,0,2,0,0,226
Middlesex,Borough of Dunellen 03,President,,Donald J. Trump,REP,1256,4,1137,0,0,0,0,115
Middlesex,Borough of Dunellen 03,President,,Jo Jorgensen,NPC,33,0,32,0,0,0,0,1
Middlesex,Borough of Dunellen 03,President,,Don Blankenship,NPD,3,0,3,0,0,0,0,0
Middlesex,Borough of Dunellen 03,President,,Howie Hawkins,NPE,13,0,10,0,0,0,0,3
Middlesex,Borough of Dunellen 03,President,,Gloria Estela La Riva,NPF,3,0,3,0,0,0,0,0
Middlesex,Borough of Dunellen 03,President,,"Roque ""Rocky"" De La Fuente",NPG,3,0,3,0,0,0,0,0
Middlesex,Borough of Dunellen 03,President,,Bill Hammons,NPH,4,0,4,0,0,0,0,0
Middlesex,Borough of Dunellen 03,President,,Write-In,,18,0,17,0,0,0,0,1
Middlesex,Borough of Dunellen 03,President,,Overvotes,,32,0,21,0,0,0,0,11
Middlesex,Borough of Dunellen 03,President,,Undervotes,,26,0,18,0,0,0,0,8
Middlesex,Borough of Dunellen 03,U.S. Senate,,Cory Booker,DEM,1873,0,1664,0,2,0,0,207
Middlesex,Borough of Dunellen 03,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,1196,4,1092,0,0,0,0,100
Middlesex,Borough of Dunellen 03,U.S. Senate,,Daniel Burke,NPC,23,0,20,0,0,0,0,3
Middlesex,Borough of Dunellen 03,U.S. Senate,,Veronica Fernandez,NPD,53,0,41,0,0,0,0,12
Middlesex,Borough of Dunellen 03,U.S. Senate,,Madelyn R. Hoffman,,55,0,48,0,0,0,0,7
Middlesex,Borough of Dunellen 03,U.S. Senate,,Write-In,,3,0,3,0,0,0,0,0
Middlesex,Borough of Dunellen 03,U.S. Senate,,Overvotes,,41,0,28,0,0,0,0,13
Middlesex,Borough of Dunellen 03,U.S. Senate,,Undervotes,,100,0,77,0,0,0,0,23
Middlesex,Borough of Dunellen 03,U.S. House,12,Bonnie Watson Coleman,DEM,1846,0,1637,0,2,0,0,207
Middlesex,Borough of Dunellen 03,U.S. House,12,Mark Razzoli,REP,1254,4,1138,0,0,0,0,112
Middlesex,Borough of Dunellen 03,U.S. House,12,Kenneth J. Cody,NPF,18,0,18,0,0,0,0,0
Middlesex,Borough of Dunellen 03,U.S. House,12,"Edward ""NJ Weedman"" Forchion",NPG,46,0,38,0,0,0,0,8
Middlesex,Borough of Dunellen 03,U.S. House,12,Write-In,,3,0,3,0,0,0,0,0
Middlesex,Borough of Dunellen 03,U.S. House,12,Overvotes,,21,0,15,0,0,0,0,6
Middlesex,Borough of Dunellen 03,U.S. House,12,Undervotes,,156,0,124,0,0,0,0,32
Middlesex,Township of East Brunswick 04,Registered Voters,,,,37160,,,,,,,
Middlesex,Township of East Brunswick 04,Ballots Cast Total,,,,27302,19,25496,0,20,0,0,1767
Middlesex,Township of East Brunswick 04,Ballots Cast Blank,,,,14,0,10,0,0,0,0,4
Middlesex,Township of East Brunswick 04,President,,Joseph R. Biden,DEM,15713,6,14901,0,16,0,0,790
Middlesex,Township of East Brunswick 04,President,,Donald J. Trump,REP,10713,12,9813,0,4,0,0,884
Middlesex,Township of East Brunswick 04,President,,Jo Jorgensen,NPC,224,0,208,0,0,0,0,16
Middlesex,Township of East Brunswick 04,President,,Don Blankenship,NPD,23,0,21,0,0,0,0,2
Middlesex,Township of East Brunswick 04,President,,Howie Hawkins,NPE,93,0,83,0,0,0,0,10
Middlesex,Township of East Brunswick 04,President,,Gloria Estela La Riva,NPF,4,0,4,0,0,0,0,0
Middlesex,Township of East Brunswick 04,President,,"Roque ""Rocky"" De La Fuente",NPG,17,0,16,0,0,0,0,1
Middlesex,Township of East Brunswick 04,President,,Bill Hammons,NPH,16,0,16,0,0,0,0,0
Middlesex,Township of East Brunswick 04,President,,Write-In,,117,0,111,0,0,0,0,6
Middlesex,Township of East Brunswick 04,President,,Overvotes,,146,0,124,0,0,0,0,22
Middlesex,Township of East Brunswick 04,President,,Undervotes,,236,1,199,0,0,0,0,36
Middlesex,Township of East Brunswick 04,U.S. Senate,,Cory Booker,DEM,15152,8,14334,0,16,0,0,794
Middlesex,Township of East Brunswick 04,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,10575,9,9749,0,3,0,0,814
Middlesex,Township of East Brunswick 04,U.S. Senate,,Daniel Burke,NPC,146,0,128,0,0,0,0,18
Middlesex,Township of East Brunswick 04,U.S. Senate,,Veronica Fernandez,NPD,187,0,172,0,0,0,0,15
Middlesex,Township of East Brunswick 04,U.S. Senate,,Madelyn R. Hoffman,,250,0,229,0,1,0,0,20
Middlesex,Township of East Brunswick 04,U.S. Senate,,Write-In,,32,0,32,0,0,0,0,0
Middlesex,Township of East Brunswick 04,U.S. Senate,,Overvotes,,221,0,207,0,0,0,0,14
Middlesex,Township of East Brunswick 04,U.S. Senate,,Undervotes,,739,2,645,0,0,0,0,92
Middlesex,Township of East Brunswick 04,U.S. House,12,Bonnie Watson Coleman,DEM,14875,8,14113,0,17,0,0,737
Middlesex,Township of East Brunswick 04,U.S. House,12,Mark Razzoli,REP,10907,10,10024,0,3,0,0,870
Middlesex,Township of East Brunswick 04,U.S. House,12,Kenneth J. Cody,NPF,91,0,81,0,0,0,0,10
Middlesex,Township of East Brunswick 04,U.S. House,12,"Edward ""NJ Weedman"" Forchion",NPG,205,0,192,0,0,0,0,13
Middlesex,Township of East Brunswick 04,U.S. House,12,Write-In,,25,0,24,0,0,0,0,1
Middlesex,Township of East Brunswick 04,U.S. House,12,Overvotes,,115,0,104,0,0,0,0,11
Middlesex,Township of East Brunswick 04,U.S. House,12,Undervotes,,1084,1,958,0,0,0,0,125
Middlesex,Township of Edison 05,Registered Voters,,,,62557,,,,,,,
Middlesex,Township of Edison 05,Ballots Cast Total,,,,43733,30,40019,0,240,0,0,3444
Middlesex,Township of Edison 05,Ballots Cast Blank,,,,55,1,34,0,0,0,0,20
Middlesex,Township of Edison 05,President,,Joseph R. Biden,DEM,26335,11,24332,0,166,0,0,1826
Middlesex,Township of Edison 05,President,,Donald J. Trump,REP,15986,18,14480,0,71,0,0,1417
Middlesex,Township of Edison 05,President,,Jo Jorgensen,NPC,239,0,226,0,0,0,0,13
Middlesex,Township of Edison 05,President,,Don Blankenship,NPD,38,0,35,0,0,0,0,3
Middlesex,Township of Edison 05,President,,Howie Hawkins,NPE,115,0,105,0,0,0,0,10
Middlesex,Township of Edison 05,President,,Gloria Estela La Riva,NPF,31,0,26,0,0,0,0,5
Middlesex,Township of Edison 05,President,,"Roque ""Rocky"" De La Fuente",NPG,13,0,13,0,0,0,0,0
Middlesex,Township of Edison 05,President,,Bill Hammons,NPH,19,0,19,0,0,0,0,0
Middlesex,Township of Edison 05,President,,Write-In,,178,0,162,0,2,0,0,14
Middlesex,Township of Edison 05,President,,Overvotes,,361,0,298,0,0,0,0,63
Middlesex,Township of Edison 05,President,,Undervotes,,418,1,323,0,1,0,0,93
Middlesex,Township of Edison 05,U.S. Senate,,Cory Booker,DEM,25816,12,23847,0,163,0,0,1794
Middlesex,Township of Edison 05,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,14862,15,13583,0,60,0,0,1204
Middlesex,Township of Edison 05,U.S. Senate,,Daniel Burke,NPC,255,0,224,0,2,0,0,29
Middlesex,Township of Edison 05,U.S. Senate,,Veronica Fernandez,NPD,324,0,276,0,1,0,0,47
Middlesex,Township of Edison 05,U.S. Senate,,Madelyn R. Hoffman,,406,0,371,0,4,0,0,31
Middlesex,Township of Edison 05,U.S. Senate,,Write-In,,48,0,41,0,0,0,0,7
Middlesex,Township of Edison 05,U.S. Senate,,Overvotes,,481,0,424,0,0,0,0,57
Middlesex,Township of Edison 05,U.S. Senate,,Undervotes,,1541,3,1253,0,10,0,0,275
Middlesex,Township of Edison 05,U.S. House,6,Frank Pallone Jr.,DEM,27928,13,25851,0,175,0,0,1889
Middlesex,Township of Edison 05,U.S. House,6,Christian Onuoha,REP,13804,12,12530,0,51,0,0,1211
Middlesex,Township of Edison 05,U.S. House,6,Write-In,,42,0,36,0,1,0,0,5
Middlesex,Township of Edison 05,U.S. House,6,Overvotes,,96,0,84,0,0,0,0,12
Middlesex,Township of Edison 05,U.S. House,6,Undervotes,,1863,5,1518,0,13,0,0,327
Middlesex,Borough of Helmetta 06,Registered Voters,,,,1773,,,,,,,
Middlesex,Borough of Helmetta 06,Ballots Cast Total,,,,1325,2,1233,0,2,0,0,88
Middlesex,Borough of Helmetta 06,Ballots Cast Blank,,,,1,0,1,0,0,0,0,0
Middlesex,Borough of Helmetta 06,President,,Joseph R. Biden,DEM,560,2,530,0,2,0,0,26
Middlesex,Borough of Helmetta 06,President,,Donald J. Trump,REP,709,0,656,0,0,0,0,53
Middlesex,Borough of Helmetta 06,President,,Jo Jorgensen,NPC,18,0,18,0,0,0,0,0
Middlesex,Borough of Helmetta 06,President,,Don Blankenship,NPD,3,0,3,0,0,0,0,0
Middlesex,Borough of Helmetta 06,President,,Howie Hawkins,NPE,3,0,3,0,0,0,0,0
Middlesex,Borough of Helmetta 06,President,,Gloria Estela La Riva,NPF,0,0,0,0,0,0,0,0
Middlesex,Borough of Helmetta 06,President,,"Roque ""Rocky"" De La Fuente",NPG,3,0,3,0,0,0,0,0
Middlesex,Borough of Helmetta 06,President,,Bill Hammons,NPH,0,0,0,0,0,0,0,0
Middlesex,Borough of Helmetta 06,President,,Write-In,,4,0,4,0,0,0,0,0
Middlesex,Borough of Helmetta 06,President,,Overvotes,,12,0,9,0,0,0,0,3
Middlesex,Borough of Helmetta 06,President,,Undervotes,,13,0,7,0,0,0,0,6
Middlesex,Borough of Helmetta 06,U.S. Senate,,Cory Booker,DEM,561,2,526,0,2,0,0,31
Middlesex,Borough of Helmetta 06,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,681,0,633,0,0,0,0,48
Middlesex,Borough of Helmetta 06,U.S. Senate,,Daniel Burke,NPC,6,0,6,0,0,0,0,0
Middlesex,Borough of Helmetta 06,U.S. Senate,,Veronica Fernandez,NPD,15,0,15,0,0,0,0,0
Middlesex,Borough of Helmetta 06,U.S. Senate,,Madelyn R. Hoffman,,12,0,9,0,0,0,0,3
Middlesex,Borough of Helmetta 06,U.S. Senate,,Write-In,,2,0,2,0,0,0,0,0
Middlesex,Borough of Helmetta 06,U.S. Senate,,Overvotes,,7,0,6,0,0,0,0,1
Middlesex,Borough of Helmetta 06,U.S. Senate,,Undervotes,,41,0,36,0,0,0,0,5
Middlesex,Borough of Helmetta 06,U.S. House,12,Bonnie Watson Coleman,DEM,541,2,510,0,2,0,0,27
Middlesex,Borough of Helmetta 06,U.S. House,12,Mark Razzoli,REP,686,0,640,0,0,0,0,46
Middlesex,Borough of Helmetta 06,U.S. House,12,Kenneth J. Cody,NPF,8,0,7,0,0,0,0,1
Middlesex,Borough of Helmetta 06,U.S. House,12,"Edward ""NJ Weedman"" Forchion",NPG,16,0,14,0,0,0,0,2
Middlesex,Borough of Helmetta 06,U.S. House,12,Write-In,,1,0,1,0,0,0,0,0
Middlesex,Borough of Helmetta 06,U.S. House,12,Overvotes,,12,0,11,0,0,0,0,1
Middlesex,Borough of Helmetta 06,U.S. House,12,Undervotes,,61,0,50,0,0,0,0,11
Middlesex,Borough of Highland Park 07,Registered Voters,,,,10904,,,,,,,
Middlesex,Borough of Highland Park 07,Ballots Cast Total,,,,7166,1,6445,0,198,0,0,522
Middlesex,Borough of Highland Park 07,Ballots Cast Blank,,,,5,0,2,0,0,0,0,3
Middlesex,Borough of Highland Park 07,President,,Joseph R. Biden,DEM,5379,1,4916,0,133,0,0,329
Middlesex,Borough of Highland Park 07,President,,Donald J. Trump,REP,1533,0,1309,0,63,0,0,161
Middlesex,Borough of Highland Park 07,President,,Jo Jorgensen,NPC,58,0,47,0,1,0,0,10
Middlesex,Borough of Highland Park 07,President,,Don Blankenship,NPD,1,0,1,0,0,0,0,0
Middlesex,Borough of Highland Park 07,President,,Howie Hawkins,NPE,50,0,48,0,0,0,0,2
Middlesex,Borough of Highland Park 07,President,,Gloria Estela La Riva,NPF,9,0,8,0,0,0,0,1
Middlesex,Borough of Highland Park 07,President,,"Roque ""Rocky"" De La Fuente",NPG,1,0,1,0,0,0,0,0
Middlesex,Borough of Highland Park 07,President,,Bill Hammons,NPH,0,0,0,0,0,0,0,0
Middlesex,Borough of Highland Park 07,President,,Write-In,,49,0,48,0,0,0,0,1
Middlesex,Borough of Highland Park 07,President,,Overvotes,,24,0,21,0,1,0,0,2
Middlesex,Borough of Highland Park 07,President,,Undervotes,,62,0,46,0,0,0,0,16
Middlesex,Borough of Highland Park 07,U.S. Senate,,Cory Booker,DEM,5259,1,4800,0,134,0,0,324
Middlesex,Borough of Highland Park 07,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,1492,0,1300,0,55,0,0,137
Middlesex,Borough of Highland Park 07,U.S. Senate,,Daniel Burke,NPC,9,0,7,0,0,0,0,2
Middlesex,Borough of Highland Park 07,U.S. Senate,,Veronica Fernandez,NPD,44,0,32,0,0,0,0,12
Middlesex,Borough of Highland Park 07,U.S. Senate,,Madelyn R. Hoffman,,130,0,119,0,3,0,0,8
Middlesex,Borough of Highland Park 07,U.S. Senate,,Write-In,,16,0,15,0,0,0,0,1
Middlesex,Borough of Highland Park 07,U.S. Senate,,Overvotes,,23,0,19,0,1,0,0,3
Middlesex,Borough of Highland Park 07,U.S. Senate,,Undervotes,,193,0,153,0,5,0,0,35
Middlesex,Borough of Highland Park 07,U.S. House,6,Frank Pallone Jr.,DEM,5479,1,5007,0,148,0,0,323
Middlesex,Borough of Highland Park 07,U.S. House,6,Christian Onuoha,REP,1397,0,1205,0,44,0,0,148
Middlesex,Borough of Highland Park 07,U.S. House,6,Write-In,,24,0,23,0,0,0,0,1
Middlesex,Borough of Highland Park 07,U.S. House,6,Overvotes,,6,0,5,0,1,0,0,0
Middlesex,Borough of Highland Park 07,U.S. House,6,Undervotes,,260,0,205,0,5,0,0,50
Middlesex,Borough of Jamesburg 08,Registered Voters,,,,3448,,,,,,,
Middlesex,Borough of Jamesburg 08,Ballots Cast Total,,,,2379,0,2164,0,2,0,0,213
Middlesex,Borough of Jamesburg 08,Ballots Cast Blank,,,,1,0,1,0,0,0,0,0
Middlesex,Borough of Jamesburg 08,President,,Joseph R. Biden,DEM,1200,0,1098,0,2,0,0,100
Middlesex,Borough of Jamesburg 08,President,,Donald J. Trump,REP,1107,0,1000,0,0,0,0,107
Middlesex,Borough of Jamesburg 08,President,,Jo Jorgensen,NPC,26,0,24,0,0,0,0,2
Middlesex,Borough of Jamesburg 08,President,,Don Blankenship,NPD,1,0,1,0,0,0,0,0
Middlesex,Borough of Jamesburg 08,President,,Howie Hawkins,NPE,9,0,7,0,0,0,0,2
Middlesex,Borough of Jamesburg 08,President,,Gloria Estela La Riva,NPF,0,0,0,0,0,0,0,0
Middlesex,Borough of Jamesburg 08,President,,"Roque ""Rocky"" De La Fuente",NPG,0,0,0,0,0,0,0,0
Middlesex,Borough of Jamesburg 08,President,,Bill Hammons,NPH,1,0,1,0,0,0,0,0
Middlesex,Borough of Jamesburg 08,President,,Write-In,,8,0,8,0,0,0,0,0
Middlesex,Borough of Jamesburg 08,President,,Overvotes,,12,0,11,0,0,0,0,1
Middlesex,Borough of Jamesburg 08,President,,Undervotes,,15,0,14,0,0,0,0,1
Middlesex,Borough of Jamesburg 08,U.S. Senate,,Cory Booker,DEM,1197,0,1093,0,2,0,0,102
Middlesex,Borough of Jamesburg 08,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,1017,0,939,0,0,0,0,78
Middlesex,Borough of Jamesburg 08,U.S. Senate,,Daniel Burke,NPC,19,0,16,0,0,0,0,3
Middlesex,Borough of Jamesburg 08,U.S. Senate,,Veronica Fernandez,NPD,17,0,13,0,0,0,0,4
Middlesex,Borough of Jamesburg 08,U.S. Senate,,Madelyn R. Hoffman,,31,0,25,0,0,0,0,6
Middlesex,Borough of Jamesburg 08,U.S. Senate,,Write-In,,1,0,1,0,0,0,0,0
Middlesex,Borough of Jamesburg 08,U.S. Senate,,Overvotes,,11,0,9,0,0,0,0,2
Middlesex,Borough of Jamesburg 08,U.S. Senate,,Undervotes,,86,0,68,0,0,0,0,18
Middlesex,Borough of Jamesburg 08,U.S. House,12,Bonnie Watson Coleman,DEM,1153,0,1054,0,2,0,0,97
Middlesex,Borough of Jamesburg 08,U.S. House,12,Mark Razzoli,REP,1037,0,945,0,0,0,0,92
Middlesex,Borough of Jamesburg 08,U.S. House,12,Kenneth J. Cody,NPF,10,0,9,0,0,0,0,1
Middlesex,Borough of Jamesburg 08,U.S. House,12,"Edward ""NJ Weedman"" Forchion",NPG,38,0,33,0,0,0,0,5
Middlesex,Borough of Jamesburg 08,U.S. House,12,Write-In,,3,0,2,0,0,0,0,1
Middlesex,Borough of Jamesburg 08,U.S. House,12,Overvotes,,24,0,23,0,0,0,0,1
Middlesex,Borough of Jamesburg 08,U.S. House,12,Undervotes,,114,0,98,0,0,0,0,16
Middlesex,Borough of Metuchen 09,Registered Voters,,,,11544,,,,,,,
Middlesex,Borough of Metuchen 09,Ballots Cast Total,,,,8795,4,8197,0,66,0,0,528
Middlesex,Borough of Metuchen 09,Ballots Cast Blank,,,,3,0,2,0,0,0,0,1
Middlesex,Borough of Metuchen 09,President,,Joseph R. Biden,DEM,5953,1,5609,0,60,0,0,283
Middlesex,Borough of Metuchen 09,President,,Donald J. Trump,REP,2548,3,2320,0,4,0,0,221
Middlesex,Borough of Metuchen 09,President,,Jo Jorgensen,NPC,95,0,92,0,0,0,0,3
Middlesex,Borough of Metuchen 09,President,,Don Blankenship,NPD,9,0,9,0,0,0,0,0
Middlesex,Borough of Metuchen 09,President,,Howie Hawkins,NPE,31,0,28,0,1,0,0,2
Middlesex,Borough of Metuchen 09,President,,Gloria Estela La Riva,NPF,5,0,5,0,0,0,0,0
Middlesex,Borough of Metuchen 09,President,,"Roque ""Rocky"" De La Fuente",NPG,3,0,3,0,0,0,0,0
Middlesex,Borough of Metuchen 09,President,,Bill Hammons,NPH,4,0,4,0,0,0,0,0
Middlesex,Borough of Metuchen 09,President,,Write-In,,45,0,44,0,0,0,0,1
Middlesex,Borough of Metuchen 09,President,,Overvotes,,28,0,24,0,1,0,0,3
Middlesex,Borough of Metuchen 09,President,,Undervotes,,74,0,59,0,0,0,0,15
Middlesex,Borough of Metuchen 09,U.S. Senate,,Cory Booker,DEM,5797,1,5454,0,58,0,0,284
Middlesex,Borough of Metuchen 09,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,2595,3,2385,0,4,0,0,203
Middlesex,Borough of Metuchen 09,U.S. Senate,,Daniel Burke,NPC,38,0,33,0,0,0,0,5
Middlesex,Borough of Metuchen 09,U.S. Senate,,Veronica Fernandez,NPD,42,0,37,0,0,0,0,5
Middlesex,Borough of Metuchen 09,U.S. Senate,,Madelyn R. Hoffman,,88,0,80,0,1,0,0,7
Middlesex,Borough of Metuchen 09,U.S. Senate,,Write-In,,5,0,5,0,0,0,0,0
Middlesex,Borough of Metuchen 09,U.S. Senate,,Overvotes,,28,0,25,0,0,0,0,3
Middlesex,Borough of Metuchen 09,U.S. Senate,,Undervotes,,202,0,178,0,3,0,0,21
Middlesex,Borough of Metuchen 09,U.S. House,6,Frank Pallone Jr.,DEM,5906,1,5567,0,59,0,0,279
Middlesex,Borough of Metuchen 09,U.S. House,6,Christian Onuoha,REP,2605,3,2386,0,4,0,0,212
Middlesex,Borough of Metuchen 09,U.S. House,6,Write-In,,4,0,4,0,0,0,0,0
Middlesex,Borough of Metuchen 09,U.S. House,6,Overvotes,,6,0,6,0,0,0,0,0
Middlesex,Borough of Metuchen 09,U.S. House,6,Undervotes,,274,0,234,0,3,0,0,37
Middlesex,Borough of Middlesex 10,Registered Voters,,,,10007,,,,,,,
Middlesex,Borough of Middlesex 10,Ballots Cast Total,,,,7339,3,6680,0,6,0,0,650
Middlesex,Borough of Middlesex 10,Ballots Cast Blank,,,,11,0,8,0,0,0,0,3
Middlesex,Borough of Middlesex 10,President,,Joseph R. Biden,DEM,3460,1,3156,0,6,0,0,297
Middlesex,Borough of Middlesex 10,President,,Donald J. Trump,REP,3608,2,3284,0,0,0,0,322
Middlesex,Borough of Middlesex 10,President,,Jo Jorgensen,NPC,78,0,74,0,0,0,0,4
Middlesex,Borough of Middlesex 10,President,,Don Blankenship,NPD,4,0,4,0,0,0,0,0
Middlesex,Borough of Middlesex 10,President,,Howie Hawkins,NPE,23,0,23,0,0,0,0,0
Middlesex,Borough of Middlesex 10,President,,Gloria Estela La Riva,NPF,7,0,6,0,0,0,0,1
Middlesex,Borough of Middlesex 10,President,,"Roque ""Rocky"" De La Fuente",NPG,5,0,5,0,0,0,0,0
Middlesex,Borough of Middlesex 10,President,,Bill Hammons,NPH,3,0,3,0,0,0,0,0
Middlesex,Borough of Middlesex 10,President,,Write-In,,31,0,28,0,0,0,0,3
Middlesex,Borough of Middlesex 10,President,,Overvotes,,52,0,44,0,0,0,0,8
Middlesex,Borough of Middlesex 10,President,,Undervotes,,68,0,53,0,0,0,0,15
Middlesex,Borough of Middlesex 10,U.S. Senate,,Cory Booker,DEM,3384,1,3074,0,6,0,0,303
Middlesex,Borough of Middlesex 10,U.S. Senate,,"Rikin ""Rik"" Mehta",REP,3463,2,3185,0,0,0,0,276
Middlesex,Borough of Middlesex 10,U.S. Senate,,Daniel Burke,NPC,44,0,38,0,0,0,0,6
Middlesex,Borough of Middlesex 10,U.S. Senate,,Veronica Fernandez,NPD,61,0,53,0,0,0,0,8
