county,precinct,office,district,candidate,party,early_voting,election_day,mail,provisional,emergency,federal,votes
Mercer,Hamilton Twp 25,Ballots Cast,,,,protected,454,188,0,0,0,832
Mercer,Hamilton Twp 26,Registered Voters,,,,,,,,,,938
Mercer,Hamilton Twp 26,Ballots Cast,,,,protected,292,160,0,0,0,581
Mercer,Hamilton Twp 27,Registered Voters,,,,,,,,,,1456
Mercer,Hamilton Twp 27,Ballots Cast,,,,protected,524,212,0,0,0,963
Mercer,Hamilton Twp 28,Registered Voters,,,,,,,,,,886
Mercer,Hamilton Twp 28,Ballots Cast,,,,protected,328,165,0,0,0,593
Mercer,Hamilton Twp 29,Registered Voters,,,,,,,,,,831
Mercer,Hamilton Twp 29,Ballots Cast,,,,protected,345,114,0,0,0,552
Mercer,Hamilton Twp 30,Registered Voters,,,,,,,,,,910
Mercer,Hamilton Twp 30,Ballots Cast,,,,protected,319,194,0,0,0,679
Mercer,Hamilton Twp 31,Registered Voters,,,,,,,,,,1853
Mercer,Hamilton Twp 31,Ballots Cast,,,,protected,732,214,0,0,0,1221
Mercer,Hamilton Twp 32,Registered Voters,,,,,,,,,,746
Mercer,Hamilton Twp 32,Ballots Cast,,,,protected,282,135,0,0,0,533
Mercer,Hamilton Twp 33,Registered Voters,,,,,,,,,,878
Mercer,Hamilton Twp 33,Ballots Cast,,,,protected,311,157,0,0,0,593
Mercer,Hamilton Twp 34,Registered Voters,,,,,,,,,,829
Mercer,Hamilton Twp 34,Ballots Cast,,,,protected,303,122,0,0,0,572
Mercer,Hamilton Twp 35,Registered Voters,,,,,,,,,,1228
Mercer,Hamilton Twp 35,Ballots Cast,,,,protected,436,175,0,0,0,830
Mercer,Hamilton Twp 36,Registered Voters,,,,,,,,,,717
Mercer,Hamilton Twp 36,Ballots Cast,,,,protected,300,109,0,0,0,516
Mercer,Hamilton Twp 37,Registered Voters,,,,,,,,,,796
Mercer,Hamilton Twp 37,Ballots Cast,,,,protected,281,129,0,0,0,535
Mercer,Hamilton Twp 38,Registered Voters,,,,,,,,,,981
Mercer,Hamilton Twp 38,Ballots Cast,,,,protected,321,157,0,0,0,653
Mercer,Hamilton Twp 39,Registered Voters,,,,,,,,,,890
Mercer,Hamilton Twp 39,Ballots Cast,,,,protected,262,122,0,0,0,521
Mercer,Hamilton Twp 40,Registered Voters,,,,,,,,,,771
Mercer,Hamilton Twp 40,Ballots Cast,,,,protected,296,155,0,0,0,554
Mercer,Hamilton Twp 41,Registered Voters,,,,,,,,,,1234
Mercer,Hamilton Twp 41,Ballots Cast,,,,protected,367,183,0,0,0,793
Mercer,Hamilton Twp 42,Registered Voters,,,,,,,,,,833
Mercer,Hamilton Twp 42,Ballots Cast,,,,protected,333,105,0,0,0,569
Mercer,Hamilton Twp 43,Registered Voters,,,,,,,,,,1013
Mercer,Hamilton Twp 43,Ballots Cast,,,,protected,436,151,0,0,0,731
Mercer,Hamilton Twp 44,Registered Voters,,,,,,,,,,954
Mercer,Hamilton Twp 44,Ballots Cast,,,,protected,373,145,0,0,0,645
Mercer,Hamilton Twp 45,Registered Voters,,,,,,,,,,1118
Mercer,Hamilton Twp 45,Ballots Cast,,,,protected,390,219,0,0,0,817
Mercer,Hamilton Twp 46,Registered Voters,,,,,,,,,,771
Mercer,Hamilton Twp 46,Ballots Cast,,,,protected,303,127,0,0,0,559
Mercer,Hamilton Twp 47,Registered Voters,,,,,,,,,,1477
Mercer,Hamilton Twp 47,Ballots Cast,,,,protected,509,333,0,0,0,1097
Mercer,Hamilton Twp 48,Registered Voters,,,,,,,,,,646
Mercer,Hamilton Twp 48,Ballots Cast,,,,protected,238,200,0,0,0,496
Mercer,Hamilton Twp 49,Registered Voters,,,,,,,,,,1237
Mercer,Hamilton Twp 49,Ballots Cast,,,,protected,461,190,0,0,0,869
Mercer,Hamilton Twp 50,Registered Voters,,,,,,,,,,1160
Mercer,Hamilton Twp 50,Ballots Cast,,,,protected,432,192,0,0,0,814
Mercer,Hamilton Twp 51,Registered Voters,,,,,,,,,,903
Mercer,Hamilton Twp 51,Ballots Cast,,,,protected,364,117,0,0,0,587
Mercer,Hamilton Twp 52,Registered Voters,,,,,,,,,,1870
Mercer,Hamilton Twp 52,Ballots Cast,,,,protected,543,235,0,0,0,1090
Mercer,Hamilton Twp 53,Registered Voters,,,,,,,,,,931
Mercer,Hamilton Twp 53,Ballots Cast,,,,protected,419,127,0,0,0,650
Mercer,Hamilton Twp 54,Registered Voters,,,,,,,,,,1150
Mercer,Hamilton Twp 54,Ballots Cast,,,,protected,387,148,0,0,0,660
Mercer,Hamilton Twp 55,Registered Voters,,,,,,,,,,906
Mercer,Hamilton Twp 55,Ballots Cast,,,,protected,324,180,0,0,0,661
Mercer,Hamilton Twp 56,Registered Voters,,,,,,,,,,1162
Mercer,Hamilton Twp 56,Ballots Cast,,,,protected,460,192,0,0,0,814
Mercer,Hamilton Twp 57,Registered Voters,,,,,,,,,,983
Mercer,Hamilton Twp 57,Ballots Cast,,,,protected,342,151,0,0,0,665
Mercer,Hamilton Twp 58,Registered Voters,,,,,,,,,,778
Mercer,Hamilton Twp 58,Ballots Cast,,,,protected,309,117,0,0,0,541
Mercer,Hamilton Twp 59,Registered Voters,,,,,,,,,,1416
Mercer,Hamilton Twp 59,Ballots Cast,,,,protected,424,276,0,0,0,1002
Mercer,Hamilton Twp 60,Registered Voters,,,,,,,,,,1323
Mercer,Hamilton Twp 60,Ballots Cast,,,,protected,501,205,0,0,0,946
Mercer,Hamilton Twp 61,Registered Voters,,,,,,,,,,1299
Mercer,Hamilton Twp 61,Ballots Cast,,,,protected,441,352,0,0,0,937
Mercer,Hamilton Twp 62,Registered Voters,,,,,,,,,,651
Mercer,Hamilton Twp 62,Ballots Cast,,,,protected,247,110,0,0,0,459
Mercer,Hamilton Twp 63,Registered Voters,,,,,,,,,,742
Mercer,Hamilton Twp 63,Ballots Cast,,,,protected,261,97,0,0,0,435
Mercer,Hamilton Twp 64,Registered Voters,,,,,,,,,,1029
Mercer,Hamilton Twp 64,Ballots Cast,,,,protected,380,158,0,0,0,716
Mercer,Hamilton Twp 65,Registered Voters,,,,,,,,,,847
Mercer,Hamilton Twp 65,Ballots Cast,,,,protected,197,209,0,0,0,544
Mercer,Hamilton Twp Provisional,Registered Voters,,,,,,,,,,0
Mercer,Hamilton Twp Provisional,Ballots Cast,,,,protected,0,0,1240,0,0,1244
Mercer,Hightstown Boro 1,Registered Voters,,,,,,,,,,1087
Mercer,Hightstown Boro 1,Ballots Cast,,,,protected,320,199,0,0,0,708
Mercer,Hightstown Boro 2,Registered Voters,,,,,,,,,,837
Mercer,Hightstown Boro 2,Ballots Cast,,,,protected,297,136,0,0,0,553
Mercer,Hightstown Boro 3,Registered Voters,,,,,,,,,,836
Mercer,Hightstown Boro 3,Ballots Cast,,,,protected,275,124,0,0,0,501
Mercer,Hightstown Boro 4,Registered Voters,,,,,,,,,,923
Mercer,Hightstown Boro 4,Ballots Cast,,,,protected,311,137,0,0,0,577
Mercer,Hightstown Boro Provisional,Registered Voters,,,,,,,,,,0
Mercer,Hightstown Boro Provisional,Ballots Cast,,,,protected,0,0,58,0,0,59
Mercer,Hopewell Boro 1,Registered Voters,,,,,,,,,,812
Mercer,Hopewell Boro 1,Ballots Cast,,,,protected,266,158,0,0,0,563
Mercer,Hopewell Boro 2,Registered Voters,,,,,,,,,,958
Mercer,Hopewell Boro 2,Ballots Cast,,,,protected,286,205,0,0,0,674
Mercer,Hopewell Boro Provisional,Registered Voters,,,,,,,,,,0
Mercer,Hopewell Boro Provisional,Ballots Cast,,,,protected,0,0,13,0,0,13
Mercer,Hopewell Twp 1,Registered Voters,,,,,,,,,,1149
Mercer,Hopewell Twp 1,Ballots Cast,,,,protected,235,214,0,0,0,741
Mercer,Hopewell Twp 2,Registered Voters,,,,,,,,,,1343
Mercer,Hopewell Twp 2,Ballots Cast,,,,protected,382,271,0,0,0,935
Mercer,Hopewell Twp 3,Registered Voters,,,,,,,,,,878
Mercer,Hopewell Twp 3,Ballots Cast,,,,protected,195,165,0,0,0,582
Mercer,Hopewell Twp 4,Registered Voters,,,,,,,,,,1237
Mercer,Hopewell Twp 4,Ballots Cast,,,,protected,209,259,0,0,0,858
Mercer,Hopewell Twp 5,Registered Voters,,,,,,,,,,1626
Mercer,Hopewell Twp 5,Ballots Cast,,,,protected,257,335,0,0,0,1062
Mercer,Hopewell Twp 6,Registered Voters,,,,,,,,,,1216
Mercer,Hopewell Twp 6,Ballots Cast,,,,protected,227,262,0,0,0,794
Mercer,Hopewell Twp 7,Registered Voters,,,,,,,,,,1135
Mercer,Hopewell Twp 7,Ballots Cast,,,,protected,204,232,0,0,0,771
Mercer,Hopewell Twp 8,Registered Voters,,,,,,,,,,1559
Mercer,Hopewell Twp 8,Ballots Cast,,,,protected,216,374,0,0,0,993
Mercer,Hopewell Twp 9,Registered Voters,,,,,,,,,,617
Mercer,Hopewell Twp 9,Ballots Cast,,,,protected,134,118,0,0,0,401
Mercer,Hopewell Twp 10,Registered Voters,,,,,,,,,,1159
Mercer,Hopewell Twp 10,Ballots Cast,,,,protected,173,275,0,0,0,707
Mercer,Hopewell Twp 11,Registered Voters,,,,,,,,,,1034
Mercer,Hopewell Twp 11,Ballots Cast,,,,protected,132,292,0,0,0,700
Mercer,Hopewell Twp 12,Registered Voters,,,,,,,,,,1021
Mercer,Hopewell Twp 12,Ballots Cast,,,,protected,199,229,0,0,0,702
Mercer,Hopewell Twp 13,Registered Voters,,,,,,,,,,568
Mercer,Hopewell Twp 13,Ballots Cast,,,,protected,138,103,0,0,0,342
Mercer,Hopewell Twp 14,Registered Voters,,,,,,,,,,1217
Mercer,Hopewell Twp 14,Ballots Cast,,,,protected,187,281,0,0,0,769
Mercer,Hopewell Twp Provisional,Registered Voters,,,,,,,,,,0
Mercer,Hopewell Twp Provisional,Ballots Cast,,,,protected,0,0,308,0,0,313
Mercer,Lawrence Twp 1,Registered Voters,,,,,,,,,,1258
Mercer,Lawrence Twp 1,Ballots Cast,,,,protected,329,277,0,0,0,868
Mercer,Lawrence Twp 2,Registered Voters,,,,,,,,,,1012
Mercer,Lawrence Twp 2,Ballots Cast,,,,protected,280,164,0,0,0,658
Mercer,Lawrence Twp 3,Registered Voters,,,,,,,,,,1178
Mercer,Lawrence Twp 3,Ballots Cast,,,,protected,335,142,0,0,0,697
Mercer,Lawrence Twp 4,Registered Voters,,,,,,,,,,1450
Mercer,Lawrence Twp 4,Ballots Cast,,,,protected,260,300,0,0,0,834
Mercer,Lawrence Twp 5,Registered Voters,,,,,,,,,,1032
Mercer,Lawrence Twp 5,Ballots Cast,,,,protected,293,87,0,0,0,550
Mercer,Lawrence Twp 6,Registered Voters,,,,,,,,,,1002
Mercer,Lawrence Twp 6,Ballots Cast,,,,protected,241,179,0,0,0,660
Mercer,Lawrence Twp 7,Registered Voters,,,,,,,,,,1243
Mercer,Lawrence Twp 7,Ballots Cast,,,,protected,272,283,0,0,0,819
Mercer,Lawrence Twp 8,Registered Voters,,,,,,,,,,924
Mercer,Lawrence Twp 8,Ballots Cast,,,,protected,229,162,0,0,0,598
Mercer,Lawrence Twp 9,Registered Voters,,,,,,,,,,1257
Mercer,Lawrence Twp 9,Ballots Cast,,,,protected,394,141,0,0,0,742
Mercer,Lawrence Twp 10,Registered Voters,,,,,,,,,,791
Mercer,Lawrence Twp 10,Ballots Cast,,,,protected,177,169,0,0,0,545
Mercer,Lawrence Twp 11,Registered Voters,,,,,,,,,,807
Mercer,Lawrence Twp 11,Ballots Cast,,,,protected,198,168,0,0,0,525
Mercer,Lawrence Twp 12,Registered Voters,,,,,,,,,,1809
Mercer,Lawrence Twp 12,Ballots Cast,,,,protected,370,321,0,0,0,1137
Mercer,Lawrence Twp 13,Registered Voters,,,,,,,,,,1068
Mercer,Lawrence Twp 13,Ballots Cast,,,,protected,183,226,0,0,0,721
Mercer,Lawrence Twp 14,Registered Voters,,,,,,,,,,757
Mercer,Lawrence Twp 14,Ballots Cast,,,,protected,196,158,0,0,0,523
Mercer,Lawrence Twp 15,Registered Voters,,,,,,,,,,1343
Mercer,Lawrence Twp 15,Ballots Cast,,,,protected,357,234,0,0,0,884
Mercer,Lawrence Twp 16,Registered Voters,,,,,,,,,,2975
Mercer,Lawrence Twp 16,Ballots Cast,,,,protected,697,336,0,0,0,1545
Mercer,Lawrence Twp 17,Registered Voters,,,,,,,,,,1458
Mercer,Lawrence Twp 17,Ballots Cast,,,,protected,289,345,0,0,0,950
Mercer,Lawrence Twp 18,Registered Voters,,,,,,,,,,1459
Mercer,Lawrence Twp 18,Ballots Cast,,,,protected,296,325,0,0,0,921
Mercer,Lawrence Twp 19,Registered Voters,,,,,,,,,,2082
Mercer,Lawrence Twp 19,Ballots Cast,,,,protected,341,413,0,0,0,1231
Mercer,Lawrence Twp 20,Registered Voters,,,,,,,,,,979
Mercer,Lawrence Twp 20,Ballots Cast,,,,protected,225,180,0,0,0,645
Mercer,Lawrence Twp Provisional,Registered Voters,,,,,,,,,,0
Mercer,Lawrence Twp Provisional,Ballots Cast,,,,protected,0,0,463,0,0,469
Mercer,Pennington Boro 1,Registered Voters,,,,,,,,,,950
Mercer,Pennington Boro 1,Ballots Cast,,,,protected,148,219,0,0,0,622
Mercer,Pennington Boro 2,Registered Voters,,,,,,,,,,812
Mercer,Pennington Boro 2,Ballots Cast,,,,protected,157,167,0,0,0,553
Mercer,Pennington Boro 3,Registered Voters,,,,,,,,,,773
Mercer,Pennington Boro 3,Ballots Cast,,,,protected,142,138,0,0,0,517
Mercer,Pennington Boro Provisional,Registered Voters,,,,,,,,,,0
Mercer,Pennington Boro Provisional,Ballots Cast,,,,protected,0,0,42,0,0,42
Mercer,Princeton 1,Registered Voters,,,,,,,,,,1572
Mercer,Princeton 1,Ballots Cast,,,,protected,204,367,0,0,0,868
Mercer,Princeton 2,Registered Voters,,,,,,,,,,912
Mercer,Princeton 2,Ballots Cast,,,,protected,117,210,0,0,0,530
Mercer,Princeton 3,Registered Voters,,,,,,,,,,1013
Mercer,Princeton 3,Ballots Cast,,,,protected,161,263,0,0,0,570
Mercer,Princeton 4,Registered Voters,,,,,,,,,,1043
Mercer,Princeton 4,Ballots Cast,,,,protected,121,264,0,0,0,572
Mercer,Princeton 5,Registered Voters,,,,,,,,,,746
Mercer,Princeton 5,Ballots Cast,,,,protected,77,176,0,0,0,415
Mercer,Princeton 6,Registered Voters,,,,,,,,,,861
Mercer,Princeton 6,Ballots Cast,,,,protected,107,207,0,0,0,457
Mercer,Princeton 7,Registered Voters,,,,,,,,,,1606
Mercer,Princeton 7,Ballots Cast,,,,protected,233,115,0,0,0,521
Mercer,Princeton 8,Registered Voters,,,,,,,,,,847
Mercer,Princeton 8,Ballots Cast,,,,protected,133,193,0,0,0,469
Mercer,Princeton 9,Registered Voters,,,,,,,,,,1374
Mercer,Princeton 9,Ballots Cast,,,,protected,236,203,0,0,0,717
Mercer,Princeton 10,Registered Voters,,,,,,,,,,977
Mercer,Princeton 10,Ballots Cast,,,,protected,144,144,0,0,0,447
Mercer,Princeton 11,Registered Voters,,,,,,,,,,1875
Mercer,Princeton 11,Ballots Cast,,,,protected,263,431,0,0,0,1072
Mercer,Princeton 12,Registered Voters,,,,,,,,,,824
Mercer,Princeton 12,Ballots Cast,,,,protected,163,132,0,0,0,453
Mercer,Princeton 13,Registered Voters,,,,,,,,,,1371
Mercer,Princeton 13,Ballots Cast,,,,protected,240,355,0,0,0,887
Mercer,Princeton 14,Registered Voters,,,,,,,,,,1157
Mercer,Princeton 14,Ballots Cast,,,,protected,202,246,0,0,0,684
Mercer,Princeton 15,Registered Voters,,,,,,,,,,1537
Mercer,Princeton 15,Ballots Cast,,,,protected,278,403,0,0,0,975
Mercer,Princeton 16,Registered Voters,,,,,,,,,,625
Mercer,Princeton 16,Ballots Cast,,,,protected,91,159,0,0,0,424
Mercer,Princeton 17,Registered Voters,,,,,,,,,,680
Mercer,Princeton 17,Ballots Cast,,,,protected,109,192,0,0,0,430
Mercer,Princeton 18,Registered Voters,,,,,,,,,,1168
Mercer,Princeton 18,Ballots Cast,,,,protected,183,334,0,0,0,736
Mercer,Princeton 19,Registered Voters,,,,,,,,,,1112
Mercer,Princeton 19,Ballots Cast,,,,protected,170,222,0,0,0,650
Mercer,Princeton 20,Registered Voters,,,,,,,,,,1107
Mercer,Princeton 20,Ballots Cast,,,,protected,149,258,0,0,0,614
Mercer,Princeton Provisional,Registered Voters,,,,,,,,,,0
Mercer,Princeton Provisional,Ballots Cast,,,,protected,0,0,421,0,0,429
Mercer,Robbinsville Twp 1,Registered Voters,,,,,,,,,,1238
Mercer,Robbinsville Twp 1,Ballots Cast,,,,protected,413,230,0,0,0,816
Mercer,Robbinsville Twp 2,Registered Voters,,,,,,,,,,1142
Mercer,Robbinsville Twp 2,Ballots Cast,,,,protected,430,200,0,0,0,793
Mercer,Robbinsville Twp 3,Registered Voters,,,,,,,,,,1295
Mercer,Robbinsville Twp 3,Ballots Cast,,,,protected,440,226,0,0,0,871
Mercer,Robbinsville Twp 4,Registered Voters,,,,,,,,,,1353
Mercer,Robbinsville Twp 4,Ballots Cast,,,,protected,412,252,0,0,0,861
