county,precinct,office,district,party,candidate,votes,early_voting,mail,provisional,election_day
Atlantic,Egg Harbor City W2 D1,U.S. Senate,,REP,Curtis BASHAW,139,15,19,2,103
Atlantic,Egg Harbor City W2 D2,U.S. Senate,,REP,Curtis BASHAW,131,27,14,2,88
Atlantic,Egg Harbor City W2 D3,U.S. Senate,,REP,Curtis BASHAW,140,24,13,0,103
Atlantic,Egg Harbor Township D01,U.S. Senate,,REP,Curtis BASHAW,610,266,61,5,278
Atlantic,Egg Harbor Township D02,U.S. Senate,,REP,Curtis BASHAW,497,168,41,3,285
Atlantic,Egg Harbor Township D03,U.S. Senate,,REP,Curtis BASHAW,614,309,47,9,249
Atlantic,Egg Harbor Township D04,U.S. Senate,,REP,Curtis BASHAW,701,256,52,5,388
Atlantic,Egg Harbor Township D05,U.S. Senate,,REP,Curtis BASHAW,828,332,68,3,425
Atlantic,Egg Harbor Township D06,U.S. Senate,,REP,Curtis BASHAW,535,199,37,8,291
Atlantic,Egg Harbor Township D07,U.S. Senate,,REP,Curtis BASHAW,516,189,21,11,295
Atlantic,Egg Harbor Township D08,U.S. Senate,,REP,Curtis BASHAW,382,103,25,10,244
Atlantic,Egg Harbor Township D09,U.S. Senate,,REP,Curtis BASHAW,806,309,63,22,412
Atlantic,Egg Harbor Township D10,U.S. Senate,,REP,Curtis BASHAW,485,184,39,12,250
Atlantic,Egg Harbor Township D11,U.S. Senate,,REP,Curtis BASHAW,565,214,58,11,282
Atlantic,Egg Harbor Township D12,U.S. Senate,,REP,Curtis BASHAW,263,82,33,7,141
Atlantic,Egg Harbor Township D13,U.S. Senate,,REP,Curtis BASHAW,117,25,13,4,75
Atlantic,Egg Harbor Township D14,U.S. Senate,,REP,Curtis BASHAW,104,15,5,2,82
Atlantic,Egg Harbor Township D15,U.S. Senate,,REP,Curtis BASHAW,342,100,28,13,201
Atlantic,Egg Harbor Township D16,U.S. Senate,,REP,Curtis BASHAW,318,85,21,7,205
Atlantic,Egg Harbor Township D17,U.S. Senate,,REP,Curtis BASHAW,771,293,67,10,401
Atlantic,Egg Harbor Township D18,U.S. Senate,,REP,Curtis BASHAW,680,236,54,8,382
Atlantic,Egg Harbor Township D19,U.S. Senate,,REP,Curtis BASHAW,677,292,92,10,283
Atlantic,Egg Harbor Township D20,U.S. Senate,,REP,Curtis BASHAW,486,149,39,10,288
Atlantic,Egg Harbor Township D21,U.S. Senate,,REP,Curtis BASHAW,741,271,58,19,393
Atlantic,Egg Harbor Township D22,U.S. Senate,,REP,Curtis BASHAW,501,194,34,11,262
Atlantic,Estell Manor,U.S. Senate,,REP,Curtis BASHAW,726,133,64,9,520
Atlantic,Folsom,U.S. Senate,,REP,Curtis BASHAW,603,125,47,4,427
Atlantic,Galloway Township D01,U.S. Senate,,REP,Curtis BASHAW,675,293,33,11,338
Atlantic,Galloway Township D02,U.S. Senate,,REP,Curtis BASHAW,830,276,75,11,468
Atlantic,Galloway Township D03,U.S. Senate,,REP,Curtis BASHAW,683,384,43,8,248
Atlantic,Galloway Township D04,U.S. Senate,,REP,Curtis BASHAW,483,99,46,4,334
Atlantic,Galloway Township D05,U.S. Senate,,REP,Curtis BASHAW,421,173,43,8,197
Atlantic,Galloway Township D06,U.S. Senate,,REP,Curtis BASHAW,546,222,33,12,279
Atlantic,Galloway Township D07,U.S. Senate,,REP,Curtis BASHAW,307,139,25,3,140
Atlantic,Galloway Township D08,U.S. Senate,,REP,Curtis BASHAW,574,201,22,6,345
Atlantic,Galloway Township D09,U.S. Senate,,REP,Curtis BASHAW,600,270,64,7,259
Atlantic,Galloway Township D10,U.S. Senate,,REP,Curtis BASHAW,227,68,26,9,124
Atlantic,Galloway Township D11,U.S. Senate,,REP,Curtis BASHAW,299,101,18,10,170
Atlantic,Galloway Township D12,U.S. Senate,,REP,Curtis BASHAW,629,280,47,8,294
Atlantic,Galloway Township D13,U.S. Senate,,REP,Curtis BASHAW,410,202,51,3,154
Atlantic,Galloway Township D14,U.S. Senate,,REP,Curtis BASHAW,612,303,67,4,238
Atlantic,Galloway Township D15,U.S. Senate,,REP,Curtis BASHAW,521,177,35,9,300
Atlantic,Galloway Township D16,U.S. Senate,,REP,Curtis BASHAW,548,238,29,23,258
Atlantic,Galloway Township D17,U.S. Senate,,REP,Curtis BASHAW,619,278,91,8,242
Atlantic,Hamilton Township D01,U.S. Senate,,REP,Curtis BASHAW,419,184,30,6,199
Atlantic,Hamilton Township D02,U.S. Senate,,REP,Curtis BASHAW,654,157,38,3,456
Atlantic,Hamilton Township D03,U.S. Senate,,REP,Curtis BASHAW,397,103,26,5,263
Atlantic,Hamilton Township D04,U.S. Senate,,REP,Curtis BASHAW,267,87,20,5,155
Atlantic,Hamilton Township D05,U.S. Senate,,REP,Curtis BASHAW,372,102,27,1,242
Atlantic,Hamilton Township D06,U.S. Senate,,REP,Curtis BASHAW,582,151,16,4,411
Atlantic,Hamilton Township D07,U.S. Senate,,REP,Curtis BASHAW,585,214,59,5,307
Atlantic,Hamilton Township D08,U.S. Senate,,REP,Curtis BASHAW,527,187,41,2,297
Atlantic,Hamilton Township D09,U.S. Senate,,REP,Curtis BASHAW,627,205,56,9,357
Atlantic,Hamilton Township D10,U.S. Senate,,REP,Curtis BASHAW,520,150,60,9,301
Atlantic,Hamilton Township D11,U.S. Senate,,REP,Curtis BASHAW,327,141,38,7,141
Atlantic,Hamilton Township D12,U.S. Senate,,REP,Curtis BASHAW,454,228,47,5,174
Atlantic,Hamilton Township D13,U.S. Senate,,REP,Curtis BASHAW,556,162,33,8,353
Atlantic,Hammonton D01,U.S. Senate,,REP,Curtis BASHAW,799,287,80,4,428
Atlantic,Hammonton D02,U.S. Senate,,REP,Curtis BASHAW,534,189,40,8,297
Atlantic,Hammonton D03,U.S. Senate,,REP,Curtis BASHAW,650,229,71,8,342
Atlantic,Hammonton D04,U.S. Senate,,REP,Curtis BASHAW,491,132,37,3,319
Atlantic,Hammonton D05,U.S. Senate,,REP,Curtis BASHAW,641,246,61,9,325
Atlantic,Hammonton D06,U.S. Senate,,REP,Curtis BASHAW,479,165,54,11,249
Atlantic,Hammonton D07,U.S. Senate,,REP,Curtis BASHAW,632,286,70,5,271
Atlantic,Linwood W1 D1,U.S. Senate,,REP,Curtis BASHAW,642,203,89,5,345
Atlantic,Linwood W1 D2,U.S. Senate,,REP,Curtis BASHAW,475,124,52,3,296
Atlantic,Linwood W2 D1,U.S. Senate,,REP,Curtis BASHAW,461,134,36,6,285
Atlantic,Linwood W2 D2,U.S. Senate,,REP,Curtis BASHAW,355,144,29,1,181
Atlantic,Linwood W2 D3,U.S. Senate,,REP,Curtis BASHAW,375,135,30,3,207
Atlantic,Longport,U.S. Senate,,REP,Curtis BASHAW,316,71,54,0,191
Atlantic,Margate D01,U.S. Senate,,REP,Curtis BASHAW,534,121,72,14,327
Atlantic,Margate D02,U.S. Senate,,REP,Curtis BASHAW,559,135,89,6,329
Atlantic,Margate D03,U.S. Senate,,REP,Curtis BASHAW,440,111,82,3,244
Atlantic,Margate D04,U.S. Senate,,REP,Curtis BASHAW,284,91,31,5,157
Atlantic,Mullica Township D1,U.S. Senate,,REP,Curtis BASHAW,438,79,26,10,323
Atlantic,Mullica Township D2,U.S. Senate,,REP,Curtis BASHAW,671,148,44,4,475
Atlantic,Mullica Township D3,U.S. Senate,,REP,Curtis BASHAW,823,207,56,1,559
Atlantic,Northfield W1 D1,U.S. Senate,,REP,Curtis BASHAW,270,112,27,1,130
Atlantic,Northfield W1 D2,U.S. Senate,,REP,Curtis BASHAW,325,125,28,2,170
Atlantic,Northfield W1 D3,U.S. Senate,,REP,Curtis BASHAW,310,118,44,3,145
Atlantic,Northfield W1 D4,U.S. Senate,,REP,Curtis BASHAW,277,95,27,3,152
Atlantic,Northfield W2 D1,U.S. Senate,,REP,Curtis BASHAW,237,76,19,3,139
Atlantic,Northfield W2 D2,U.S. Senate,,REP,Curtis BASHAW,312,98,31,1,182
Atlantic,Northfield W2 D3,U.S. Senate,,REP,Curtis BASHAW,484,175,65,10,234
Atlantic,Northfield W2 D4,U.S. Senate,,REP,Curtis BASHAW,319,83,26,7,203
Atlantic,Pleasantville W1 D1,U.S. Senate,,REP,Curtis BASHAW,215,50,20,7,138
Atlantic,Pleasantville W1 D2,U.S. Senate,,REP,Curtis BASHAW,104,18,9,5,72
Atlantic,Pleasantville W1 D3,U.S. Senate,,REP,Curtis BASHAW,122,21,16,11,74
Atlantic,Pleasantville W1 D4,U.S. Senate,,REP,Curtis BASHAW,127,25,17,4,81
Atlantic,Pleasantville W2 D1,U.S. Senate,,REP,Curtis BASHAW,84,16,7,5,56
Atlantic,Pleasantville W2 D2,U.S. Senate,,REP,Curtis BASHAW,98,18,13,5,62
Atlantic,Pleasantville W2 D3,U.S. Senate,,REP,Curtis BASHAW,118,38,8,5,67
Atlantic,Pleasantville W2 D4,U.S. Senate,,REP,Curtis BASHAW,118,39,9,3,67
Atlantic,Port Republic Ward 1,U.S. Senate,,REP,Curtis BASHAW,206,36,17,3,150
Atlantic,Port Republic Ward 2,U.S. Senate,,REP,Curtis BASHAW,258,45,12,2,199
Atlantic,Somers Point W1 D1,U.S. Senate,,REP,Curtis BASHAW,445,107,34,4,300
Atlantic,Somers Point W1 D2,U.S. Senate,,REP,Curtis BASHAW,385,99,30,5,251
Atlantic,Somers Point W1 D3,U.S. Senate,,REP,Curtis BASHAW,209,52,4,2,151
Atlantic,Somers Point W1 D4,U.S. Senate,,REP,Curtis BASHAW,400,110,36,5,249
Atlantic,Somers Point W2 D1,U.S. Senate,,REP,Curtis BASHAW,248,49,37,1,161
Atlantic,Somers Point W2 D2,U.S. Senate,,REP,Curtis BASHAW,217,38,19,2,158
Atlantic,Somers Point W2 D3,U.S. Senate,,REP,Curtis BASHAW,268,56,13,1,198
Atlantic,Somers Point W2 D4,U.S. Senate,,REP,Curtis BASHAW,392,78,37,6,271
Atlantic,Ventnor D01,U.S. Senate,,REP,Curtis BASHAW,394,108,42,14,230
Atlantic,Ventnor D02,U.S. Senate,,REP,Curtis BASHAW,372,74,46,6,246
Atlantic,Ventnor D03,U.S. Senate,,REP,Curtis BASHAW,432,107,53,5,267
Atlantic,Ventnor D04,U.S. Senate,,REP,Curtis BASHAW,510,90,35,7,378
Atlantic,Ventnor D05,U.S. Senate,,REP,Curtis BASHAW,519,108,65,8,338
Atlantic,Weymouth D01,U.S. Senate,,REP,Curtis BASHAW,425,84,21,4,316
Atlantic,Weymouth D02,U.S. Senate,,REP,Curtis BASHAW,557,206,63,5,283
Atlantic,Atlantic City W5 D1,U.S. Senate,,REP,Curtis BASHAW,226,72,65,16,73
Atlantic,Atlantic City W5 D2,U.S. Senate,,REP,Curtis BASHAW,343,128,91,21,103
Atlantic,Absecon W1 D1,U.S. Senate,,DEM,Andy KIM,358,111,57,2,188
Atlantic,Absecon W1 D2,U.S. Senate,,DEM,Andy KIM,514,159,113,10,232
Atlantic,Absecon W1 D3,U.S. Senate,,DEM,Andy KIM,256,79,50,2,125
Atlantic,Absecon W2 D1,U.S. Senate,,DEM,Andy KIM,329,72,72,5,180
Atlantic,Absecon W2 D2,U.S. Senate,,DEM,Andy KIM,444,113,81,15,235
Atlantic,Absecon W2 D3,U.S. Senate,,DEM,Andy KIM,346,87,75,1,183
Atlantic,Atlantic City W1 D1,U.S. Senate,,DEM,Andy KIM,465,93,124,15,233
Atlantic,Atlantic City W1 D2,U.S. Senate,,DEM,Andy KIM,274,49,56,13,156
Atlantic,Atlantic City W1 D3,U.S. Senate,,DEM,Andy KIM,412,78,69,14,251
Atlantic,Atlantic City W1 D4,U.S. Senate,,DEM,Andy KIM,236,42,56,10,128
Atlantic,Atlantic City W2 D1,U.S. Senate,,DEM,Andy KIM,239,34,44,21,140
Atlantic,Atlantic City W2 D2,U.S. Senate,,DEM,Andy KIM,467,54,89,38,286
Atlantic,Atlantic City W2 D3,U.S. Senate,,DEM,Andy KIM,241,19,26,28,168
Atlantic,Atlantic City W3 D1,U.S. Senate,,DEM,Andy KIM,405,60,80,16,249
Atlantic,Atlantic City W3 D2,U.S. Senate,,DEM,Andy KIM,122,27,23,7,65
Atlantic,Atlantic City W3 D3,U.S. Senate,,DEM,Andy KIM,195,37,33,12,113
Atlantic,Atlantic City W3 D4,U.S. Senate,,DEM,Andy KIM,399,51,100,26,222
Atlantic,Atlantic City W4 D1,U.S. Senate,,DEM,Andy KIM,255,33,78,24,120
Atlantic,Atlantic City W4 D2,U.S. Senate,,DEM,Andy KIM,200,22,29,9,140
Atlantic,Atlantic City W4 D3,U.S. Senate,,DEM,Andy KIM,319,40,39,10,230
Atlantic,Atlantic City W4 D4,U.S. Senate,,DEM,Andy KIM,145,27,30,14,74
Atlantic,Atlantic City W6 D1,U.S. Senate,,DEM,Andy KIM,318,38,93,28,159
Atlantic,Atlantic City W6 D2,U.S. Senate,,DEM,Andy KIM,274,49,61,28,136
Atlantic,Atlantic City W6 D3,U.S. Senate,,DEM,Andy KIM,248,36,61,8,143
Atlantic,Atlantic City W6 D4,U.S. Senate,,DEM,Andy KIM,266,46,116,5,99
Atlantic,Brigantine Ward 01,U.S. Senate,,DEM,Andy KIM,459,45,100,12,302
Atlantic,Brigantine Ward 02,U.S. Senate,,DEM,Andy KIM,435,73,112,0,250
Atlantic,Brigantine Ward 03,U.S. Senate,,DEM,Andy KIM,455,57,123,15,260
Atlantic,Brigantine Ward 04,U.S. Senate,,DEM,Andy KIM,412,50,106,9,247
Atlantic,Buena Borough D01,U.S. Senate,,DEM,Andy KIM,369,74,71,7,217
Atlantic,Buena Borough D02,U.S. Senate,,DEM,Andy KIM,417,86,76,8,247
Atlantic,Buena Vista Township D01,U.S. Senate,,DEM,Andy KIM,367,86,78,6,197
Atlantic,Buena Vista Township D02,U.S. Senate,,DEM,Andy KIM,333,72,106,2,153
Atlantic,Buena Vista Township D03,U.S. Senate,,DEM,Andy KIM,448,168,76,5,199
Atlantic,Buena Vista Township D04,U.S. Senate,,DEM,Andy KIM,272,64,54,4,150
Atlantic,Corbin City,U.S. Senate,,DEM,Andy KIM,90,11,14,1,64
Atlantic,Egg Harbor City W1 D1,U.S. Senate,,DEM,Andy KIM,122,19,20,3,80
Atlantic,Egg Harbor City W1 D2,U.S. Senate,,DEM,Andy KIM,121,20,18,2,81
Atlantic,Egg Harbor City W1 D3,U.S. Senate,,DEM,Andy KIM,204,31,50,5,118
Atlantic,Egg Harbor City W2 D1,U.S. Senate,,DEM,Andy KIM,185,23,35,3,124
Atlantic,Egg Harbor City W2 D2,U.S. Senate,,DEM,Andy KIM,131,27,25,6,73
Atlantic,Egg Harbor City W2 D3,U.S. Senate,,DEM,Andy KIM,144,20,26,6,92
Atlantic,Egg Harbor Township D01,U.S. Senate,,DEM,Andy KIM,380,136,92,5,147
Atlantic,Egg Harbor Township D02,U.S. Senate,,DEM,Andy KIM,417,136,99,8,174
Atlantic,Egg Harbor Township D03,U.S. Senate,,DEM,Andy KIM,526,216,116,9,185
Atlantic,Egg Harbor Township D04,U.S. Senate,,DEM,Andy KIM,398,132,87,5,174
Atlantic,Egg Harbor Township D05,U.S. Senate,,DEM,Andy KIM,566,170,117,10,269
Atlantic,Egg Harbor Township D06,U.S. Senate,,DEM,Andy KIM,407,137,68,4,198
Atlantic,Egg Harbor Township D07,U.S. Senate,,DEM,Andy KIM,460,143,64,11,242
Atlantic,Egg Harbor Township D08,U.S. Senate,,DEM,Andy KIM,558,119,89,18,332
Atlantic,Egg Harbor Township D09,U.S. Senate,,DEM,Andy KIM,726,201,141,14,370
Atlantic,Egg Harbor Township D10,U.S. Senate,,DEM,Andy KIM,627,193,129,9,296
Atlantic,Egg Harbor Township D11,U.S. Senate,,DEM,Andy KIM,608,206,100,21,281
Atlantic,Egg Harbor Township D12,U.S. Senate,,DEM,Andy KIM,401,133,92,10,166
Atlantic,Egg Harbor Township D13,U.S. Senate,,DEM,Andy KIM,155,32,26,5,92
Atlantic,Egg Harbor Township D14,U.S. Senate,,DEM,Andy KIM,268,36,42,9,181
Atlantic,Egg Harbor Township D15,U.S. Senate,,DEM,Andy KIM,482,101,94,13,274
Atlantic,Egg Harbor Township D16,U.S. Senate,,DEM,Andy KIM,406,92,48,15,251
Atlantic,Egg Harbor Township D17,U.S. Senate,,DEM,Andy KIM,735,228,185,19,303
Atlantic,Egg Harbor Township D18,U.S. Senate,,DEM,Andy KIM,430,134,100,6,190
Atlantic,Egg Harbor Township D19,U.S. Senate,,DEM,Andy KIM,610,217,186,6,201
Atlantic,Egg Harbor Township D20,U.S. Senate,,DEM,Andy KIM,595,154,102,14,325
Atlantic,Egg Harbor Township D21,U.S. Senate,,DEM,Andy KIM,492,162,104,10,216
Atlantic,Egg Harbor Township D22,U.S. Senate,,DEM,Andy KIM,350,113,60,8,169
Atlantic,Estell Manor,U.S. Senate,,DEM,Andy KIM,297,63,64,2,168
Atlantic,Folsom,U.S. Senate,,DEM,Andy KIM,325,70,70,6,179
Atlantic,Galloway Township D01,U.S. Senate,,DEM,Andy KIM,525,203,108,10,204
Atlantic,Galloway Township D02,U.S. Senate,,DEM,Andy KIM,337,109,68,10,150
Atlantic,Galloway Township D03,U.S. Senate,,DEM,Andy KIM,513,234,84,5,190
Atlantic,Galloway Township D04,U.S. Senate,,DEM,Andy KIM,326,51,84,0,191
Atlantic,Galloway Township D05,U.S. Senate,,DEM,Andy KIM,521,211,85,10,215
Atlantic,Galloway Township D06,U.S. Senate,,DEM,Andy KIM,444,171,98,11,164
Atlantic,Galloway Township D07,U.S. Senate,,DEM,Andy KIM,198,85,42,3,68
Atlantic,Galloway Township D08,U.S. Senate,,DEM,Andy KIM,551,160,85,16,290
Atlantic,Galloway Township D09,U.S. Senate,,DEM,Andy KIM,511,189,119,10,193
Atlantic,Galloway Township D10,U.S. Senate,,DEM,Andy KIM,495,153,78,12,252
Atlantic,Galloway Township D11,U.S. Senate,,DEM,Andy KIM,606,202,118,19,267
Atlantic,Galloway Township D12,U.S. Senate,,DEM,Andy KIM,597,213,131,19,234
Atlantic,Galloway Township D13,U.S. Senate,,DEM,Andy KIM,414,157,118,9,130
Atlantic,Galloway Township D14,U.S. Senate,,DEM,Andy KIM,552,183,172,7,190
Atlantic,Galloway Township D15,U.S. Senate,,DEM,Andy KIM,522,167,86,9,260
Atlantic,Galloway Township D16,U.S. Senate,,DEM,Andy KIM,617,237,100,20,260
Atlantic,Galloway Township D17,U.S. Senate,,DEM,Andy KIM,840,318,206,16,300
Atlantic,Hamilton Township D01,U.S. Senate,,DEM,Andy KIM,492,167,85,12,228
Atlantic,Hamilton Township D02,U.S. Senate,,DEM,Andy KIM,372,97,83,9,183
Atlantic,Hamilton Township D03,U.S. Senate,,DEM,Andy KIM,297,59,51,8,179
Atlantic,Hamilton Township D04,U.S. Senate,,DEM,Andy KIM,668,196,120,17,335
Atlantic,Hamilton Township D05,U.S. Senate,,DEM,Andy KIM,347,87,63,10,187
Atlantic,Hamilton Township D06,U.S. Senate,,DEM,Andy KIM,353,97,68,5,183
Atlantic,Hamilton Township D07,U.S. Senate,,DEM,Andy KIM,715,239,125,9,342
Atlantic,Hamilton Township D08,U.S. Senate,,DEM,Andy KIM,428,153,95,9,171
Atlantic,Hamilton Township D09,U.S. Senate,,DEM,Andy KIM,682,216,140,9,317
Atlantic,Hamilton Township D10,U.S. Senate,,DEM,Andy KIM,504,100,135,10,259
Atlantic,Hamilton Township D11,U.S. Senate,,DEM,Andy KIM,698,220,123,32,323
Atlantic,Hamilton Township D12,U.S. Senate,,DEM,Andy KIM,408,147,119,4,138
Atlantic,Hamilton Township D13,U.S. Senate,,DEM,Andy KIM,721,175,101,19,426
Atlantic,Hammonton D01,U.S. Senate,,DEM,Andy KIM,393,148,71,3,171
Atlantic,Hammonton D02,U.S. Senate,,DEM,Andy KIM,285,98,51,4,132
Atlantic,Hammonton D03,U.S. Senate,,DEM,Andy KIM,386,143,84,4,155
Atlantic,Hammonton D04,U.S. Senate,,DEM,Andy KIM,316,72,63,2,179
Atlantic,Hammonton D05,U.S. Senate,,DEM,Andy KIM,433,148,99,7,179
Atlantic,Hammonton D06,U.S. Senate,,DEM,Andy KIM,284,87,74,5,118
Atlantic,Hammonton D07,U.S. Senate,,DEM,Andy KIM,436,156,79,10,191
Atlantic,Linwood W1 D1,U.S. Senate,,DEM,Andy KIM,589,161,156,13,259
Atlantic,Linwood W1 D2,U.S. Senate,,DEM,Andy KIM,354,89,96,6,163
Atlantic,Linwood W2 D1,U.S. Senate,,DEM,Andy KIM,372,88,84,6,194
Atlantic,Linwood W2 D2,U.S. Senate,,DEM,Andy KIM,280,68,64,4,144
Atlantic,Linwood W2 D3,U.S. Senate,,DEM,Andy KIM,288,73,76,3,136
Atlantic,Longport,U.S. Senate,,DEM,Andy KIM,207,31,68,0,108
Atlantic,Margate D01,U.S. Senate,,DEM,Andy KIM,483,68,158,9,248
Atlantic,Margate D02,U.S. Senate,,DEM,Andy KIM,473,75,158,6,234
Atlantic,Margate D03,U.S. Senate,,DEM,Andy KIM,383,52,143,4,184
Atlantic,Margate D04,U.S. Senate,,DEM,Andy KIM,253,43,92,2,116
Atlantic,Mullica Township D1,U.S. Senate,,DEM,Andy KIM,375,80,67,9,219
Atlantic,Mullica Township D2,U.S. Senate,,DEM,Andy KIM,384,64,114,5,201
Atlantic,Mullica Township D3,U.S. Senate,,DEM,Andy KIM,351,69,78,1,203
Atlantic,Northfield W1 D1,U.S. Senate,,DEM,Andy KIM,241,71,50,9,111
Atlantic,Northfield W1 D2,U.S. Senate,,DEM,Andy KIM,226,77,45,5,99
Atlantic,Northfield W1 D3,U.S. Senate,,DEM,Andy KIM,272,90,66,5,111
Atlantic,Northfield W1 D4,U.S. Senate,,DEM,Andy KIM,254,85,62,3,104
Atlantic,Northfield W2 D1,U.S. Senate,,DEM,Andy KIM,220,56,62,2,100
Atlantic,Northfield W2 D2,U.S. Senate,,DEM,Andy KIM,276,79,63,3,131
Atlantic,Northfield W2 D3,U.S. Senate,,DEM,Andy KIM,326,96,78,11,141
Atlantic,Northfield W2 D4,U.S. Senate,,DEM,Andy KIM,316,94,60,6,156
Atlantic,Pleasantville W1 D1,U.S. Senate,,DEM,Andy KIM,579,122,84,16,357
Atlantic,Pleasantville W1 D2,U.S. Senate,,DEM,Andy KIM,418,57,57,21,283
Atlantic,Pleasantville W1 D3,U.S. Senate,,DEM,Andy KIM,478,76,95,14,293
Atlantic,Pleasantville W1 D4,U.S. Senate,,DEM,Andy KIM,481,88,81,15,297
Atlantic,Pleasantville W2 D1,U.S. Senate,,DEM,Andy KIM,362,51,70,16,225
Atlantic,Pleasantville W2 D2,U.S. Senate,,DEM,Andy KIM,511,94,97,26,294
Atlantic,Pleasantville W2 D3,U.S. Senate,,DEM,Andy KIM,581,99,120,26,336
Atlantic,Pleasantville W2 D4,U.S. Senate,,DEM,Andy KIM,541,98,109,17,317
Atlantic,Port Republic Ward 1,U.S. Senate,,DEM,Andy KIM,139,21,33,1,84
Atlantic,Port Republic Ward 2,U.S. Senate,,DEM,Andy KIM,107,13,18,1,75
Atlantic,Somers Point W1 D1,U.S. Senate,,DEM,Andy KIM,264,46,54,4,160
Atlantic,Somers Point W1 D2,U.S. Senate,,DEM,Andy KIM,332,77,71,6,178
Atlantic,Somers Point W1 D3,U.S. Senate,,DEM,Andy KIM,145,30,34,1,80
Atlantic,Somers Point W1 D4,U.S. Senate,,DEM,Andy KIM,375,87,83,1,204
Atlantic,Somers Point W2 D1,U.S. Senate,,DEM,Andy KIM,284,54,92,4,134
Atlantic,Somers Point W2 D2,U.S. Senate,,DEM,Andy KIM,188,38,54,4,92
Atlantic,Somers Point W2 D3,U.S. Senate,,DEM,Andy KIM,253,46,36,3,168
Atlantic,Somers Point W2 D4,U.S. Senate,,DEM,Andy KIM,447,88,84,13,262
Atlantic,Ventnor D01,U.S. Senate,,DEM,Andy KIM,517,92,171,15,239
Atlantic,Ventnor D02,U.S. Senate,,DEM,Andy KIM,410,72,110,6,222
Atlantic,Ventnor D03,U.S. Senate,,DEM,Andy KIM,454,87,163,10,194
Atlantic,Ventnor D04,U.S. Senate,,DEM,Andy KIM,311,44,71,4,192
Atlantic,Ventnor D05,U.S. Senate,,DEM,Andy KIM,382,54,87,9,232
Atlantic,Weymouth D01,U.S. Senate,,DEM,Andy KIM,212,28,35,0,149
Atlantic,Weymouth D02,U.S. Senate,,DEM,Andy KIM,435,123,128,6,178
Atlantic,Atlantic City W5 D1,U.S. Senate,,DEM,Andy KIM,355,71,174,12,98
Atlantic,Atlantic City W5 D2,U.S. Senate,,DEM,Andy KIM,392,88,171,11,122
Atlantic,Absecon W1 D1,U.S. Senate,,NP,Patricia G. MOONEYHAM,5,0,1,0,4
Atlantic,Absecon W1 D2,U.S. Senate,,NP,Patricia G. MOONEYHAM,7,0,0,1,6
Atlantic,Absecon W1 D3,U.S. Senate,,NP,Patricia G. MOONEYHAM,7,1,0,0,6
Atlantic,Absecon W2 D1,U.S. Senate,,NP,Patricia G. MOONEYHAM,3,0,1,0,2
Atlantic,Absecon W2 D2,U.S. Senate,,NP,Patricia G. MOONEYHAM,5,1,0,0,4
Atlantic,Absecon W2 D3,U.S. Senate,,NP,Patricia G. MOONEYHAM,9,3,1,0,5
Atlantic,Atlantic City W1 D1,U.S. Senate,,NP,Patricia G. MOONEYHAM,13,2,1,1,9
Atlantic,Atlantic City W1 D2,U.S. Senate,,NP,Patricia G. MOONEYHAM,6,0,1,0,5
Atlantic,Atlantic City W1 D3,U.S. Senate,,NP,Patricia G. MOONEYHAM,5,2,0,1,2
Atlantic,Atlantic City W1 D4,U.S. Senate,,NP,Patricia G. MOONEYHAM,3,0,1,0,2
Atlantic,Atlantic City W2 D1,U.S. Senate,,NP,Patricia G. MOONEYHAM,4,1,0,1,2
Atlantic,Atlantic City W2 D2,U.S. Senate,,NP,Patricia G. MOONEYHAM,8,0,4,1,3
Atlantic,Atlantic City W2 D3,U.S. Senate,,NP,Patricia G. MOONEYHAM,9,2,0,1,6
Atlantic,Atlantic City W3 D1,U.S. Senate,,NP,Patricia G. MOONEYHAM,4,0,0,1,3
Atlantic,Atlantic City W3 D2,U.S. Senate,,NP,Patricia G. MOONEYHAM,9,2,0,1,6
Atlantic,Atlantic City W3 D3,U.S. Senate,,NP,Patricia G. MOONEYHAM,5,3,0,0,2
Atlantic,Atlantic City W3 D4,U.S. Senate,,NP,Patricia G. MOONEYHAM,8,1,1,0,6
Atlantic,Atlantic City W4 D1,U.S. Senate,,NP,Patricia G. MOONEYHAM,2,0,0,0,2
Atlantic,Atlantic City W4 D2,U.S. Senate,,NP,Patricia G. MOONEYHAM,3,0,0,0,3
Atlantic,Atlantic City W4 D3,U.S. Senate,,NP,Patricia G. MOONEYHAM,3,0,0,0,3
Atlantic,Atlantic City W4 D4,U.S. Senate,,NP,Patricia G. MOONEYHAM,4,1,1,0,2
Atlantic,Atlantic City W6 D1,U.S. Senate,,NP,Patricia G. MOONEYHAM,7,0,1,1,5
Atlantic,Atlantic City W6 D2,U.S. Senate,,NP,Patricia G. MOONEYHAM,6,1,0,1,4
Atlantic,Atlantic City W6 D3,U.S. Senate,,NP,Patricia G. MOONEYHAM,7,0,1,0,6
Atlantic,Atlantic City W6 D4,U.S. Senate,,NP,Patricia G. MOONEYHAM,2,0,1,0,1
Atlantic,Brigantine Ward 01,U.S. Senate,,NP,Patricia G. MOONEYHAM,2,0,0,0,2
Atlantic,Brigantine Ward 02,U.S. Senate,,NP,Patricia G. MOONEYHAM,6,0,0,0,6
Atlantic,Brigantine Ward 03,U.S. Senate,,NP,Patricia G. MOONEYHAM,4,1,0,1,2
