county,precinct,office,district,party,candidate,early_voting,election_day,mail,provisional,votes
Bergen,Teaneck 14,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Teaneck 14,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Teaneck 14,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Teaneck 14,President,,,JOSEPH KISHORE,0,5,1,0,6
Bergen,Teaneck 14,President,,,ROBERT F. KENNEDY Jr.,0,15,7,0,22
Bergen,Teaneck 14,President,,,JILL STEIN,0,0,0,0,0
Bergen,Teaneck 15,Registered Voters,,,,,,,,1725
Bergen,Teaneck 15,Ballots Cast,,,,529,382,159,0,1070
Bergen,Teaneck 15,President,,REP,DONALD J. TRUMP,288,178,63,0,529
Bergen,Teaneck 15,President,,DEM,KAMALA D. HARRIS,220,184,87,0,491
Bergen,Teaneck 15,President,,,CHASE OLIVER,1,1,0,0,2
Bergen,Teaneck 15,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Teaneck 15,President,,,RANDALL A. TERRY,0,2,1,0,3
Bergen,Teaneck 15,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Teaneck 15,President,,,JOSEPH KISHORE,0,1,0,0,1
Bergen,Teaneck 15,President,,,ROBERT F. KENNEDY Jr.,0,7,3,0,10
Bergen,Teaneck 15,President,,,JILL STEIN,0,0,0,0,0
Bergen,Teaneck 16,Registered Voters,,,,,,,,866
Bergen,Teaneck 16,Ballots Cast,,,,207,268,96,0,571
Bergen,Teaneck 16,President,,REP,DONALD J. TRUMP,16,58,7,0,81
Bergen,Teaneck 16,President,,DEM,KAMALA D. HARRIS,185,201,83,0,469
Bergen,Teaneck 16,President,,,CHASE OLIVER,1,2,0,0,3
Bergen,Teaneck 16,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Teaneck 16,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Teaneck 16,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Teaneck 16,President,,,JOSEPH KISHORE,0,1,0,0,1
Bergen,Teaneck 16,President,,,ROBERT F. KENNEDY Jr.,0,1,0,0,1
Bergen,Teaneck 16,President,,,JILL STEIN,0,0,0,0,0
Bergen,Teaneck 17,Registered Voters,,,,,,,,1441
Bergen,Teaneck 17,Ballots Cast,,,,464,317,148,0,929
Bergen,Teaneck 17,President,,REP,DONALD J. TRUMP,48,71,5,0,124
Bergen,Teaneck 17,President,,DEM,KAMALA D. HARRIS,405,232,137,0,774
Bergen,Teaneck 17,President,,,CHASE OLIVER,1,1,1,0,3
Bergen,Teaneck 17,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Teaneck 17,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Teaneck 17,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Teaneck 17,President,,,JOSEPH KISHORE,0,0,1,0,1
Bergen,Teaneck 17,President,,,ROBERT F. KENNEDY Jr.,0,7,1,0,8
Bergen,Teaneck 17,President,,,JILL STEIN,0,0,0,0,0
Bergen,Teaneck 18,Registered Voters,,,,,,,,1568
Bergen,Teaneck 18,Ballots Cast,,,,517,373,253,0,1143
Bergen,Teaneck 18,President,,REP,DONALD J. TRUMP,199,139,87,0,425
Bergen,Teaneck 18,President,,DEM,KAMALA D. HARRIS,298,216,154,0,668
Bergen,Teaneck 18,President,,,CHASE OLIVER,0,0,2,0,2
Bergen,Teaneck 18,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Teaneck 18,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Teaneck 18,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Teaneck 18,President,,,JOSEPH KISHORE,0,2,0,0,2
Bergen,Teaneck 18,President,,,ROBERT F. KENNEDY Jr.,0,3,1,0,4
Bergen,Teaneck 18,President,,,JILL STEIN,0,0,0,0,0
Bergen,Teaneck 19,Registered Voters,,,,,,,,1344
Bergen,Teaneck 19,Ballots Cast,,,,445,349,198,0,992
Bergen,Teaneck 19,President,,REP,DONALD J. TRUMP,172,125,44,0,341
Bergen,Teaneck 19,President,,DEM,KAMALA D. HARRIS,248,202,137,0,587
Bergen,Teaneck 19,President,,,CHASE OLIVER,0,3,1,0,4
Bergen,Teaneck 19,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Teaneck 19,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Teaneck 19,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Teaneck 19,President,,,JOSEPH KISHORE,0,3,0,0,3
Bergen,Teaneck 19,President,,,ROBERT F. KENNEDY Jr.,0,13,7,0,20
Bergen,Teaneck 19,President,,,JILL STEIN,0,0,0,0,0
Bergen,Teaneck 20,Registered Voters,,,,,,,,995
Bergen,Teaneck 20,Ballots Cast,,,,343,242,177,0,762
Bergen,Teaneck 20,President,,REP,DONALD J. TRUMP,192,112,78,0,382
Bergen,Teaneck 20,President,,DEM,KAMALA D. HARRIS,129,109,95,0,333
Bergen,Teaneck 20,President,,,CHASE OLIVER,1,0,0,0,1
Bergen,Teaneck 20,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Teaneck 20,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Teaneck 20,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Teaneck 20,President,,,JOSEPH KISHORE,0,0,0,0,0
Bergen,Teaneck 20,President,,,ROBERT F. KENNEDY Jr.,0,4,0,0,4
Bergen,Teaneck 20,President,,,JILL STEIN,0,0,0,0,0
Bergen,Teaneck 21,Registered Voters,,,,,,,,1460
Bergen,Teaneck 21,Ballots Cast,,,,257,407,281,0,945
Bergen,Teaneck 21,President,,REP,DONALD J. TRUMP,58,105,41,0,204
Bergen,Teaneck 21,President,,DEM,KAMALA D. HARRIS,179,271,222,0,672
Bergen,Teaneck 21,President,,,CHASE OLIVER,1,1,2,0,4
Bergen,Teaneck 21,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Teaneck 21,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Teaneck 21,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Teaneck 21,President,,,JOSEPH KISHORE,0,1,1,0,2
Bergen,Teaneck 21,President,,,ROBERT F. KENNEDY Jr.,0,27,9,0,36
Bergen,Teaneck 21,President,,,JILL STEIN,0,0,0,0,0
Bergen,Teaneck 22,Registered Voters,,,,,,,,1392
Bergen,Teaneck 22,Ballots Cast,,,,314,419,169,0,902
Bergen,Teaneck 22,President,,REP,DONALD J. TRUMP,82,130,32,0,244
Bergen,Teaneck 22,President,,DEM,KAMALA D. HARRIS,185,230,120,0,535
Bergen,Teaneck 22,President,,,CHASE OLIVER,1,1,0,0,2
Bergen,Teaneck 22,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Teaneck 22,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Teaneck 22,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Teaneck 22,President,,,JOSEPH KISHORE,0,0,1,0,1
Bergen,Teaneck 22,President,,,ROBERT F. KENNEDY Jr.,0,52,13,0,65
Bergen,Teaneck 22,President,,,JILL STEIN,0,0,0,0,0
Bergen,Teaneck 23,Registered Voters,,,,,,,,1188
Bergen,Teaneck 23,Ballots Cast,,,,265,360,91,0,716
Bergen,Teaneck 23,President,,REP,DONALD J. TRUMP,34,79,4,0,117
Bergen,Teaneck 23,President,,DEM,KAMALA D. HARRIS,223,264,85,0,572
Bergen,Teaneck 23,President,,,CHASE OLIVER,0,2,0,0,2
Bergen,Teaneck 23,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Teaneck 23,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Teaneck 23,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Teaneck 23,President,,,JOSEPH KISHORE,0,4,0,0,4
Bergen,Teaneck 23,President,,,ROBERT F. KENNEDY Jr.,0,8,0,0,8
Bergen,Teaneck 23,President,,,JILL STEIN,0,0,0,0,0
Bergen,Tenafly 1,Registered Voters,,,,,,,,903
Bergen,Tenafly 1,Ballots Cast,,,,94,378,132,0,604
Bergen,Tenafly 1,President,,REP,DONALD J. TRUMP,39,154,28,0,221
Bergen,Tenafly 1,President,,DEM,KAMALA D. HARRIS,54,218,98,0,370
Bergen,Tenafly 1,President,,,CHASE OLIVER,0,1,2,0,3
Bergen,Tenafly 1,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Tenafly 1,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Tenafly 1,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Tenafly 1,President,,,JOSEPH KISHORE,0,1,0,0,1
Bergen,Tenafly 1,President,,,ROBERT F. KENNEDY Jr.,0,1,1,0,2
Bergen,Tenafly 1,President,,,JILL STEIN,0,0,0,0,0
Bergen,Tenafly 2,Registered Voters,,,,,,,,747
Bergen,Tenafly 2,Ballots Cast,,,,71,288,81,0,440
Bergen,Tenafly 2,President,,REP,DONALD J. TRUMP,21,109,26,0,156
Bergen,Tenafly 2,President,,DEM,KAMALA D. HARRIS,48,165,52,0,265
Bergen,Tenafly 2,President,,,CHASE OLIVER,0,0,0,0,0
Bergen,Tenafly 2,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Tenafly 2,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Tenafly 2,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Tenafly 2,President,,,JOSEPH KISHORE,0,1,0,0,1
Bergen,Tenafly 2,President,,,ROBERT F. KENNEDY Jr.,0,2,0,0,2
Bergen,Tenafly 2,President,,,JILL STEIN,0,0,0,0,0
Bergen,Tenafly 3,Registered Voters,,,,,,,,700
Bergen,Tenafly 3,Ballots Cast,,,,86,250,108,0,444
Bergen,Tenafly 3,President,,REP,DONALD J. TRUMP,34,107,27,0,168
Bergen,Tenafly 3,President,,DEM,KAMALA D. HARRIS,52,136,79,0,267
Bergen,Tenafly 3,President,,,CHASE OLIVER,0,0,1,0,1
Bergen,Tenafly 3,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Tenafly 3,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Tenafly 3,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Tenafly 3,President,,,JOSEPH KISHORE,0,0,0,0,0
Bergen,Tenafly 3,President,,,ROBERT F. KENNEDY Jr.,0,3,0,0,3
Bergen,Tenafly 3,President,,,JILL STEIN,0,0,0,0,0
Bergen,Tenafly 4,Registered Voters,,,,,,,,954
Bergen,Tenafly 4,Ballots Cast,,,,94,370,151,0,615
Bergen,Tenafly 4,President,,REP,DONALD J. TRUMP,25,118,20,0,163
Bergen,Tenafly 4,President,,DEM,KAMALA D. HARRIS,69,239,129,0,437
Bergen,Tenafly 4,President,,,CHASE OLIVER,0,1,0,0,1
Bergen,Tenafly 4,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Tenafly 4,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Tenafly 4,President,,,RACHELE FRUIT,0,1,0,0,1
Bergen,Tenafly 4,President,,,JOSEPH KISHORE,0,1,0,0,1
Bergen,Tenafly 4,President,,,ROBERT F. KENNEDY Jr.,0,2,0,0,2
Bergen,Tenafly 4,President,,,JILL STEIN,0,0,0,0,0
Bergen,Tenafly 5,Registered Voters,,,,,,,,878
Bergen,Tenafly 5,Ballots Cast,,,,91,336,151,0,578
Bergen,Tenafly 5,President,,REP,DONALD J. TRUMP,33,125,22,0,180
Bergen,Tenafly 5,President,,DEM,KAMALA D. HARRIS,56,196,127,0,379
Bergen,Tenafly 5,President,,,CHASE OLIVER,1,1,0,0,2
Bergen,Tenafly 5,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Tenafly 5,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Tenafly 5,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Tenafly 5,President,,,JOSEPH KISHORE,0,1,0,0,1
Bergen,Tenafly 5,President,,,ROBERT F. KENNEDY Jr.,0,4,0,0,4
Bergen,Tenafly 5,President,,,JILL STEIN,0,0,0,0,0
Bergen,Tenafly 6,Registered Voters,,,,,,,,735
Bergen,Tenafly 6,Ballots Cast,,,,85,294,113,0,492
Bergen,Tenafly 6,President,,REP,DONALD J. TRUMP,44,93,20,0,157
Bergen,Tenafly 6,President,,DEM,KAMALA D. HARRIS,38,190,92,0,320
Bergen,Tenafly 6,President,,,CHASE OLIVER,0,1,0,0,1
Bergen,Tenafly 6,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Tenafly 6,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Tenafly 6,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Tenafly 6,President,,,JOSEPH KISHORE,0,1,0,0,1
Bergen,Tenafly 6,President,,,ROBERT F. KENNEDY Jr.,0,1,0,0,1
Bergen,Tenafly 6,President,,,JILL STEIN,0,0,0,0,0
Bergen,Tenafly 7,Registered Voters,,,,,,,,959
Bergen,Tenafly 7,Ballots Cast,,,,85,341,106,0,532
Bergen,Tenafly 7,President,,REP,DONALD J. TRUMP,36,150,22,0,208
Bergen,Tenafly 7,President,,DEM,KAMALA D. HARRIS,48,182,80,0,310
Bergen,Tenafly 7,President,,,CHASE OLIVER,0,0,0,0,0
Bergen,Tenafly 7,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Tenafly 7,President,,,RANDALL A. TERRY,0,1,0,0,1
Bergen,Tenafly 7,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Tenafly 7,President,,,JOSEPH KISHORE,0,0,0,0,0
Bergen,Tenafly 7,President,,,ROBERT F. KENNEDY Jr.,0,3,1,0,4
Bergen,Tenafly 7,President,,,JILL STEIN,0,0,0,0,0
Bergen,Tenafly 8,Registered Voters,,,,,,,,1024
Bergen,Tenafly 8,Ballots Cast,,,,129,373,185,0,687
Bergen,Tenafly 8,President,,REP,DONALD J. TRUMP,51,130,36,0,217
Bergen,Tenafly 8,President,,DEM,KAMALA D. HARRIS,77,231,144,0,452
Bergen,Tenafly 8,President,,,CHASE OLIVER,1,1,0,0,2
Bergen,Tenafly 8,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Tenafly 8,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Tenafly 8,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Tenafly 8,President,,,JOSEPH KISHORE,0,3,1,0,4
Bergen,Tenafly 8,President,,,ROBERT F. KENNEDY Jr.,0,2,2,0,4
Bergen,Tenafly 8,President,,,JILL STEIN,0,0,0,0,0
Bergen,Tenafly 9,Registered Voters,,,,,,,,1027
Bergen,Tenafly 9,Ballots Cast,,,,125,429,162,0,716
Bergen,Tenafly 9,President,,REP,DONALD J. TRUMP,43,149,26,0,218
Bergen,Tenafly 9,President,,DEM,KAMALA D. HARRIS,81,270,132,0,483
Bergen,Tenafly 9,President,,,CHASE OLIVER,0,0,1,0,1
Bergen,Tenafly 9,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Tenafly 9,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Tenafly 9,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Tenafly 9,President,,,JOSEPH KISHORE,0,1,0,0,1
Bergen,Tenafly 9,President,,,ROBERT F. KENNEDY Jr.,0,1,0,0,1
Bergen,Tenafly 9,President,,,JILL STEIN,0,0,0,0,0
Bergen,Tenafly 10,Registered Voters,,,,,,,,823
Bergen,Tenafly 10,Ballots Cast,,,,96,339,152,0,587
Bergen,Tenafly 10,President,,REP,DONALD J. TRUMP,43,125,34,0,202
Bergen,Tenafly 10,President,,DEM,KAMALA D. HARRIS,52,205,114,0,371
Bergen,Tenafly 10,President,,,CHASE OLIVER,0,1,1,0,2
Bergen,Tenafly 10,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Tenafly 10,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Tenafly 10,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Tenafly 10,President,,,JOSEPH KISHORE,0,1,0,0,1
Bergen,Tenafly 10,President,,,ROBERT F. KENNEDY Jr.,0,0,0,0,0
Bergen,Tenafly 10,President,,,JILL STEIN,0,0,0,0,0
Bergen,Tenafly 11,Registered Voters,,,,,,,,1002
Bergen,Tenafly 11,Ballots Cast,,,,111,419,121,0,651
Bergen,Tenafly 11,President,,REP,DONALD J. TRUMP,54,191,30,0,275
Bergen,Tenafly 11,President,,DEM,KAMALA D. HARRIS,53,209,89,0,351
Bergen,Tenafly 11,President,,,CHASE OLIVER,0,2,0,0,2
Bergen,Tenafly 11,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Tenafly 11,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Tenafly 11,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Tenafly 11,President,,,JOSEPH KISHORE,0,1,0,0,1
Bergen,Tenafly 11,President,,,ROBERT F. KENNEDY Jr.,0,4,0,0,4
Bergen,Tenafly 11,President,,,JILL STEIN,0,0,0,0,0
Bergen,Tenafly 12,Registered Voters,,,,,,,,1113
Bergen,Tenafly 12,Ballots Cast,,,,158,434,164,0,756
Bergen,Tenafly 12,President,,REP,DONALD J. TRUMP,71,200,52,0,323
Bergen,Tenafly 12,President,,DEM,KAMALA D. HARRIS,83,219,107,0,409
Bergen,Tenafly 12,President,,,CHASE OLIVER,2,1,0,0,3
Bergen,Tenafly 12,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Tenafly 12,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Tenafly 12,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Tenafly 12,President,,,JOSEPH KISHORE,0,2,0,0,2
Bergen,Tenafly 12,President,,,ROBERT F. KENNEDY Jr.,0,2,3,0,5
Bergen,Tenafly 12,President,,,JILL STEIN,0,0,0,0,0
Bergen,Teterboro 1,Registered Voters,,,,,,,,52
Bergen,Teterboro 1,Ballots Cast,,,,2,20,2,0,24
Bergen,Teterboro 1,President,,REP,DONALD J. TRUMP,0,15,0,0,15
Bergen,Teterboro 1,President,,DEM,KAMALA D. HARRIS,0,3,0,0,3
Bergen,Teterboro 1,President,,,CHASE OLIVER,0,0,0,0,0
Bergen,Teterboro 1,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Teterboro 1,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Teterboro 1,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Teterboro 1,President,,,JOSEPH KISHORE,0,0,0,0,0
Bergen,Teterboro 1,President,,,ROBERT F. KENNEDY Jr.,0,1,0,0,1
Bergen,Teterboro 1,President,,,JILL STEIN,0,0,0,0,0
Bergen,Upper Saddle River 1,Registered Voters,,,,,,,,1700
Bergen,Upper Saddle River 1,Ballots Cast,,,,324,642,217,0,1183
Bergen,Upper Saddle River 1,President,,REP,DONALD J. TRUMP,171,368,81,0,620
Bergen,Upper Saddle River 1,President,,DEM,KAMALA D. HARRIS,141,245,129,0,515
Bergen,Upper Saddle River 1,President,,,CHASE OLIVER,2,5,0,0,7
Bergen,Upper Saddle River 1,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Upper Saddle River 1,President,,,RANDALL A. TERRY,0,1,0,0,1
Bergen,Upper Saddle River 1,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Upper Saddle River 1,President,,,JOSEPH KISHORE,0,7,1,0,8
Bergen,Upper Saddle River 1,President,,,ROBERT F. KENNEDY Jr.,0,11,3,0,14
Bergen,Upper Saddle River 1,President,,,JILL STEIN,0,0,0,0,0
Bergen,Upper Saddle River 2,Registered Voters,,,,,,,,1547
Bergen,Upper Saddle River 2,Ballots Cast,,,,320,525,246,0,1091
Bergen,Upper Saddle River 2,President,,REP,DONALD J. TRUMP,180,255,90,0,525
Bergen,Upper Saddle River 2,President,,DEM,KAMALA D. HARRIS,138,244,148,0,530
Bergen,Upper Saddle River 2,President,,,CHASE OLIVER,0,2,0,0,2
Bergen,Upper Saddle River 2,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Upper Saddle River 2,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Upper Saddle River 2,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Upper Saddle River 2,President,,,JOSEPH KISHORE,0,1,0,0,1
Bergen,Upper Saddle River 2,President,,,ROBERT F. KENNEDY Jr.,0,15,2,0,17
Bergen,Upper Saddle River 2,President,,,JILL STEIN,0,0,0,0,0
Bergen,Upper Saddle River 3,Registered Voters,,,,,,,,1414
Bergen,Upper Saddle River 3,Ballots Cast,,,,273,546,189,0,1008
Bergen,Upper Saddle River 3,President,,REP,DONALD J. TRUMP,164,301,61,0,526
Bergen,Upper Saddle River 3,President,,DEM,KAMALA D. HARRIS,104,221,118,0,443
Bergen,Upper Saddle River 3,President,,,CHASE OLIVER,2,2,0,0,4
Bergen,Upper Saddle River 3,President,,,CLAUDIA DE LA CRUZ,0,1,0,0,1
Bergen,Upper Saddle River 3,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Upper Saddle River 3,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Upper Saddle River 3,President,,,JOSEPH KISHORE,0,3,1,0,4
Bergen,Upper Saddle River 3,President,,,ROBERT F. KENNEDY Jr.,0,4,2,0,6
Bergen,Upper Saddle River 3,President,,,JILL STEIN,0,0,0,0,0
Bergen,Upper Saddle River 4,Registered Voters,,,,,,,,1684
Bergen,Upper Saddle River 4,Ballots Cast,,,,316,597,199,0,1112
Bergen,Upper Saddle River 4,President,,REP,DONALD J. TRUMP,191,348,56,0,595
Bergen,Upper Saddle River 4,President,,DEM,KAMALA D. HARRIS,124,228,136,0,488
Bergen,Upper Saddle River 4,President,,,CHASE OLIVER,0,2,1,0,3
Bergen,Upper Saddle River 4,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Upper Saddle River 4,President,,,RANDALL A. TERRY,0,1,0,0,1
Bergen,Upper Saddle River 4,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Upper Saddle River 4,President,,,JOSEPH KISHORE,0,2,0,0,2
Bergen,Upper Saddle River 4,President,,,ROBERT F. KENNEDY Jr.,0,9,1,0,10
Bergen,Upper Saddle River 4,President,,,JILL STEIN,0,0,0,0,0
Bergen,Upper Saddle River 5,Registered Voters,,,,,,,,1092
Bergen,Upper Saddle River 5,Ballots Cast,,,,217,386,138,0,741
Bergen,Upper Saddle River 5,President,,REP,DONALD J. TRUMP,141,226,48,0,415
Bergen,Upper Saddle River 5,President,,DEM,KAMALA D. HARRIS,69,145,87,0,301
Bergen,Upper Saddle River 5,President,,,CHASE OLIVER,2,3,0,0,5
Bergen,Upper Saddle River 5,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Upper Saddle River 5,President,,,RANDALL A. TERRY,0,1,0,0,1
Bergen,Upper Saddle River 5,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Upper Saddle River 5,President,,,JOSEPH KISHORE,0,1,1,0,2
Bergen,Upper Saddle River 5,President,,,ROBERT F. KENNEDY Jr.,0,7,2,0,9
Bergen,Upper Saddle River 5,President,,,JILL STEIN,0,0,0,0,0
Bergen,Waldwick 1,Registered Voters,,,,,,,,1507
Bergen,Waldwick 1,Ballots Cast,,,,217,734,138,0,1089
Bergen,Waldwick 1,President,,REP,DONALD J. TRUMP,127,380,31,0,538
Bergen,Waldwick 1,President,,DEM,KAMALA D. HARRIS,88,328,106,0,522
Bergen,Waldwick 1,President,,,CHASE OLIVER,0,2,0,0,2
Bergen,Waldwick 1,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Waldwick 1,President,,,RANDALL A. TERRY,0,1,0,0,1
Bergen,Waldwick 1,President,,,RACHELE FRUIT,0,2,0,0,2
Bergen,Waldwick 1,President,,,JOSEPH KISHORE,0,1,1,0,2
Bergen,Waldwick 1,President,,,ROBERT F. KENNEDY Jr.,0,3,0,0,3
Bergen,Waldwick 1,President,,,JILL STEIN,0,8,0,0,8
Bergen,Waldwick 2,Registered Voters,,,,,,,,1505
Bergen,Waldwick 2,Ballots Cast,,,,279,625,174,0,1078
Bergen,Waldwick 2,President,,REP,DONALD J. TRUMP,167,302,38,0,507
Bergen,Waldwick 2,President,,DEM,KAMALA D. HARRIS,112,305,124,0,541
Bergen,Waldwick 2,President,,,CHASE OLIVER,0,1,1,0,2
Bergen,Waldwick 2,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Waldwick 2,President,,,RANDALL A. TERRY,0,1,0,0,1
Bergen,Waldwick 2,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Waldwick 2,President,,,JOSEPH KISHORE,0,5,5,0,10
Bergen,Waldwick 2,President,,,ROBERT F. KENNEDY Jr.,0,3,0,0,3
Bergen,Waldwick 2,President,,,JILL STEIN,0,0,0,0,0
Bergen,Waldwick 3,Registered Voters,,,,,,,,1301
Bergen,Waldwick 3,Ballots Cast,,,,172,628,147,0,947
Bergen,Waldwick 3,President,,REP,DONALD J. TRUMP,99,331,43,0,473
Bergen,Waldwick 3,President,,DEM,KAMALA D. HARRIS,71,287,98,0,456
Bergen,Waldwick 3,President,,,CHASE OLIVER,0,1,1,0,2
Bergen,Waldwick 3,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Waldwick 3,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Waldwick 3,President,,,RACHELE FRUIT,0,1,0,0,1
Bergen,Waldwick 3,President,,,JOSEPH KISHORE,0,1,1,0,2
Bergen,Waldwick 3,President,,,ROBERT F. KENNEDY Jr.,0,2,0,0,2
Bergen,Waldwick 3,President,,,JILL STEIN,0,0,0,0,0
Bergen,Waldwick 4,Registered Voters,,,,,,,,1266
Bergen,Waldwick 4,Ballots Cast,,,,236,565,192,0,993
Bergen,Waldwick 4,President,,REP,DONALD J. TRUMP,134,344,69,0,547
Bergen,Waldwick 4,President,,DEM,KAMALA D. HARRIS,100,204,122,0,426
Bergen,Waldwick 4,President,,,CHASE OLIVER,0,4,0,0,4
Bergen,Waldwick 4,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Waldwick 4,President,,,RANDALL A. TERRY,0,1,0,0,1
Bergen,Waldwick 4,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Waldwick 4,President,,,JOSEPH KISHORE,0,1,0,0,1
Bergen,Waldwick 4,President,,,ROBERT F. KENNEDY Jr.,0,5,1,0,6
Bergen,Waldwick 4,President,,,JILL STEIN,0,0,0,0,0
Bergen,Waldwick 5,Registered Voters,,,,,,,,1199
Bergen,Waldwick 5,Ballots Cast,,,,182,593,113,0,888
Bergen,Waldwick 5,President,,REP,DONALD J. TRUMP,105,306,31,0,442
Bergen,Waldwick 5,President,,DEM,KAMALA D. HARRIS,75,272,81,0,428
Bergen,Waldwick 5,President,,,CHASE OLIVER,1,3,0,0,4
Bergen,Waldwick 5,President,,,CLAUDIA DE LA CRUZ,0,0,0,0,0
Bergen,Waldwick 5,President,,,RANDALL A. TERRY,0,0,0,0,0
Bergen,Waldwick 5,President,,,RACHELE FRUIT,0,0,0,0,0
Bergen,Waldwick 5,President,,,JOSEPH KISHORE,0,8,0,0,8
