county,precinct,office,district,party,candidate,early_voting,election_day,mail,provisional,overseas,votes,
Union,Westfield Ward 2 District 4,President,,,"NON Robert F. KENNEDY, JR.",0,4,2,protected,protected,6,
Union,Westfield Ward 2 District 5,President,,,"NON Robert F. KENNEDY, JR.",0,1,2,protected,protected,3,
Union,Westfield Ward 2 District 6,President,,,"NON Robert F. KENNEDY, JR.",1,2,0,protected,protected,4,
Union,WE W2 Provisional Ballots,President,,,"NON Robert F. KENNEDY, JR.",5,4,2,protected,protected,11,
Union,WE W2 Overseas Ballots,President,,,"NON Robert F. KENNEDY, JR.",2,2,1,protected,protected,5,
Union,Westfield Ward 3 District 1,President,,,"NON Robert F. KENNEDY, JR.",0,0,0,protected,protected,0,
Union,Westfield Ward 3 District 2,President,,,"NON Robert F. KENNEDY, JR.",0,0,0,protected,protected,0,
Union,Westfield Ward 3 District 3,President,,,"NON Robert F. KENNEDY, JR.",0,1,0,protected,protected,1,
Union,Westfield Ward 3 District 4,President,,,"NON Robert F. KENNEDY, JR.",1,2,2,protected,protected,5,
Union,Westfield Ward 3 District 5,President,,,"NON Robert F. KENNEDY, JR.",0,3,0,protected,protected,3,
Union,Westfield Ward 3 District 6,President,,,"NON Robert F. KENNEDY, JR.",2,2,1,protected,protected,5,
Union,Westfield Ward 3 District 7,President,,,"NON Robert F. KENNEDY, JR.",3,3,1,protected,protected,7,
Union,WE W3 Provisional Ballots,President,,,"NON Robert F. KENNEDY, JR.",2,1,1,protected,protected,5,
Union,WE W3 Overseas Ballots,President,,,"NON Robert F. KENNEDY, JR.",1,2,0,protected,protected,3,
Union,Westfield Ward 4 District 1,President,,,"NON Robert F. KENNEDY, JR.",0,0,0,protected,protected,0,
Union,Westfield Ward 4 District 2,President,,,"NON Robert F. KENNEDY, JR.",0,0,0,protected,protected,0,
Union,Westfield Ward 4 District 3,President,,,"NON Robert F. KENNEDY, JR.",1,5,1,protected,protected,7,
Union,Westfield Ward 4 District 4,President,,,"NON Robert F. KENNEDY, JR.",3,4,1,protected,protected,8,
Union,Westfield Ward 4 District 5,President,,,"NON Robert F. KENNEDY, JR.",1,2,0,protected,protected,3,
Union,WE W4 Provisional Ballots,President,,,"NON Robert F. KENNEDY, JR.",0,2,3,protected,protected,5,
Union,WE W4 Overseas Ballots,President,,,"NON Robert F. KENNEDY, JR.",0,2,0,protected,protected,2,
Union,Winfield District 1,President,,,"NON Robert F. KENNEDY, JR.",0,0,0,protected,protected,0,
Union,Winfield District 2,President,,,"NON Robert F. KENNEDY, JR.",0,0,0,protected,protected,0,
Union,WI Provisional Ballots,President,,,"NON Robert F. KENNEDY, JR.",0,2,0,protected,protected,2,
Union,WI Overseas Ballots,President,,,"NON Robert F. KENNEDY, JR.",0,2,0,protected,protected,3,
Union,Linden Ward 3 District 4,President,,,"NON Robert F. KENNEDY, JR.",0,0,0,protected,protected,0,
Union,Linden Ward 7 District 4,President,,,"NON Robert F. KENNEDY, JR.",0,0,0,protected,protected,0,
Union,Berkeley Heights District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Berkeley Heights District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Berkeley Heights District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Berkeley Heights District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Berkeley Heights District 5,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Berkeley Heights District 6,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Berkeley Heights District 7,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Berkeley Heights District 8,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Berkeley Heights District 9,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Berkeley Heights District 10,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Berkeley Heights District 11,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,BH Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,BH Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,1,
Union,Clark Ward 1 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Clark Ward 1 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Clark Ward 1 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Clark Ward 1 District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,CL W1 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,CL W1 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Clark Ward 2 District 1,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Clark Ward 2 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Clark Ward 2 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Clark Ward 2 District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,CL W2 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,CL W2 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Clark Ward 3 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Clark Ward 3 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Clark Ward 3 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Clark Ward 3 District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,CL W3 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,CL W3 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Clark Ward 4 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Clark Ward 4 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Clark Ward 4 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Clark Ward 4 District 4,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,CL W4 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,CL W4 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 5,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 6,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 7,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 8,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 9,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 10,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 11,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 12,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 13,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 14,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 15,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Cranford District 16,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 17,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 18,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 19,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 20,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Cranford District 21,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 22,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 23,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 24,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 25,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 26,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 27,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 28,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 29,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Cranford District 30,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,CR Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,CR Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 1 District 1,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Elizabeth Ward 1 District 2,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Elizabeth Ward 1 District 3,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Elizabeth Ward 1 District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 1 District 5,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Elizabeth Ward 1 District 6,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 1 District 7,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 1 District 8,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 1 District 9,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,EL W1 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,EL W1 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 2 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 2 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 2 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 2 District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 2 District 5,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 2 District 6,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 2 District 7,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 2 District 8,President,,,NON Rachele FRUIT,0,2,0,protected,protected,2,
Union,Elizabeth Ward 2 District 9,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 2 District 10,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 2 District 11,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,EL W2 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,EL W2 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 3 District 1,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Elizabeth Ward 3 District 2,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Elizabeth Ward 3 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 3 District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 3 District 5,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 3 District 6,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 3 District 7,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 3 District 8,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 3 District 9,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 3 District 10,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 3 District 11,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 3 District 12,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 3 District 13,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,EL W3 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,EL W3 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 4 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 4 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 4 District 3,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Elizabeth Ward 4 District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 4 District 5,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 4 District 6,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 4 District 7,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 4 District 8,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 4 District 9,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 4 District 10,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,EL W4 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,EL W4 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 5 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 5 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 5 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 5 District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 5 District 5,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 5 District 6,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 5 District 7,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 5 District 8,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Elizabeth Ward 5 District 9,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 5 District 10,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 5 District 11,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,EL W5 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,EL W5 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 6 District 1,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Elizabeth Ward 6 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 6 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 6 District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 6 District 5,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 6 District 6,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 6 District 7,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Elizabeth Ward 6 District 8,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,EL W6 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,EL W6 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Fanwood District 1,President,,,NON Rachele FRUIT,0,0,1,protected,protected,1,
Union,Fanwood District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Fanwood District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Fanwood District 4,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Fanwood District 5,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Fanwood District 6,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Fanwood District 7,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,FA Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,FA Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Garwood District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Garwood District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Garwood District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Garwood District 4,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,GA Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,GA Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Hillside Ward 1 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Hillside Ward 1 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Hillside Ward 1 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,HI W1 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,HI W1 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Hillside Ward 2 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Hillside Ward 2 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Hillside Ward 2 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,HI W2 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,HI W2 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Hillside Ward 3 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Hillside Ward 3 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Hillside Ward 3 District 3,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,HI W3 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,HI W3 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Hillside Ward 4 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Hillside Ward 4 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Hillside Ward 4 District 3,President,,,NON Rachele FRUIT,1,0,0,protected,protected,1,
Union,Hillside Ward 4 District 4,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,HI W4 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,HI W4 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Kenilworth District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Kenilworth District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Kenilworth District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Kenilworth District 4,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Kenilworth District 5,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Kenilworth District 6,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,KE Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,KE Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 1 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 1 District 2,President,,,NON Rachele FRUIT,1,0,0,protected,protected,1,
Union,Linden Ward 1 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W1 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W1 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 2 District 1,President,,,NON Rachele FRUIT,1,0,0,protected,protected,1,
Union,Linden Ward 2 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 2 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W2 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W2 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 3 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 3 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 3 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W3 7th Cong. Provisional Ba,President,,,NON Rachele FRUIT,protected,0,protected,protected,protected,0,
Union,LI W3 7th Cong. Overseas Ballo,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W3 10th Cong. Provisional B,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W3 10th Cong. Overseas Ball,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 4 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 4 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 4 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 4 District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W4 Provisional Ballots,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,LI W4 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 5 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 5 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 5 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 5 District 4,President,,,NON Rachele FRUIT,1,0,0,protected,protected,1,
Union,LI W5 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W5 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 6 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 6 District 2,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Linden Ward 6 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W6 Provisional Ballots,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,LI W6 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 7 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 7 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 7 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W7 Provisional Ballots,President,,,NON Rachele FRUIT,1,0,0,protected,protected,1,
Union,LI W7 Overseas Ballots,President,,,NON Rachele FRUIT,protected,0,protected,protected,protected,0,
Union,Linden Ward 8 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 8 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 8 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W8 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W8 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 9 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 9 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 9 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 9 District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 9 District 5,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W9 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W9 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 10 District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 10 District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 10 District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Linden Ward 10 District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W10 Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,LI W10 Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Mountainside District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Mountainside District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Mountainside District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Mountainside District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Mountainside District 5,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Mountainside District 6,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Mountainside District 7,President,,,NON Rachele FRUIT,0,1,0,protected,protected,1,
Union,Mountainside District 8,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,Mountainside District 9,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,MO Provisional Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,MO Overseas Ballots,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,New Providence District 1,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,New Providence District 2,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,New Providence District 3,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,New Providence District 4,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,New Providence District 5,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,New Providence District 6,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,New Providence District 7,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,New Providence District 8,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,New Providence District 9,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,New Providence District 10,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,New Providence District 11,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
Union,New Providence District 12,President,,,NON Rachele FRUIT,0,0,0,protected,protected,0,
