county,precinct,office,district,party,candidate,early_voting,election_day,mail,provisional,overseas,votes,
Union,Cranford District 30,President,,DEM,DEM Kamala D. HARRIS,104,184,98,protected,protected,388,
Union,CR Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,CR Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,34,
Union,Elizabeth Ward 1 District 1,President,,DEM,DEM Kamala D. HARRIS,36,96,20,protected,protected,161,
Union,Elizabeth Ward 1 District 2,President,,DEM,DEM Kamala D. HARRIS,80,235,52,protected,protected,386,
Union,Elizabeth Ward 1 District 3,President,,DEM,DEM Kamala D. HARRIS,42,110,17,protected,protected,180,
Union,Elizabeth Ward 1 District 4,President,,DEM,DEM Kamala D. HARRIS,59,230,67,protected,protected,381,
Union,Elizabeth Ward 1 District 5,President,,DEM,DEM Kamala D. HARRIS,73,221,55,protected,protected,372,
Union,Elizabeth Ward 1 District 6,President,,DEM,DEM Kamala D. HARRIS,61,131,53,protected,protected,257,
Union,Elizabeth Ward 1 District 7,President,,DEM,DEM Kamala D. HARRIS,26,105,12,protected,protected,156,
Union,Elizabeth Ward 1 District 8,President,,DEM,DEM Kamala D. HARRIS,43,152,39,protected,protected,241,
Union,Elizabeth Ward 1 District 9,President,,DEM,DEM Kamala D. HARRIS,56,113,25,protected,protected,210,
Union,EL W1 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,EL W1 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,6,
Union,Elizabeth Ward 2 District 1,President,,DEM,DEM Kamala D. HARRIS,55,116,19,protected,protected,208,
Union,Elizabeth Ward 2 District 2,President,,DEM,DEM Kamala D. HARRIS,51,159,47,protected,protected,270,
Union,Elizabeth Ward 2 District 3,President,,DEM,DEM Kamala D. HARRIS,66,178,53,protected,protected,310,
Union,Elizabeth Ward 2 District 4,President,,DEM,DEM Kamala D. HARRIS,48,124,24,protected,protected,204,
Union,Elizabeth Ward 2 District 5,President,,DEM,DEM Kamala D. HARRIS,69,104,36,protected,protected,215,
Union,Elizabeth Ward 2 District 6,President,,DEM,DEM Kamala D. HARRIS,67,181,38,protected,protected,298,
Union,Elizabeth Ward 2 District 7,President,,DEM,DEM Kamala D. HARRIS,66,219,52,protected,protected,353,
Union,Elizabeth Ward 2 District 8,President,,DEM,DEM Kamala D. HARRIS,47,135,28,protected,protected,217,
Union,Elizabeth Ward 2 District 9,President,,DEM,DEM Kamala D. HARRIS,72,115,40,protected,protected,243,
Union,Elizabeth Ward 2 District 10,President,,DEM,DEM Kamala D. HARRIS,47,183,34,protected,protected,278,
Union,Elizabeth Ward 2 District 11,President,,DEM,DEM Kamala D. HARRIS,74,131,34,protected,protected,253,
Union,EL W2 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,EL W2 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,8,
Union,Elizabeth Ward 3 District 1,President,,DEM,DEM Kamala D. HARRIS,38,120,36,protected,protected,199,
Union,Elizabeth Ward 3 District 2,President,,DEM,DEM Kamala D. HARRIS,52,116,35,protected,protected,208,
Union,Elizabeth Ward 3 District 3,President,,DEM,DEM Kamala D. HARRIS,69,134,42,protected,protected,256,
Union,Elizabeth Ward 3 District 4,President,,DEM,DEM Kamala D. HARRIS,95,132,47,protected,protected,284,
Union,Elizabeth Ward 3 District 5,President,,DEM,DEM Kamala D. HARRIS,67,135,46,protected,protected,261,
Union,Elizabeth Ward 3 District 6,President,,DEM,DEM Kamala D. HARRIS,63,230,47,protected,protected,355,
Union,Elizabeth Ward 3 District 7,President,,DEM,DEM Kamala D. HARRIS,50,166,45,protected,protected,273,
Union,Elizabeth Ward 3 District 8,President,,DEM,DEM Kamala D. HARRIS,66,149,33,protected,protected,251,
Union,Elizabeth Ward 3 District 9,President,,DEM,DEM Kamala D. HARRIS,76,160,43,protected,protected,290,
Union,Elizabeth Ward 3 District 10,President,,DEM,DEM Kamala D. HARRIS,52,129,40,protected,protected,234,
Union,Elizabeth Ward 3 District 11,President,,DEM,DEM Kamala D. HARRIS,61,121,21,protected,protected,215,
Union,Elizabeth Ward 3 District 12,President,,DEM,DEM Kamala D. HARRIS,97,157,69,protected,protected,338,
Union,Elizabeth Ward 3 District 13,President,,DEM,DEM Kamala D. HARRIS,64,173,41,protected,protected,296,
Union,EL W3 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,EL W3 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,18,
Union,Elizabeth Ward 4 District 1,President,,DEM,DEM Kamala D. HARRIS,38,205,35,protected,protected,289,
Union,Elizabeth Ward 4 District 2,President,,DEM,DEM Kamala D. HARRIS,81,158,53,protected,protected,305,
Union,Elizabeth Ward 4 District 3,President,,DEM,DEM Kamala D. HARRIS,36,167,27,protected,protected,239,
Union,Elizabeth Ward 4 District 4,President,,DEM,DEM Kamala D. HARRIS,66,165,47,protected,protected,306,
Union,Elizabeth Ward 4 District 5,President,,DEM,DEM Kamala D. HARRIS,79,146,41,protected,protected,272,
Union,Elizabeth Ward 4 District 6,President,,DEM,DEM Kamala D. HARRIS,57,94,26,protected,protected,186,
Union,Elizabeth Ward 4 District 7,President,,DEM,DEM Kamala D. HARRIS,90,189,54,protected,protected,346,
Union,Elizabeth Ward 4 District 8,President,,DEM,DEM Kamala D. HARRIS,96,200,67,protected,protected,366,
Union,Elizabeth Ward 4 District 9,President,,DEM,DEM Kamala D. HARRIS,95,169,57,protected,protected,336,
Union,Elizabeth Ward 4 District 10,President,,DEM,DEM Kamala D. HARRIS,133,194,93,protected,protected,434,
Union,EL W4 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,EL W4 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,13,
Union,Elizabeth Ward 5 District 1,President,,DEM,DEM Kamala D. HARRIS,101,183,52,protected,protected,345,
Union,Elizabeth Ward 5 District 2,President,,DEM,DEM Kamala D. HARRIS,85,89,22,protected,protected,203,
Union,Elizabeth Ward 5 District 3,President,,DEM,DEM Kamala D. HARRIS,89,230,25,protected,protected,353,
Union,Elizabeth Ward 5 District 4,President,,DEM,DEM Kamala D. HARRIS,69,93,21,protected,protected,188,
Union,Elizabeth Ward 5 District 5,President,,DEM,DEM Kamala D. HARRIS,37,115,26,protected,protected,187,
Union,Elizabeth Ward 5 District 6,President,,DEM,DEM Kamala D. HARRIS,33,172,19,protected,protected,239,
Union,Elizabeth Ward 5 District 7,President,,DEM,DEM Kamala D. HARRIS,64,242,70,protected,protected,402,
Union,Elizabeth Ward 5 District 8,President,,DEM,DEM Kamala D. HARRIS,77,158,50,protected,protected,296,
Union,Elizabeth Ward 5 District 9,President,,DEM,DEM Kamala D. HARRIS,80,184,58,protected,protected,341,
Union,Elizabeth Ward 5 District 10,President,,DEM,DEM Kamala D. HARRIS,51,152,31,protected,protected,252,
Union,Elizabeth Ward 5 District 11,President,,DEM,DEM Kamala D. HARRIS,106,222,54,protected,protected,404,
Union,EL W5 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,EL W5 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,1,
Union,Elizabeth Ward 6 District 1,President,,DEM,DEM Kamala D. HARRIS,84,258,79,protected,protected,436,
Union,Elizabeth Ward 6 District 2,President,,DEM,DEM Kamala D. HARRIS,47,105,47,protected,protected,209,
Union,Elizabeth Ward 6 District 3,President,,DEM,DEM Kamala D. HARRIS,64,203,58,protected,protected,344,
Union,Elizabeth Ward 6 District 4,President,,DEM,DEM Kamala D. HARRIS,40,79,15,protected,protected,144,
Union,Elizabeth Ward 6 District 5,President,,DEM,DEM Kamala D. HARRIS,94,191,70,protected,protected,367,
Union,Elizabeth Ward 6 District 6,President,,DEM,DEM Kamala D. HARRIS,62,127,37,protected,protected,240,
Union,Elizabeth Ward 6 District 7,President,,DEM,DEM Kamala D. HARRIS,25,115,26,protected,protected,173,
Union,Elizabeth Ward 6 District 8,President,,DEM,DEM Kamala D. HARRIS,74,167,42,protected,protected,294,
Union,EL W6 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,EL W6 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,6,
Union,Fanwood District 1,President,,DEM,DEM Kamala D. HARRIS,93,253,126,protected,protected,480,
Union,Fanwood District 2,President,,DEM,DEM Kamala D. HARRIS,50,142,76,protected,protected,274,
Union,Fanwood District 3,President,,DEM,DEM Kamala D. HARRIS,131,237,158,protected,protected,541,
Union,Fanwood District 4,President,,DEM,DEM Kamala D. HARRIS,112,213,131,protected,protected,460,
Union,Fanwood District 5,President,,DEM,DEM Kamala D. HARRIS,105,279,130,protected,protected,518,
Union,Fanwood District 6,President,,DEM,DEM Kamala D. HARRIS,91,229,122,protected,protected,449,
Union,Fanwood District 7,President,,DEM,DEM Kamala D. HARRIS,69,208,111,protected,protected,395,
Union,FA Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,FA Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,23,
Union,Garwood District 1,President,,DEM,DEM Kamala D. HARRIS,92,192,62,protected,protected,352,
Union,Garwood District 2,President,,DEM,DEM Kamala D. HARRIS,88,160,100,protected,protected,350,
Union,Garwood District 3,President,,DEM,DEM Kamala D. HARRIS,95,212,113,protected,protected,427,
Union,Garwood District 4,President,,DEM,DEM Kamala D. HARRIS,39,109,44,protected,protected,195,
Union,GA Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,GA Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,6,
Union,Hillside Ward 1 District 1,President,,DEM,DEM Kamala D. HARRIS,244,476,92,protected,protected,821,
Union,Hillside Ward 1 District 2,President,,DEM,DEM Kamala D. HARRIS,90,340,66,protected,protected,514,
Union,Hillside Ward 1 District 3,President,,DEM,DEM Kamala D. HARRIS,130,300,52,protected,protected,499,
Union,HI W1 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,HI W1 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,7,
Union,Hillside Ward 2 District 1,President,,DEM,DEM Kamala D. HARRIS,116,374,51,protected,protected,544,
Union,Hillside Ward 2 District 2,President,,DEM,DEM Kamala D. HARRIS,181,344,108,protected,protected,652,
Union,Hillside Ward 2 District 3,President,,DEM,DEM Kamala D. HARRIS,134,273,79,protected,protected,492,
Union,HI W2 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,HI W2 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,5,
Union,Hillside Ward 3 District 1,President,,DEM,DEM Kamala D. HARRIS,174,350,65,protected,protected,616,
Union,Hillside Ward 3 District 2,President,,DEM,DEM Kamala D. HARRIS,133,331,80,protected,protected,560,
Union,Hillside Ward 3 District 3,President,,DEM,DEM Kamala D. HARRIS,110,254,35,protected,protected,411,
Union,HI W3 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,HI W3 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,5,
Union,Hillside Ward 4 District 1,President,,DEM,DEM Kamala D. HARRIS,122,211,64,protected,protected,408,
Union,Hillside Ward 4 District 2,President,,DEM,DEM Kamala D. HARRIS,88,113,46,protected,protected,254,
Union,Hillside Ward 4 District 3,President,,DEM,DEM Kamala D. HARRIS,113,242,54,protected,protected,417,
Union,Hillside Ward 4 District 4,President,,DEM,DEM Kamala D. HARRIS,173,362,107,protected,protected,658,
Union,HI W4 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,HI W4 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,4,
Union,Kenilworth District 1,President,,DEM,DEM Kamala D. HARRIS,82,138,60,protected,protected,288,
Union,Kenilworth District 2,President,,DEM,DEM Kamala D. HARRIS,45,118,40,protected,protected,207,
Union,Kenilworth District 3,President,,DEM,DEM Kamala D. HARRIS,80,144,58,protected,protected,287,
Union,Kenilworth District 4,President,,DEM,DEM Kamala D. HARRIS,64,117,59,protected,protected,251,
Union,Kenilworth District 5,President,,DEM,DEM Kamala D. HARRIS,78,111,71,protected,protected,266,
Union,Kenilworth District 6,President,,DEM,DEM Kamala D. HARRIS,63,163,38,protected,protected,267,
Union,KE Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,KE Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,7,
Union,Linden Ward 1 District 1,President,,DEM,DEM Kamala D. HARRIS,90,275,50,protected,protected,420,
Union,Linden Ward 1 District 2,President,,DEM,DEM Kamala D. HARRIS,61,143,42,protected,protected,247,
Union,Linden Ward 1 District 3,President,,DEM,DEM Kamala D. HARRIS,75,147,37,protected,protected,273,
Union,LI W1 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,LI W1 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,3,
Union,Linden Ward 2 District 1,President,,DEM,DEM Kamala D. HARRIS,60,199,67,protected,protected,340,
Union,Linden Ward 2 District 2,President,,DEM,DEM Kamala D. HARRIS,70,193,47,protected,protected,319,
Union,Linden Ward 2 District 3,President,,DEM,DEM Kamala D. HARRIS,50,114,60,protected,protected,234,
Union,LI W2 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,LI W2 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,5,
Union,Linden Ward 3 District 1,President,,DEM,DEM Kamala D. HARRIS,76,221,35,protected,protected,343,
Union,Linden Ward 3 District 2,President,,DEM,DEM Kamala D. HARRIS,34,133,33,protected,protected,203,
Union,Linden Ward 3 District 3,President,,DEM,DEM Kamala D. HARRIS,103,273,106,protected,protected,497,
Union,LI W3 7th Cong. Provisional Ba,President,,DEM,DEM Kamala D. HARRIS,protected,6,protected,protected,protected,8,
Union,LI W3 7th Cong. Overseas Ballo,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,LI W3 10th Cong. Provisional B,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,LI W3 10th Cong. Overseas Ball,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,Linden Ward 4 District 1,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,2,
Union,Linden Ward 4 District 2,President,,DEM,DEM Kamala D. HARRIS,104,306,58,protected,protected,478,
Union,Linden Ward 4 District 3,President,,DEM,DEM Kamala D. HARRIS,89,262,29,protected,protected,390,
Union,Linden Ward 4 District 4,President,,DEM,DEM Kamala D. HARRIS,50,165,41,protected,protected,261,
Union,LI W4 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,83,183,30,protected,protected,302,
Union,LI W4 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,Linden Ward 5 District 1,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,Linden Ward 5 District 2,President,,DEM,DEM Kamala D. HARRIS,59,126,42,protected,protected,242,
Union,Linden Ward 5 District 3,President,,DEM,DEM Kamala D. HARRIS,63,213,25,protected,protected,315,
Union,Linden Ward 5 District 4,President,,DEM,DEM Kamala D. HARRIS,29,116,56,protected,protected,213,
Union,LI W5 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,69,183,35,protected,protected,294,
Union,LI W5 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,Linden Ward 6 District 1,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,3,
Union,Linden Ward 6 District 2,President,,DEM,DEM Kamala D. HARRIS,62,155,43,protected,protected,268,
Union,Linden Ward 6 District 3,President,,DEM,DEM Kamala D. HARRIS,50,176,52,protected,protected,292,
Union,LI W6 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,64,194,75,protected,protected,345,
Union,LI W6 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,Linden Ward 7 District 1,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,6,
Union,Linden Ward 7 District 2,President,,DEM,DEM Kamala D. HARRIS,29,153,22,protected,protected,215,
Union,Linden Ward 7 District 3,President,,DEM,DEM Kamala D. HARRIS,56,307,69,protected,protected,438,
Union,LI W7 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,44,190,41,protected,protected,285,
Union,LI W7 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,protected,19,protected,protected,protected,25,
Union,Linden Ward 8 District 1,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,Linden Ward 8 District 2,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,Linden Ward 8 District 3,President,,DEM,DEM Kamala D. HARRIS,55,242,31,protected,protected,339,
Union,LI W8 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,50,179,49,protected,protected,288,
Union,LI W8 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,81,225,47,protected,protected,361,
Union,Linden Ward 9 District 1,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,Linden Ward 9 District 2,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,Linden Ward 9 District 3,President,,DEM,DEM Kamala D. HARRIS,48,114,48,protected,protected,221,
Union,Linden Ward 9 District 4,President,,DEM,DEM Kamala D. HARRIS,29,117,25,protected,protected,175,
Union,Linden Ward 9 District 5,President,,DEM,DEM Kamala D. HARRIS,31,94,22,protected,protected,150,
Union,LI W9 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,38,122,24,protected,protected,190,
Union,LI W9 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,27,59,14,protected,protected,102,
Union,Linden Ward 10 District 1,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,Linden Ward 10 District 2,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,1,
Union,Linden Ward 10 District 3,President,,DEM,DEM Kamala D. HARRIS,43,123,48,protected,protected,217,
Union,Linden Ward 10 District 4,President,,DEM,DEM Kamala D. HARRIS,32,120,31,protected,protected,186,
Union,LI W10 Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,84,169,52,protected,protected,318,
Union,LI W10 Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,41,125,29,protected,protected,202,
Union,Mountainside District 1,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,Mountainside District 2,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,4,
Union,Mountainside District 3,President,,DEM,DEM Kamala D. HARRIS,45,108,92,protected,protected,250,
Union,Mountainside District 4,President,,DEM,DEM Kamala D. HARRIS,39,74,71,protected,protected,187,
Union,Mountainside District 5,President,,DEM,DEM Kamala D. HARRIS,50,101,76,protected,protected,232,
Union,Mountainside District 6,President,,DEM,DEM Kamala D. HARRIS,45,97,57,protected,protected,202,
Union,Mountainside District 7,President,,DEM,DEM Kamala D. HARRIS,58,119,81,protected,protected,266,
Union,Mountainside District 8,President,,DEM,DEM Kamala D. HARRIS,49,91,76,protected,protected,223,
Union,Mountainside District 9,President,,DEM,DEM Kamala D. HARRIS,43,132,101,protected,protected,286,
Union,MO Provisional Ballots,President,,DEM,DEM Kamala D. HARRIS,42,104,69,protected,protected,224,
Union,MO Overseas Ballots,President,,DEM,DEM Kamala D. HARRIS,45,95,62,protected,protected,204,
Union,New Providence District 1,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,0,
Union,New Providence District 2,President,,DEM,DEM Kamala D. HARRIS,0,0,0,protected,protected,21,
Union,New Providence District 3,President,,DEM,DEM Kamala D. HARRIS,122,74,79,protected,protected,281,
Union,New Providence District 4,President,,DEM,DEM Kamala D. HARRIS,180,130,136,protected,protected,460,
Union,New Providence District 5,President,,DEM,DEM Kamala D. HARRIS,184,74,99,protected,protected,359,
Union,New Providence District 6,President,,DEM,DEM Kamala D. HARRIS,203,92,117,protected,protected,426,
Union,New Providence District 7,President,,DEM,DEM Kamala D. HARRIS,224,107,92,protected,protected,435,
Union,New Providence District 8,President,,DEM,DEM Kamala D. HARRIS,108,76,43,protected,protected,233,
