county,precinct,office,district,party,candidate,votes,early_voting,election_day_icp,election_day_icx,mail,provisional
Burlington,Bordentown City Election District: Ward 2 - District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,1,1,0,0,0,0
Burlington,Bordentown City Election District: Ward 2 - District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Bordentown City Election District: Ward 3 - District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Bordentown City Election District: Ward 3 - District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,2,0,2,0,0,0
Burlington,Bordentown Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,0,0,1,0
Burlington,Bordentown Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Bordentown Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,1,1,0,0,0,0
Burlington,Bordentown Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Bordentown Township Election District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Bordentown Township Election District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Bordentown Township Election District 7,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Bordentown Township Election District 8,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington City Election District: Ward 1 - District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington City Election District: Ward 1 - District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,3,0,2,0,1,0
Burlington,Burlington City Election District: Ward 2 - District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington City Election District: Ward 2 - District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Burlington City Election District: Ward 2 - District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington City Election District: Ward 3 - District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington City Election District: Ward 3 - District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington City Election District: Ward 3 - District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington City Election District: Ward 4 - District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington City Election District: Ward 4 - District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Burlington City Election District: Ward 4 - District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Burlington Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 7,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 8,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 9,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 10,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 11,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Burlington Township Election District 12,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,0,0,1,0
Burlington,Burlington Township Election District 13,President,,SAL,Claudia De La Cruz and Karina Garcia,1,1,0,0,0,0
Burlington,Burlington Township Election District 14,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 15,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 16,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 17,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 18,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Burlington Township Election District 19,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Chesterfield Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,2,0,2,0,0,0
Burlington,Chesterfield Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,5,0,2,0,3,0
Burlington,Cinnaminson Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,2,0,0,0,2,0
Burlington,Cinnaminson Township Election District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Cinnaminson Township Election District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 7,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Cinnaminson Township Election District 8,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Cinnaminson Township Election District 9,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 10,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 11,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 12,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 13,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 14,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 15,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 16,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 17,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 18,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 19,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Cinnaminson Township Election District 20,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delanco Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delanco Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delanco Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delanco Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delanco Township Election District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delanco Township Election District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 1 - District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 1 - District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 1 - District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,2,1,0,0,1,0
Burlington,Delran Township Election District: Ward 1 - District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 1 - District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 1 - District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 2 - District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 2 - District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Delran Township Election District: Ward 2 - District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 2 - District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 2 - District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 2 - District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 3 - District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 3 - District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,2,0,2,0,0,0
Burlington,Delran Township Election District: Ward 3 - District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 3 - District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 3 - District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Delran Township Election District: Ward 3 - District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Eastampton Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Eastampton Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Eastampton Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Eastampton Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Edgewater Park Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Edgewater Park Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Edgewater Park Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Edgewater Park Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Edgewater Park Township Election District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Edgewater Park Township Election District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Edgewater Park Township Election District 7,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Edgewater Park Township Election District 8,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,2,1,0,0,1,0
Burlington,Evesham Township Election District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,1,1,0,0,0,0
Burlington,Evesham Township Election District 7,President,,SAL,Claudia De La Cruz and Karina Garcia,1,1,0,0,0,0
Burlington,Evesham Township Election District 8,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 9,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 10,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 11,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 12,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 13,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 14,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 15,President,,SAL,Claudia De La Cruz and Karina Garcia,1,1,0,0,0,0
Burlington,Evesham Township Election District 16,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 17,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 18,President,,SAL,Claudia De La Cruz and Karina Garcia,2,0,1,0,1,0
Burlington,Evesham Township Election District 19,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 20,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 21,President,,SAL,Claudia De La Cruz and Karina Garcia,2,0,2,0,0,0
Burlington,Evesham Township Election District 22,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 23,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 24,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,0,0,1,0
Burlington,Evesham Township Election District 25,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 26,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 27,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 28,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Evesham Township Election District 29,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 30,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 31,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Evesham Township Election District 32,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Fieldsboro Borough Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Florence Township Election District: Ward 1 - District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,3,0,3,0,0,0
Burlington,Florence Township Election District: Ward 1 - District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Florence Township Election District: Ward 1 - District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Florence Township Election District: Ward 2 - District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Florence Township Election District: Ward 2 - District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Florence Township Election District: Ward 2 - District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Florence Township Election District: Ward 3 - District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,2,0,2,0,0,0
Burlington,Florence Township Election District: Ward 3 - District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Florence Township Election District: Ward 3 - District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Hainesport Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Hainesport Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Hainesport Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Hainesport Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Hainesport Township Election District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Lumberton Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Lumberton Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Lumberton Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Lumberton Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,1,1,0,0,0,0
Burlington,Lumberton Township Election District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Lumberton Township Election District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Lumberton Township Election District 7,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Lumberton Township Election District 8,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Lumberton Township Election District 9,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Lumberton Township Election District 10,President,,SAL,Claudia De La Cruz and Karina Garcia,3,0,2,0,1,0
Burlington,Mansfield Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mansfield Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mansfield Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mansfield Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mansfield Township Election District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mansfield Township Election District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mansfield Township Election District 7,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mansfield Township Election District 8,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Maple Shade Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Maple Shade Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Maple Shade Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,2,0,2,0,0,0
Burlington,Maple Shade Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Maple Shade Township Election District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Maple Shade Township Election District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Maple Shade Township Election District 7,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Maple Shade Township Election District 8,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Maple Shade Township Election District 9,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Maple Shade Township Election District 10,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Maple Shade Township Election District 11,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Maple Shade Township Election District 12,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Maple Shade Township Election District 13,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Maple Shade Township Election District 14,President,,SAL,Claudia De La Cruz and Karina Garcia,2,0,1,0,1,0
Burlington,Maple Shade Township Election District 15,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Maple Shade Township Election District 16,President,,SAL,Claudia De La Cruz and Karina Garcia,3,0,3,0,0,0
Burlington,Maple Shade Township Election District 17,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Maple Shade Township Election District 18,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Maple Shade Township Election District 19,President,,SAL,Claudia De La Cruz and Karina Garcia,1,1,0,0,0,0
Burlington,Medford Lakes Borough Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Medford Lakes Borough Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Medford Lakes Borough Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Medford Lakes Borough Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Medford Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,0,0,1,0
Burlington,Medford Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Medford Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Medford Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Medford Township Election District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Medford Township Election District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,0,0,1,0
Burlington,Medford Township Election District 7,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Medford Township Election District 8,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Medford Township Election District 9,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Medford Township Election District 10,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Medford Township Election District 11,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Medford Township Election District 12,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,0,0,1,0
Burlington,Medford Township Election District 13,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Medford Township Election District 14,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Medford Township Election District 15,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Medford Township Election District 16,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Medford Township Election District 17,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Moorestown Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Moorestown Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,2,0,2,0,0,0
Burlington,Moorestown Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Moorestown Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Moorestown Township Election District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Moorestown Township Election District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,0,0,1,0
Burlington,Moorestown Township Election District 7,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,0,0,1,0
Burlington,Moorestown Township Election District 8,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Moorestown Township Election District 9,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Moorestown Township Election District 10,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Moorestown Township Election District 11,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Moorestown Township Election District 12,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Moorestown Township Election District 13,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Moorestown Township Election District 14,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Moorestown Township Election District 15,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Moorestown Township Election District 16,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Moorestown Township Election District 17,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Moorestown Township Election District 18,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Moorestown Township Election District 19,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Moorestown Township Election District 20,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mount Holly Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,2,0,1,0,1,0
Burlington,Mount Holly Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,0,0,1,0
Burlington,Mount Holly Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mount Holly Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,2,0,2,0,0,0
Burlington,Mount Holly Township Election District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,0,0,1,0
Burlington,Mount Holly Township Election District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,2,0,2,0,0,0
Burlington,Mount Holly Township Election District 7,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mount Laurel Township Election District 1,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mount Laurel Township Election District 2,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Mount Laurel Township Election District 3,President,,SAL,Claudia De La Cruz and Karina Garcia,1,0,1,0,0,0
Burlington,Mount Laurel Township Election District 4,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mount Laurel Township Election District 5,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mount Laurel Township Election District 6,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mount Laurel Township Election District 7,President,,SAL,Claudia De La Cruz and Karina Garcia,1,1,0,0,0,0
Burlington,Mount Laurel Township Election District 8,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mount Laurel Township Election District 9,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mount Laurel Township Election District 10,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
Burlington,Mount Laurel Township Election District 11,President,,SAL,Claudia De La Cruz and Karina Garcia,0,0,0,0,0,0
