county,municipality,office,district,party,candidate,votes
Mercer,Hamilton Twp,U.S. House,4,Republican,Christopher H. Smith,13499
Mercer,Robbinsville Twp,U.S. House,4,Republican,Christopher H. Smith,2131
Mercer,Total,U.S. House,4,Republican,Christopher H. Smith,15630
Mercer,Hamilton Twp,U.S. House,4,Democratic,Ruben M. Scolavino,6884
Mercer,Robbinsville Twp,U.S. House,4,Democratic,Ruben M. Scolavino,1064
Mercer,Total,U.S. House,4,Democratic,Ruben M. Scolavino,7948
Mercer,Hamilton Twp,U.S. House,4,D-R Party,Scott Neuman,304
Mercer,Robbinsville Twp,U.S. House,4,D-R Party,Scott Neuman,38
Mercer,Total,U.S. House,4,D-R Party,Scott Neuman,342
Mercer,East Windsor Twp,U.S. House,12,Democratic,Bonnie Watson Coleman,3055
Mercer,Ewing Twp,U.S. House,12,Democratic,Bonnie Watson Coleman,6431
Mercer,Hightstown Boro,U.S. House,12,Democratic,Bonnie Watson Coleman,690
Mercer,Hopewell Boro,U.S. House,12,Democratic,Bonnie Watson Coleman,519
Mercer,Hopewell Twp,U.S. House,12,Democratic,Bonnie Watson Coleman,2987
Mercer,Lawrence Twp,U.S. House,12,Democratic,Bonnie Watson Coleman,5085
Mercer,Pennington Boro,U.S. House,12,Democratic,Bonnie Watson Coleman,577
Mercer,Princeton,U.S. House,12,Democratic,Bonnie Watson Coleman,5352
Mercer,City of Trenton,U.S. House,12,Democratic,Bonnie Watson Coleman,9722
Mercer,West Windsor Twp,U.S. House,12,Democratic,Bonnie Watson Coleman,3750
Mercer,Total,U.S. House,12,Democratic,Bonnie Watson Coleman,38168
Mercer,East Windsor Twp,U.S. House,12,Republican,Alieta Eck,1917
Mercer,Ewing Twp,U.S. House,12,Republican,Alieta Eck,2835
Mercer,Hightstown Boro,U.S. House,12,Republican,Alieta Eck,503
Mercer,Hopewell Boro,U.S. House,12,Republican,Alieta Eck,185
Mercer,Hopewell Twp,U.S. House,12,Republican,Alieta Eck,2696
Mercer,Lawrence Twp,U.S. House,12,Republican,Alieta Eck,2584
Mercer,Pennington Boro,U.S. House,12,Republican,Alieta Eck,319
Mercer,Princeton,U.S. House,12,Republican,Alieta Eck,1585
Mercer,City of Trenton,U.S. House,12,Republican,Alieta Eck,724
Mercer,West Windsor Twp,U.S. House,12,Republican,Alieta Eck,2391
Mercer,Total,U.S. House,12,Republican,Alieta Eck,15739
Mercer,East Windsor Twp,U.S. House,12,Legalize Marijuana Party,Don DeZarn,49
Mercer,Ewing Twp,U.S. House,12,Legalize Marijuana Party,Don DeZarn,61
Mercer,Hightstown Boro,U.S. House,12,Legalize Marijuana Party,Don DeZarn,14
Mercer,Hopewell Boro,U.S. House,12,Legalize Marijuana Party,Don DeZarn,6
Mercer,Hopewell Twp,U.S. House,12,Legalize Marijuana Party,Don DeZarn,45
Mercer,Lawrence Twp,U.S. House,12,Legalize Marijuana Party,Don DeZarn,64
Mercer,Pennington Boro,U.S. House,12,Legalize Marijuana Party,Don DeZarn,8
Mercer,Princeton,U.S. House,12,Legalize Marijuana Party,Don DeZarn,53
Mercer,City of Trenton,U.S. House,12,Legalize Marijuana Party,Don DeZarn,48
Mercer,West Windsor Twp,U.S. House,12,Legalize Marijuana Party,Don DeZarn,32
Mercer,Total,U.S. House,12,Legalize Marijuana Party,Don DeZarn,380
Mercer,East Windsor Twp,U.S. House,12,Green Party,Steven Welzer,54
Mercer,Ewing Twp,U.S. House,12,Green Party,Steven Welzer,41
Mercer,Hightstown Boro,U.S. House,12,Green Party,Steven Welzer,9
Mercer,Hopewell Boro,U.S. House,12,Green Party,Steven Welzer,13
Mercer,Hopewell Twp,U.S. House,12,Green Party,Steven Welzer,36
Mercer,Lawrence Twp,U.S. House,12,Green Party,Steven Welzer,62
Mercer,Pennington Boro,U.S. House,12,Green Party,Steven Welzer,17
Mercer,Princeton,U.S. House,12,Green Party,Steven Welzer,76
Mercer,City of Trenton,U.S. House,12,Green Party,Steven Welzer,40
Mercer,West Windsor Twp,U.S. House,12,Green Party,Steven Welzer,40
Mercer,Total,U.S. House,12,Green Party,Steven Welzer,388
Mercer,East Windsor Twp,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,27
Mercer,Ewing Twp,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,28
Mercer,Hightstown Boro,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,10
Mercer,Hopewell Boro,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,4
Mercer,Hopewell Twp,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,17
Mercer,Lawrence Twp,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,23
Mercer,Pennington Boro,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,3
Mercer,Princeton,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,10
Mercer,City of Trenton,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,41
Mercer,West Windsor Twp,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,27
Mercer,Total,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,190
Mercer,East Windsor Twp,U.S. House,12,Start the Conversation,Jack Freudenheim,17
Mercer,Ewing Twp,U.S. House,12,Start the Conversation,Jack Freudenheim,17
Mercer,Hightstown Boro,U.S. House,12,Start the Conversation,Jack Freudenheim,3
Mercer,Hopewell Boro,U.S. House,12,Start the Conversation,Jack Freudenheim,1
Mercer,Hopewell Twp,U.S. House,12,Start the Conversation,Jack Freudenheim,13
Mercer,Lawrence Twp,U.S. House,12,Start the Conversation,Jack Freudenheim,25
Mercer,Pennington Boro,U.S. House,12,Start the Conversation,Jack Freudenheim,1
