county,municipality,office,district,party,candidate,votes
Morris,Butler,U.S. House,11,Republican,Rodney P. Frelinghuyen,1002
Morris,Chatham Boro,U.S. House,11,Republican,Rodney P. Frelinghuyen,1416
Morris,Chatham Twp,U.S. House,11,Republican,Rodney P. Frelinghuyen,2160
Morris,Denville,U.S. House,11,Republican,Rodney P. Frelinghuyen,2993
Morris,East Hanover Twp,U.S. House,11,Republican,Rodney P. Frelinghuyen,2449
Morris,Florham Park Boro,U.S. House,11,Republican,Rodney P. Frelinghuyen,2147
Morris,Hanover Twp,U.S. House,11,Republican,Rodney P. Frelinghuyen,2493
Morris,Harding Twp,U.S. House,11,Republican,Rodney P. Frelinghuyen,1072
Morris,Jefferson Twp,U.S. House,11,Republican,Rodney P. Frelinghuyen,3119
Morris,Kinnelon Boro,U.S. House,11,Republican,Rodney P. Frelinghuyen,2422
Morris,Lincoln Park Boro,U.S. House,11,Republican,Rodney P. Frelinghuyen,1485
Morris,Madison Boro,U.S. House,11,Republican,Rodney P. Frelinghuyen,2429
Morris,Mendham Boro,U.S. House,11,Republican,Rodney P. Frelinghuyen,1127
Morris,Mendham Twp,U.S. House,11,Republican,Rodney P. Frelinghuyen,1529
Morris,Montville Twp,U.S. House,11,Republican,Rodney P. Frelinghuyen,3658
Morris,Morris Plains Boro,U.S. House,11,Republican,Rodney P. Frelinghuyen,1051
Morris,Morris Twp,U.S. House,11,Republican,Rodney P. Frelinghuyen,4212
Morris,Morristown,U.S. House,11,Republican,Rodney P. Frelinghuyen,1207
Morris,Mountain Lakes,U.S. House,11,Republican,Rodney P. Frelinghuyen,762
Morris,Parsippany-Troy Hills,U.S. House,11,Republican,Rodney P. Frelinghuyen,6027
Morris,Pequannock Twp,U.S. House,11,Republican,Rodney P. Frelinghuyen,2831
Morris,Randolph Twp,U.S. House,11,Republican,Rodney P. Frelinghuyen,3726
Morris,Riverdale Boro,U.S. House,11,Republican,Rodney P. Frelinghuyen,619
Morris,Rockaway Boro,U.S. House,11,Republican,Rodney P. Frelinghuyen,851
Morris,Rockaway Twp,U.S. House,11,Republican,Rodney P. Frelinghuyen,3774
Morris,Victory Gardens Boro,U.S. House,11,Republican,Rodney P. Frelinghuyen,60
Morris,Federal Overseas,U.S. House,11,Republican,Rodney P. Frelinghuyen,4
Morris,Total,U.S. House,11,Republican,Rodney P. Frelinghuyen,58640
Morris,Boonton Town of,U.S. House,11,Democratic,Mark Dunec,748
Morris,Boonton Twp,U.S. House,11,Democratic,Mark Dunec,331
Morris,Butler,U.S. House,11,Democratic,Mark Dunec,440
Morris,Chatham Boro,U.S. House,11,Democratic,Mark Dunec,849
Morris,Chatham Twp,U.S. House,11,Democratic,Mark Dunec,945
Morris,Denville,U.S. House,11,Democratic,Mark Dunec,1458
Morris,East Hanover Twp,U.S. House,11,Democratic,Mark Dunec,812
Morris,Florham Park Boro,U.S. House,11,Democratic,Mark Dunec,939
Morris,Hanover Twp,U.S. House,11,Democratic,Mark Dunec,982
Morris,Harding Twp,U.S. House,11,Democratic,Mark Dunec,263
Morris,Jefferson Twp,U.S. House,11,Democratic,Mark Dunec,1256
Morris,Kinnelon Boro,U.S. House,11,Democratic,Mark Dunec,793
Morris,Lincoln Park Boro,U.S. House,11,Democratic,Mark Dunec,733
Morris,Madison Boro,U.S. House,11,Democratic,Mark Dunec,1646
Morris,Mendham Boro,U.S. House,11,Democratic,Mark Dunec,439
Morris,Mendham Twp,U.S. House,11,Democratic,Mark Dunec,507
Morris,Montville Twp,U.S. House,11,Democratic,Mark Dunec,1517
Morris,Morris Plains Boro,U.S. House,11,Democratic,Mark Dunec,533
Morris,Morris Twp,U.S. House,11,Democratic,Mark Dunec,2676
Morris,Morristown,U.S. House,11,Democratic,Mark Dunec,1619
Morris,Mountain Lakes,U.S. House,11,Democratic,Mark Dunec,391
Morris,Parsippany-Troy Hills,U.S. House,11,Democratic,Mark Dunec,3737
Morris,Pequannock Twp,U.S. House,11,Democratic,Mark Dunec,1351
Morris,Randolph Twp,U.S. House,11,Democratic,Mark Dunec,2001
Morris,Riverdale Boro,U.S. House,11,Democratic,Mark Dunec,268
Morris,Rockaway Boro,U.S. House,11,Democratic,Mark Dunec,415
Morris,Rockaway Twp,U.S. House,11,Democratic,Mark Dunec,2019
Morris,Victory Gardens Boro,U.S. House,11,Democratic,Mark Dunec,92
Morris,Federal Overseas,U.S. House,11,Democratic,Mark Dunec,18
Morris,Total,U.S. House,11,Democratic,Mark Dunec,29778
Morris,Boonton Town,U.S. Senate,,Republican,Jeff Bell,942
Morris,Boonton Twp,U.S. Senate,,Republican,Jeff Bell,745
Morris,Butler Boro,U.S. Senate,,Republican,Jeff Bell,857
Morris,Chatham Boro,U.S. Senate,,Republican,Jeff Bell,1169
Morris,Chatham Twp,U.S. Senate,,Republican,Jeff Bell,1808
Morris,Chester Boro,U.S. Senate,,Republican,Jeff Bell,308
Morris,Chester Twp,U.S. Senate,,Republican,Jeff Bell,1482
Morris,Denville Twp,U.S. Senate,,Republican,Jeff Bell,2578
Morris,Dover Town,U.S. Senate,,Republican,Jeff Bell,579
Morris,East Hanover Twp,U.S. Senate,,Republican,Jeff Bell,2147
Morris,Florham Park Boro,U.S. Senate,,Republican,Jeff Bell,1833
Morris,Hanover Twp,U.S. Senate,,Republican,Jeff Bell,2139
Morris,Harding Twp,U.S. Senate,,Republican,Jeff Bell,972
Morris,Jefferson Twp,U.S. Senate,,Republican,Jeff Bell,2733
Morris,Kinnelon Boro,U.S. Senate,,Republican,Jeff Bell,2080
Morris,Lincoln Park Boro,U.S. Senate,,Republican,Jeff Bell,1272
Morris,Long Hill Twp,U.S. Senate,,Republican,Jeff Bell,1381
Morris,Madison Boro,U.S. Senate,,Republican,Jeff Bell,1931
Morris,Mendham Boro,U.S. Senate,,Republican,Jeff Bell,976
Morris,Mendham Twp,U.S. Senate,,Republican,Jeff Bell,1259
Morris,Mine Hill Twp,U.S. Senate,,Republican,Jeff Bell,437
Morris,Montville Twp,U.S. Senate,,Republican,Jeff Bell,3191
Morris,Morris Plains Boro,U.S. Senate,,Republican,Jeff Bell,864
Morris,Morris Twp,U.S. Senate,,Republican,Jeff Bell,3399
Morris,Morristown Town,U.S. Senate,,Republican,Jeff Bell,869
Morris,Mount Arlington Boro,U.S. Senate,,Republican,Jeff Bell,823
Morris,Mount Olive Twp,U.S. Senate,,Republican,Jeff Bell,2777
Morris,Mountain Lakes Boro,U.S. Senate,,Republican,Jeff Bell,641
Morris,Netcong Boro,U.S. Senate,,Republican,Jeff Bell,352
Morris,Parsippany-Troy Hills Twp,U.S. Senate,,Republican,Jeff Bell,4937
Morris,Pequannock Twp,U.S. Senate,,Republican,Jeff Bell,2470
Morris,Randolph Twp,U.S. Senate,,Republican,Jeff Bell,3109
Morris,Riverdale Boro,U.S. Senate,,Republican,Jeff Bell,556
Morris,Rockaway Boro,U.S. Senate,,Republican,Jeff Bell,726
Morris,Rockaway Twp,U.S. Senate,,Republican,Jeff Bell,3267
Morris,Roxbury Twp,U.S. Senate,,Republican,Jeff Bell,3276
Morris,Victory Gardens Boro,U.S. Senate,,Republican,Jeff Bell,34
Morris,Washington Twp,U.S. Senate,,Republican,Jeff Bell,3162
Morris,Wharton Boro,U.S. Senate,,Republican,Jeff Bell,604
Morris,Federal Overseas,U.S. Senate,,Republican,Jeff Bell,3
Morris,Total,U.S. Senate,,Republican,Jeff Bell,64688
Morris,Boonton Town,U.S. Senate,,Democratic,Cory Booker,948
Morris,Boonton Twp,U.S. Senate,,Democratic,Cory Booker,440
Morris,Butler Boro,U.S. Senate,,Democratic,Cory Booker,579
Morris,Chatham Boro,U.S. Senate,,Democratic,Cory Booker,1097
Morris,Chatham Twp,U.S. Senate,,Democratic,Cory Booker,1295
Morris,Chester Boro,U.S. Senate,,Democratic,Cory Booker,157
Morris,Chester Twp,U.S. Senate,,Democratic,Cory Booker,675
Morris,Denville Twp,U.S. Senate,,Democratic,Cory Booker,1882
Morris,Dover Town,U.S. Senate,,Democratic,Cory Booker,1105
Morris,East Hanover Twp,U.S. Senate,,Democratic,Cory Booker,1156
Morris,Florham Park Boro,U.S. Senate,,Democratic,Cory Booker,1262
Morris,Hanover Twp,U.S. Senate,,Democratic,Cory Booker,1340
Morris,Harding Twp,U.S. Senate,,Democratic,Cory Booker,370
Morris,Jefferson Twp,U.S. Senate,,Democratic,Cory Booker,1620
Morris,Kinnelon Boro,U.S. Senate,,Democratic,Cory Booker,1178
Morris,Lincoln Park Boro,U.S. Senate,,Democratic,Cory Booker,975
Morris,Long Hill Twp,U.S. Senate,,Democratic,Cory Booker,902
Morris,Madison Boro,U.S. Senate,,Democratic,Cory Booker,2133
Morris,Mendham Boro,U.S. Senate,,Democratic,Cory Booker,587
Morris,Mendham Twp,U.S. Senate,,Democratic,Cory Booker,775
Morris,Mine Hill Twp,U.S. Senate,,Democratic,Cory Booker,357
Morris,Montville Twp,U.S. Senate,,Democratic,Cory Booker,2017
Morris,Morris Plains Boro,U.S. Senate,,Democratic,Cory Booker,714
Morris,Morris Twp,U.S. Senate,,Democratic,Cory Booker,3487
Morris,Morristown Town,U.S. Senate,,Democratic,Cory Booker,2069
Morris,Mount Arlington Boro,U.S. Senate,,Democratic,Cory Booker,499
Morris,Mount Olive Twp,U.S. Senate,,Democratic,Cory Booker,2063
Morris,Mountain Lakes Boro,U.S. Senate,,Democratic,Cory Booker,509
Morris,Netcong Boro,U.S. Senate,,Democratic,Cory Booker,210
Morris,Parsippany-Troy Hills Twp,U.S. Senate,,Democratic,Cory Booker,4961
Morris,Pequannock Twp,U.S. Senate,,Democratic,Cory Booker,1768
Morris,Randolph Twp,U.S. Senate,,Democratic,Cory Booker,2704
Morris,Riverdale Boro,U.S. Senate,,Democratic,Cory Booker,340
Morris,Rockaway Boro,U.S. Senate,,Democratic,Cory Booker,538
Morris,Rockaway Twp,U.S. Senate,,Democratic,Cory Booker,2592
Morris,Roxbury Twp,U.S. Senate,,Democratic,Cory Booker,2077
Morris,Victory Gardens Boro,U.S. Senate,,Democratic,Cory Booker,138
Morris,Washington Twp,U.S. Senate,,Democratic,Cory Booker,1777
Morris,Wharton Boro,U.S. Senate,,Democratic,Cory Booker,602
Morris,Federal Overseas,U.S. Senate,,Democratic,Cory Booker,22
Morris,Total,U.S. Senate,,Democratic,Cory Booker,49920
Morris,Boonton Town,U.S. Senate,,Libertarian Party,Joseph Baratelli,31
Morris,Boonton Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,14
Morris,Butler Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,14
Morris,Chatham Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,18
Morris,Chatham Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,29
Morris,Chester Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,11
Morris,Chester Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,23
Morris,Denville Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,47
Morris,Dover Town,U.S. Senate,,Libertarian Party,Joseph Baratelli,12
Morris,East Hanover Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,24
Morris,Florham Park Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,13
Morris,Hanover Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,30
Morris,Harding Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,7
Morris,Jefferson Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,51
Morris,Kinnelon Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,26
Morris,Lincoln Park Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,15
Morris,Long Hill Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,29
Morris,Madison Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,45
Morris,Mendham Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,6
Morris,Mendham Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,18
Morris,Mine Hill Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,17
Morris,Montville Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,40
Morris,Morris Plains Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,16
Morris,Morris Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,46
Morris,Morristown Town,U.S. Senate,,Libertarian Party,Joseph Baratelli,24
Morris,Mount Arlington Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,10
Morris,Mount Olive Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,45
Morris,Mountain Lakes Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,11
Morris,Netcong Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,9
Morris,Parsippany-Troy Hills Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,82
Morris,Pequannock Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,30
Morris,Randolph Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,40
Morris,Riverdale Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,10
Morris,Rockaway Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,10
Morris,Rockaway Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,40
Morris,Roxbury Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,53
Morris,Victory Gardens Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,1
Morris,Washington Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,75
Morris,Wharton Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,13
Morris,Federal Overseas,U.S. Senate,,Libertarian Party,Joseph Baratelli,2
Morris,Total,U.S. Senate,,Libertarian Party,Joseph Baratelli,1037
Morris,Boonton Town,U.S. Senate,,Economic Growth,Hank Schroeder,8
Morris,Boonton Twp,U.S. Senate,,Economic Growth,Hank Schroeder,5
Morris,Butler Boro,U.S. Senate,,Economic Growth,Hank Schroeder,4
Morris,Chatham Boro,U.S. Senate,,Economic Growth,Hank Schroeder,5
Morris,Chatham Twp,U.S. Senate,,Economic Growth,Hank Schroeder,4
Morris,Chester Boro,U.S. Senate,,Economic Growth,Hank Schroeder,0
Morris,Chester Twp,U.S. Senate,,Economic Growth,Hank Schroeder,11
Morris,Denville Twp,U.S. Senate,,Economic Growth,Hank Schroeder,13
Morris,Dover Town,U.S. Senate,,Economic Growth,Hank Schroeder,4
Morris,East Hanover Twp,U.S. Senate,,Economic Growth,Hank Schroeder,4
Morris,Florham Park Boro,U.S. Senate,,Economic Growth,Hank Schroeder,7
Morris,Hanover Twp,U.S. Senate,,Economic Growth,Hank Schroeder,10
Morris,Harding Twp,U.S. Senate,,Economic Growth,Hank Schroeder,1
Morris,Jefferson Twp,U.S. Senate,,Economic Growth,Hank Schroeder,11
Morris,Kinnelon Boro,U.S. Senate,,Economic Growth,Hank Schroeder,10
Morris,Lincoln Park Boro,U.S. Senate,,Economic Growth,Hank Schroeder,2
Morris,Long Hill Twp,U.S. Senate,,Economic Growth,Hank Schroeder,4
Morris,Madison Boro,U.S. Senate,,Economic Growth,Hank Schroeder,11
Morris,Mendham Boro,U.S. Senate,,Economic Growth,Hank Schroeder,2
Morris,Mendham Twp,U.S. Senate,,Economic Growth,Hank Schroeder,4
Morris,Mine Hill Twp,U.S. Senate,,Economic Growth,Hank Schroeder,2
Morris,Montville Twp,U.S. Senate,,Economic Growth,Hank Schroeder,9
Morris,Morris Plains Boro,U.S. Senate,,Economic Growth,Hank Schroeder,2
Morris,Morris Twp,U.S. Senate,,Economic Growth,Hank Schroeder,14
Morris,Morristown Town,U.S. Senate,,Economic Growth,Hank Schroeder,5
Morris,Mount Arlington Boro,U.S. Senate,,Economic Growth,Hank Schroeder,5
Morris,Mount Olive Twp,U.S. Senate,,Economic Growth,Hank Schroeder,11
Morris,Mountain Lakes Boro,U.S. Senate,,Economic Growth,Hank Schroeder,3
Morris,Netcong Boro,U.S. Senate,,Economic Growth,Hank Schroeder,0
Morris,Parsippany-Troy Hills Twp,U.S. Senate,,Economic Growth,Hank Schroeder,42
Morris,Pequannock Twp,U.S. Senate,,Economic Growth,Hank Schroeder,9
Morris,Randolph Twp,U.S. Senate,,Economic Growth,Hank Schroeder,5
Morris,Riverdale Boro,U.S. Senate,,Economic Growth,Hank Schroeder,3
Morris,Rockaway Boro,U.S. Senate,,Economic Growth,Hank Schroeder,4
Morris,Rockaway Twp,U.S. Senate,,Economic Growth,Hank Schroeder,8
Morris,Roxbury Twp,U.S. Senate,,Economic Growth,Hank Schroeder,15
Morris,Victory Gardens Boro,U.S. Senate,,Economic Growth,Hank Schroeder,0
Morris,Washington Twp,U.S. Senate,,Economic Growth,Hank Schroeder,16
Morris,Wharton Boro,U.S. Senate,,Economic Growth,Hank Schroeder,2
Morris,Federal Overseas,U.S. Senate,,Economic Growth,Hank Schroeder,0
Morris,Total,U.S. Senate,,Economic Growth,Hank Schroeder,275
Morris,Boonton Town,U.S. Senate,,Independent,Jeff Boss,11
Morris,Boonton Twp,U.S. Senate,,Independent,Jeff Boss,1
Morris,Butler Boro,U.S. Senate,,Independent,Jeff Boss,4
Morris,Chatham Boro,U.S. Senate,,Independent,Jeff Boss,3
Morris,Chatham Twp,U.S. Senate,,Independent,Jeff Boss,2
Morris,Chester Boro,U.S. Senate,,Independent,Jeff Boss,0
Morris,Chester Twp,U.S. Senate,,Independent,Jeff Boss,4
Morris,Denville Twp,U.S. Senate,,Independent,Jeff Boss,17
Morris,Dover Town,U.S. Senate,,Independent,Jeff Boss,10
Morris,East Hanover Twp,U.S. Senate,,Independent,Jeff Boss,7
Morris,Florham Park Boro,U.S. Senate,,Independent,Jeff Boss,5
Morris,Hanover Twp,U.S. Senate,,Independent,Jeff Boss,5
Morris,Harding Twp,U.S. Senate,,Independent,Jeff Boss,1
Morris,Jefferson Twp,U.S. Senate,,Independent,Jeff Boss,13
Morris,Kinnelon Boro,U.S. Senate,,Independent,Jeff Boss,9
Morris,Lincoln Park Boro,U.S. Senate,,Independent,Jeff Boss,5
Morris,Long Hill Twp,U.S. Senate,,Independent,Jeff Boss,4
Morris,Madison Boro,U.S. Senate,,Independent,Jeff Boss,7
Morris,Mendham Boro,U.S. Senate,,Independent,Jeff Boss,3
Morris,Mendham Twp,U.S. Senate,,Independent,Jeff Boss,1
Morris,Mine Hill Twp,U.S. Senate,,Independent,Jeff Boss,1
Morris,Montville Twp,U.S. Senate,,Independent,Jeff Boss,12
Morris,Morris Plains Boro,U.S. Senate,,Independent,Jeff Boss,2
Morris,Morris Twp,U.S. Senate,,Independent,Jeff Boss,15
Morris,Morristown Town,U.S. Senate,,Independent,Jeff Boss,5
Morris,Mount Arlington Boro,U.S. Senate,,Independent,Jeff Boss,2
Morris,Mount Olive Twp,U.S. Senate,,Independent,Jeff Boss,12
Morris,Mountain Lakes Boro,U.S. Senate,,Independent,Jeff Boss,3
Morris,Netcong Boro,U.S. Senate,,Independent,Jeff Boss,2
Morris,Parsippany-Troy Hills Twp,U.S. Senate,,Independent,Jeff Boss,27
Morris,Pequannock Twp,U.S. Senate,,Independent,Jeff Boss,5
Morris,Randolph Twp,U.S. Senate,,Independent,Jeff Boss,13
Morris,Riverdale Boro,U.S. Senate,,Independent,Jeff Boss,3
Morris,Rockaway Boro,U.S. Senate,,Independent,Jeff Boss,2
Morris,Rockaway Twp,U.S. Senate,,Independent,Jeff Boss,19
Morris,Roxbury Twp,U.S. Senate,,Independent,Jeff Boss,14
Morris,Victory Gardens Boro,U.S. Senate,,Independent,Jeff Boss,0
Morris,Washington Twp,U.S. Senate,,Independent,Jeff Boss,8
Morris,Wharton Boro,U.S. Senate,,Independent,Jeff Boss,5
Morris,Federal Overseas,U.S. Senate,,Independent,Jeff Boss,0
Morris,Total,U.S. Senate,,Independent,Jeff Boss,262
Morris,Boonton Town,U.S. Senate,,Independent,Antonio N. Sabas,4
Morris,Boonton Twp,U.S. Senate,,Independent,Antonio N. Sabas,1
Morris,Butler Boro,U.S. Senate,,Independent,Antonio N. Sabas,2
Morris,Chatham Boro,U.S. Senate,,Independent,Antonio N. Sabas,3
Morris,Chatham Twp,U.S. Senate,,Independent,Antonio N. Sabas,0
Morris,Chester Boro,U.S. Senate,,Independent,Antonio N. Sabas,1
Morris,Chester Twp,U.S. Senate,,Independent,Antonio N. Sabas,2
Morris,Denville Twp,U.S. Senate,,Independent,Antonio N. Sabas,7
Morris,Dover Town,U.S. Senate,,Independent,Antonio N. Sabas,3
Morris,East Hanover Twp,U.S. Senate,,Independent,Antonio N. Sabas,3
Morris,Florham Park Boro,U.S. Senate,,Independent,Antonio N. Sabas,2
Morris,Hanover Twp,U.S. Senate,,Independent,Antonio N. Sabas,3
Morris,Harding Twp,U.S. Senate,,Independent,Antonio N. Sabas,0
Morris,Jefferson Twp,U.S. Senate,,Independent,Antonio N. Sabas,9
Morris,Kinnelon Boro,U.S. Senate,,Independent,Antonio N. Sabas,5
Morris,Lincoln Park Boro,U.S. Senate,,Independent,Antonio N. Sabas,7
Morris,Long Hill Twp,U.S. Senate,,Independent,Antonio N. Sabas,2
Morris,Madison Boro,U.S. Senate,,Independent,Antonio N. Sabas,4
Morris,Mendham Boro,U.S. Senate,,Independent,Antonio N. Sabas,1
Morris,Mendham Twp,U.S. Senate,,Independent,Antonio N. Sabas,4
Morris,Mine Hill Twp,U.S. Senate,,Independent,Antonio N. Sabas,6
Morris,Montville Twp,U.S. Senate,,Independent,Antonio N. Sabas,4
Morris,Morris Plains Boro,U.S. Senate,,Independent,Antonio N. Sabas,1
Morris,Morris Twp,U.S. Senate,,Independent,Antonio N. Sabas,4
Morris,Morristown Town,U.S. Senate,,Independent,Antonio N. Sabas,5
Morris,Mount Arlington Boro,U.S. Senate,,Independent,Antonio N. Sabas,4
Morris,Mount Olive Twp,U.S. Senate,,Independent,Antonio N. Sabas,6
Morris,Mountain Lakes Boro,U.S. Senate,,Independent,Antonio N. Sabas,0
Morris,Netcong Boro,U.S. Senate,,Independent,Antonio N. Sabas,1
Morris,Parsippany-Troy Hills Twp,U.S. Senate,,Independent,Antonio N. Sabas,21
Morris,Pequannock Twp,U.S. Senate,,Independent,Antonio N. Sabas,3
Morris,Randolph Twp,U.S. Senate,,Independent,Antonio N. Sabas,9
Morris,Riverdale Boro,U.S. Senate,,Independent,Antonio N. Sabas,0
Morris,Rockaway Boro,U.S. Senate,,Independent,Antonio N. Sabas,2
Morris,Rockaway Twp,U.S. Senate,,Independent,Antonio N. Sabas,7
Morris,Roxbury Twp,U.S. Senate,,Independent,Antonio N. Sabas,9
Morris,Victory Gardens Boro,U.S. Senate,,Independent,Antonio N. Sabas,1
Morris,Washington Twp,U.S. Senate,,Independent,Antonio N. Sabas,9
Morris,Wharton Boro,U.S. Senate,,Independent,Antonio N. Sabas,6
Morris,Federal Overseas,U.S. Senate,,Independent,Antonio N. Sabas,0
Morris,Total,U.S. Senate,,Independent,Antonio N. Sabas,161
Morris,Boonton Town,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Morris,Boonton Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Morris,Butler Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Morris,Chatham Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Morris,Chatham Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Morris,Chester Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,0
Morris,Chester Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,0
Morris,Denville Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,3
Morris,Dover Town,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Morris,East Hanover Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Morris,Florham Park Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Morris,Hanover Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Morris,Harding Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Morris,Jefferson Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Morris,Kinnelon Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Morris,Lincoln Park Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,4
Morris,Long Hill Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,0
Morris,Madison Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Morris,Mendham Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,0
Morris,Mendham Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Morris,Mine Hill Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,0
Morris,Montville Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Morris,Morris Plains Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
