county,municipality,office,district,party,candidate,votes
Somerset,Warren,U.S. House,7,Libertarian Party,James Gawron,57
Somerset,Watchung,U.S. House,7,Libertarian Party,James Gawron,13
Somerset,Total,U.S. House,7,Libertarian Party,James Gawron,816
Somerset,Bound Brook,U.S. House,12,Democratic,Bonnie Watson Coleman,748
Somerset,Franklin,U.S. House,12,Democratic,Bonnie Watson Coleman,8924
Somerset,Manville,U.S. House,12,Democratic,Bonnie Watson Coleman,668
Somerset,South Bound Brook,U.S. House,12,Democratic,Bonnie Watson Coleman,359
Somerset,Total,U.S. House,12,Democratic,Bonnie Watson Coleman,10699
Somerset,Bound Brook,U.S. House,12,Republican,Alieta Eck,786
Somerset,Franklin,U.S. House,12,Republican,Alieta Eck,4704
Somerset,Manville,U.S. House,12,Republican,Alieta Eck,1092
Somerset,South Bound Brook,U.S. House,12,Republican,Alieta Eck,424
Somerset,Total,U.S. House,12,Republican,Alieta Eck,7006
Somerset,Bound Brook,U.S. House,12,Legalize Marijuana Party,Don DeZarn,22
Somerset,Franklin,U.S. House,12,Legalize Marijuana Party,Don DeZarn,125
Somerset,Manville,U.S. House,12,Legalize Marijuana Party,Don DeZarn,35
Somerset,South Bound Brook,U.S. House,12,Legalize Marijuana Party,Don DeZarn,18
Somerset,Total,U.S. House,12,Legalize Marijuana Party,Don DeZarn,200
Somerset,Bound Brook,U.S. House,12,Green Party,Steven Welzer,17
Somerset,Franklin,U.S. House,12,Green Party,Steven Welzer,128
Somerset,Manville,U.S. House,12,Green Party,Steven Welzer,25
Somerset,South Bound Brook,U.S. House,12,Green Party,Steven Welzer,10
Somerset,Total,U.S. House,12,Green Party,Steven Welzer,180
Somerset,Bound Brook,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,5
Somerset,Franklin,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,45
Somerset,Manville,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,18
Somerset,South Bound Brook,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,2
Somerset,Total,U.S. House,12,Truth Vision Hope,Kenneth J. Cody,70
Somerset,Bound Brook,U.S. House,12,Start the Conversation,Jack Freudenheim,6
Somerset,Franklin,U.S. House,12,Start the Conversation,Jack Freudenheim,27
Somerset,Manville,U.S. House,12,Start the Conversation,Jack Freudenheim,6
Somerset,South Bound Brook,U.S. House,12,Start the Conversation,Jack Freudenheim,0
Somerset,Total,U.S. House,12,Start the Conversation,Jack Freudenheim,39
Somerset,Bound Brook,U.S. House,12,D-R Party,Allen J. Cannon,1
Somerset,Franklin,U.S. House,12,D-R Party,Allen J. Cannon,19
Somerset,Manville,U.S. House,12,D-R Party,Allen J. Cannon,5
Somerset,South Bound Brook,U.S. House,12,D-R Party,Allen J. Cannon,5
Somerset,Total,U.S. House,12,D-R Party,Allen J. Cannon,30
Somerset,Bedminster Twp,U.S. Senate,,Republican,Jeff Bell,1363
Somerset,Bernards Twp,U.S. Senate,,Republican,Jeff Bell,4660
Somerset,Bemardsville Boro,U.S. Senate,,Republican,Jeff Bell,1530
Somerset,Bound Brook Boro,U.S. Senate,,Republican,Jeff Bell,751
Somerset,Branchburg Twp,U.S. Senate,,Republican,Jeff Bell,2335
Somerset,Bridgewater Twp,U.S. Senate,,Republican,Jeff Bell,6017
Somerset,Far Hills Boro,U.S. Senate,,Republican,Jeff Bell,231
Somerset,Franklin Twp,U.S. Senate,,Republican,Jeff Bell,4429
Somerset,Green Brook Twp,U.S. Senate,,Republican,Jeff Bell,864
Somerset,Hillsborough Twp,U.S. Senate,,Republican,Jeff Bell,4893
Somerset,Manville Boro,U.S. Senate,,Republican,Jeff Bell,1054
Somerset,Millstone Boro,U.S. Senate,,Republican,Jeff Bell,70
Somerset,Montgomery Twp,U.S. Senate,,Republican,Jeff Bell,2553
Somerset,North Plainfield Boro,U.S. Senate,,Republican,Jeff Bell,985
Somerset,Peapack & Gladstone Boro,U.S. Senate,,Republican,Jeff Bell,479
Somerset,Raritan Boro,U.S. Senate,,Republican,Jeff Bell,769
Somerset,Rocky Hill Boro,U.S. Senate,,Republican,Jeff Bell,98
Somerset,Somerville Boro,U.S. Senate,,Republican,Jeff Bell,1007
Somerset,South Bound Brook Boro,U.S. Senate,,Republican,Jeff Bell,398
Somerset,Warren Twp,U.S. Senate,,Republican,Jeff Bell,2399
Somerset,Watchung Boro,U.S. Senate,,Republican,Jeff Bell,950
Somerset,Total,U.S. Senate,,Republican,Jeff Bell,37835
Somerset,Bedminster Twp,U.S. Senate,,Democratic,Cory Booker,962
Somerset,Bernards Twp,U.S. Senate,,Democratic,Cory Booker,3026
Somerset,Bemardsville Boro,U.S. Senate,,Democratic,Cory Booker,1007
Somerset,Bound Brook Boro,U.S. Senate,,Democratic,Cory Booker,847
Somerset,Branchburg Twp,U.S. Senate,,Democratic,Cory Booker,1260
Somerset,Bridgewater Twp,U.S. Senate,,Democratic,Cory Booker,4463
Somerset,Far Hills Boro,U.S. Senate,,Democratic,Cory Booker,75
Somerset,Franklin Twp,U.S. Senate,,Democratic,Cory Booker,9626
Somerset,Green Brook Twp,U.S. Senate,,Democratic,Cory Booker,657
Somerset,Hillsborough Twp,U.S. Senate,,Democratic,Cory Booker,4245
Somerset,Manville Boro,U.S. Senate,,Democratic,Cory Booker,788
Somerset,Millstone Boro,U.S. Senate,,Democratic,Cory Booker,55
Somerset,Montgomery Twp,U.S. Senate,,Democratic,Cory Booker,2975
Somerset,North Plainfield Boro,U.S. Senate,,Democratic,Cory Booker,2118
Somerset,Peapack & Gladstone Boro,U.S. Senate,,Democratic,Cory Booker,236
Somerset,Raritan Boro,U.S. Senate,,Democratic,Cory Booker,682
Somerset,Rocky Hill Boro,U.S. Senate,,Democratic,Cory Booker,190
Somerset,Somerville Boro,U.S. Senate,,Democratic,Cory Booker,1562
Somerset,South Bound Brook Boro,U.S. Senate,,Democratic,Cory Booker,422
Somerset,Warren Twp,U.S. Senate,,Democratic,Cory Booker,1300
Somerset,Watchung Boro,U.S. Senate,,Democratic,Cory Booker,628
Somerset,Total,U.S. Senate,,Democratic,Cory Booker,37124
Somerset,Bedminster Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,28
Somerset,Bernards Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,77
Somerset,Bemardsville Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,23
Somerset,Bound Brook Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,13
Somerset,Branchburg Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,33
Somerset,Bridgewater Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,115
Somerset,Far Hills Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,3
Somerset,Franklin Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,99
Somerset,Green Brook Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,16
Somerset,Hillsborough Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,132
Somerset,Manville Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,29
Somerset,Millstone Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,5
Somerset,Montgomery Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,71
Somerset,North Plainfield Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,28
Somerset,Peapack & Gladstone Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,8
Somerset,Raritan Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,24
Somerset,Rocky Hill Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,6
Somerset,Somerville Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,30
Somerset,South Bound Brook Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,9
Somerset,Warren Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,39
Somerset,Watchung Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,15
Somerset,Total,U.S. Senate,,Libertarian Party,Joseph Baratelli,803
Somerset,Bedminster Twp,U.S. Senate,,Economic Growth,Hank Schroeder,4
Somerset,Bernards Twp,U.S. Senate,,Economic Growth,Hank Schroeder,20
Somerset,Bemardsville Boro,U.S. Senate,,Economic Growth,Hank Schroeder,2
Somerset,Bound Brook Boro,U.S. Senate,,Economic Growth,Hank Schroeder,5
Somerset,Branchburg Twp,U.S. Senate,,Economic Growth,Hank Schroeder,16
Somerset,Bridgewater Twp,U.S. Senate,,Economic Growth,Hank Schroeder,47
Somerset,Far Hills Boro,U.S. Senate,,Economic Growth,Hank Schroeder,0
Somerset,Franklin Twp,U.S. Senate,,Economic Growth,Hank Schroeder,45
Somerset,Green Brook Twp,U.S. Senate,,Economic Growth,Hank Schroeder,7
Somerset,Hillsborough Twp,U.S. Senate,,Economic Growth,Hank Schroeder,30
Somerset,Manville Boro,U.S. Senate,,Economic Growth,Hank Schroeder,19
Somerset,Millstone Boro,U.S. Senate,,Economic Growth,Hank Schroeder,2
Somerset,Montgomery Twp,U.S. Senate,,Economic Growth,Hank Schroeder,17
Somerset,North Plainfield Boro,U.S. Senate,,Economic Growth,Hank Schroeder,7
Somerset,Peapack & Gladstone Boro,U.S. Senate,,Economic Growth,Hank Schroeder,4
Somerset,Raritan Boro,U.S. Senate,,Economic Growth,Hank Schroeder,8
Somerset,Rocky Hill Boro,U.S. Senate,,Economic Growth,Hank Schroeder,2
Somerset,Somerville Boro,U.S. Senate,,Economic Growth,Hank Schroeder,6
Somerset,South Bound Brook Boro,U.S. Senate,,Economic Growth,Hank Schroeder,5
Somerset,Warren Twp,U.S. Senate,,Economic Growth,Hank Schroeder,14
Somerset,Watchung Boro,U.S. Senate,,Economic Growth,Hank Schroeder,3
Somerset,Total,U.S. Senate,,Economic Growth,Hank Schroeder,263
Somerset,Bedminster Twp,U.S. Senate,,Independent,Jeff Boss,6
Somerset,Bernards Twp,U.S. Senate,,Independent,Jeff Boss,17
Somerset,Bemardsville Boro,U.S. Senate,,Independent,Jeff Boss,7
Somerset,Bound Brook Boro,U.S. Senate,,Independent,Jeff Boss,10
Somerset,Branchburg Twp,U.S. Senate,,Independent,Jeff Boss,14
Somerset,Bridgewater Twp,U.S. Senate,,Independent,Jeff Boss,23
Somerset,Far Hills Boro,U.S. Senate,,Independent,Jeff Boss,0
Somerset,Franklin Twp,U.S. Senate,,Independent,Jeff Boss,45
Somerset,Green Brook Twp,U.S. Senate,,Independent,Jeff Boss,7
Somerset,Hillsborough Twp,U.S. Senate,,Independent,Jeff Boss,22
Somerset,Manville Boro,U.S. Senate,,Independent,Jeff Boss,7
Somerset,Millstone Boro,U.S. Senate,,Independent,Jeff Boss,0
Somerset,Montgomery Twp,U.S. Senate,,Independent,Jeff Boss,14
Somerset,North Plainfield Boro,U.S. Senate,,Independent,Jeff Boss,11
Somerset,Peapack & Gladstone Boro,U.S. Senate,,Independent,Jeff Boss,0
Somerset,Raritan Boro,U.S. Senate,,Independent,Jeff Boss,3
Somerset,Rocky Hill Boro,U.S. Senate,,Independent,Jeff Boss,1
Somerset,Somerville Boro,U.S. Senate,,Independent,Jeff Boss,11
Somerset,South Bound Brook Boro,U.S. Senate,,Independent,Jeff Boss,2
Somerset,Warren Twp,U.S. Senate,,Independent,Jeff Boss,13
Somerset,Watchung Boro,U.S. Senate,,Independent,Jeff Boss,4
Somerset,Total,U.S. Senate,,Independent,Jeff Boss,217
Somerset,Bedminster Twp,U.S. Senate,,Independent,Antonio N. Sabas,3
Somerset,Bernards Twp,U.S. Senate,,Independent,Antonio N. Sabas,8
Somerset,Bemardsville Boro,U.S. Senate,,Independent,Antonio N. Sabas,3
Somerset,Bound Brook Boro,U.S. Senate,,Independent,Antonio N. Sabas,1
Somerset,Branchburg Twp,U.S. Senate,,Independent,Antonio N. Sabas,4
Somerset,Bridgewater Twp,U.S. Senate,,Independent,Antonio N. Sabas,14
Somerset,Far Hills Boro,U.S. Senate,,Independent,Antonio N. Sabas,0
Somerset,Franklin Twp,U.S. Senate,,Independent,Antonio N. Sabas,24
Somerset,Green Brook Twp,U.S. Senate,,Independent,Antonio N. Sabas,0
Somerset,Hillsborough Twp,U.S. Senate,,Independent,Antonio N. Sabas,11
Somerset,Manville Boro,U.S. Senate,,Independent,Antonio N. Sabas,6
Somerset,Millstone Boro,U.S. Senate,,Independent,Antonio N. Sabas,0
Somerset,Montgomery Twp,U.S. Senate,,Independent,Antonio N. Sabas,6
Somerset,North Plainfield Boro,U.S. Senate,,Independent,Antonio N. Sabas,9
Somerset,Peapack & Gladstone Boro,U.S. Senate,,Independent,Antonio N. Sabas,2
Somerset,Raritan Boro,U.S. Senate,,Independent,Antonio N. Sabas,0
Somerset,Rocky Hill Boro,U.S. Senate,,Independent,Antonio N. Sabas,0
Somerset,Somerville Boro,U.S. Senate,,Independent,Antonio N. Sabas,4
Somerset,South Bound Brook Boro,U.S. Senate,,Independent,Antonio N. Sabas,4
Somerset,Warren Twp,U.S. Senate,,Independent,Antonio N. Sabas,4
Somerset,Watchung Boro,U.S. Senate,,Independent,Antonio N. Sabas,4
Somerset,Total,U.S. Senate,,Independent,Antonio N. Sabas,107
Somerset,Bedminster Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Somerset,Bernards Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,4
Somerset,Bemardsville Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Somerset,Bound Brook Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Somerset,Branchburg Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Somerset,Bridgewater Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,9
Somerset,Far Hills Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,0
Somerset,Franklin Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,17
Somerset,Green Brook Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Somerset,Hillsborough Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,5
Somerset,Manville Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Somerset,Millstone Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,0
Somerset,Montgomery Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Somerset,North Plainfield Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Somerset,Peapack & Gladstone Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,0
Somerset,Raritan Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,5
Somerset,Rocky Hill Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Somerset,Somerville Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,0
Somerset,South Bound Brook Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Somerset,Warren Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Somerset,Watchung Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,0
Somerset,Total,U.S. Senate,,D-R Party,Eugene Martin LaVergne,58
