county,municipality,office,district,party,candidate,votes
Bergen,Allendale,U.S. House,5,Republican,Scott Garrett,1281
Bergen,Alpine,U.S. House,5,Republican,Scott Garrett,260
Bergen,Bergenfield,U.S. House,5,Republican,Scott Garrett,2285
Bergen,Bogota,U.S. House,5,Republican,Scott Garrett,853
Bergen,Closter,U.S. House,5,Republican,Scott Garrett,967
Bergen,Demarest,U.S. House,5,Republican,Scott Garrett,744
Bergen,Dumont,U.S. House,5,Republican,Scott Garrett,2278
Bergen,Emerson,U.S. House,5,Republican,Scott Garrett,1306
Bergen,Fairlawn,U.S. House,5,Republican,Scott Garrett,3826
Bergen,Franklin Lakes,U.S. House,5,Republican,Scott Garrett,2325
Bergen,Glen Rock,U.S. House,5,Republican,Scott Garrett,2039
Bergen,Hackensack,U.S. House,5,Republican,Scott Garrett,1660
Bergen,Harrington Park,U.S. House,5,Republican,Scott Garrett,894
Bergen,Haworth,U.S. House,5,Republican,Scott Garrett,618
Bergen,Hillside,U.S. House,5,Republican,Scott Garrett,1866
Bergen,Ho-Ho-Kus,U.S. House,5,Republican,Scott Garrett,952
Bergen,Lodi,U.S. House,5,Republican,Scott Garrett,1197
Bergen,Mahwah,U.S. House,5,Republican,Scott Garrett,4147
Bergen,Maywood,U.S. House,5,Republican,Scott Garrett,1156
Bergen,Midland Park,U.S. House,5,Republican,Scott Garrett,1310
Bergen,Montvale,U.S. House,5,Republican,Scott Garrett,1249
Bergen,New Milford,U.S. House,5,Republican,Scott Garrett,2052
Bergen,Northvale,U.S. House,5,Republican,Scott Garrett,766
Bergen,Norwood,U.S. House,5,Republican,Scott Garrett,793
Bergen,Oakland,U.S. House,5,Republican,Scott Garrett,2118
Bergen,Old Tappan,U.S. House,5,Republican,Scott Garrett,904
Bergen,Oradell,U.S. House,5,Republican,Scott Garrett,1374
Bergen,Paramus,U.S. House,5,Republican,Scott Garrett,3766
Bergen,Park Ridge,U.S. House,5,Republican,Scott Garrett,1654
Bergen,Ramsey,U.S. House,5,Republican,Scott Garrett,2989
Bergen,Ridgewood,U.S. House,5,Republican,Scott Garrett,3292
Bergen,River Edge,U.S. House,5,Republican,Scott Garrett,1434
Bergen,River Vale,U.S. House,5,Republican,Scott Garrett,1665
Bergen,Rochelle Park,U.S. House,5,Republican,Scott Garrett,710
Bergen,Rockleigh,U.S. House,5,Republican,Scott Garrett,70
Bergen,Saddle River,U.S. House,5,Republican,Scott Garrett,869
Bergen,Teaneck,U.S. House,5,Republican,Scott Garrett,2328
Bergen,Upper Saddle River,U.S. House,5,Republican,Scott Garrett,1971
Bergen,Waldwick,U.S. House,5,Republican,Scott Garrett,1758
Bergen,Washington,U.S. House,5,Republican,Scott Garrett,1595
Bergen,Westwood,U.S. House,5,Republican,Scott Garrett,1429
Bergen,Woodcliff Lake,U.S. House,5,Republican,Scott Garrett,1166
Bergen,Wycoff,U.S. House,5,Republican,Scott Garrett,3402
Bergen,Total,U.S. House,5,Republican,Scott Garrett,71318
Bergen,Allendale,U.S. House,5,Democratic,Roy Cho,776
Bergen,Alpine,U.S. House,5,Democratic,Roy Cho,233
Bergen,Bergenfield,U.S. House,5,Democratic,Roy Cho,2914
Bergen,Bogota,U.S. House,5,Democratic,Roy Cho,1185
Bergen,Closter,U.S. House,5,Democratic,Roy Cho,1118
Bergen,Demarest,U.S. House,5,Democratic,Roy Cho,892
Bergen,Dumont,U.S. House,5,Democratic,Roy Cho,1988
Bergen,Emerson,U.S. House,5,Democratic,Roy Cho,906
Bergen,Fairlawn,U.S. House,5,Democratic,Roy Cho,4440
Bergen,Franklin Lakes,U.S. House,5,Democratic,Roy Cho,872
Bergen,Glen Rock,U.S. House,5,Democratic,Roy Cho,2480
Bergen,Hackensack,U.S. House,5,Democratic,Roy Cho,5179
Bergen,Harrington Park,U.S. House,5,Democratic,Roy Cho,770
Bergen,Haworth,U.S. House,5,Democratic,Roy Cho,691
Bergen,Hillside,U.S. House,5,Democratic,Roy Cho,1429
Bergen,Ho-Ho-Kus,U.S. House,5,Democratic,Roy Cho,533
Bergen,Lodi,U.S. House,5,Democratic,Roy Cho,1879
Bergen,Mahwah,U.S. House,5,Democratic,Roy Cho,2495
Bergen,Maywood,U.S. House,5,Democratic,Roy Cho,1180
Bergen,Midland Park,U.S. House,5,Democratic,Roy Cho,813
Bergen,Montvale,U.S. House,5,Democratic,Roy Cho,835
Bergen,New Milford,U.S. House,5,Democratic,Roy Cho,1865
Bergen,Northvale,U.S. House,5,Democratic,Roy Cho,627
Bergen,Norwood,U.S. House,5,Democratic,Roy Cho,660
Bergen,Oakland,U.S. House,5,Democratic,Roy Cho,1289
Bergen,Old Tappan,U.S. House,5,Democratic,Roy Cho,587
Bergen,Oradell,U.S. House,5,Democratic,Roy Cho,1071
Bergen,Paramus,U.S. House,5,Democratic,Roy Cho,3583
Bergen,Park Ridge,U.S. House,5,Democratic,Roy Cho,1133
Bergen,Ramsey,U.S. House,5,Democratic,Roy Cho,1756
Bergen,Ridgewood,U.S. House,5,Democratic,Roy Cho,3839
Bergen,River Edge,U.S. House,5,Democratic,Roy Cho,1565
Bergen,River Vale,U.S. House,5,Democratic,Roy Cho,1165
Bergen,Rochelle Park,U.S. House,5,Democratic,Roy Cho,497
Bergen,Rockleigh,U.S. House,5,Democratic,Roy Cho,23
Bergen,Saddle River,U.S. House,5,Democratic,Roy Cho,257
Bergen,Teaneck,U.S. House,5,Democratic,Roy Cho,6305
Bergen,Upper Saddle River,U.S. House,5,Democratic,Roy Cho,849
Bergen,Waldwick,U.S. House,5,Democratic,Roy Cho,1198
Bergen,Washington,U.S. House,5,Democratic,Roy Cho,949
Bergen,Westwood,U.S. House,5,Democratic,Roy Cho,1302
Bergen,Woodcliff Lake,U.S. House,5,Democratic,Roy Cho,863
Bergen,Wycoff,U.S. House,5,Democratic,Roy Cho,1780
