county,municipality,office,district,party,candidate,votes
Gloucester,Greenwich Twp,U.S. Senate,,Democratic,Cory Booker,945
Gloucester,Harrison Twp,U.S. Senate,,Democratic,Cory Booker,1067
Gloucester,Logan Twp,U.S. Senate,,Democratic,Cory Booker,832
Gloucester,Mantua Twp,U.S. Senate,,Democratic,Cory Booker,1783
Gloucester,Monroe Twp,U.S. Senate,,Democratic,Cory Booker,4885
Gloucester,National Park Boro,U.S. Senate,,Democratic,Cory Booker,359
Gloucester,Newfield Boro,U.S. Senate,,Democratic,Cory Booker,238
Gloucester,Paulsboro Boro,U.S. Senate,,Democratic,Cory Booker,937
Gloucester,Pitman Boro,U.S. Senate,,Democratic,Cory Booker,1260
Gloucester,South Harrison Twp,U.S. Senate,,Democratic,Cory Booker,264
Gloucester,Swedesboro Boro,U.S. Senate,,Democratic,Cory Booker,257
Gloucester,Washington Twp,U.S. Senate,,Democratic,Cory Booker,5827
Gloucester,Wenonah Boro,U.S. Senate,,Democratic,Cory Booker,462
Gloucester,West Deptford Twp,U.S. Senate,,Democratic,Cory Booker,3485
Gloucester,Westville Boro,U.S. Senate,,Democratic,Cory Booker,414
Gloucester,Woodbury City,U.S. Senate,,Democratic,Cory Booker,1577
Gloucester,Woodbury Heights Boro,U.S. Senate,,Democratic,Cory Booker,569
Gloucester,Woolwich Twp,U.S. Senate,,Democratic,Cory Booker,1062
Gloucester,Federal Overseas,U.S. Senate,,Democratic,Cory Booker,8
Gloucester,Total,U.S. Senate,,Democratic,Cory Booker,37131
Gloucester,Clayton Boro,U.S. Senate,,Republican,Jeff Bell,642
Gloucester,Deptford Twp,U.S. Senate,,Republican,Jeff Bell,2547
Gloucester,East Greenwich Twp,U.S. Senate,,Republican,Jeff Bell,1488
Gloucester,Elk Twp,U.S. Senate,,Republican,Jeff Bell,645
Gloucester,Franklin Twp,U.S. Senate,,Republican,Jeff Bell,1937
Gloucester,Glassboro Boro,U.S. Senate,,Republican,Jeff Bell,1183
Gloucester,Greenwich Twp,U.S. Senate,,Republican,Jeff Bell,735
Gloucester,Harrison Twp,U.S. Senate,,Republican,Jeff Bell,1692
Gloucester,Logan Twp,U.S. Senate,,Republican,Jeff Bell,530
Gloucester,Mantua Twp,U.S. Senate,,Republican,Jeff Bell,1839
Gloucester,Monroe Twp,U.S. Senate,,Republican,Jeff Bell,3780
Gloucester,National Park Boro,U.S. Senate,,Republican,Jeff Bell,230
Gloucester,Newfield Boro,U.S. Senate,,Republican,Jeff Bell,239
Gloucester,Paulsboro Boro,U.S. Senate,,Republican,Jeff Bell,226
Gloucester,Pitman Boro,U.S. Senate,,Republican,Jeff Bell,1273
Gloucester,South Harrison Twp,U.S. Senate,,Republican,Jeff Bell,496
Gloucester,Swedesboro Boro,U.S. Senate,,Republican,Jeff Bell,209
Gloucester,Washington Twp,U.S. Senate,,Republican,Jeff Bell,6037
Gloucester,Wenonah Boro,U.S. Senate,,Republican,Jeff Bell,429
Gloucester,West Deptford Twp,U.S. Senate,,Republican,Jeff Bell,2633
Gloucester,Westville Boro,U.S. Senate,,Republican,Jeff Bell,367
Gloucester,Woodbury City,U.S. Senate,,Republican,Jeff Bell,897
Gloucester,Woodbury Heights Boro,U.S. Senate,,Republican,Jeff Bell,410
Gloucester,Woolwich Twp,U.S. Senate,,Republican,Jeff Bell,1253
Gloucester,Federal Overseas,U.S. Senate,,Republican,Jeff Bell,0
Gloucester,Total,U.S. Senate,,Republican,Jeff Bell,31717
Gloucester,Clayton Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,21
Gloucester,Deptford Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,83
Gloucester,East Greenwich Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,29
Gloucester,Elk Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,25
Gloucester,Franklin Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,56
Gloucester,Glassboro Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,34
Gloucester,Greenwich Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,36
Gloucester,Harrison Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,36
Gloucester,Logan Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,29
Gloucester,Mantua Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,61
Gloucester,Monroe Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,91
Gloucester,National Park Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,11
Gloucester,Newfield Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,6
Gloucester,Paulsboro Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,12
Gloucester,Pitman Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,37
Gloucester,South Harrison Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,18
Gloucester,Swedesboro Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,12
Gloucester,Washington Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,131
Gloucester,Wenonah Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,16
Gloucester,West Deptford Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,65
Gloucester,Westville Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,20
Gloucester,Woodbury City,U.S. Senate,,Libertarian Party,Joseph Baratelli,29
Gloucester,Woodbury Heights Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,13
Gloucester,Woolwich Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,29
Gloucester,Federal Overseas,U.S. Senate,,Libertarian Party,Joseph Baratelli,0
Gloucester,Total,U.S. Senate,,Libertarian Party,Joseph Baratelli,900
Gloucester,Clayton Boro,U.S. Senate,,Independent,Antonio N. Sabas,7
Gloucester,Deptford Twp,U.S. Senate,,Independent,Antonio N. Sabas,16
Gloucester,East Greenwich Twp,U.S. Senate,,Independent,Antonio N. Sabas,4
Gloucester,Elk Twp,U.S. Senate,,Independent,Antonio N. Sabas,2
Gloucester,Franklin Twp,U.S. Senate,,Independent,Antonio N. Sabas,13
Gloucester,Glassboro Boro,U.S. Senate,,Independent,Antonio N. Sabas,10
Gloucester,Greenwich Twp,U.S. Senate,,Independent,Antonio N. Sabas,2
Gloucester,Harrison Twp,U.S. Senate,,Independent,Antonio N. Sabas,7
Gloucester,Logan Twp,U.S. Senate,,Independent,Antonio N. Sabas,3
Gloucester,Mantua Twp,U.S. Senate,,Independent,Antonio N. Sabas,16
Gloucester,Monroe Twp,U.S. Senate,,Independent,Antonio N. Sabas,27
Gloucester,National Park Boro,U.S. Senate,,Independent,Antonio N. Sabas,2
Gloucester,Newfield Boro,U.S. Senate,,Independent,Antonio N. Sabas,5
Gloucester,Paulsboro Boro,U.S. Senate,,Independent,Antonio N. Sabas,6
Gloucester,Pitman Boro,U.S. Senate,,Independent,Antonio N. Sabas,6
Gloucester,South Harrison Twp,U.S. Senate,,Independent,Antonio N. Sabas,1
Gloucester,Swedesboro Boro,U.S. Senate,,Independent,Antonio N. Sabas,4
Gloucester,Washington Twp,U.S. Senate,,Independent,Antonio N. Sabas,12
Gloucester,Wenonah Boro,U.S. Senate,,Independent,Antonio N. Sabas,4
Gloucester,West Deptford Twp,U.S. Senate,,Independent,Antonio N. Sabas,13
Gloucester,Westville Boro,U.S. Senate,,Independent,Antonio N. Sabas,6
Gloucester,Woodbury City,U.S. Senate,,Independent,Antonio N. Sabas,5
Gloucester,Woodbury Heights Boro,U.S. Senate,,Independent,Antonio N. Sabas,4
Gloucester,Woolwich Twp,U.S. Senate,,Independent,Antonio N. Sabas,10
Gloucester,Federal Overseas,U.S. Senate,,Independent,Antonio N. Sabas,0
Gloucester,Total,U.S. Senate,,Independent,Antonio N. Sabas,185
Gloucester,Clayton Boro,U.S. Senate,,Economic Growth,Hank Schroeder,8
Gloucester,Deptford Twp,U.S. Senate,,Economic Growth,Hank Schroeder,18
Gloucester,East Greenwich Twp,U.S. Senate,,Economic Growth,Hank Schroeder,5
Gloucester,Elk Twp,U.S. Senate,,Economic Growth,Hank Schroeder,2
Gloucester,Franklin Twp,U.S. Senate,,Economic Growth,Hank Schroeder,21
Gloucester,Glassboro Boro,U.S. Senate,,Economic Growth,Hank Schroeder,6
Gloucester,Greenwich Twp,U.S. Senate,,Economic Growth,Hank Schroeder,6
Gloucester,Harrison Twp,U.S. Senate,,Economic Growth,Hank Schroeder,6
Gloucester,Logan Twp,U.S. Senate,,Economic Growth,Hank Schroeder,2
Gloucester,Mantua Twp,U.S. Senate,,Economic Growth,Hank Schroeder,10
Gloucester,Monroe Twp,U.S. Senate,,Economic Growth,Hank Schroeder,23
Gloucester,National Park Boro,U.S. Senate,,Economic Growth,Hank Schroeder,3
Gloucester,Newfield Boro,U.S. Senate,,Economic Growth,Hank Schroeder,0
Gloucester,Paulsboro Boro,U.S. Senate,,Economic Growth,Hank Schroeder,1
Gloucester,Pitman Boro,U.S. Senate,,Economic Growth,Hank Schroeder,4
Gloucester,South Harrison Twp,U.S. Senate,,Economic Growth,Hank Schroeder,1
Gloucester,Swedesboro Boro,U.S. Senate,,Economic Growth,Hank Schroeder,1
Gloucester,Washington Twp,U.S. Senate,,Economic Growth,Hank Schroeder,33
Gloucester,Wenonah Boro,U.S. Senate,,Economic Growth,Hank Schroeder,1
Gloucester,West Deptford Twp,U.S. Senate,,Economic Growth,Hank Schroeder,15
Gloucester,Westville Boro,U.S. Senate,,Economic Growth,Hank Schroeder,2
Gloucester,Woodbury City,U.S. Senate,,Economic Growth,Hank Schroeder,8
Gloucester,Woodbury Heights Boro,U.S. Senate,,Economic Growth,Hank Schroeder,4
Gloucester,Woolwich Twp,U.S. Senate,,Economic Growth,Hank Schroeder,2
Gloucester,Federal Overseas,U.S. Senate,,Economic Growth,Hank Schroeder,0
Gloucester,Total,U.S. Senate,,Economic Growth,Hank Schroeder,182
Gloucester,Clayton Boro,U.S. Senate,,Independent,Jeff Boss,1
Gloucester,Deptford Twp,U.S. Senate,,Independent,Jeff Boss,12
Gloucester,East Greenwich Twp,U.S. Senate,,Independent,Jeff Boss,1
Gloucester,Elk Twp,U.S. Senate,,Independent,Jeff Boss,1
Gloucester,Franklin Twp,U.S. Senate,,Independent,Jeff Boss,6
Gloucester,Glassboro Boro,U.S. Senate,,Independent,Jeff Boss,8
Gloucester,Greenwich Twp,U.S. Senate,,Independent,Jeff Boss,6
Gloucester,Harrison Twp,U.S. Senate,,Independent,Jeff Boss,2
Gloucester,Logan Twp,U.S. Senate,,Independent,Jeff Boss,3
Gloucester,Mantua Twp,U.S. Senate,,Independent,Jeff Boss,5
Gloucester,Monroe Twp,U.S. Senate,,Independent,Jeff Boss,6
Gloucester,National Park Boro,U.S. Senate,,Independent,Jeff Boss,1
Gloucester,Newfield Boro,U.S. Senate,,Independent,Jeff Boss,1
Gloucester,Paulsboro Boro,U.S. Senate,,Independent,Jeff Boss,3
Gloucester,Pitman Boro,U.S. Senate,,Independent,Jeff Boss,5
Gloucester,South Harrison Twp,U.S. Senate,,Independent,Jeff Boss,0
Gloucester,Swedesboro Boro,U.S. Senate,,Independent,Jeff Boss,3
Gloucester,Washington Twp,U.S. Senate,,Independent,Jeff Boss,16
Gloucester,Wenonah Boro,U.S. Senate,,Independent,Jeff Boss,5
Gloucester,West Deptford Twp,U.S. Senate,,Independent,Jeff Boss,9
Gloucester,Westville Boro,U.S. Senate,,Independent,Jeff Boss,1
Gloucester,Woodbury City,U.S. Senate,,Independent,Jeff Boss,6
Gloucester,Woodbury Heights Boro,U.S. Senate,,Independent,Jeff Boss,1
Gloucester,Woolwich Twp,U.S. Senate,,Independent,Jeff Boss,1
Gloucester,Federal Overseas,U.S. Senate,,Independent,Jeff Boss,0
Gloucester,Total,U.S. Senate,,Independent,Jeff Boss,103
Gloucester,Clayton Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,3
Gloucester,Deptford Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,15
Gloucester,East Greenwich Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Gloucester,Elk Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,0
Gloucester,Franklin Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,8
Gloucester,Glassboro Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,4
Gloucester,Greenwich Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Gloucester,Harrison Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,3
Gloucester,Logan Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,0
Gloucester,Mantua Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Gloucester,Monroe Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,12
Gloucester,National Park Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Gloucester,Newfield Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,0
Gloucester,Paulsboro Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Gloucester,Pitman Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,3
