county,municipality,office,district,party,candidate,votes
Essex,Roseland,U.S. House,11,Democratic,Mark Dunec,572
Essex,Verona,U.S. House,11,Democratic,Mark Dunec,1554
Essex,West Caldwell,U.S. House,11,Democratic,Mark Dunec,1027
Essex,West Orange,U.S. House,11,Democratic,Mark Dunec,4556
Essex,Total,U.S. House,11,Democratic,Mark Dunec,21386
Essex,Belleville Twp,U.S. Senate,,Democratic,Cory Booker,3012
Essex,Bloomfield Twp,U.S. Senate,,Democratic,Cory Booker,5962
Essex,Caldwell Boro,U.S. Senate,,Democratic,Cory Booker,1098
Essex,Cedar Grove Twp,U.S. Senate,,Democratic,Cory Booker,1339
Essex,East Orange City,U.S. Senate,,Democratic,Cory Booker,10432
Essex,Essex Fells City,U.S. Senate,,Democratic,Cory Booker,218
Essex,Fairfield Twp,U.S. Senate,,Democratic,Cory Booker,518
Essex,Glen Ridge Boro,U.S. Senate,,Democratic,Cory Booker,1579
Essex,Irvington Twp,U.S. Senate,,Democratic,Cory Booker,7573
Essex,Livingston Twp,U.S. Senate,,Democratic,Cory Booker,4244
Essex,Maplewood Twp,U.S. Senate,,Democratic,Cory Booker,5620
Essex,Millbum Twp,U.S. Senate,,Democratic,Cory Booker,3095
Essex,Montclair Twp,U.S. Senate,,Democratic,Cory Booker,9317
Essex,Newark City,U.S. Senate,,Democratic,Cory Booker,27808
Essex,North Caldwell Boro,U.S. Senate,,Democratic,Cory Booker,697
Essex,Nutley Twp,U.S. Senate,,Democratic,Cory Booker,2847
Essex,Orange City,U.S. Senate,,Democratic,Cory Booker,4219
Essex,Roseland Boro,U.S. Senate,,Democratic,Cory Booker,778
Essex,South Orange Village Twp,U.S. Senate,,Democratic,Cory Booker,3794
Essex,Verona Twp,U.S. Senate,,Democratic,Cory Booker,2025
Essex,West Caldwell Twp,U.S. Senate,,Democratic,Cory Booker,1403
Essex,West Orange Twp,U.S. Senate,,Democratic,Cory Booker,8894
Essex,Total,U.S. Senate,,Democratic,Cory Booker,106472
Essex,Belleville Twp,U.S. Senate,,Republican,Jeff Bell,1523
Essex,Bloomfield Twp,U.S. Senate,,Republican,Jeff Bell,2466
Essex,Caldwell Boro,U.S. Senate,,Republican,Jeff Bell,1030
Essex,Cedar Grove Twp,U.S. Senate,,Republican,Jeff Bell,1671
Essex,East Orange City,U.S. Senate,,Republican,Jeff Bell,180
Essex,Essex Fells City,U.S. Senate,,Republican,Jeff Bell,386
Essex,Fairfield Twp,U.S. Senate,,Republican,Jeff Bell,1046
Essex,Glen Ridge Boro,U.S. Senate,,Republican,Jeff Bell,721
Essex,Irvington Twp,U.S. Senate,,Republican,Jeff Bell,184
Essex,Livingston Twp,U.S. Senate,,Republican,Jeff Bell,2869
Essex,Maplewood Twp,U.S. Senate,,Republican,Jeff Bell,891
Essex,Millbum Twp,U.S. Senate,,Republican,Jeff Bell,2063
Essex,Montclair Twp,U.S. Senate,,Republican,Jeff Bell,1570
Essex,Newark City,U.S. Senate,,Republican,Jeff Bell,1786
Essex,North Caldwell Boro,U.S. Senate,,Republican,Jeff Bell,898
Essex,Nutley Twp,U.S. Senate,,Republican,Jeff Bell,2577
Essex,Orange City,U.S. Senate,,Republican,Jeff Bell,146
Essex,Roseland Boro,U.S. Senate,,Republican,Jeff Bell,941
Essex,South Orange Village Twp,U.S. Senate,,Republican,Jeff Bell,545
Essex,Verona Twp,U.S. Senate,,Republican,Jeff Bell,1717
Essex,West Caldwell Twp,U.S. Senate,,Republican,Jeff Bell,1569
Essex,West Orange Twp,U.S. Senate,,Republican,Jeff Bell,2748
Essex,Total,U.S. Senate,,Republican,Jeff Bell,29527
Essex,Belleville Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,44
Essex,Bloomfield Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,67
Essex,Caldwell Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,21
Essex,Cedar Grove Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,34
Essex,East Orange City,U.S. Senate,,Libertarian Party,Joseph Baratelli,26
Essex,Essex Fells City,U.S. Senate,,Libertarian Party,Joseph Baratelli,2
Essex,Fairfield Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,8
Essex,Glen Ridge Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,26
Essex,Irvington Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,14
Essex,Livingston Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,41
Essex,Maplewood Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,45
Essex,Millbum Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,45
Essex,Montclair Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,66
Essex,Newark City,U.S. Senate,,Libertarian Party,Joseph Baratelli,123
Essex,North Caldwell Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,16
Essex,Nutley Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,58
Essex,Orange City,U.S. Senate,,Libertarian Party,Joseph Baratelli,7
Essex,Roseland Boro,U.S. Senate,,Libertarian Party,Joseph Baratelli,10
Essex,South Orange Village Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,30
Essex,Verona Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,34
Essex,West Caldwell Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,20
Essex,West Orange Twp,U.S. Senate,,Libertarian Party,Joseph Baratelli,89
Essex,Total,U.S. Senate,,Libertarian Party,Joseph Baratelli,826
Essex,Belleville Twp,U.S. Senate,,Independent,Jeff Boss,22
Essex,Bloomfield Twp,U.S. Senate,,Independent,Jeff Boss,22
Essex,Caldwell Boro,U.S. Senate,,Independent,Jeff Boss,7
Essex,Cedar Grove Twp,U.S. Senate,,Independent,Jeff Boss,6
Essex,East Orange City,U.S. Senate,,Independent,Jeff Boss,32
Essex,Essex Fells City,U.S. Senate,,Independent,Jeff Boss,1
Essex,Fairfield Twp,U.S. Senate,,Independent,Jeff Boss,4
Essex,Glen Ridge Boro,U.S. Senate,,Independent,Jeff Boss,5
Essex,Irvington Twp,U.S. Senate,,Independent,Jeff Boss,21
Essex,Livingston Twp,U.S. Senate,,Independent,Jeff Boss,11
Essex,Maplewood Twp,U.S. Senate,,Independent,Jeff Boss,22
Essex,Millbum Twp,U.S. Senate,,Independent,Jeff Boss,5
Essex,Montclair Twp,U.S. Senate,,Independent,Jeff Boss,24
Essex,Newark City,U.S. Senate,,Independent,Jeff Boss,147
Essex,North Caldwell Boro,U.S. Senate,,Independent,Jeff Boss,1
Essex,Nutley Twp,U.S. Senate,,Independent,Jeff Boss,11
Essex,Orange City,U.S. Senate,,Independent,Jeff Boss,12
Essex,Roseland Boro,U.S. Senate,,Independent,Jeff Boss,2
Essex,South Orange Village Twp,U.S. Senate,,Independent,Jeff Boss,9
Essex,Verona Twp,U.S. Senate,,Independent,Jeff Boss,3
Essex,West Caldwell Twp,U.S. Senate,,Independent,Jeff Boss,1
Essex,West Orange Twp,U.S. Senate,,Independent,Jeff Boss,26
Essex,Total,U.S. Senate,,Independent,Jeff Boss,394
Essex,Belleville Twp,U.S. Senate,,Independent,Antonio N. Sabas,15
Essex,Bloomfield Twp,U.S. Senate,,Independent,Antonio N. Sabas,22
Essex,Caldwell Boro,U.S. Senate,,Independent,Antonio N. Sabas,5
Essex,Cedar Grove Twp,U.S. Senate,,Independent,Antonio N. Sabas,2
Essex,East Orange City,U.S. Senate,,Independent,Antonio N. Sabas,19
Essex,Essex Fells City,U.S. Senate,,Independent,Antonio N. Sabas,0
Essex,Fairfield Twp,U.S. Senate,,Independent,Antonio N. Sabas,0
Essex,Glen Ridge Boro,U.S. Senate,,Independent,Antonio N. Sabas,2
Essex,Irvington Twp,U.S. Senate,,Independent,Antonio N. Sabas,25
Essex,Livingston Twp,U.S. Senate,,Independent,Antonio N. Sabas,7
Essex,Maplewood Twp,U.S. Senate,,Independent,Antonio N. Sabas,13
Essex,Millbum Twp,U.S. Senate,,Independent,Antonio N. Sabas,3
Essex,Montclair Twp,U.S. Senate,,Independent,Antonio N. Sabas,24
Essex,Newark City,U.S. Senate,,Independent,Antonio N. Sabas,154
Essex,North Caldwell Boro,U.S. Senate,,Independent,Antonio N. Sabas,1
Essex,Nutley Twp,U.S. Senate,,Independent,Antonio N. Sabas,7
Essex,Orange City,U.S. Senate,,Independent,Antonio N. Sabas,5
Essex,Roseland Boro,U.S. Senate,,Independent,Antonio N. Sabas,0
Essex,South Orange Village Twp,U.S. Senate,,Independent,Antonio N. Sabas,17
Essex,Verona Twp,U.S. Senate,,Independent,Antonio N. Sabas,4
Essex,West Caldwell Twp,U.S. Senate,,Independent,Antonio N. Sabas,4
Essex,West Orange Twp,U.S. Senate,,Independent,Antonio N. Sabas,25
Essex,Total,U.S. Senate,,Independent,Antonio N. Sabas,354
Essex,Belleville Twp,U.S. Senate,,Economic Growth,Hank Schroeder,11
Essex,Bloomfield Twp,U.S. Senate,,Economic Growth,Hank Schroeder,31
Essex,Caldwell Boro,U.S. Senate,,Economic Growth,Hank Schroeder,4
Essex,Cedar Grove Twp,U.S. Senate,,Economic Growth,Hank Schroeder,3
Essex,East Orange City,U.S. Senate,,Economic Growth,Hank Schroeder,10
Essex,Essex Fells City,U.S. Senate,,Economic Growth,Hank Schroeder,0
Essex,Fairfield Twp,U.S. Senate,,Economic Growth,Hank Schroeder,1
Essex,Glen Ridge Boro,U.S. Senate,,Economic Growth,Hank Schroeder,2
Essex,Irvington Twp,U.S. Senate,,Economic Growth,Hank Schroeder,11
Essex,Livingston Twp,U.S. Senate,,Economic Growth,Hank Schroeder,13
Essex,Maplewood Twp,U.S. Senate,,Economic Growth,Hank Schroeder,19
Essex,Millbum Twp,U.S. Senate,,Economic Growth,Hank Schroeder,13
Essex,Montclair Twp,U.S. Senate,,Economic Growth,Hank Schroeder,13
Essex,Newark City,U.S. Senate,,Economic Growth,Hank Schroeder,58
Essex,North Caldwell Boro,U.S. Senate,,Economic Growth,Hank Schroeder,2
Essex,Nutley Twp,U.S. Senate,,Economic Growth,Hank Schroeder,11
Essex,Orange City,U.S. Senate,,Economic Growth,Hank Schroeder,2
Essex,Roseland Boro,U.S. Senate,,Economic Growth,Hank Schroeder,1
Essex,South Orange Village Twp,U.S. Senate,,Economic Growth,Hank Schroeder,4
Essex,Verona Twp,U.S. Senate,,Economic Growth,Hank Schroeder,4
Essex,West Caldwell Twp,U.S. Senate,,Economic Growth,Hank Schroeder,2
Essex,West Orange Twp,U.S. Senate,,Economic Growth,Hank Schroeder,38
Essex,Total,U.S. Senate,,Economic Growth,Hank Schroeder,253
Essex,Belleville Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,8
Essex,Bloomfield Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,7
Essex,Caldwell Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Essex,Cedar Grove Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Essex,East Orange City,U.S. Senate,,D-R Party,Eugene Martin LaVergne,13
Essex,Essex Fells City,U.S. Senate,,D-R Party,Eugene Martin LaVergne,0
Essex,Fairfield Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,3
Essex,Glen Ridge Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,5
Essex,Irvington Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,16
Essex,Livingston Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,3
Essex,Maplewood Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,7
Essex,Millbum Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Essex,Montclair Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,8
Essex,Newark City,U.S. Senate,,D-R Party,Eugene Martin LaVergne,41
Essex,North Caldwell Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Essex,Nutley Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,3
Essex,Orange City,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Essex,Roseland Boro,U.S. Senate,,D-R Party,Eugene Martin LaVergne,1
Essex,South Orange Village Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,3
Essex,Verona Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,4
Essex,West Caldwell Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,2
Essex,West Orange Twp,U.S. Senate,,D-R Party,Eugene Martin LaVergne,17
Essex,Total,U.S. Senate,,D-R Party,Eugene Martin LaVergne,148
