county,precinct,office,district,candidate,party,votes
Hunterdon,Alexandria 1,President,,Registered Voters,,949
Hunterdon,Alexandria 2,President,,Registered Voters,,951
Hunterdon,Alexandria 3,President,,Registered Voters,,966
Hunterdon,Alexandria 4,President,,Registered Voters,,949
Hunterdon,Alexandria Mail-In Ballot,President,,Registered Voters,,0
Hunterdon,Alexandria Provisional,President,,Registered Voters,,0
Hunterdon,Alexandria,President,,Registered Voters,,3815
Hunterdon,Bethlehem 1,President,,Registered Voters,,781
Hunterdon,Bethlehem 2,President,,Registered Voters,,796
Hunterdon,Bethlehem 3,President,,Registered Voters,,798
Hunterdon,Bethlehem 4,President,,Registered Voters,,711
Hunterdon,Bethlehem Mail-In Ballot,President,,Registered Voters,,0
Hunterdon,Bethlehem Provisional,President,,Registered Voters,,0
Hunterdon,Bethlehem,President,,Registered Voters,,3086
Hunterdon,Bloomsbury 1,President,,Registered Voters,,593
Hunterdon,Bloomsbury Mail-In Ballot,President,,Registered Voters,,0
Hunterdon,Bloomsbury Provisional,President,,Registered Voters,,0
Hunterdon,Bloomsbury,President,,Registered Voters,,593
Hunterdon,Califon 1,President,,Registered Voters,,797
Hunterdon,Califon Mail-In Ballot,President,,Registered Voters,,0
Hunterdon,Califon Provisional,President,,Registered Voters,,0
Hunterdon,Califon,President,,Registered Voters,,797
Hunterdon,Town of Clinton 1,President,,Registered Voters,,952
Hunterdon,Town of Clinton 2,President,,Registered Voters,,990
Hunterdon,Town of Clinton Mail-In Ballot,President,,Registered Voters,,0
Hunterdon,Town of Clinton Provisional,President,,Registered Voters,,0
Hunterdon,Clinton Town,President,,Registered Voters,,1942
Hunterdon,Clinton Township 1,President,,Registered Voters,,851
Hunterdon,Clinton Township 2,President,,Registered Voters,,968
Hunterdon,Clinton Township 3,President,,Registered Voters,,776
Hunterdon,Clinton Township 4,President,,Registered Voters,,927
Hunterdon,Clinton Township 5,President,,Registered Voters,,963
Hunterdon,Clinton Township 6,President,,Registered Voters,,774
