county,precinct,office,district,candidate,party,votes,election_day,mail,military,provisional,overseas
Sussex,ANDOVER BORO,Registered Voters,,,,397,,,,,
Sussex,ANDOVER BORO,Ballots Cast,,,,286,257,27,0,2,0
Sussex,ANDOVER BORO,President,,Clinton / Kaine,DEM,92,79,12,0,1,0
Sussex,ANDOVER BORO,President,,Trump / Pence,REP,172,157,15,0,0,0
Sussex,ANDOVER BORO,President,,Castle / Bradley,CST,2,2,0,0,0,0
Sussex,ANDOVER BORO,President,,Johnson / Weld,LIB,5,5,0,0,0,0
Sussex,ANDOVER BORO,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,ANDOVER BORO,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,ANDOVER BORO,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,ANDOVER BORO,President,,La Riva / Puryear,SAL,1,1,0,0,0,0
Sussex,ANDOVER BORO,President,,Stein / Baraka,GRN,7,7,0,0,0,0
Sussex,ANDOVER BORO,President,,WRITE-IN,,5,4,0,0,1,0
Sussex,ANDOVER TWP 1,Registered Voters,,,,950,,,,,
Sussex,ANDOVER TWP 1,Ballots Cast,,,,606,501,102,1,0,2
Sussex,ANDOVER TWP 1,President,,Clinton / Kaine,DEM,228,169,56,1,0,2
Sussex,ANDOVER TWP 1,President,,Trump / Pence,REP,352,312,40,0,0,0
Sussex,ANDOVER TWP 1,President,,Castle / Bradley,CST,0,0,0,0,0,0
Sussex,ANDOVER TWP 1,President,,Johnson / Weld,LIB,12,8,4,0,0,0
Sussex,ANDOVER TWP 1,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,ANDOVER TWP 1,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,ANDOVER TWP 1,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,ANDOVER TWP 1,President,,La Riva / Puryear,SAL,1,0,1,0,0,0
Sussex,ANDOVER TWP 1,President,,Stein / Baraka,GRN,4,4,0,0,0,0
Sussex,ANDOVER TWP 1,President,,WRITE-IN,,6,6,0,0,0,0
Sussex,ANDOVER TWP 2,Registered Voters,,,,581,,,,,
Sussex,ANDOVER TWP 2,Ballots Cast,,,,437,376,58,1,2,0
Sussex,ANDOVER TWP 2,President,,Clinton / Kaine,DEM,143,115,27,0,1,0
Sussex,ANDOVER TWP 2,President,,Trump / Pence,REP,271,241,29,0,1,0
Sussex,ANDOVER TWP 2,President,,Castle / Bradley,CST,1,1,0,0,0,0
Sussex,ANDOVER TWP 2,President,,Johnson / Weld,LIB,16,13,2,1,0,0
Sussex,ANDOVER TWP 2,President,,Moorehead / Lilly,WWP,1,1,0,0,0,0
Sussex,ANDOVER TWP 2,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,ANDOVER TWP 2,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,ANDOVER TWP 2,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,ANDOVER TWP 2,President,,Stein / Baraka,GRN,0,0,0,0,0,0
Sussex,ANDOVER TWP 2,President,,WRITE-IN,,4,4,0,0,0,0
Sussex,ANDOVER TWP 3,Registered Voters,,,,805,,,,,
Sussex,ANDOVER TWP 3,Ballots Cast,,,,592,519,71,0,2,0
Sussex,ANDOVER TWP 3,President,,Clinton / Kaine,DEM,173,153,20,0,0,0
Sussex,ANDOVER TWP 3,President,,Trump / Pence,REP,377,331,44,0,2,0
Sussex,ANDOVER TWP 3,President,,Castle / Bradley,CST,4,4,0,0,0,0
Sussex,ANDOVER TWP 3,President,,Johnson / Weld,LIB,12,10,2,0,0,0
Sussex,ANDOVER TWP 3,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,ANDOVER TWP 3,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,ANDOVER TWP 3,President,,De La Fuente / Steinberg,ADP,1,1,0,0,0,0
Sussex,ANDOVER TWP 3,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,ANDOVER TWP 3,President,,Stein / Baraka,GRN,11,8,3,0,0,0
Sussex,ANDOVER TWP 3,President,,WRITE-IN,,10,10,0,0,0,0
Sussex,ANDOVER TWP 4,Registered Voters,,,,426,,,,,
Sussex,ANDOVER TWP 4,Ballots Cast,,,,333,293,38,0,2,0
Sussex,ANDOVER TWP 4,President,,Clinton / Kaine,DEM,108,91,16,0,1,0
Sussex,ANDOVER TWP 4,President,,Trump / Pence,REP,208,187,21,0,0,0
Sussex,ANDOVER TWP 4,President,,Castle / Bradley,CST,3,3,0,0,0,0
Sussex,ANDOVER TWP 4,President,,Johnson / Weld,LIB,4,4,0,0,0,0
Sussex,ANDOVER TWP 4,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,ANDOVER TWP 4,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,ANDOVER TWP 4,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,ANDOVER TWP 4,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,ANDOVER TWP 4,President,,Stein / Baraka,GRN,6,5,0,0,1,0
Sussex,ANDOVER TWP 4,President,,WRITE-IN,,4,3,1,0,0,0
Sussex,ANDOVER TWP 5,Registered Voters,,,,667,,,,,
Sussex,ANDOVER TWP 5,Ballots Cast,,,,496,445,49,0,1,1
Sussex,ANDOVER TWP 5,President,,Clinton / Kaine,DEM,157,141,15,0,0,1
Sussex,ANDOVER TWP 5,President,,Trump / Pence,REP,297,265,31,0,1,0
Sussex,ANDOVER TWP 5,President,,Castle / Bradley,CST,2,1,1,0,0,0
Sussex,ANDOVER TWP 5,President,,Johnson / Weld,LIB,13,13,0,0,0,0
Sussex,ANDOVER TWP 5,President,,Moorehead / Lilly,WWP,1,1,0,0,0,0
Sussex,ANDOVER TWP 5,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,ANDOVER TWP 5,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,ANDOVER TWP 5,President,,La Riva / Puryear,SAL,2,2,0,0,0,0
Sussex,ANDOVER TWP 5,President,,Stein / Baraka,GRN,11,11,0,0,0,0
Sussex,ANDOVER TWP 5,President,,WRITE-IN,,5,3,2,0,0,0
Sussex,ANDOVER TWP 6,Registered Voters,,,,804,,,,,
Sussex,ANDOVER TWP 6,Ballots Cast,,,,597,545,50,1,1,0
Sussex,ANDOVER TWP 6,President,,Clinton / Kaine,DEM,189,170,19,0,0,0
Sussex,ANDOVER TWP 6,President,,Trump / Pence,REP,371,345,25,1,0,0
Sussex,ANDOVER TWP 6,President,,Castle / Bradley,CST,2,2,0,0,0,0
Sussex,ANDOVER TWP 6,President,,Johnson / Weld,LIB,10,6,3,0,1,0
Sussex,ANDOVER TWP 6,President,,Moorehead / Lilly,WWP,1,1,0,0,0,0
Sussex,ANDOVER TWP 6,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,ANDOVER TWP 6,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,ANDOVER TWP 6,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,ANDOVER TWP 6,President,,Stein / Baraka,GRN,13,12,1,0,0,0
Sussex,ANDOVER TWP 6,President,,WRITE-IN,,8,6,2,0,0,0
Sussex,BRANCHVILLE BORO,Registered Voters,,,,593,,,,,
Sussex,BRANCHVILLE BORO,Ballots Cast,,,,436,391,41,2,2,0
Sussex,BRANCHVILLE BORO,President,,Clinton / Kaine,DEM,135,119,15,0,1,0
Sussex,BRANCHVILLE BORO,President,,Trump / Pence,REP,273,249,21,2,1,0
Sussex,BRANCHVILLE BORO,President,,Castle / Bradley,CST,2,2,0,0,0,0
Sussex,BRANCHVILLE BORO,President,,Johnson / Weld,LIB,9,6,3,0,0,0
Sussex,BRANCHVILLE BORO,President,,Moorehead / Lilly,WWP,1,1,0,0,0,0
Sussex,BRANCHVILLE BORO,President,,Kennedy / Hart,SWP,1,1,0,0,0,0
Sussex,BRANCHVILLE BORO,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,BRANCHVILLE BORO,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,BRANCHVILLE BORO,President,,Stein / Baraka,GRN,3,3,0,0,0,0
Sussex,BRANCHVILLE BORO,President,,WRITE-IN,,10,8,2,0,0,0
Sussex,BYRAM TWP 1,Registered Voters,,,,"1,017",,,,,
Sussex,BYRAM TWP 1,Ballots Cast,,,,733,689,42,0,0,2
Sussex,BYRAM TWP 1,President,,Clinton / Kaine,DEM,240,216,22,0,0,2
Sussex,BYRAM TWP 1,President,,Trump / Pence,REP,451,433,18,0,0,0
Sussex,BYRAM TWP 1,President,,Castle / Bradley,CST,2,2,0,0,0,0
Sussex,BYRAM TWP 1,President,,Johnson / Weld,LIB,14,14,0,0,0,0
Sussex,BYRAM TWP 1,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,BYRAM TWP 1,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,BYRAM TWP 1,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,BYRAM TWP 1,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,BYRAM TWP 1,President,,Stein / Baraka,GRN,7,7,0,0,0,0
Sussex,BYRAM TWP 1,President,,WRITE-IN,,15,14,1,0,0,0
Sussex,BYRAM TWP 2,Registered Voters,,,,"1,038",,,,,
Sussex,BYRAM TWP 2,Ballots Cast,,,,777,709,65,0,3,0
Sussex,BYRAM TWP 2,President,,Clinton / Kaine,DEM,244,222,22,0,0,0
Sussex,BYRAM TWP 2,President,,Trump / Pence,REP,489,448,38,0,3,0
Sussex,BYRAM TWP 2,President,,Castle / Bradley,CST,3,3,0,0,0,0
Sussex,BYRAM TWP 2,President,,Johnson / Weld,LIB,23,22,1,0,0,0
Sussex,BYRAM TWP 2,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,BYRAM TWP 2,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,BYRAM TWP 2,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,BYRAM TWP 2,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,BYRAM TWP 2,President,,Stein / Baraka,GRN,3,1,2,0,0,0
Sussex,BYRAM TWP 2,President,,WRITE-IN,,14,12,2,0,0,0
Sussex,BYRAM TWP 3,Registered Voters,,,,995,,,,,
Sussex,BYRAM TWP 3,Ballots Cast,,,,785,701,79,1,2,2
Sussex,BYRAM TWP 3,President,,Clinton / Kaine,DEM,288,251,34,0,1,2
Sussex,BYRAM TWP 3,President,,Trump / Pence,REP,451,411,38,1,1,0
Sussex,BYRAM TWP 3,President,,Castle / Bradley,CST,1,1,0,0,0,0
Sussex,BYRAM TWP 3,President,,Johnson / Weld,LIB,24,21,3,0,0,0
Sussex,BYRAM TWP 3,President,,Moorehead / Lilly,WWP,1,1,0,0,0,0
Sussex,BYRAM TWP 3,President,,Kennedy / Hart,SWP,1,1,0,0,0,0
Sussex,BYRAM TWP 3,President,,De La Fuente / Steinberg,ADP,3,3,0,0,0,0
Sussex,BYRAM TWP 3,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,BYRAM TWP 3,President,,Stein / Baraka,GRN,6,5,1,0,0,0
Sussex,BYRAM TWP 3,President,,WRITE-IN,,7,5,2,0,0,0
Sussex,BYRAM TWP 4,Registered Voters,,,,874,,,,,
Sussex,BYRAM TWP 4,Ballots Cast,,,,680,632,46,2,0,0
Sussex,BYRAM TWP 4,President,,Clinton / Kaine,DEM,215,195,20,0,0,0
Sussex,BYRAM TWP 4,President,,Trump / Pence,REP,424,398,24,2,0,0
Sussex,BYRAM TWP 4,President,,Castle / Bradley,CST,2,2,0,0,0,0
Sussex,BYRAM TWP 4,President,,Johnson / Weld,LIB,14,14,0,0,0,0
Sussex,BYRAM TWP 4,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,BYRAM TWP 4,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,BYRAM TWP 4,President,,De La Fuente / Steinberg,ADP,1,1,0,0,0,0
Sussex,BYRAM TWP 4,President,,La Riva / Puryear,SAL,1,1,0,0,0,0
Sussex,BYRAM TWP 4,President,,Stein / Baraka,GRN,9,8,1,0,0,0
Sussex,BYRAM TWP 4,President,,WRITE-IN,,12,11,1,0,0,0
Sussex,BYRAM TWP 5,Registered Voters,,,,814,,,,,
Sussex,BYRAM TWP 5,Ballots Cast,,,,606,570,32,1,2,1
Sussex,BYRAM TWP 5,President,,Clinton / Kaine,DEM,178,159,19,0,0,0
Sussex,BYRAM TWP 5,President,,Trump / Pence,REP,390,373,13,1,2,1
Sussex,BYRAM TWP 5,President,,Castle / Bradley,CST,4,4,0,0,0,0
Sussex,BYRAM TWP 5,President,,Johnson / Weld,LIB,16,16,0,0,0,0
Sussex,BYRAM TWP 5,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,BYRAM TWP 5,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,BYRAM TWP 5,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,BYRAM TWP 5,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,BYRAM TWP 5,President,,Stein / Baraka,GRN,4,4,0,0,0,0
Sussex,BYRAM TWP 5,President,,WRITE-IN,,11,11,0,0,0,0
Sussex,BYRAM TWP 6,Registered Voters,,,,"1,350",,,,,
Sussex,BYRAM TWP 6,Ballots Cast,,,,"1,024",954,62,0,1,7
Sussex,BYRAM TWP 6,President,,Clinton / Kaine,DEM,351,319,26,0,0,6
Sussex,BYRAM TWP 6,President,,Trump / Pence,REP,625,587,36,0,1,1
Sussex,BYRAM TWP 6,President,,Castle / Bradley,CST,1,1,0,0,0,0
Sussex,BYRAM TWP 6,President,,Johnson / Weld,LIB,24,24,0,0,0,0
Sussex,BYRAM TWP 6,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,BYRAM TWP 6,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,BYRAM TWP 6,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,BYRAM TWP 6,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,BYRAM TWP 6,President,,Stein / Baraka,GRN,14,14,0,0,0,0
Sussex,BYRAM TWP 6,President,,WRITE-IN,,7,7,0,0,0,0
Sussex,FRANKFORD TWP 1,Registered Voters,,,,"1,004",,,,,
Sussex,FRANKFORD TWP 1,Ballots Cast,,,,763,674,86,3,0,0
Sussex,FRANKFORD TWP 1,President,,Clinton / Kaine,DEM,207,177,30,0,0,0
Sussex,FRANKFORD TWP 1,President,,Trump / Pence,REP,505,454,49,2,0,0
Sussex,FRANKFORD TWP 1,President,,Castle / Bradley,CST,4,4,0,0,0,0
Sussex,FRANKFORD TWP 1,President,,Johnson / Weld,LIB,25,21,3,1,0,0
Sussex,FRANKFORD TWP 1,President,,Moorehead / Lilly,WWP,1,1,0,0,0,0
Sussex,FRANKFORD TWP 1,President,,Kennedy / Hart,SWP,2,2,0,0,0,0
Sussex,FRANKFORD TWP 1,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,FRANKFORD TWP 1,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,FRANKFORD TWP 1,President,,Stein / Baraka,GRN,8,6,2,0,0,0
Sussex,FRANKFORD TWP 1,President,,WRITE-IN,,7,5,2,0,0,0
Sussex,FRANKFORD TWP 2,Registered Voters,,,,979,,,,,
Sussex,FRANKFORD TWP 2,Ballots Cast,,,,709,634,69,1,5,0
Sussex,FRANKFORD TWP 2,President,,Clinton / Kaine,DEM,199,171,26,1,1,0
Sussex,FRANKFORD TWP 2,President,,Trump / Pence,REP,455,410,41,0,4,0
Sussex,FRANKFORD TWP 2,President,,Castle / Bradley,CST,1,1,0,0,0,0
Sussex,FRANKFORD TWP 2,President,,Johnson / Weld,LIB,22,20,2,0,0,0
Sussex,FRANKFORD TWP 2,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,FRANKFORD TWP 2,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,FRANKFORD TWP 2,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,FRANKFORD TWP 2,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,FRANKFORD TWP 2,President,,Stein / Baraka,GRN,10,10,0,0,0,0
Sussex,FRANKFORD TWP 2,President,,WRITE-IN,,16,16,0,0,0,0
Sussex,FRANKFORD TWP 3,Registered Voters,,,,927,,,,,
Sussex,FRANKFORD TWP 3,Ballots Cast,,,,710,635,72,1,2,0
Sussex,FRANKFORD TWP 3,President,,Clinton / Kaine,DEM,179,158,21,0,0,0
Sussex,FRANKFORD TWP 3,President,,Trump / Pence,REP,482,432,47,1,2,0
Sussex,FRANKFORD TWP 3,President,,Castle / Bradley,CST,3,3,0,0,0,0
Sussex,FRANKFORD TWP 3,President,,Johnson / Weld,LIB,16,15,1,0,0,0
Sussex,FRANKFORD TWP 3,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,FRANKFORD TWP 3,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,FRANKFORD TWP 3,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,FRANKFORD TWP 3,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,FRANKFORD TWP 3,President,,Stein / Baraka,GRN,10,10,0,0,0,0
Sussex,FRANKFORD TWP 3,President,,WRITE-IN,,15,14,1,0,0,0
Sussex,FRANKFORD TWP 4,Registered Voters,,,,"1,255",,,,,
Sussex,FRANKFORD TWP 4,Ballots Cast,,,,957,861,91,1,3,1
Sussex,FRANKFORD TWP 4,President,,Clinton / Kaine,DEM,254,211,40,1,1,1
Sussex,FRANKFORD TWP 4,President,,Trump / Pence,REP,636,591,43,0,2,0
Sussex,FRANKFORD TWP 4,President,,Castle / Bradley,CST,4,4,0,0,0,0
Sussex,FRANKFORD TWP 4,President,,Johnson / Weld,LIB,24,21,3,0,0,0
Sussex,FRANKFORD TWP 4,President,,Moorehead / Lilly,WWP,1,1,0,0,0,0
Sussex,FRANKFORD TWP 4,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,FRANKFORD TWP 4,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,FRANKFORD TWP 4,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,FRANKFORD TWP 4,President,,Stein / Baraka,GRN,8,7,1,0,0,0
Sussex,FRANKFORD TWP 4,President,,WRITE-IN,,19,16,3,0,0,0
Sussex,FRANKLIN BORO 1,Registered Voters,,,,"1,015",,,,,
Sussex,FRANKLIN BORO 1,Ballots Cast,,,,718,676,37,1,4,0
Sussex,FRANKLIN BORO 1,President,,Clinton / Kaine,DEM,218,198,18,0,2,0
Sussex,FRANKLIN BORO 1,President,,Trump / Pence,REP,465,445,18,0,2,0
Sussex,FRANKLIN BORO 1,President,,Castle / Bradley,CST,2,2,0,0,0,0
Sussex,FRANKLIN BORO 1,President,,Johnson / Weld,LIB,15,14,0,1,0,0
Sussex,FRANKLIN BORO 1,President,,Moorehead / Lilly,WWP,2,2,0,0,0,0
Sussex,FRANKLIN BORO 1,President,,Kennedy / Hart,SWP,0,0,0,0,0,0
Sussex,FRANKLIN BORO 1,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,FRANKLIN BORO 1,President,,La Riva / Puryear,SAL,1,1,0,0,0,0
Sussex,FRANKLIN BORO 1,President,,Stein / Baraka,GRN,2,2,0,0,0,0
Sussex,FRANKLIN BORO 1,President,,WRITE-IN,,8,7,1,0,0,0
Sussex,FRANKLIN BORO 2,Registered Voters,,,,938,,,,,
Sussex,FRANKLIN BORO 2,Ballots Cast,,,,622,592,27,1,2,0
Sussex,FRANKLIN BORO 2,President,,Clinton / Kaine,DEM,174,165,8,0,1,0
Sussex,FRANKLIN BORO 2,President,,Trump / Pence,REP,407,388,17,1,1,0
Sussex,FRANKLIN BORO 2,President,,Castle / Bradley,CST,3,3,0,0,0,0
Sussex,FRANKLIN BORO 2,President,,Johnson / Weld,LIB,13,12,1,0,0,0
Sussex,FRANKLIN BORO 2,President,,Moorehead / Lilly,WWP,0,0,0,0,0,0
Sussex,FRANKLIN BORO 2,President,,Kennedy / Hart,SWP,3,3,0,0,0,0
Sussex,FRANKLIN BORO 2,President,,De La Fuente / Steinberg,ADP,0,0,0,0,0,0
Sussex,FRANKLIN BORO 2,President,,La Riva / Puryear,SAL,0,0,0,0,0,0
Sussex,FRANKLIN BORO 2,President,,Stein / Baraka,GRN,10,10,0,0,0,0
Sussex,FRANKLIN BORO 2,President,,WRITE-IN,,9,8,1,0,0,0
Sussex,FRANKLIN BORO 3,Registered Voters,,,,"1,233",,,,,
Sussex,FRANKLIN BORO 3,Ballots Cast,,,,848,799,44,0,4,1
Sussex,FRANKLIN BORO 3,President,,Clinton / Kaine,DEM,288,272,15,0,0,1
Sussex,FRANKLIN BORO 3,President,,Trump / Pence,REP,503,474,25,0,4,0
Sussex,FRANKLIN BORO 3,President,,Castle / Bradley,CST,2,2,0,0,0,0
Sussex,FRANKLIN BORO 3,President,,Johnson / Weld,LIB,22,20,2,0,0,0
