county,municipality,office,district,party,candidate,votes
Atlantic,Corbin City,General Assembly,1,Democratic,Bob Andrzejczak,67
Atlantic,Corbin City,General Assembly,1,Democratic,R. Bruce Land,62
Atlantic,Corbin City,General Assembly,1,Republican,Sam Fiocchi,81
Atlantic,Corbin City,General Assembly,1,Republican,Jim Sauro,85
Atlantic,Estell Manor,General Assembly,1,Democratic,Bob Andrzejczak,259
Atlantic,Estell Manor,General Assembly,1,Democratic,R. Bruce Land,237
Atlantic,Estell Manor,General Assembly,1,Republican,Sam Fiocchi,287
Atlantic,Estell Manor,General Assembly,1,Republican,Jim Sauro,276
Atlantic,Weymouth,General Assembly,1,Democratic,Bob Andrzejczak,366
Atlantic,Weymouth,General Assembly,1,Democratic,R. Bruce Land,340
Atlantic,Weymouth,General Assembly,1,Republican,Sam Fiocchi,348
Atlantic,Weymouth,General Assembly,1,Republican,Jim Sauro,349
Cape May,Avalon Boro,General Assembly,1,Democratic,Bob Andrzejczak,188
Cape May,Avalon Boro,General Assembly,1,Democratic,R. Bruce Land,180
Cape May,Avalon Boro,General Assembly,1,Republican,Sam Fiocchi,368
Cape May,Avalon Boro,General Assembly,1,Republican,Jim Sauro,337
Cape May,Cape May City,General Assembly,1,Democratic,Bob Andrzejczak,481
Cape May,Cape May City,General Assembly,1,Democratic,R. Bruce Land,445
Cape May,Cape May City,General Assembly,1,Republican,Sam Fiocchi,364
Cape May,Cape May City,General Assembly,1,Republican,Jim Sauro,327
Cape May,Cape May Point Boro,General Assembly,1,Democratic,Bob Andrzejczak,75
Cape May,Cape May Point Boro,General Assembly,1,Democratic,R. Bruce Land,69
Cape May,Cape May Point Boro,General Assembly,1,Republican,Sam Fiocchi,42
Cape May,Cape May Point Boro,General Assembly,1,Republican,Jim Sauro,31
Cape May,Dennis Twp.,General Assembly,1,Democratic,Bob Andrzejczak,890
Cape May,Dennis Twp.,General Assembly,1,Democratic,R. Bruce Land,817
Cape May,Dennis Twp.,General Assembly,1,Republican,Sam Fiocchi,638
Cape May,Dennis Twp.,General Assembly,1,Republican,Jim Sauro,598
Cape May,Lower Twp.,General Assembly,1,Democratic,Bob Andrzejczak,2354
Cape May,Lower Twp.,General Assembly,1,Democratic,R. Bruce Land,2205
Cape May,Lower Twp.,General Assembly,1,Republican,Sam Fiocchi,1514
Cape May,Lower Twp.,General Assembly,1,Republican,Jim Sauro,1415
Cape May,Middle Twp.,General Assembly,1,Democratic,Bob Andrzejczak,2308
Cape May,Middle Twp.,General Assembly,1,Democratic,R. Bruce Land,2089
Cape May,Middle Twp.,General Assembly,1,Republican,Sam Fiocchi,1703
Cape May,Middle Twp.,General Assembly,1,Republican,Jim Sauro,1571
Cape May,North Wildwood City,General Assembly,1,Democratic,Bob Andrzejczak,436
Cape May,North Wildwood City,General Assembly,1,Democratic,R. Bruce Land,396
Cape May,North Wildwood City,General Assembly,1,Republican,Sam Fiocchi,585
Cape May,North Wildwood City,General Assembly,1,Republican,Jim Sauro,552
Cape May,Ocean City,General Assembly,1,Democratic,Bob Andrzejczak,1084
Cape May,Ocean City,General Assembly,1,Democratic,R. Bruce Land,1000
Cape May,Ocean City,General Assembly,1,Republican,Sam Fiocchi,1434
Cape May,Ocean City,General Assembly,1,Republican,Jim Sauro,1364
Cape May,Sea Isle City,General Assembly,1,Democratic,Bob Andrzejczak,310
Cape May,Sea Isle City,General Assembly,1,Democratic,R. Bruce Land,271
Cape May,Sea Isle City,General Assembly,1,Republican,Sam Fiocchi,389
Cape May,Sea Isle City,General Assembly,1,Republican,Jim Sauro,361
Cape May,Stone Harbor Boro,General Assembly,1,Democratic,Bob Andrzejczak,78
Cape May,Stone Harbor Boro,General Assembly,1,Democratic,R. Bruce Land,77
Cape May,Stone Harbor Boro,General Assembly,1,Republican,Sam Fiocchi,155
Cape May,Stone Harbor Boro,General Assembly,1,Republican,Jim Sauro,153
Cape May,Upper Twp.,General Assembly,1,Democratic,Bob Andrzejczak,1163
Cape May,Upper Twp.,General Assembly,1,Democratic,R. Bruce Land,1061
Cape May,Upper Twp.,General Assembly,1,Republican,Sam Fiocchi,1154
Cape May,Upper Twp.,General Assembly,1,Republican,Jim Sauro,1081
Cape May,West Cape May Boro,General Assembly,1,Democratic,Bob Andrzejczak,222
Cape May,West Cape May Boro,General Assembly,1,Democratic,R. Bruce Land,213
Cape May,West Cape May Boro,General Assembly,1,Republican,Sam Fiocchi,87
Cape May,West Cape May Boro,General Assembly,1,Republican,Jim Sauro,76
Cape May,West Wildwood Boro,General Assembly,1,Democratic,Bob Andrzejczak,89
Cape May,West Wildwood Boro,General Assembly,1,Democratic,R. Bruce Land,82
Cape May,West Wildwood Boro,General Assembly,1,Republican,Sam Fiocchi,71
Cape May,West Wildwood Boro,General Assembly,1,Republican,Jim Sauro,60
Cape May,Wildwood City,General Assembly,1,Democratic,Bob Andrzejczak,554
Cape May,Wildwood City,General Assembly,1,Democratic,R. Bruce Land,511
Cape May,Wildwood City,General Assembly,1,Republican,Sam Fiocchi,435
Cape May,Wildwood City,General Assembly,1,Republican,Jim Sauro,376
Cape May,Wildwood Crest Boro,General Assembly,1,Democratic,Bob Andrzejczak,365
Cape May,Wildwood Crest Boro,General Assembly,1,Democratic,R. Bruce Land,332
Cape May,Wildwood Crest Boro,General Assembly,1,Republican,Sam Fiocchi,425
Cape May,Wildwood Crest Boro,General Assembly,1,Republican,Jim Sauro,389
Cape May,Woodbine Boro,General Assembly,1,Democratic,Bob Andrzejczak,203
Cape May,Woodbine Boro,General Assembly,1,Democratic,R. Bruce Land,173
Cape May,Woodbine Boro,General Assembly,1,Republican,Sam Fiocchi,131
Cape May,Woodbine Boro,General Assembly,1,Republican,Jim Sauro,110
Cumberland,Commercial Twp.,General Assembly,1,Democratic,Bob Andrzejczak,390
Cumberland,Commercial Twp.,General Assembly,1,Democratic,R. Bruce Land,385
Cumberland,Commercial Twp.,General Assembly,1,Republican,Sam Fiocchi,238
Cumberland,Commercial Twp.,General Assembly,1,Republican,Jim Sauro,245
Cumberland,Downe Twp.,General Assembly,1,Democratic,Bob Andrzejczak,144
Cumberland,Downe Twp.,General Assembly,1,Democratic,R. Bruce Land,135
Cumberland,Downe Twp.,General Assembly,1,Republican,Sam Fiocchi,144
Cumberland,Downe Twp.,General Assembly,1,Republican,Jim Sauro,154
Cumberland,Fairfield Twp,General Assembly,1,Democratic,Bob Andrzejczak,502
Cumberland,Fairfield Twp,General Assembly,1,Democratic,R. Bruce Land,484
Cumberland,Fairfield Twp,General Assembly,1,Republican,Sam Fiocchi,181
Cumberland,Fairfield Twp,General Assembly,1,Republican,Jim Sauro,182
Cumberland,Greenwich Twp.,General Assembly,1,Democratic,Bob Andrzejczak,127
Cumberland,Greenwich Twp.,General Assembly,1,Democratic,R. Bruce Land,119
Cumberland,Greenwich Twp.,General Assembly,1,Republican,Sam Fiocchi,91
Cumberland,Greenwich Twp.,General Assembly,1,Republican,Jim Sauro,98
Cumberland,Hopewell Twp.,General Assembly,1,Democratic,Bob Andrzejczak,403
Cumberland,Hopewell Twp.,General Assembly,1,Democratic,R. Bruce Land,402
Cumberland,Hopewell Twp.,General Assembly,1,Republican,Sam Fiocchi,434
Cumberland,Hopewell Twp.,General Assembly,1,Republican,Jim Sauro,468
Cumberland,Lawrence Twp.,General Assembly,1,Democratic,Bob Andrzejczak,218
Cumberland,Lawrence Twp.,General Assembly,1,Democratic,R. Bruce Land,201
Cumberland,Lawrence Twp.,General Assembly,1,Republican,Sam Fiocchi,189
Cumberland,Lawrence Twp.,General Assembly,1,Republican,Jim Sauro,195
Cumberland,Maurice River Twp.,General Assembly,1,Democratic,Bob Andrzejczak,342
Cumberland,Maurice River Twp.,General Assembly,1,Democratic,R. Bruce Land,336
Cumberland,Maurice River Twp.,General Assembly,1,Republican,Sam Fiocchi,210
Cumberland,Maurice River Twp.,General Assembly,1,Republican,Jim Sauro,221
Cumberland,Millville City,General Assembly,1,Democratic,Bob Andrzejczak,2334
Cumberland,Millville City,General Assembly,1,Democratic,R. Bruce Land,2328
Cumberland,Millville City,General Assembly,1,Republican,Sam Fiocchi,1531
Cumberland,Millville City,General Assembly,1,Republican,Jim Sauro,1617
Cumberland,Shiloh Boro,General Assembly,1,Democratic,Bob Andrzejczak,41
Cumberland,Shiloh Boro,General Assembly,1,Democratic,R. Bruce Land,45
Cumberland,Shiloh Boro,General Assembly,1,Republican,Sam Fiocchi,70
Cumberland,Shiloh Boro,General Assembly,1,Republican,Jim Sauro,73
Cumberland,Stow Creek Twp.,General Assembly,1,Democratic,Bob Andrzejczak,101
Cumberland,Stow Creek Twp.,General Assembly,1,Democratic,R. Bruce Land,97
Cumberland,Stow Creek Twp.,General Assembly,1,Republican,Sam Fiocchi,194
Cumberland,Stow Creek Twp.,General Assembly,1,Republican,Jim Sauro,200
Cumberland,Vineland City,General Assembly,1,Democratic,Bob Andrzejczak,4137
Cumberland,Vineland City,General Assembly,1,Democratic,R. Bruce Land,4048
Cumberland,Vineland City,General Assembly,1,Republican,Sam Fiocchi,3345
