county,municipality,office,district,candidate,party,votes
SALEM,Woodstown Boro,General Assembly,3,John J. Burzichelli,Democratic,473
SALEM,COUNTY TOTAL,General Assembly,3,John J. Burzichelli,Democratic,"6,551"
,DISTRICT TOTAL,General Assembly,3,John J. Burzichelli,Democratic,"20,507"
SALEM,Alloway Twp.,General Assembly,3,Adam Taliaferro,Democratic,239
SALEM,Carneys Point Twp.,General Assembly,3,Adam Taliaferro,Democratic,714
SALEM,Elmer Boro,General Assembly,3,Adam Taliaferro,Democratic,115
SALEM,Elsinboro Twp.,General Assembly,3,Adam Taliaferro,Democratic,110
SALEM,Lower Alloways Creek Twp.,General Assembly,3,Adam Taliaferro,Democratic,175
SALEM,Mannington Twp.,General Assembly,3,Adam Taliaferro,Democratic,122
SALEM,Oldmans Twp.,General Assembly,3,Adam Taliaferro,Democratic,176
SALEM,Penns Grove Boro,General Assembly,3,Adam Taliaferro,Democratic,417
SALEM,Pennsville Twp.,General Assembly,3,Adam Taliaferro,Democratic,"1,113"
SALEM,Pilesgrove Twp.,General Assembly,3,Adam Taliaferro,Democratic,339
SALEM,Pittsgrove Twp.,General Assembly,3,Adam Taliaferro,Democratic,747
SALEM,Quinton Twp.,General Assembly,3,Adam Taliaferro,Democratic,177
SALEM,Salem City- East Ward,General Assembly,3,Adam Taliaferro,Democratic,244
SALEM,Salem City- West Ward,General Assembly,3,Adam Taliaferro,Democratic,216
SALEM,Upper Pittsgrove Twp.,General Assembly,3,Adam Taliaferro,Democratic,201
SALEM,Woodstown Boro,General Assembly,3,Adam Taliaferro,Democratic,426
SALEM,COUNTY TOTAL,General Assembly,3,Adam Taliaferro,Democratic,"5,531"
,DISTRICT TOTAL,General Assembly,3,Adam Taliaferro,Democratic,"19,480"
SALEM,Alloway Twp.,General Assembly,3,Samuel J. Maccarone Jr.,Republican,359
SALEM,Carneys Point Twp.,General Assembly,3,Samuel J. Maccarone Jr.,Republican,712
SALEM,Elmer Boro,General Assembly,3,Samuel J. Maccarone Jr.,Republican,180
SALEM,Elsinboro Twp.,General Assembly,3,Samuel J. Maccarone Jr.,Republican,190
SALEM,Lower Alloways Creek Twp.,General Assembly,3,Samuel J. Maccarone Jr.,Republican,312
SALEM,Mannington Twp.,General Assembly,3,Samuel J. Maccarone Jr.,Republican,187
SALEM,Oldmans Twp.,General Assembly,3,Samuel J. Maccarone Jr.,Republican,281
SALEM,Penns Grove Boro,General Assembly,3,Samuel J. Maccarone Jr.,Republican,141
SALEM,Pennsville Twp.,General Assembly,3,Samuel J. Maccarone Jr.,Republican,"1,623"
SALEM,Pilesgrove Twp.,General Assembly,3,Samuel J. Maccarone Jr.,Republican,486
SALEM,Pittsgrove Twp.,General Assembly,3,Samuel J. Maccarone Jr.,Republican,825
SALEM,Quinton Twp.,General Assembly,3,Samuel J. Maccarone Jr.,Republican,271
SALEM,Salem City- East Ward,General Assembly,3,Samuel J. Maccarone Jr.,Republican,69
SALEM,Salem City- West Ward,General Assembly,3,Samuel J. Maccarone Jr.,Republican,84
SALEM,Upper Pittsgrove Twp.,General Assembly,3,Samuel J. Maccarone Jr.,Republican,432
SALEM,Woodstown Boro,General Assembly,3,Samuel J. Maccarone Jr.,Republican,460
SALEM,COUNTY TOTAL,General Assembly,3,Samuel J. Maccarone Jr.,Republican,"6,612"
,DISTRICT TOTAL,General Assembly,3,Samuel J. Maccarone Jr.,Republican,"16,063"
SALEM,Alloway Twp.,General Assembly,3,Leroy P. Pierce III,Republican,350
SALEM,Carneys Point Twp.,General Assembly,3,Leroy P. Pierce III,Republican,619
SALEM,Elmer Boro,General Assembly,3,Leroy P. Pierce III,Republican,170
SALEM,Elsinboro Twp.,General Assembly,3,Leroy P. Pierce III,Republican,201
SALEM,Lower Alloways Creek Twp.,General Assembly,3,Leroy P. Pierce III,Republican,319
SALEM,Mannington Twp.,General Assembly,3,Leroy P. Pierce III,Republican,173
SALEM,Oldmans Twp.,General Assembly,3,Leroy P. Pierce III,Republican,242
SALEM,Penns Grove Boro,General Assembly,3,Leroy P. Pierce III,Republican,129
SALEM,Pennsville Twp.,General Assembly,3,Leroy P. Pierce III,Republican,"1,671"
SALEM,Pilesgrove Twp.,General Assembly,3,Leroy P. Pierce III,Republican,428
SALEM,Pittsgrove Twp.,General Assembly,3,Leroy P. Pierce III,Republican,774
SALEM,Quinton Twp.,General Assembly,3,Leroy P. Pierce III,Republican,280
SALEM,Salem City- East Ward,General Assembly,3,Leroy P. Pierce III,Republican,71
SALEM,Salem City- West Ward,General Assembly,3,Leroy P. Pierce III,Republican,103
SALEM,Upper Pittsgrove Twp.,General Assembly,3,Leroy P. Pierce III,Republican,394
SALEM,Woodstown Boro,General Assembly,3,Leroy P. Pierce III,Republican,390
SALEM,COUNTY TOTAL,General Assembly,3,Leroy P. Pierce III,Republican,"6,314"
,DISTRICT TOTAL,General Assembly,3,Leroy P. Pierce III,Republican,"14,715"
SALEM,Alloway Twp.,General Assembly,3,John Kalnas,The Peoples Voice,15
SALEM,Carneys Point Twp.,General Assembly,3,John Kalnas,The Peoples Voice,52
SALEM,Elmer Boro,General Assembly,3,John Kalnas,The Peoples Voice,18
SALEM,Elsinboro Twp.,General Assembly,3,John Kalnas,The Peoples Voice,9
SALEM,Lower Alloways Creek Twp.,General Assembly,3,John Kalnas,The Peoples Voice,25
SALEM,Mannington Twp.,General Assembly,3,John Kalnas,The Peoples Voice,6
SALEM,Oldmans Twp.,General Assembly,3,John Kalnas,The Peoples Voice,24
SALEM,Penns Grove Boro,General Assembly,3,John Kalnas,The Peoples Voice,37
SALEM,Pennsville Twp.,General Assembly,3,John Kalnas,The Peoples Voice,99
SALEM,Pilesgrove Twp.,General Assembly,3,John Kalnas,The Peoples Voice,24
SALEM,Pittsgrove Twp.,General Assembly,3,John Kalnas,The Peoples Voice,51
SALEM,Quinton Twp.,General Assembly,3,John Kalnas,The Peoples Voice,19
SALEM,Salem City- East Ward,General Assembly,3,John Kalnas,The Peoples Voice,7
SALEM,Salem City- West Ward,General Assembly,3,John Kalnas,The Peoples Voice,11
SALEM,Upper Pittsgrove Twp.,General Assembly,3,John Kalnas,The Peoples Voice,16
SALEM,Woodstown Boro,General Assembly,3,John Kalnas,The Peoples Voice,18
SALEM,COUNTY TOTAL,General Assembly,3,John Kalnas,The Peoples Voice,431
,DISTRICT TOTAL,General Assembly,3,John Kalnas,The Peoples Voice,"1,223"
CAMDEN,Chesihurst Boro,General Assembly,4,Paul D. Moriarty,Democratic,207
CAMDEN,Clementon Boro,General Assembly,4,Paul D. Moriarty,Democratic,403
CAMDEN,Gloucester Twp.,General Assembly,4,Paul D. Moriarty,Democratic,"4,760"
CAMDEN,Laurel Springs Boro,General Assembly,4,Paul D. Moriarty,Democratic,179
CAMDEN,Lindenwold Boro,General Assembly,4,Paul D. Moriarty,Democratic,"1,068"
CAMDEN,Winslow Twp.,General Assembly,4,Paul D. Moriarty,Democratic,"3,229"
CAMDEN,COUNTY TOTAL,General Assembly,4,Paul D. Moriarty,Democratic,"9,846"
CAMDEN,Chesihurst Boro,General Assembly,4,Gabriela M. Mosquera,Democratic,202
CAMDEN,Clementon Boro,General Assembly,4,Gabriela M. Mosquera,Democratic,380
CAMDEN,Gloucester Twp.,General Assembly,4,Gabriela M. Mosquera,Democratic,"4,723"
CAMDEN,Laurel Springs Boro,General Assembly,4,Gabriela M. Mosquera,Democratic,182
CAMDEN,Lindenwold Boro,General Assembly,4,Gabriela M. Mosquera,Democratic,"1,039"
CAMDEN,Winslow Twp.,General Assembly,4,Gabriela M. Mosquera,Democratic,"3,101"
CAMDEN,COUNTY TOTAL,General Assembly,4,Gabriela M. Mosquera,Democratic,"9,627"
CAMDEN,Chesihurst Boro,General Assembly,4,Kevin P. Murphy,Republican,65
CAMDEN,Clementon Boro,General Assembly,4,Kevin P. Murphy,Republican,294
CAMDEN,Gloucester Twp.,General Assembly,4,Kevin P. Murphy,Republican,"2,932"
CAMDEN,Laurel Springs Boro,General Assembly,4,Kevin P. Murphy,Republican,133
CAMDEN,Lindenwold Boro,General Assembly,4,Kevin P. Murphy,Republican,330
CAMDEN,Winslow Twp.,General Assembly,4,Kevin P. Murphy,Republican,"1,504"
CAMDEN,COUNTY TOTAL,General Assembly,4,Kevin P. Murphy,Republican,"5,258"
CAMDEN,Chesihurst Boro,General Assembly,4,Jack Nicholson,Republican,64
CAMDEN,Clementon Boro,General Assembly,4,Jack Nicholson,Republican,315
CAMDEN,Gloucester Twp.,General Assembly,4,Jack Nicholson,Republican,"2,742"
CAMDEN,Laurel Springs Boro,General Assembly,4,Jack Nicholson,Republican,122
CAMDEN,Lindenwold Boro,General Assembly,4,Jack Nicholson,Republican,342
CAMDEN,Winslow Twp.,General Assembly,4,Jack Nicholson,Republican,"1,456"
CAMDEN,COUNTY TOTAL,General Assembly,4,Jack Nicholson,Republican,"5,041"
GLOUCESTER,Monroe Twp.,General Assembly,4,Paul D. Moriarty,Democratic,"2,525"
GLOUCESTER,Pitman Boro,General Assembly,4,Paul D. Moriarty,Democratic,"1,302"
GLOUCESTER,Washington Twp.,General Assembly,4,Paul D. Moriarty,Democratic,"3,781"
GLOUCESTER,COUNTY TOTAL,General Assembly,4,Paul D. Moriarty,Democratic,"7,608"
,DISTRICT TOTAL,General Assembly,4,Paul D. Moriarty,Democratic,"17,454"
GLOUCESTER,Monroe Twp.,General Assembly,4,Gabriela M. Mosquera,Democratic,"2,461"
GLOUCESTER,Pitman Boro,General Assembly,4,Gabriela M. Mosquera,Democratic,"1,283"
GLOUCESTER,Washington Twp.,General Assembly,4,Gabriela M. Mosquera,Democratic,"3,776"
GLOUCESTER,COUNTY TOTAL,General Assembly,4,Gabriela M. Mosquera,Democratic,"7,520"
,DISTRICT TOTAL,General Assembly,4,Gabriela M. Mosquera,Democratic,"17,147"
GLOUCESTER,Monroe Twp.,General Assembly,4,Kevin P. Murphy,Republican,"1,693"
GLOUCESTER,Pitman Boro,General Assembly,4,Kevin P. Murphy,Republican,"1,236"
GLOUCESTER,Washington Twp.,General Assembly,4,Kevin P. Murphy,Republican,"3,405"
GLOUCESTER,COUNTY TOTAL,General Assembly,4,Kevin P. Murphy,Republican,"6,334"
,DISTRICT TOTAL,General Assembly,4,Kevin P. Murphy,Republican,"11,592"
GLOUCESTER,Monroe Twp.,General Assembly,4,Jack Nicholson,Republican,"1,649"
GLOUCESTER,Pitman Boro,General Assembly,4,Jack Nicholson,Republican,"1,190"
GLOUCESTER,Washington Twp.,General Assembly,4,Jack Nicholson,Republican,"3,251"
GLOUCESTER,COUNTY TOTAL,General Assembly,4,Jack Nicholson,Republican,"6,090"
,DISTRICT TOTAL,General Assembly,4,Jack Nicholson,Republican,"11,131"
CAMDEN,Audubon Boro,State Senate,5,Nilsa Cruz-Perez,Democratic,768
CAMDEN,Audubon Park Boro,State Senate,5,Nilsa Cruz-Perez,Democratic,102
CAMDEN,Barrington Boro,State Senate,5,Nilsa Cruz-Perez,Democratic,599
CAMDEN,Bellmawr Boro,State Senate,5,Nilsa Cruz-Perez,Democratic,873
CAMDEN,Brooklawn Boro,State Senate,5,Nilsa Cruz-Perez,Democratic,206
CAMDEN,Camden City,State Senate,5,Nilsa Cruz-Perez,Democratic,"4,854"
CAMDEN,Gloucester City,State Senate,5,Nilsa Cruz-Perez,Democratic,806
CAMDEN,Haddon Heights Boro,State Senate,5,Nilsa Cruz-Perez,Democratic,865
CAMDEN,Lawnside Boro,State Senate,5,Nilsa Cruz-Perez,Democratic,529
CAMDEN,Magnolia Boro,State Senate,5,Nilsa Cruz-Perez,Democratic,391
CAMDEN,Mount Ephraim Boro,State Senate,5,Nilsa Cruz-Perez,Democratic,392
CAMDEN,Runnemede Boro,State Senate,5,Nilsa Cruz-Perez,Democratic,597
CAMDEN,Woodlynne Boro,State Senate,5,Nilsa Cruz-Perez,Democratic,189
CAMDEN,COUNTY TOTAL,State Senate,5,Nilsa Cruz-Perez,Democratic,"11,171"
CAMDEN,Audubon Boro,General Assembly,5,Arthur Barclay,Democratic,665
CAMDEN,Audubon Park Boro,General Assembly,5,Arthur Barclay,Democratic,89
CAMDEN,Barrington Boro,General Assembly,5,Arthur Barclay,Democratic,492
CAMDEN,Bellmawr Boro,General Assembly,5,Arthur Barclay,Democratic,740
CAMDEN,Brooklawn Boro,General Assembly,5,Arthur Barclay,Democratic,171
CAMDEN,Camden City,General Assembly,5,Arthur Barclay,Democratic,"4,216"
CAMDEN,Gloucester City,General Assembly,5,Arthur Barclay,Democratic,678
CAMDEN,Haddon Heights Boro,General Assembly,5,Arthur Barclay,Democratic,715
CAMDEN,Lawnside Boro,General Assembly,5,Arthur Barclay,Democratic,474
CAMDEN,Magnolia Boro,General Assembly,5,Arthur Barclay,Democratic,321
CAMDEN,Mount Ephraim Boro,General Assembly,5,Arthur Barclay,Democratic,327
CAMDEN,Runnemede Boro,General Assembly,5,Arthur Barclay,Democratic,495
CAMDEN,Woodlynne Boro,General Assembly,5,Arthur Barclay,Democratic,168
CAMDEN,COUNTY TOTAL,General Assembly,5,Arthur Barclay,Democratic,"9,551"
CAMDEN,Audubon Boro,General Assembly,5,Patricia Egan Jones,Democratic,715
CAMDEN,Audubon Park Boro,General Assembly,5,Patricia Egan Jones,Democratic,96
CAMDEN,Barrington Boro,General Assembly,5,Patricia Egan Jones,Democratic,575
CAMDEN,Bellmawr Boro,General Assembly,5,Patricia Egan Jones,Democratic,799
CAMDEN,Brooklawn Boro,General Assembly,5,Patricia Egan Jones,Democratic,181
CAMDEN,Camden City,General Assembly,5,Patricia Egan Jones,Democratic,"4,371"
CAMDEN,Gloucester City,General Assembly,5,Patricia Egan Jones,Democratic,732
CAMDEN,Haddon Heights Boro,General Assembly,5,Patricia Egan Jones,Democratic,807
CAMDEN,Lawnside Boro,General Assembly,5,Patricia Egan Jones,Democratic,507
CAMDEN,Magnolia Boro,General Assembly,5,Patricia Egan Jones,Democratic,350
CAMDEN,Mount Ephraim Boro,General Assembly,5,Patricia Egan Jones,Democratic,369
CAMDEN,Runnemede Boro,General Assembly,5,Patricia Egan Jones,Democratic,526
CAMDEN,Woodlynne Boro,General Assembly,5,Patricia Egan Jones,Democratic,172
CAMDEN,COUNTY TOTAL,General Assembly,5,Patricia Egan Jones,Democratic,"10,200"
CAMDEN,Audubon Boro,General Assembly,5,Kevin P. Ehret,Republican,479
CAMDEN,Audubon Park Boro,General Assembly,5,Kevin P. Ehret,Republican,52
CAMDEN,Barrington Boro,General Assembly,5,Kevin P. Ehret,Republican,329
CAMDEN,Bellmawr Boro,General Assembly,5,Kevin P. Ehret,Republican,449
CAMDEN,Brooklawn Boro,General Assembly,5,Kevin P. Ehret,Republican,91
CAMDEN,Camden City,General Assembly,5,Kevin P. Ehret,Republican,379
CAMDEN,Gloucester City,General Assembly,5,Kevin P. Ehret,Republican,325
CAMDEN,Haddon Heights Boro,General Assembly,5,Kevin P. Ehret,Republican,717
CAMDEN,Lawnside Boro,General Assembly,5,Kevin P. Ehret,Republican,21
CAMDEN,Magnolia Boro,General Assembly,5,Kevin P. Ehret,Republican,156
CAMDEN,Mount Ephraim Boro,General Assembly,5,Kevin P. Ehret,Republican,241
CAMDEN,Runnemede Boro,General Assembly,5,Kevin P. Ehret,Republican,290
CAMDEN,Woodlynne Boro,General Assembly,5,Kevin P. Ehret,Republican,34
CAMDEN,COUNTY TOTAL,General Assembly,5,Kevin P. Ehret,Republican,"3,563"
CAMDEN,Audubon Boro,General Assembly,5,Keith A. Walker,Republican,497
CAMDEN,Audubon Park Boro,General Assembly,5,Keith A. Walker,Republican,56
CAMDEN,Barrington Boro,General Assembly,5,Keith A. Walker,Republican,362
CAMDEN,Bellmawr Boro,General Assembly,5,Keith A. Walker,Republican,467
CAMDEN,Brooklawn Boro,General Assembly,5,Keith A. Walker,Republican,99
CAMDEN,Camden City,General Assembly,5,Keith A. Walker,Republican,594
CAMDEN,Gloucester City,General Assembly,5,Keith A. Walker,Republican,366
CAMDEN,Haddon Heights Boro,General Assembly,5,Keith A. Walker,Republican,755
CAMDEN,Lawnside Boro,General Assembly,5,Keith A. Walker,Republican,45
CAMDEN,Magnolia Boro,General Assembly,5,Keith A. Walker,Republican,158
CAMDEN,Mount Ephraim Boro,General Assembly,5,Keith A. Walker,Republican,252
CAMDEN,Runnemede Boro,General Assembly,5,Keith A. Walker,Republican,306
CAMDEN,Woodlynne Boro,General Assembly,5,Keith A. Walker,Republican,33
CAMDEN,COUNTY TOTAL,General Assembly,5,Keith A. Walker,Republican,"3,990"
GLOUCESTER,Deptford Twp.,General Assembly,5,Arthur Barclay,Democratic,"2,569"
GLOUCESTER,Harrison Twp.,General Assembly,5,Arthur Barclay,Democratic,745
GLOUCESTER,Mantua Twp.,General Assembly,5,Arthur Barclay,Democratic,"1,531"
GLOUCESTER,Wenonah Boro,General Assembly,5,Arthur Barclay,Democratic,256
GLOUCESTER,Westville Boro,General Assembly,5,Arthur Barclay,Democratic,225
GLOUCESTER,Woodbury City,General Assembly,5,Arthur Barclay,Democratic,920
GLOUCESTER,COUNTY TOTAL,General Assembly,5,Arthur Barclay,Democratic,"6,246"
,DISTRICT TOTAL,General Assembly,5,Arthur Barclay,Democratic,"15,797"
GLOUCESTER,Deptford Twp.,General Assembly,5,Patricia Egan Jones,Democratic,"2,656"
GLOUCESTER,Harrison Twp.,General Assembly,5,Patricia Egan Jones,Democratic,818
GLOUCESTER,Mantua Twp.,General Assembly,5,Patricia Egan Jones,Democratic,"1,608"
GLOUCESTER,Wenonah Boro,General Assembly,5,Patricia Egan Jones,Democratic,280
GLOUCESTER,Westville Boro,General Assembly,5,Patricia Egan Jones,Democratic,242
GLOUCESTER,Woodbury City,General Assembly,5,Patricia Egan Jones,Democratic,962
GLOUCESTER,COUNTY TOTAL,General Assembly,5,Patricia Egan Jones,Democratic,"6,566"
,DISTRICT TOTAL,General Assembly,5,Patricia Egan Jones,Democratic,"16,766"
GLOUCESTER,Deptford Twp.,General Assembly,5,Kevin P. Ehret,Republican,"1,275"
GLOUCESTER,Harrison Twp.,General Assembly,5,Kevin P. Ehret,Republican,"1,106"
GLOUCESTER,Mantua Twp.,General Assembly,5,Kevin P. Ehret,Republican,"1,101"
GLOUCESTER,Wenonah Boro,General Assembly,5,Kevin P. Ehret,Republican,241
GLOUCESTER,Westville Boro,General Assembly,5,Kevin P. Ehret,Republican,173
GLOUCESTER,Woodbury City,General Assembly,5,Kevin P. Ehret,Republican,586
GLOUCESTER,COUNTY TOTAL,General Assembly,5,Kevin P. Ehret,Republican,"4,482"
,DISTRICT TOTAL,General Assembly,5,Kevin P. Ehret,Republican,"8,045"
GLOUCESTER,Deptford Twp.,General Assembly,5,Keith A. Walker,Republican,"1,344"
GLOUCESTER,Harrison Twp.,General Assembly,5,Keith A. Walker,Republican,"1,147"
GLOUCESTER,Mantua Twp.,General Assembly,5,Keith A. Walker,Republican,"1,166"
GLOUCESTER,Wenonah Boro,General Assembly,5,Keith A. Walker,Republican,268
GLOUCESTER,Westville Boro,General Assembly,5,Keith A. Walker,Republican,179
GLOUCESTER,Woodbury City,General Assembly,5,Keith A. Walker,Republican,623
GLOUCESTER,COUNTY TOTAL,General Assembly,5,Keith A. Walker,Republican,"4,727"
,DISTRICT TOTAL,General Assembly,5,Keith A. Walker,Republican,"8,717"
GLOUCESTER,Deptford Twp.,State Senate,5,Nilsa Cruz-Perez,Democratic,"3,097"
GLOUCESTER,Harrison Twp.,State Senate,5,Nilsa Cruz-Perez,Democratic,"1,128"
GLOUCESTER,Mantua Twp.,State Senate,5,Nilsa Cruz-Perez,Democratic,"1,925"
GLOUCESTER,Wenonah Boro,State Senate,5,Nilsa Cruz-Perez,Democratic,366
GLOUCESTER,Westville Boro,State Senate,5,Nilsa Cruz-Perez,Democratic,295
GLOUCESTER,Woodbury City,State Senate,5,Nilsa Cruz-Perez,Democratic,"1,168"
GLOUCESTER,COUNTY TOTAL,State Senate,5,Nilsa Cruz-Perez,Democratic,"7,979"
,DISTRICT TOTAL,State Senate,5,Nilsa Cruz-Perez,Democratic,"19,150"
BURLINGTON,Maple Shade,General Assembly,6,Louis D. Greenwald,Democratic,"1,004"
BURLINGTON,COUNTY TOTAL,General Assembly,6,Louis D. Greenwald,Democratic,"1,004"
BURLINGTON,Maple Shade,General Assembly,6,Pamela R. Lampitt,Democratic,960
BURLINGTON,COUNTY TOTAL,General Assembly,6,Pamela R. Lampitt,Democratic,960
BURLINGTON,Maple Shade,General Assembly,6,Holly Tate,Republican,601
BURLINGTON,COUNTY TOTAL,General Assembly,6,Holly Tate,Republican,601
BURLINGTON,Maple Shade,General Assembly,6,Claire H. Gustafson,Republican,567
BURLINGTON,COUNTY TOTAL,General Assembly,6,Claire H. Gustafson,Republican,567
BURLINGTON,Maple Shade,General Assembly,6,James Bracciante,Green Party,40
BURLINGTON,COUNTY TOTAL,General Assembly,6,James Bracciante,Green Party,40
BURLINGTON,Maple Shade,General Assembly,6,Amanda Davis,Green Party,49
BURLINGTON,COUNTY TOTAL,General Assembly,6,Amanda Davis,Green Party,49
CAMDEN,Berlin Twp.,General Assembly,6,Louis D. Greenwald,Democratic,379
CAMDEN,Cherry Hill Twp.,General Assembly,6,Louis D. Greenwald,Democratic,"7,724"
CAMDEN,Collingswood Boro,General Assembly,6,Louis D. Greenwald,Democratic,"1,428"
CAMDEN,Gibbsboro Boro,General Assembly,6,Louis D. Greenwald,Democratic,345
CAMDEN,Haddon Twp.,General Assembly,6,Louis D. Greenwald,Democratic,"1,440"
CAMDEN,Haddonfield Boro,General Assembly,6,Louis D. Greenwald,Democratic,"1,066"
CAMDEN,Hi-Nella Boro,General Assembly,6,Louis D. Greenwald,Democratic,49
CAMDEN,Merchantville Boro,General Assembly,6,Louis D. Greenwald,Democratic,329
CAMDEN,Oaklyn Boro,General Assembly,6,Louis D. Greenwald,Democratic,344
CAMDEN,Pennsauken Twp.,General Assembly,6,Louis D. Greenwald,Democratic,"2,736"
CAMDEN,Somerdale Boro,General Assembly,6,Louis D. Greenwald,Democratic,527
CAMDEN,Stratford Boro,General Assembly,6,Louis D. Greenwald,Democratic,880
CAMDEN,Tavistock Boro,General Assembly,6,Louis D. Greenwald,Democratic,0
CAMDEN,Voorhees,General Assembly,6,Louis D. Greenwald,Democratic,"2,836"
CAMDEN,COUNTY TOTAL,General Assembly,6,Louis D. Greenwald,Democratic,"20,083"
,DISTRICT TOTAL,General Assembly,6,Louis D. Greenwald,Democratic,"21,087"
CAMDEN,Berlin Twp.,General Assembly,6,Pamela R. Lampitt,Democratic,379
CAMDEN,Cherry Hill Twp.,General Assembly,6,Pamela R. Lampitt,Democratic,"7,308"
CAMDEN,Collingswood Boro,General Assembly,6,Pamela R. Lampitt,Democratic,"1,355"
CAMDEN,Gibbsboro Boro,General Assembly,6,Pamela R. Lampitt,Democratic,323
CAMDEN,Haddon Twp.,General Assembly,6,Pamela R. Lampitt,Democratic,"1,356"
CAMDEN,Haddonfield Boro,General Assembly,6,Pamela R. Lampitt,Democratic,"1,012"
CAMDEN,Hi-Nella Boro,General Assembly,6,Pamela R. Lampitt,Democratic,48
CAMDEN,Merchantville Boro,General Assembly,6,Pamela R. Lampitt,Democratic,323
CAMDEN,Oaklyn Boro,General Assembly,6,Pamela R. Lampitt,Democratic,326
CAMDEN,Pennsauken Twp.,General Assembly,6,Pamela R. Lampitt,Democratic,"2,584"
CAMDEN,Somerdale Boro,General Assembly,6,Pamela R. Lampitt,Democratic,496
CAMDEN,Stratford Boro,General Assembly,6,Pamela R. Lampitt,Democratic,845
