county,precinct,office,district,party,candidate,votes,election_day,mail,military,provisional,emergency
Sussex,0085 STANHOPE BORO 2,U.S. House,11,LIB,Ryan Martinez,11,8,2,0,1,0
Sussex,0085 STANHOPE BORO 2,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0086 STANHOPE BORO 3,,,,Registered Voters,780,,,,,
Sussex,0086 STANHOPE BORO 3,,,,Ballots Cast,439,400,35,0,4,0
Sussex,0086 STANHOPE BORO 3,U.S. Senate,,REP,Bob Hugin,209,197,11,0,1,0
Sussex,0086 STANHOPE BORO 3,U.S. Senate,,DEM,Robert Menendez,205,183,19,0,3,0
Sussex,0086 STANHOPE BORO 3,U.S. Senate,,LIB,Murray Sabrin,9,7,2,0,0,0
Sussex,0086 STANHOPE BORO 3,U.S. Senate,,MIS,Kevin Kimple,3,3,0,0,0,0
Sussex,0086 STANHOPE BORO 3,U.S. Senate,,NDN,Tricia Flanagan,3,3,0,0,0,0
Sussex,0086 STANHOPE BORO 3,U.S. Senate,,FTP,Natalie Lynn Rivera,5,4,1,0,0,0
Sussex,0086 STANHOPE BORO 3,U.S. Senate,,ECG,Hank Schroeder,2,1,1,0,0,0
Sussex,0086 STANHOPE BORO 3,U.S. Senate,,GRN,Madelyn R. Hoffman,3,2,1,0,0,0
Sussex,0086 STANHOPE BORO 3,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0086 STANHOPE BORO 3,U.S. House,11,REP,Jay Webber,187,175,11,0,1,0
Sussex,0086 STANHOPE BORO 3,U.S. House,11,DEM,Mikie Sherrill,240,213,24,0,3,0
Sussex,0086 STANHOPE BORO 3,U.S. House,11,HIC,Robert F. Crook,3,3,0,0,0,0
Sussex,0086 STANHOPE BORO 3,U.S. House,11,LIB,Ryan Martinez,8,8,0,0,0,0
Sussex,0086 STANHOPE BORO 3,U.S. House,11,,Write-ins,0,0,0,0,0,0
Sussex,0087 STILLWATER TWP 1,,,,Registered Voters,1212,,,,,
Sussex,0087 STILLWATER TWP 1,,,,Ballots Cast,728,640,80,0,8,0
Sussex,0087 STILLWATER TWP 1,U.S. Senate,,REP,Bob Hugin,444,403,35,0,6,0
Sussex,0087 STILLWATER TWP 1,U.S. Senate,,DEM,Robert Menendez,247,205,40,0,2,0
Sussex,0087 STILLWATER TWP 1,U.S. Senate,,LIB,Murray Sabrin,14,11,3,0,0,0
Sussex,0087 STILLWATER TWP 1,U.S. Senate,,MIS,Kevin Kimple,5,5,0,0,0,0
Sussex,0087 STILLWATER TWP 1,U.S. Senate,,NDN,Tricia Flanagan,3,3,0,0,0,0
Sussex,0087 STILLWATER TWP 1,U.S. Senate,,FTP,Natalie Lynn Rivera,3,3,0,0,0,0
Sussex,0087 STILLWATER TWP 1,U.S. Senate,,ECG,Hank Schroeder,2,2,0,0,0,0
Sussex,0087 STILLWATER TWP 1,U.S. Senate,,GRN,Madelyn R. Hoffman,4,3,1,0,0,0
Sussex,0087 STILLWATER TWP 1,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0087 STILLWATER TWP 1,U.S. House,5,REP,"John J. McCann, Jr.",396,359,31,0,6,0
Sussex,0087 STILLWATER TWP 1,U.S. House,5,DEM,Josh Gottheimer,316,268,46,0,2,0
Sussex,0087 STILLWATER TWP 1,U.S. House,5,THE,Wendy W. Goetz,8,7,1,0,0,0
Sussex,0087 STILLWATER TWP 1,U.S. House,5,LIB,James Tosone,5,3,2,0,0,0
Sussex,0087 STILLWATER TWP 1,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0088 STILLWATER TWP 2,,,,Registered Voters,1169,,,,,
Sussex,0088 STILLWATER TWP 2,,,,Ballots Cast,670,575,92,0,3,0
Sussex,0088 STILLWATER TWP 2,U.S. Senate,,REP,Bob Hugin,422,381,39,0,2,0
Sussex,0088 STILLWATER TWP 2,U.S. Senate,,DEM,Robert Menendez,206,160,46,0,0,0
Sussex,0088 STILLWATER TWP 2,U.S. Senate,,LIB,Murray Sabrin,9,8,1,0,0,0
Sussex,0088 STILLWATER TWP 2,U.S. Senate,,MIS,Kevin Kimple,3,3,0,0,0,0
Sussex,0088 STILLWATER TWP 2,U.S. Senate,,NDN,Tricia Flanagan,3,2,0,0,1,0
Sussex,0088 STILLWATER TWP 2,U.S. Senate,,FTP,Natalie Lynn Rivera,4,2,2,0,0,0
Sussex,0088 STILLWATER TWP 2,U.S. Senate,,ECG,Hank Schroeder,5,2,3,0,0,0
Sussex,0088 STILLWATER TWP 2,U.S. Senate,,GRN,Madelyn R. Hoffman,14,13,1,0,0,0
Sussex,0088 STILLWATER TWP 2,U.S. Senate,,,Write-ins,2,2,0,0,0,0
Sussex,0088 STILLWATER TWP 2,U.S. House,5,REP,"John J. McCann, Jr.",370,334,34,0,2,0
Sussex,0088 STILLWATER TWP 2,U.S. House,5,DEM,Josh Gottheimer,280,226,54,0,0,0
Sussex,0088 STILLWATER TWP 2,U.S. House,5,THE,Wendy W. Goetz,12,8,3,0,1,0
Sussex,0088 STILLWATER TWP 2,U.S. House,5,LIB,James Tosone,7,6,1,0,0,0
Sussex,0088 STILLWATER TWP 2,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0089 STILLWATER TWP 3,,,,Registered Voters,799,,,,,
Sussex,0089 STILLWATER TWP 3,,,,Ballots Cast,476,392,77,0,7,0
Sussex,0089 STILLWATER TWP 3,U.S. Senate,,REP,Bob Hugin,269,229,34,0,6,0
Sussex,0089 STILLWATER TWP 3,U.S. Senate,,DEM,Robert Menendez,172,139,32,0,1,0
Sussex,0089 STILLWATER TWP 3,U.S. Senate,,LIB,Murray Sabrin,11,7,4,0,0,0
Sussex,0089 STILLWATER TWP 3,U.S. Senate,,MIS,Kevin Kimple,2,1,1,0,0,0
Sussex,0089 STILLWATER TWP 3,U.S. Senate,,NDN,Tricia Flanagan,5,5,0,0,0,0
Sussex,0089 STILLWATER TWP 3,U.S. Senate,,FTP,Natalie Lynn Rivera,3,3,0,0,0,0
Sussex,0089 STILLWATER TWP 3,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0089 STILLWATER TWP 3,U.S. Senate,,GRN,Madelyn R. Hoffman,13,8,5,0,0,0
Sussex,0089 STILLWATER TWP 3,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0089 STILLWATER TWP 3,U.S. House,5,REP,"John J. McCann, Jr.",218,189,25,0,4,0
Sussex,0089 STILLWATER TWP 3,U.S. House,5,DEM,Josh Gottheimer,241,190,48,0,3,0
Sussex,0089 STILLWATER TWP 3,U.S. House,5,THE,Wendy W. Goetz,3,2,1,0,0,0
Sussex,0089 STILLWATER TWP 3,U.S. House,5,LIB,James Tosone,11,8,3,0,0,0
Sussex,0089 STILLWATER TWP 3,U.S. House,5,,Write-ins,1,1,0,0,0,0
Sussex,0090 SUSSEX BORO,,,,Registered Voters,1226,,,,,
Sussex,0090 SUSSEX BORO,,,,Ballots Cast,563,497,60,2,4,0
Sussex,0090 SUSSEX BORO,U.S. Senate,,REP,Bob Hugin,354,322,30,1,1,0
Sussex,0090 SUSSEX BORO,U.S. Senate,,DEM,Robert Menendez,174,143,27,1,3,0
Sussex,0090 SUSSEX BORO,U.S. Senate,,LIB,Murray Sabrin,10,10,0,0,0,0
Sussex,0090 SUSSEX BORO,U.S. Senate,,MIS,Kevin Kimple,4,3,1,0,0,0
Sussex,0090 SUSSEX BORO,U.S. Senate,,NDN,Tricia Flanagan,7,7,0,0,0,0
Sussex,0090 SUSSEX BORO,U.S. Senate,,FTP,Natalie Lynn Rivera,2,2,0,0,0,0
Sussex,0090 SUSSEX BORO,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0090 SUSSEX BORO,U.S. Senate,,GRN,Madelyn R. Hoffman,4,3,1,0,0,0
Sussex,0090 SUSSEX BORO,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0090 SUSSEX BORO,U.S. House,5,REP,"John J. McCann, Jr.",294,267,25,1,1,0
Sussex,0090 SUSSEX BORO,U.S. House,5,DEM,Josh Gottheimer,251,212,35,1,3,0
Sussex,0090 SUSSEX BORO,U.S. House,5,THE,Wendy W. Goetz,11,11,0,0,0,0
Sussex,0090 SUSSEX BORO,U.S. House,5,LIB,James Tosone,4,4,0,0,0,0
Sussex,0090 SUSSEX BORO,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0091 VERNON TWP 1,,,,Registered Voters,784,,,,,
Sussex,0091 VERNON TWP 1,,,,Ballots Cast,444,401,40,1,2,0
Sussex,0091 VERNON TWP 1,U.S. Senate,,REP,Bob Hugin,251,237,14,0,0,0
Sussex,0091 VERNON TWP 1,U.S. Senate,,DEM,Robert Menendez,171,147,22,0,2,0
Sussex,0091 VERNON TWP 1,U.S. Senate,,LIB,Murray Sabrin,11,8,2,1,0,0
Sussex,0091 VERNON TWP 1,U.S. Senate,,MIS,Kevin Kimple,4,3,1,0,0,0
Sussex,0091 VERNON TWP 1,U.S. Senate,,NDN,Tricia Flanagan,2,2,0,0,0,0
Sussex,0091 VERNON TWP 1,U.S. Senate,,FTP,Natalie Lynn Rivera,0,0,0,0,0,0
Sussex,0091 VERNON TWP 1,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0091 VERNON TWP 1,U.S. Senate,,GRN,Madelyn R. Hoffman,1,1,0,0,0,0
Sussex,0091 VERNON TWP 1,U.S. Senate,,,Write-ins,1,0,1,0,0,0
Sussex,0091 VERNON TWP 1,U.S. House,5,REP,"John J. McCann, Jr.",202,191,10,1,0,0
Sussex,0091 VERNON TWP 1,U.S. House,5,DEM,Josh Gottheimer,232,203,28,0,1,0
Sussex,0091 VERNON TWP 1,U.S. House,5,THE,Wendy W. Goetz,5,3,1,0,1,0
Sussex,0091 VERNON TWP 1,U.S. House,5,LIB,James Tosone,3,2,1,0,0,0
Sussex,0091 VERNON TWP 1,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0092 VERNON TWP 2,,,,Registered Voters,675,,,,,
Sussex,0092 VERNON TWP 2,,,,Ballots Cast,389,364,25,0,0,0
Sussex,0092 VERNON TWP 2,U.S. Senate,,REP,Bob Hugin,227,218,9,0,0,0
Sussex,0092 VERNON TWP 2,U.S. Senate,,DEM,Robert Menendez,138,129,9,0,0,0
Sussex,0092 VERNON TWP 2,U.S. Senate,,LIB,Murray Sabrin,8,5,3,0,0,0
Sussex,0092 VERNON TWP 2,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0092 VERNON TWP 2,U.S. Senate,,NDN,Tricia Flanagan,1,0,1,0,0,0
Sussex,0092 VERNON TWP 2,U.S. Senate,,FTP,Natalie Lynn Rivera,5,5,0,0,0,0
Sussex,0092 VERNON TWP 2,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0092 VERNON TWP 2,U.S. Senate,,GRN,Madelyn R. Hoffman,6,4,2,0,0,0
Sussex,0092 VERNON TWP 2,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0092 VERNON TWP 2,U.S. House,5,REP,"John J. McCann, Jr.",185,177,8,0,0,0
Sussex,0092 VERNON TWP 2,U.S. House,5,DEM,Josh Gottheimer,196,179,17,0,0,0
Sussex,0092 VERNON TWP 2,U.S. House,5,THE,Wendy W. Goetz,7,7,0,0,0,0
Sussex,0092 VERNON TWP 2,U.S. House,5,LIB,James Tosone,1,1,0,0,0,0
Sussex,0092 VERNON TWP 2,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0093 VERNON TWP 3,,,,Registered Voters,815,,,,,
Sussex,0093 VERNON TWP 3,,,,Ballots Cast,423,379,43,0,1,0
Sussex,0093 VERNON TWP 3,U.S. Senate,,REP,Bob Hugin,262,239,23,0,0,0
Sussex,0093 VERNON TWP 3,U.S. Senate,,DEM,Robert Menendez,132,113,18,0,1,0
Sussex,0093 VERNON TWP 3,U.S. Senate,,LIB,Murray Sabrin,5,5,0,0,0,0
Sussex,0093 VERNON TWP 3,U.S. Senate,,MIS,Kevin Kimple,3,2,1,0,0,0
Sussex,0093 VERNON TWP 3,U.S. Senate,,NDN,Tricia Flanagan,2,2,0,0,0,0
Sussex,0093 VERNON TWP 3,U.S. Senate,,FTP,Natalie Lynn Rivera,6,6,0,0,0,0
Sussex,0093 VERNON TWP 3,U.S. Senate,,ECG,Hank Schroeder,4,4,0,0,0,0
Sussex,0093 VERNON TWP 3,U.S. Senate,,GRN,Madelyn R. Hoffman,2,2,0,0,0,0
Sussex,0093 VERNON TWP 3,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0093 VERNON TWP 3,U.S. House,5,REP,"John J. McCann, Jr.",224,202,22,0,0,0
Sussex,0093 VERNON TWP 3,U.S. House,5,DEM,Josh Gottheimer,184,164,19,0,1,0
Sussex,0093 VERNON TWP 3,U.S. House,5,THE,Wendy W. Goetz,7,7,0,0,0,0
Sussex,0093 VERNON TWP 3,U.S. House,5,LIB,James Tosone,5,5,0,0,0,0
Sussex,0093 VERNON TWP 3,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0094 VERNON TWP 4,,,,Registered Voters,830,,,,,
Sussex,0094 VERNON TWP 4,,,,Ballots Cast,441,409,29,1,2,0
Sussex,0094 VERNON TWP 4,U.S. Senate,,REP,Bob Hugin,298,279,17,0,2,0
Sussex,0094 VERNON TWP 4,U.S. Senate,,DEM,Robert Menendez,123,112,11,0,0,0
Sussex,0094 VERNON TWP 4,U.S. Senate,,LIB,Murray Sabrin,12,11,1,0,0,0
Sussex,0094 VERNON TWP 4,U.S. Senate,,MIS,Kevin Kimple,3,2,0,1,0,0
Sussex,0094 VERNON TWP 4,U.S. Senate,,NDN,Tricia Flanagan,1,1,0,0,0,0
Sussex,0094 VERNON TWP 4,U.S. Senate,,FTP,Natalie Lynn Rivera,0,0,0,0,0,0
Sussex,0094 VERNON TWP 4,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0094 VERNON TWP 4,U.S. Senate,,GRN,Madelyn R. Hoffman,3,3,0,0,0,0
Sussex,0094 VERNON TWP 4,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0094 VERNON TWP 4,U.S. House,5,REP,"John J. McCann, Jr.",249,233,14,0,2,0
Sussex,0094 VERNON TWP 4,U.S. House,5,DEM,Josh Gottheimer,181,165,15,1,0,0
Sussex,0094 VERNON TWP 4,U.S. House,5,THE,Wendy W. Goetz,5,5,0,0,0,0
Sussex,0094 VERNON TWP 4,U.S. House,5,LIB,James Tosone,5,5,0,0,0,0
Sussex,0094 VERNON TWP 4,U.S. House,5,,Write-ins,1,1,0,0,0,0
Sussex,0095 VERNON TWP 5,,,,Registered Voters,747,,,,,
Sussex,0095 VERNON TWP 5,,,,Ballots Cast,447,405,36,0,6,0
Sussex,0095 VERNON TWP 5,U.S. Senate,,REP,Bob Hugin,266,244,19,0,3,0
Sussex,0095 VERNON TWP 5,U.S. Senate,,DEM,Robert Menendez,156,137,16,0,3,0
Sussex,0095 VERNON TWP 5,U.S. Senate,,LIB,Murray Sabrin,9,9,0,0,0,0
Sussex,0095 VERNON TWP 5,U.S. Senate,,MIS,Kevin Kimple,4,4,0,0,0,0
Sussex,0095 VERNON TWP 5,U.S. Senate,,NDN,Tricia Flanagan,5,4,1,0,0,0
Sussex,0095 VERNON TWP 5,U.S. Senate,,FTP,Natalie Lynn Rivera,3,3,0,0,0,0
Sussex,0095 VERNON TWP 5,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0095 VERNON TWP 5,U.S. Senate,,GRN,Madelyn R. Hoffman,2,2,0,0,0,0
Sussex,0095 VERNON TWP 5,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0095 VERNON TWP 5,U.S. House,5,REP,"John J. McCann, Jr.",221,200,18,0,3,0
Sussex,0095 VERNON TWP 5,U.S. House,5,DEM,Josh Gottheimer,213,192,18,0,3,0
Sussex,0095 VERNON TWP 5,U.S. House,5,THE,Wendy W. Goetz,7,7,0,0,0,0
Sussex,0095 VERNON TWP 5,U.S. House,5,LIB,James Tosone,2,2,0,0,0,0
Sussex,0095 VERNON TWP 5,U.S. House,5,,Write-ins,1,1,0,0,0,0
Sussex,0096 VERNON TWP 6,,,,Registered Voters,748,,,,,
Sussex,0096 VERNON TWP 6,,,,Ballots Cast,406,335,66,1,4,0
Sussex,0096 VERNON TWP 6,U.S. Senate,,REP,Bob Hugin,280,240,38,0,2,0
Sussex,0096 VERNON TWP 6,U.S. Senate,,DEM,Robert Menendez,110,83,24,1,2,0
Sussex,0096 VERNON TWP 6,U.S. Senate,,LIB,Murray Sabrin,4,2,2,0,0,0
Sussex,0096 VERNON TWP 6,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0096 VERNON TWP 6,U.S. Senate,,NDN,Tricia Flanagan,2,2,0,0,0,0
Sussex,0096 VERNON TWP 6,U.S. Senate,,FTP,Natalie Lynn Rivera,4,3,1,0,0,0
Sussex,0096 VERNON TWP 6,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0096 VERNON TWP 6,U.S. Senate,,GRN,Madelyn R. Hoffman,3,3,0,0,0,0
Sussex,0096 VERNON TWP 6,U.S. Senate,,,Write-ins,1,0,1,0,0,0
Sussex,0096 VERNON TWP 6,U.S. House,5,REP,"John J. McCann, Jr.",236,202,32,0,2,0
Sussex,0096 VERNON TWP 6,U.S. House,5,DEM,Josh Gottheimer,163,128,32,1,2,0
Sussex,0096 VERNON TWP 6,U.S. House,5,THE,Wendy W. Goetz,2,1,1,0,0,0
Sussex,0096 VERNON TWP 6,U.S. House,5,LIB,James Tosone,5,4,1,0,0,0
Sussex,0096 VERNON TWP 6,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0097 VERNON TWP 7,,,,Registered Voters,875,,,,,
Sussex,0097 VERNON TWP 7,,,,Ballots Cast,528,482,41,0,5,0
Sussex,0097 VERNON TWP 7,U.S. Senate,,REP,Bob Hugin,272,258,12,0,2,0
Sussex,0097 VERNON TWP 7,U.S. Senate,,DEM,Robert Menendez,222,192,27,0,3,0
Sussex,0097 VERNON TWP 7,U.S. Senate,,LIB,Murray Sabrin,13,13,0,0,0,0
Sussex,0097 VERNON TWP 7,U.S. Senate,,MIS,Kevin Kimple,3,3,0,0,0,0
Sussex,0097 VERNON TWP 7,U.S. Senate,,NDN,Tricia Flanagan,2,2,0,0,0,0
Sussex,0097 VERNON TWP 7,U.S. Senate,,FTP,Natalie Lynn Rivera,7,7,0,0,0,0
Sussex,0097 VERNON TWP 7,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0097 VERNON TWP 7,U.S. Senate,,GRN,Madelyn R. Hoffman,3,2,1,0,0,0
Sussex,0097 VERNON TWP 7,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0097 VERNON TWP 7,U.S. House,5,REP,"John J. McCann, Jr.",244,232,11,0,1,0
Sussex,0097 VERNON TWP 7,U.S. House,5,DEM,Josh Gottheimer,264,230,30,0,4,0
Sussex,0097 VERNON TWP 7,U.S. House,5,THE,Wendy W. Goetz,8,8,0,0,0,0
Sussex,0097 VERNON TWP 7,U.S. House,5,LIB,James Tosone,11,11,0,0,0,0
Sussex,0097 VERNON TWP 7,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0098 VERNON TWP 8,,,,Registered Voters,973,,,,,
Sussex,0098 VERNON TWP 8,,,,Ballots Cast,557,502,48,1,6,0
Sussex,0098 VERNON TWP 8,U.S. Senate,,REP,Bob Hugin,363,325,32,1,5,0
Sussex,0098 VERNON TWP 8,U.S. Senate,,DEM,Robert Menendez,162,146,15,0,1,0
Sussex,0098 VERNON TWP 8,U.S. Senate,,LIB,Murray Sabrin,16,16,0,0,0,0
Sussex,0098 VERNON TWP 8,U.S. Senate,,MIS,Kevin Kimple,0,0,0,0,0,0
Sussex,0098 VERNON TWP 8,U.S. Senate,,NDN,Tricia Flanagan,7,6,1,0,0,0
Sussex,0098 VERNON TWP 8,U.S. Senate,,FTP,Natalie Lynn Rivera,3,3,0,0,0,0
Sussex,0098 VERNON TWP 8,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0098 VERNON TWP 8,U.S. Senate,,GRN,Madelyn R. Hoffman,3,3,0,0,0,0
Sussex,0098 VERNON TWP 8,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0098 VERNON TWP 8,U.S. House,5,REP,"John J. McCann, Jr.",312,285,23,0,4,0
Sussex,0098 VERNON TWP 8,U.S. House,5,DEM,Josh Gottheimer,230,203,24,1,2,0
Sussex,0098 VERNON TWP 8,U.S. House,5,THE,Wendy W. Goetz,7,7,0,0,0,0
Sussex,0098 VERNON TWP 8,U.S. House,5,LIB,James Tosone,5,4,1,0,0,0
Sussex,0098 VERNON TWP 8,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0099 VERNON TWP 9,,,,Registered Voters,845,,,,,
Sussex,0099 VERNON TWP 9,,,,Ballots Cast,497,448,44,0,5,0
Sussex,0099 VERNON TWP 9,U.S. Senate,,REP,Bob Hugin,304,276,24,0,4,0
Sussex,0099 VERNON TWP 9,U.S. Senate,,DEM,Robert Menendez,167,149,17,0,1,0
Sussex,0099 VERNON TWP 9,U.S. Senate,,LIB,Murray Sabrin,7,7,0,0,0,0
Sussex,0099 VERNON TWP 9,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0099 VERNON TWP 9,U.S. Senate,,NDN,Tricia Flanagan,4,2,2,0,0,0
Sussex,0099 VERNON TWP 9,U.S. Senate,,FTP,Natalie Lynn Rivera,1,1,0,0,0,0
Sussex,0099 VERNON TWP 9,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0099 VERNON TWP 9,U.S. Senate,,GRN,Madelyn R. Hoffman,8,7,1,0,0,0
Sussex,0099 VERNON TWP 9,U.S. Senate,,,Write-ins,2,2,0,0,0,0
Sussex,0099 VERNON TWP 9,U.S. House,5,REP,"John J. McCann, Jr.",273,253,19,0,1,0
Sussex,0099 VERNON TWP 9,U.S. House,5,DEM,Josh Gottheimer,208,183,21,0,4,0
Sussex,0099 VERNON TWP 9,U.S. House,5,THE,Wendy W. Goetz,7,7,0,0,0,0
Sussex,0099 VERNON TWP 9,U.S. House,5,LIB,James Tosone,8,5,3,0,0,0
Sussex,0099 VERNON TWP 9,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0100 VERNON TWP 10,,,,Registered Voters,892,,,,,
Sussex,0100 VERNON TWP 10,,,,Ballots Cast,472,404,61,0,7,0
Sussex,0100 VERNON TWP 10,U.S. Senate,,REP,Bob Hugin,300,261,37,0,2,0
Sussex,0100 VERNON TWP 10,U.S. Senate,,DEM,Robert Menendez,144,120,23,0,1,0
Sussex,0100 VERNON TWP 10,U.S. Senate,,LIB,Murray Sabrin,9,8,0,0,1,0
Sussex,0100 VERNON TWP 10,U.S. Senate,,MIS,Kevin Kimple,6,4,0,0,2,0
Sussex,0100 VERNON TWP 10,U.S. Senate,,NDN,Tricia Flanagan,5,3,1,0,1,0
Sussex,0100 VERNON TWP 10,U.S. Senate,,FTP,Natalie Lynn Rivera,1,1,0,0,0,0
Sussex,0100 VERNON TWP 10,U.S. Senate,,ECG,Hank Schroeder,1,1,0,0,0,0
Sussex,0100 VERNON TWP 10,U.S. Senate,,GRN,Madelyn R. Hoffman,3,3,0,0,0,0
Sussex,0100 VERNON TWP 10,U.S. Senate,,,Write-ins,2,2,0,0,0,0
Sussex,0100 VERNON TWP 10,U.S. House,5,REP,"John J. McCann, Jr.",255,221,32,0,2,0
Sussex,0100 VERNON TWP 10,U.S. House,5,DEM,Josh Gottheimer,209,177,28,0,4,0
Sussex,0100 VERNON TWP 10,U.S. House,5,THE,Wendy W. Goetz,3,3,0,0,0,0
Sussex,0100 VERNON TWP 10,U.S. House,5,LIB,James Tosone,3,2,0,0,1,0
Sussex,0100 VERNON TWP 10,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0101 VERNON TWP 11,,,,Registered Voters,637,,,,,
Sussex,0101 VERNON TWP 11,,,,Ballots Cast,358,332,24,0,2,0
Sussex,0101 VERNON TWP 11,U.S. Senate,,REP,Bob Hugin,239,225,14,0,0,0
Sussex,0101 VERNON TWP 11,U.S. Senate,,DEM,Robert Menendez,110,98,10,0,2,0
Sussex,0101 VERNON TWP 11,U.S. Senate,,LIB,Murray Sabrin,2,2,0,0,0,0
Sussex,0101 VERNON TWP 11,U.S. Senate,,MIS,Kevin Kimple,1,1,0,0,0,0
Sussex,0101 VERNON TWP 11,U.S. Senate,,NDN,Tricia Flanagan,0,0,0,0,0,0
Sussex,0101 VERNON TWP 11,U.S. Senate,,FTP,Natalie Lynn Rivera,0,0,0,0,0,0
Sussex,0101 VERNON TWP 11,U.S. Senate,,ECG,Hank Schroeder,0,0,0,0,0,0
Sussex,0101 VERNON TWP 11,U.S. Senate,,GRN,Madelyn R. Hoffman,4,4,0,0,0,0
Sussex,0101 VERNON TWP 11,U.S. Senate,,,Write-ins,1,1,0,0,0,0
Sussex,0101 VERNON TWP 11,U.S. House,5,REP,"John J. McCann, Jr.",205,194,11,0,0,0
Sussex,0101 VERNON TWP 11,U.S. House,5,DEM,Josh Gottheimer,147,133,12,0,2,0
Sussex,0101 VERNON TWP 11,U.S. House,5,THE,Wendy W. Goetz,1,1,0,0,0,0
Sussex,0101 VERNON TWP 11,U.S. House,5,LIB,James Tosone,2,2,0,0,0,0
Sussex,0101 VERNON TWP 11,U.S. House,5,,Write-ins,0,0,0,0,0,0
Sussex,0102 VERNON TWP 12,,,,Registered Voters,1057,,,,,
Sussex,0102 VERNON TWP 12,,,,Ballots Cast,609,537,66,0,6,0
Sussex,0102 VERNON TWP 12,U.S. Senate,,REP,Bob Hugin,389,354,33,0,2,0
Sussex,0102 VERNON TWP 12,U.S. Senate,,DEM,Robert Menendez,189,157,29,0,3,0
Sussex,0102 VERNON TWP 12,U.S. Senate,,LIB,Murray Sabrin,9,8,1,0,0,0
Sussex,0102 VERNON TWP 12,U.S. Senate,,MIS,Kevin Kimple,5,5,0,0,0,0
Sussex,0102 VERNON TWP 12,U.S. Senate,,NDN,Tricia Flanagan,4,3,0,0,1,0
Sussex,0102 VERNON TWP 12,U.S. Senate,,FTP,Natalie Lynn Rivera,3,2,1,0,0,0
Sussex,0102 VERNON TWP 12,U.S. Senate,,ECG,Hank Schroeder,2,2,0,0,0,0
Sussex,0102 VERNON TWP 12,U.S. Senate,,GRN,Madelyn R. Hoffman,4,4,0,0,0,0
Sussex,0102 VERNON TWP 12,U.S. Senate,,,Write-ins,0,0,0,0,0,0
Sussex,0102 VERNON TWP 12,U.S. House,5,REP,"John J. McCann, Jr.",332,301,29,0,2,0
Sussex,0102 VERNON TWP 12,U.S. House,5,DEM,Josh Gottheimer,259,221,34,0,4,0
Sussex,0102 VERNON TWP 12,U.S. House,5,THE,Wendy W. Goetz,10,8,2,0,0,0
Sussex,0102 VERNON TWP 12,U.S. House,5,LIB,James Tosone,3,3,0,0,0,0
Sussex,0102 VERNON TWP 12,U.S. House,5,,Write-ins,1,1,0,0,0,0
Sussex,0103 VERNON TWP 13,,,,Registered Voters,638,,,,,
Sussex,0103 VERNON TWP 13,,,,Ballots Cast,370,335,33,0,2,0
Sussex,0103 VERNON TWP 13,U.S. Senate,,REP,Bob Hugin,242,220,20,0,2,0
Sussex,0103 VERNON TWP 13,U.S. Senate,,DEM,Robert Menendez,116,103,13,0,0,0
