county,municipality,office,district,party,candidate,votes
Atlantic,Corbin City,President,,Democratic,Hillary Rodham Clinton,85
Atlantic,Corbin City,President,,Republican,Donald J. Trump,158
Atlantic,Corbin City,President,,Libertarian Party,Gary Johnson,10
Atlantic,Corbin City,President,,Green Party,Jill Stein,2
Atlantic,Corbin City,President,,Constitution Party,Darrell Castle,3
Atlantic,Corbin City,President,,Workers Party,Alyson Kennedy Socialist,0
Atlantic,Corbin City,President,,American Delta Party,Rocky Roque De la Fuente,0
Atlantic,Corbin City,President,,Workers World Party,Monica Moorehead,0
Atlantic,Corbin City,President,,Socialism and Liberation,Gloria La Riva,0
Atlantic,Egg Harbor City,President,,Democratic,Hillary Rodham Clinton,944
Atlantic,Egg Harbor City,President,,Republican,Donald J. Trump,746
Atlantic,Egg Harbor City,President,,Libertarian Party,Gary Johnson,33
Atlantic,Egg Harbor City,President,,Green Party,Jill Stein,20
Atlantic,Egg Harbor City,President,,Constitution Party,Darrell Castle,3
Atlantic,Egg Harbor City,President,,Workers Party,Alyson Kennedy Socialist,0
Atlantic,Egg Harbor City,President,,American Delta Party,Rocky Roque De la Fuente,0
Atlantic,Egg Harbor City,President,,Workers World Party,Monica Moorehead,2
Atlantic,Egg Harbor City,President,,Socialism and Liberation,Gloria La Riva,4
Atlantic,Egg Harbor Twp,President,,Democratic,Hillary Rodham Clinton,9973
Atlantic,Egg Harbor Twp,President,,Republican,Donald J. Trump,9563
Atlantic,Egg Harbor Twp,President,,Libertarian Party,Gary Johnson,398
Atlantic,Egg Harbor Twp,President,,Green Party,Jill Stein,175
Atlantic,Egg Harbor Twp,President,,Constitution Party,Darrell Castle,53
Atlantic,Egg Harbor Twp,President,,Workers Party,Alyson Kennedy Socialist,4
Atlantic,Egg Harbor Twp,President,,American Delta Party,Rocky Roque De la Fuente,15
Atlantic,Egg Harbor Twp,President,,Workers World Party,Monica Moorehead,10
Atlantic,Egg Harbor Twp,President,,Socialism and Liberation,Gloria La Riva,25
Atlantic,Estell Manor City,President,,Democratic,Hillary Rodham Clinton,244
Atlantic,Estell Manor City,President,,Republican,Donald J. Trump,677
Atlantic,Estell Manor City,President,,Libertarian Party,Gary Johnson,18
Atlantic,Estell Manor City,President,,Green Party,Jill Stein,10
Atlantic,Estell Manor City,President,,Constitution Party,Darrell Castle,7
Atlantic,Estell Manor City,President,,Workers Party,Alyson Kennedy Socialist,1
Atlantic,Estell Manor City,President,,American Delta Party,Rocky Roque De la Fuente,1
Atlantic,Estell Manor City,President,,Workers World Party,Monica Moorehead,1
Atlantic,Estell Manor City,President,,Socialism and Liberation,Gloria La Riva,0
Atlantic,Folsom Boro,President,,Democratic,Hillary Rodham Clinton,325
Atlantic,Folsom Boro,President,,Republican,Donald J. Trump,549
Atlantic,Folsom Boro,President,,Libertarian Party,Gary Johnson,17
Atlantic,Folsom Boro,President,,Green Party,Jill Stein,6
Atlantic,Folsom Boro,President,,Constitution Party,Darrell Castle,1
Atlantic,Folsom Boro,President,,Workers Party,Alyson Kennedy Socialist,0
Atlantic,Folsom Boro,President,,American Delta Party,Rocky Roque De la Fuente,0
Atlantic,Folsom Boro,President,,Workers World Party,Monica Moorehead,0
Atlantic,Folsom Boro,President,,Socialism and Liberation,Gloria La Riva,0
Atlantic,Galloway Twp.,President,,Democratic,Hillary Rodham Clinton,8275
Atlantic,Galloway Twp.,President,,Republican,Donald J. Trump,7951
Atlantic,Galloway Twp.,President,,Libertarian Party,Gary Johnson,319
Atlantic,Galloway Twp.,President,,Green Party,Jill Stein,153
Atlantic,Galloway Twp.,President,,Constitution Party,Darrell Castle,47
Atlantic,Galloway Twp.,President,,Workers Party,Alyson Kennedy Socialist,5
Atlantic,Galloway Twp.,President,,American Delta Party,Rocky Roque De la Fuente,6
Atlantic,Galloway Twp.,President,,Workers World Party,Monica Moorehead,7
Atlantic,Galloway Twp.,President,,Socialism and Liberation,Gloria La Riva,19
Atlantic,Hamilton Twp.,President,,Democratic,Hillary Rodham Clinton,5901
Atlantic,Hamilton Twp.,President,,Republican,Donald J. Trump,5252
Atlantic,Hamilton Twp.,President,,Libertarian Party,Gary Johnson,272
Atlantic,Hamilton Twp.,President,,Green Party,Jill Stein,112
Atlantic,Hamilton Twp.,President,,Constitution Party,Darrell Castle,25
Atlantic,Hamilton Twp.,President,,Workers Party,Alyson Kennedy Socialist,8
Atlantic,Hamilton Twp.,President,,American Delta Party,Rocky Roque De la Fuente,6
Atlantic,Hamilton Twp.,President,,Workers World Party,Monica Moorehead,9
Atlantic,Hamilton Twp.,President,,Socialism and Liberation,Gloria La Riva,18
Atlantic,Hammonton,President,,Democratic,Hillary Rodham Clinton,2366
Atlantic,Hammonton,President,,Republican,Donald J. Trump,3859
Atlantic,Hammonton,President,,Libertarian Party,Gary Johnson,115
Atlantic,Hammonton,President,,Green Party,Jill Stein,47
Atlantic,Hammonton,President,,Constitution Party,Darrell Castle,17
Atlantic,Hammonton,President,,Workers Party,Alyson Kennedy Socialist,4
Atlantic,Hammonton,President,,American Delta Party,Rocky Roque De la Fuente,3
Atlantic,Hammonton,President,,Workers World Party,Monica Moorehead,2
Atlantic,Hammonton,President,,Socialism and Liberation,Gloria La Riva,10
Atlantic,Linwood City,President,,Democratic,Hillary Rodham Clinton,1675
Atlantic,Linwood City,President,,Republican,Donald J. Trump,2069
Atlantic,Linwood City,President,,Libertarian Party,Gary Johnson,97
Atlantic,Linwood City,President,,Green Party,Jill Stein,47
Atlantic,Linwood City,President,,Constitution Party,Darrell Castle,9
Atlantic,Linwood City,President,,Workers Party,Alyson Kennedy Socialist,0
Atlantic,Linwood City,President,,American Delta Party,Rocky Roque De la Fuente,1
Atlantic,Linwood City,President,,Workers World Party,Monica Moorehead,1
Atlantic,Linwood City,President,,Socialism and Liberation,Gloria La Riva,3
Atlantic,Longport Boro,President,,Democratic,Hillary Rodham Clinton,182
Atlantic,Longport Boro,President,,Republican,Donald J. Trump,306
Atlantic,Longport Boro,President,,Libertarian Party,Gary Johnson,16
Atlantic,Longport Boro,President,,Green Party,Jill Stein,1
Atlantic,Longport Boro,President,,Constitution Party,Darrell Castle,0
Atlantic,Longport Boro,President,,Workers Party,Alyson Kennedy Socialist,1
Atlantic,Longport Boro,President,,American Delta Party,Rocky Roque De la Fuente,0
Atlantic,Longport Boro,President,,Workers World Party,Monica Moorehead,0
Atlantic,Longport Boro,President,,Socialism and Liberation,Gloria La Riva,0
Atlantic,Margate City,President,,Democratic,Hillary Rodham Clinton,1632
Atlantic,Margate City,President,,Republican,Donald J. Trump,1688
Atlantic,Margate City,President,,Libertarian Party,Gary Johnson,47
Atlantic,Margate City,President,,Green Party,Jill Stein,23
Atlantic,Margate City,President,,Constitution Party,Darrell Castle,3
Atlantic,Margate City,President,,Workers Party,Alyson Kennedy Socialist,0
Atlantic,Margate City,President,,American Delta Party,Rocky Roque De la Fuente,6
Atlantic,Margate City,President,,Workers World Party,Monica Moorehead,1
Atlantic,Margate City,President,,Socialism and Liberation,Gloria La Riva,4
Atlantic,Mullica Twp.,President,,Democratic,Hillary Rodham Clinton,1142
Atlantic,Mullica Twp.,President,,Republican,Donald J. Trump,1710
Atlantic,Mullica Twp.,President,,Libertarian Party,Gary Johnson,56
Atlantic,Mullica Twp.,President,,Green Party,Jill Stein,24
Atlantic,Mullica Twp.,President,,Constitution Party,Darrell Castle,9
Atlantic,Mullica Twp.,President,,Workers Party,Alyson Kennedy Socialist,3
Atlantic,Mullica Twp.,President,,American Delta Party,Rocky Roque De la Fuente,1
Atlantic,Mullica Twp.,President,,Workers World Party,Monica Moorehead,0
Atlantic,Mullica Twp.,President,,Socialism and Liberation,Gloria La Riva,4
Atlantic,Northfield Twp.,President,,Democratic,Hillary Rodham Clinton,1957
Atlantic,Northfield Twp.,President,,Republican,Donald J. Trump,2222
Atlantic,Northfield Twp.,President,,Libertarian Party,Gary Johnson,106
Atlantic,Northfield Twp.,President,,Green Party,Jill Stein,53
Atlantic,Northfield Twp.,President,,Constitution Party,Darrell Castle,9
Atlantic,Northfield Twp.,President,,Workers Party,Alyson Kennedy Socialist,1
Atlantic,Northfield Twp.,President,,American Delta Party,Rocky Roque De la Fuente,0
Atlantic,Northfield Twp.,President,,Workers World Party,Monica Moorehead,2
Atlantic,Northfield Twp.,President,,Socialism and Liberation,Gloria La Riva,4
Atlantic,Pleasantville City,President,,Democratic,Hillary Rodham Clinton,5422
Atlantic,Pleasantville City,President,,Republican,Donald J. Trump,565
Atlantic,Pleasantville City,President,,Libertarian Party,Gary Johnson,24
Atlantic,Pleasantville City,President,,Green Party,Jill Stein,34
Atlantic,Pleasantville City,President,,Constitution Party,Darrell Castle,10
Atlantic,Pleasantville City,President,,Workers Party,Alyson Kennedy Socialist,2
Atlantic,Pleasantville City,President,,American Delta Party,Rocky Roque De la Fuente,5
Atlantic,Pleasantville City,President,,Workers World Party,Monica Moorehead,6
Atlantic,Pleasantville City,President,,Socialism and Liberation,Gloria La Riva,6
Atlantic,Port Republic,President,,Democratic,Hillary Rodham Clinton,246
Atlantic,Port Republic,President,,Republican,Donald J. Trump,416
Atlantic,Port Republic,President,,Libertarian Party,Gary Johnson,16
Atlantic,Port Republic,President,,Green Party,Jill Stein,5
Atlantic,Port Republic,President,,Constitution Party,Darrell Castle,4
Atlantic,Port Republic,President,,Workers Party,Alyson Kennedy Socialist,1
Atlantic,Port Republic,President,,American Delta Party,Rocky Roque De la Fuente,2
Atlantic,Port Republic,President,,Workers World Party,Monica Moorehead,0
Atlantic,Port Republic,President,,Socialism and Liberation,Gloria La Riva,1
Atlantic,Somers Point City,President,,Democratic,Hillary Rodham Clinton,2319
Atlantic,Somers Point City,President,,Republican,Donald J. Trump,2330
Atlantic,Somers Point City,President,,Libertarian Party,Gary Johnson,116
Atlantic,Somers Point City,President,,Green Party,Jill Stein,46
Atlantic,Somers Point City,President,,Constitution Party,Darrell Castle,11
Atlantic,Somers Point City,President,,Workers Party,Alyson Kennedy Socialist,3
Atlantic,Somers Point City,President,,American Delta Party,Rocky Roque De la Fuente,1
Atlantic,Somers Point City,President,,Workers World Party,Monica Moorehead,5
Atlantic,Somers Point City,President,,Socialism and Liberation,Gloria La Riva,6
Atlantic,Ventnor City,President,,Democratic,Hillary Rodham Clinton,2196
Atlantic,Ventnor City,President,,Republican,Donald J. Trump,2073
Atlantic,Ventnor City,President,,Libertarian Party,Gary Johnson,92
Atlantic,Ventnor City,President,,Green Party,Jill Stein,48
Atlantic,Ventnor City,President,,Constitution Party,Darrell Castle,8
Atlantic,Ventnor City,President,,Workers Party,Alyson Kennedy Socialist,1
Atlantic,Ventnor City,President,,American Delta Party,Rocky Roque De la Fuente,1
Atlantic,Ventnor City,President,,Workers World Party,Monica Moorehead,0
Atlantic,Ventnor City,President,,Socialism and Liberation,Gloria La Riva,6
Atlantic,Weymouth Twp.,President,,Democratic,Hillary Rodham Clinton,550
Atlantic,Weymouth Twp.,President,,Republican,Donald J. Trump,854
Atlantic,Weymouth Twp.,President,,Libertarian Party,Gary Johnson,25
Atlantic,Weymouth Twp.,President,,Green Party,Jill Stein,6
Atlantic,Weymouth Twp.,President,,Constitution Party,Darrell Castle,3
Atlantic,Weymouth Twp.,President,,Workers Party,Alyson Kennedy Socialist,2
Atlantic,Weymouth Twp.,President,,American Delta Party,Rocky Roque De la Fuente,1
Atlantic,Weymouth Twp.,President,,Workers World Party,Monica Moorehead,1
Atlantic,Weymouth Twp.,President,,Socialism and Liberation,Gloria La Riva,3
Bergen,Allendale Boro,President,,Democratic,Hillary Rodham Clinton,1759
Bergen,Allendale Boro,President,,Republican,Donald J. Trump,1756
Bergen,Allendale Boro,President,,Libertarian Party,Gary Johnson,96
Bergen,Allendale Boro,President,,Green Party,Jill Stein,30
Bergen,Allendale Boro,President,,Constitution Party,Darrell Castle,3
Bergen,Allendale Boro,President,,Socialist Workers Party,Alyson Kennedy,2
Bergen,Allendale Boro,President,,American Delta Party,Rocky Roque De la Fuente,1
Bergen,Allendale Boro,President,,Workers World Party,Monica Moorehead,0
Bergen,Allendale Boro,President,,Socialism and Liberation,Gloria La Riva,0
Bergen,Alpine Boro,President,,Democratic,Hillary Rodham Clinton,458
Bergen,Alpine Boro,President,,Republican,Donald J. Trump,419
Bergen,Alpine Boro,President,,Libertarian Party,Gary Johnson,14
Bergen,Alpine Boro,President,,Green Party,Jill Stein,9
Bergen,Alpine Boro,President,,Constitution Party,Darrell Castle,0
Bergen,Alpine Boro,President,,Socialist Workers Party,Alyson Kennedy,0
Bergen,Alpine Boro,President,,American Delta Party,Rocky Roque De la Fuente,0
Bergen,Alpine Boro,President,,Workers World Party,Monica Moorehead,0
Bergen,Alpine Boro,President,,Socialism and Liberation,Gloria La Riva,0
Bergen,Bergenfield Boro,President,,Democratic,Hillary Rodham Clinton,7395
Bergen,Bergenfield Boro,President,,Republican,Donald J. Trump,3745
Bergen,Bergenfield Boro,President,,Libertarian Party,Gary Johnson,170
Bergen,Bergenfield Boro,President,,Green Party,Jill Stein,103
Bergen,Bergenfield Boro,President,,Constitution Party,Darrell Castle,12
Bergen,Bergenfield Boro,President,,Socialist Workers Party,Alyson Kennedy,6
Bergen,Bergenfield Boro,President,,American Delta Party,Rocky Roque De la Fuente,7
Bergen,Bergenfield Boro,President,,Workers World Party,Monica Moorehead,4
Bergen,Bergenfield Boro,President,,Socialism and Liberation,Gloria La Riva,3
Bergen,Bogota Boro,President,,Democratic,Hillary Rodham Clinton,2454
Bergen,Bogota Boro,President,,Republican,Donald J. Trump,1230
Bergen,Bogota Boro,President,,Libertarian Party,Gary Johnson,71
Bergen,Bogota Boro,President,,Green Party,Jill Stein,38
Bergen,Bogota Boro,President,,Constitution Party,Darrell Castle,5
Bergen,Bogota Boro,President,,Socialist Workers Party,Alyson Kennedy,4
Bergen,Bogota Boro,President,,American Delta Party,Rocky Roque De la Fuente,2
Bergen,Bogota Boro,President,,Workers World Party,Monica Moorehead,1
Bergen,Bogota Boro,President,,Socialism and Liberation,Gloria La Riva,1
Bergen,Carlstadt  Boro,President,,Democratic,Hillary Rodham Clinton,1289
Bergen,Carlstadt  Boro,President,,Republican,Donald J. Trump,1462
Bergen,Carlstadt  Boro,President,,Libertarian Party,Gary Johnson,69
Bergen,Carlstadt  Boro,President,,Green Party,Jill Stein,34
Bergen,Carlstadt  Boro,President,,Constitution Party,Darrell Castle,1
Bergen,Carlstadt  Boro,President,,Socialist Workers Party,Alyson Kennedy,1
Bergen,Carlstadt  Boro,President,,American Delta Party,Rocky Roque De la Fuente,0
Bergen,Carlstadt  Boro,President,,Workers World Party,Monica Moorehead,0
Bergen,Carlstadt  Boro,President,,Socialism and Liberation,Gloria La Riva,1
Bergen,Cliffside Park Boro,President,,Democratic,Hillary Rodham Clinton,5474
Bergen,Cliffside Park Boro,President,,Republican,Donald J. Trump,3119
Bergen,Cliffside Park Boro,President,,Libertarian Party,Gary Johnson,101
Bergen,Cliffside Park Boro,President,,Green Party,Jill Stein,108
Bergen,Cliffside Park Boro,President,,Constitution Party,Darrell Castle,5
Bergen,Cliffside Park Boro,President,,Socialist Workers Party,Alyson Kennedy,3
Bergen,Cliffside Park Boro,President,,American Delta Party,Rocky Roque De la Fuente,3
Bergen,Cliffside Park Boro,President,,Workers World Party,Monica Moorehead,1
Bergen,Cliffside Park Boro,President,,Socialism and Liberation,Gloria La Riva,0
Bergen,ClosterBoro,President,,Democratic,Hillary Rodham Clinton,2309
Bergen,ClosterBoro,President,,Republican,Donald J. Trump,1478
Bergen,ClosterBoro,President,,Libertarian Party,Gary Johnson,63
Bergen,ClosterBoro,President,,Green Party,Jill Stein,26
Bergen,ClosterBoro,President,,Constitution Party,Darrell Castle,6
Bergen,ClosterBoro,President,,Socialist Workers Party,Alyson Kennedy,0
Bergen,ClosterBoro,President,,American Delta Party,Rocky Roque De la Fuente,0
Bergen,ClosterBoro,President,,Workers World Party,Monica Moorehead,1
Bergen,ClosterBoro,President,,Socialism and Liberation,Gloria La Riva,0
Bergen,Cresskill Boro,President,,Democratic,Hillary Rodham Clinton,2086
Bergen,Cresskill Boro,President,,Republican,Donald J. Trump,1689
Bergen,Cresskill Boro,President,,Libertarian Party,Gary Johnson,94
Bergen,Cresskill Boro,President,,Green Party,Jill Stein,24
Bergen,Cresskill Boro,President,,Constitution Party,Darrell Castle,8
Bergen,Cresskill Boro,President,,Socialist Workers Party,Alyson Kennedy,0
Bergen,Cresskill Boro,President,,American Delta Party,Rocky Roque De la Fuente,0
Bergen,Cresskill Boro,President,,Workers World Party,Monica Moorehead,1
Bergen,Cresskill Boro,President,,Socialism and Liberation,Gloria La Riva,0
Bergen,Demarest Boro,President,,Democratic,Hillary Rodham Clinton,1578
Bergen,Demarest Boro,President,,Republican,Donald J. Trump,853
Bergen,Demarest Boro,President,,Libertarian Party,Gary Johnson,48
Bergen,Demarest Boro,President,,Green Party,Jill Stein,14
Bergen,Demarest Boro,President,,Constitution Party,Darrell Castle,2
Bergen,Demarest Boro,President,,Socialist Workers Party,Alyson Kennedy,1
Bergen,Demarest Boro,President,,American Delta Party,Rocky Roque De la Fuente,2
Bergen,Demarest Boro,President,,Workers World Party,Monica Moorehead,0
Bergen,Demarest Boro,President,,Socialism and Liberation,Gloria La Riva,1
Bergen,Dumont Boro,President,,Democratic,Hillary Rodham Clinton,4423
Bergen,Dumont Boro,President,,Republican,Donald J. Trump,3928
Bergen,Dumont Boro,President,,Libertarian Party,Gary Johnson,185
Bergen,Dumont Boro,President,,Green Party,Jill Stein,94
Bergen,Dumont Boro,President,,Constitution Party,Darrell Castle,6
Bergen,Dumont Boro,President,,Socialist Workers Party,Alyson Kennedy,4
Bergen,Dumont Boro,President,,American Delta Party,Rocky Roque De la Fuente,4
Bergen,Dumont Boro,President,,Workers World Party,Monica Moorehead,4
Bergen,Dumont Boro,President,,Socialism and Liberation,Gloria La Riva,1
Bergen,East Rutherford Boro,President,,Democratic,Hillary Rodham Clinton,1918
Bergen,East Rutherford Boro,President,,Republican,Donald J. Trump,1740
Bergen,East Rutherford Boro,President,,Libertarian Party,Gary Johnson,66
Bergen,East Rutherford Boro,President,,Green Party,Jill Stein,66
Bergen,East Rutherford Boro,President,,Constitution Party,Darrell Castle,6
Bergen,East Rutherford Boro,President,,Socialist Workers Party,Alyson Kennedy,3
Bergen,East Rutherford Boro,President,,American Delta Party,Rocky Roque De la Fuente,3
Bergen,East Rutherford Boro,President,,Workers World Party,Monica Moorehead,1
Bergen,East Rutherford Boro,President,,Socialism and Liberation,Gloria La Riva,0
Bergen,Edgewater Boro,President,,Democratic,Hillary Rodham Clinton,2932
Bergen,Edgewater Boro,President,,Republican,Donald J. Trump,1134
Bergen,Edgewater Boro,President,,Libertarian Party,Gary Johnson,80
Bergen,Edgewater Boro,President,,Green Party,Jill Stein,38
Bergen,Edgewater Boro,President,,Constitution Party,Darrell Castle,5
Bergen,Edgewater Boro,President,,Socialist Workers Party,Alyson Kennedy,0
Bergen,Edgewater Boro,President,,American Delta Party,Rocky Roque De la Fuente,2
Bergen,Edgewater Boro,President,,Workers World Party,Monica Moorehead,0
Bergen,Edgewater Boro,President,,Socialism and Liberation,Gloria La Riva,0
Bergen,Elmwood Park Boro,President,,Democratic,Hillary Rodham Clinton,4599
Bergen,Elmwood Park Boro,President,,Republican,Donald J. Trump,3737
Bergen,Elmwood Park Boro,President,,Libertarian Party,Gary Johnson,114
Bergen,Elmwood Park Boro,President,,Green Party,Jill Stein,102
Bergen,Elmwood Park Boro,President,,Constitution Party,Darrell Castle,8
Bergen,Elmwood Park Boro,President,,Socialist Workers Party,Alyson Kennedy,1
Bergen,Elmwood Park Boro,President,,American Delta Party,Rocky Roque De la Fuente,0
Bergen,Elmwood Park Boro,President,,Workers World Party,Monica Moorehead,3
Bergen,Elmwood Park Boro,President,,Socialism and Liberation,Gloria La Riva,1
Bergen,Emerson Boro,President,,Democratic,Hillary Rodham Clinton,1623
Bergen,Emerson Boro,President,,Republican,Donald J. Trump,2188
Bergen,Emerson Boro,President,,Libertarian Party,Gary Johnson,81
Bergen,Emerson Boro,President,,Green Party,Jill Stein,44
Bergen,Emerson Boro,President,,Constitution Party,Darrell Castle,3
Bergen,Emerson Boro,President,,Socialist Workers Party,Alyson Kennedy,0
Bergen,Emerson Boro,President,,American Delta Party,Rocky Roque De la Fuente,0
Bergen,Emerson Boro,President,,Workers World Party,Monica Moorehead,0
Bergen,Emerson Boro,President,,Socialism and Liberation,Gloria La Riva,1
Bergen,Englewood City,President,,Democratic,Hillary Rodham Clinton,9518
Bergen,Englewood City,President,,Republican,Donald J. Trump,2130
Bergen,Englewood City,President,,Libertarian Party,Gary Johnson,160
Bergen,Englewood City,President,,Green Party,Jill Stein,110
Bergen,Englewood City,President,,Constitution Party,Darrell Castle,4
Bergen,Englewood City,President,,Socialist Workers Party,Alyson Kennedy,1
Bergen,Englewood City,President,,American Delta Party,Rocky Roque De la Fuente,0
Bergen,Englewood City,President,,Workers World Party,Monica Moorehead,1
Bergen,Englewood City,President,,Socialism and Liberation,Gloria La Riva,3
Bergen,Englewood Cliffs Boro,President,,Democratic,Hillary Rodham Clinton,1414
Bergen,Englewood Cliffs Boro,President,,Republican,Donald J. Trump,1160
Bergen,Englewood Cliffs Boro,President,,Libertarian Party,Gary Johnson,43
Bergen,Englewood Cliffs Boro,President,,Green Party,Jill Stein,16
Bergen,Englewood Cliffs Boro,President,,Constitution Party,Darrell Castle,0
Bergen,Englewood Cliffs Boro,President,,Socialist Workers Party,Alyson Kennedy,1
Bergen,Englewood Cliffs Boro,President,,American Delta Party,Rocky Roque De la Fuente,2
Bergen,Englewood Cliffs Boro,President,,Workers World Party,Monica Moorehead,0
Bergen,Englewood Cliffs Boro,President,,Socialism and Liberation,Gloria La Riva,0
Bergen,Fair Lawn Boro,President,,Democratic,Hillary Rodham Clinton,8993
Bergen,Fair Lawn Boro,President,,Republican,Donald J. Trump,7062
Bergen,Fair Lawn Boro,President,,Libertarian Party,Gary Johnson,387
Bergen,Fair Lawn Boro,President,,Green Party,Jill Stein,156
Bergen,Fair Lawn Boro,President,,Constitution Party,Darrell Castle,21
Bergen,Fair Lawn Boro,President,,Socialist Workers Party,Alyson Kennedy,6
Bergen,Fair Lawn Boro,President,,American Delta Party,Rocky Roque De la Fuente,1
Bergen,Fair Lawn Boro,President,,Workers World Party,Monica Moorehead,3
Bergen,Fair Lawn Boro,President,,Socialism and Liberation,Gloria La Riva,3
Bergen,Fairview Boro,President,,Democratic,Hillary Rodham Clinton,2423
Bergen,Fairview Boro,President,,Republican,Donald J. Trump,1213
Bergen,Fairview Boro,President,,Libertarian Party,Gary Johnson,29
Bergen,Fairview Boro,President,,Green Party,Jill Stein,52
Bergen,Fairview Boro,President,,Constitution Party,Darrell Castle,3
Bergen,Fairview Boro,President,,Socialist Workers Party,Alyson Kennedy,5
Bergen,Fairview Boro,President,,American Delta Party,Rocky Roque De la Fuente,2
Bergen,Fairview Boro,President,,Workers World Party,Monica Moorehead,1
Bergen,Fairview Boro,President,,Socialism and Liberation,Gloria La Riva,1
Bergen,Fort Lee Boro,President,,Democratic,Hillary Rodham Clinton,8963
Bergen,Fort Lee Boro,President,,Republican,Donald J. Trump,4993
Bergen,Fort Lee Boro,President,,Libertarian Party,Gary Johnson,153
Bergen,Fort Lee Boro,President,,Green Party,Jill Stein,139
Bergen,Fort Lee Boro,President,,Constitution Party,Darrell Castle,11
Bergen,Fort Lee Boro,President,,Socialist Workers Party,Alyson Kennedy,5
Bergen,Fort Lee Boro,President,,American Delta Party,Rocky Roque De la Fuente,6
Bergen,Fort Lee Boro,President,,Workers World Party,Monica Moorehead,2
Bergen,Fort Lee Boro,President,,Socialism and Liberation,Gloria La Riva,4
Bergen,Franklin Lakes Boro,President,,Democratic,Hillary Rodham Clinton,2153
Bergen,Franklin Lakes Boro,President,,Republican,Donald J. Trump,3721
Bergen,Franklin Lakes Boro,President,,Libertarian Party,Gary Johnson,112
Bergen,Franklin Lakes Boro,President,,Green Party,Jill Stein,40
Bergen,Franklin Lakes Boro,President,,Constitution Party,Darrell Castle,3
Bergen,Franklin Lakes Boro,President,,Socialist Workers Party,Alyson Kennedy,1
Bergen,Franklin Lakes Boro,President,,American Delta Party,Rocky Roque De la Fuente,0
Bergen,Franklin Lakes Boro,President,,Workers World Party,Monica Moorehead,0
Bergen,Franklin Lakes Boro,President,,Socialism and Liberation,Gloria La Riva,2
Bergen,Garfield City,President,,Democratic,Hillary Rodham Clinton,5477
Bergen,Garfield City,President,,Republican,Donald J. Trump,3782
